location,target,type,quantile,forecast_date,target_end_date,value
AT,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,3017
BE,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,9414
BG,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,739
CH,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,5305
CY,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,5834
CZ,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,1075
DE,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,11758
DK,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,5743
EE,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,747
ES,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,176057
FI,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,3320
FR,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,155219
GB,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,273114
GR,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,18086
HR,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,1147
HU,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,356
IE,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,10232
IS,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,617
IT,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,38852
LI,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,5
LT,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,1573
LU,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,482
LV,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,339
MT,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,1409
NL,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,45798
NO,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,1361
PL,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,702
PT,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,22250
RO,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,825
SE,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,2483
SI,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,486
SK,1 wk ahead inc case,point,NA,2021-07-26,2021-07-31,302
AT,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,0
BE,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,6
BG,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,11
CH,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,18
CY,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,20
CZ,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,40
DE,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,98
DK,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,0
EE,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,2
ES,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,99
FI,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,3
FR,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,136
GB,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,497
GR,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,41
HR,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,2
HU,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,0
IE,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,0
IS,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,0
IT,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,69
LI,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,0
LT,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,7
LU,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,0
LV,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,9
MT,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,1
NL,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,31
NO,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,1
PL,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,11
PT,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,90
RO,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,1
SE,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,8
SI,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,7
SK,1 wk ahead inc death,point,NA,2021-07-26,2021-07-31,3
