location,target,type,quantile,forecast_date,target_end_date,value
AT,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,14416
BE,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,10685
BG,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,12004
CH,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,4322
CY,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,612
CZ,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,5022
DE,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,55706
DK,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,3353
EE,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,5279
ES,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,9391
FI,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,3063
FR,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,27111
GB,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,234566
GR,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,14151
HR,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,9125
HU,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,3230
IE,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,9109
IS,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,172
IT,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,18306
LI,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,1
LT,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,14100
LU,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,572
LV,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,8564
MT,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,92
NL,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,11783
NO,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,2536
PL,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,8630
PT,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,3425
RO,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,86572
SE,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,3298
SI,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,6030
SK,1 wk ahead inc case,point,NA,2021-10-04,2021-10-09,9205
AT,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,52
BE,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,39
BG,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,519
CH,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,59
CY,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,0
CZ,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,31
DE,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,322
DK,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,27
EE,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,24
ES,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,133
FI,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,27
FR,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,318
GB,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,681
GR,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,238
HR,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,80
HU,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,58
IE,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,53
IS,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,0
IT,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,264
LI,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,0
LT,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,204
LU,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,0
LV,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,76
MT,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,3
NL,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,39
NO,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,11
PL,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,133
PT,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,40
RO,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,1506
SE,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,93
SI,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,34
SK,1 wk ahead inc death,point,NA,2021-10-04,2021-10-09,94
