location,target,type,quantile,forecast_date,target_end_date,value
AT,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,255833
BE,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,445064
BG,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,60395
CH,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,262166
CY,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,12691
CZ,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,249129
DE,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,1138751
DK,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,379405
EE,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,50761
ES,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,579925
FI,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,19789
FR,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,2197514
GB,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,524907
GR,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,111278
HR,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,61875
HU,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,118343
IE,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,13193
IS,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,9262
IT,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,790327
LI,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,1110
LT,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,81315
LU,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,16635
LV,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,62703
MT,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,1194
NL,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,523187
NO,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,165632
PL,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,418458
PT,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,415960
RO,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,226814
SE,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,322694
SI,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,119511
SK,1 wk ahead inc case,point,NA,2022-01-31,2022-02-05,134620
AT,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,113
BE,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,175
BG,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,462
CH,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,81
CY,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,15
CZ,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,115
DE,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,918
DK,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,165
EE,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,48
ES,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,1286
FI,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,23
FR,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,2029
GB,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,1607
GR,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,756
HR,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,399
HU,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,300
IE,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,34
IS,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,1
IT,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,2599
LI,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,0
LT,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,99
LU,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,1
LV,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,77
MT,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,17
NL,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,45
NO,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,24
PL,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,972
PT,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,323
RO,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,537
SE,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,128
SI,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,105
SK,1 wk ahead inc death,point,NA,2022-01-31,2022-02-05,78
