location,target,type,quantile,forecast_date,target_end_date,value
AT,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,2899
BE,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,11565
BG,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,947
CH,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,5005
CY,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,362
CZ,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,2862
DE,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,37358
DK,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,6541
EE,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,1076
ES,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,19355
FI,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,1460
FR,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,22308
GB,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,16206
GR,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,10443
HR,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,2043
HU,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,2265
IE,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,306
IS,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,4
IT,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,22622
LI,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,14
LT,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,3731
LU,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,427
LV,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,2108
MT,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,21
NL,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,22564
NO,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,3780
PL,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,5508
PT,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,3201
RO,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,1790
SE,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,11937
SI,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,1565
SK,1 wk ahead inc case,point,NA,2021-05-24,2021-05-29,844
AT,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,53
BE,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,110
BG,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,145
CH,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,56
CY,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,14
CZ,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,37
DE,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,1062
DK,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,4
EE,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,10
ES,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,134
FI,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,5
FR,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,138
GB,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,34
GR,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,310
HR,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,162
HU,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,202
IE,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,0
IS,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,0
IT,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,755
LI,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,0
LT,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,87
LU,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,6
LV,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,78
MT,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,0
NL,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,112
NO,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,0
PL,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,688
PT,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,4
RO,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,347
SE,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,50
SI,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,27
SK,1 wk ahead inc death,point,NA,2021-05-24,2021-05-29,18
