location,target,type,quantile,forecast_date,target_end_date,value
AT,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,9323
BE,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,12973
BG,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,8674
CH,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,20578
CY,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,1809
CZ,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,1263
DE,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,55586
DK,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,6444
EE,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,1894
ES,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,39245
FI,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,4326
FR,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,136424
GB,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,241547
GR,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,21100
HR,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,3234
HU,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,553
IE,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,12182
IS,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,533
IT,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,44499
LI,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,95
LT,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,3955
LU,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,228
LV,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,1093
MT,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,411
NL,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,17683
NO,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,4631
PL,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,1349
PT,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,15586
RO,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,4591
SE,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,6582
SI,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,2565
SK,1 wk ahead inc case,point,NA,2021-08-23,2021-08-28,584
AT,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,6
BE,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,47
BG,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,159
CH,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,29
CY,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,30
CZ,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,7
DE,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,95
DK,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,11
EE,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,1
ES,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,668
FI,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,12
FR,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,773
GB,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,704
GR,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,184
HR,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,26
HU,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,0
IE,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,13
IS,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,0
IT,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,316
LI,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,0
LT,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,52
LU,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,2
LV,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,6
MT,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,5
NL,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,48
NO,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,0
PL,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,12
PT,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,77
RO,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,72
SE,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,10
SI,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,12
SK,1 wk ahead inc death,point,NA,2021-08-23,2021-08-28,3
