location,target,type,quantile,forecast_date,target_end_date,value
AT,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,24827
BE,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,11800
BG,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,14064
CH,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,89608
CY,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,27337
CZ,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,24178
DE,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,159922
DK,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,159663
EE,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,6524
ES,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,697950
FI,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,14707
FR,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,1581394
GB,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,1367159
GR,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,206786
HR,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,28330
HU,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,9688
IE,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,127786
IS,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,6563
IT,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,974293
LI,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,266
LT,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,11850
LU,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,5904
LV,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,5732
MT,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,8286
NL,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,121548
NO,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,22357
PL,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,57794
PT,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,192048
RO,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,10543
SE,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,40767
SI,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,11315
SK,1 wk ahead inc case,point,NA,2022-01-03,2022-01-08,13268
AT,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,64
BE,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,91
BG,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,240
CH,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,173
CY,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,9
CZ,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,351
DE,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,1169
DK,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,79
EE,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,49
ES,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,403
FI,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,65
FR,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,1284
GB,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,931
GR,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,380
HR,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,253
HU,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,414
IE,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,0
IS,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,0
IT,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,1015
LI,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,0
LT,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,136
LU,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,2
LV,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,63
MT,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,8
NL,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,190
NO,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,29
PL,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,2890
PT,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,137
RO,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,162
SE,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,63
SI,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,62
SK,1 wk ahead inc death,point,NA,2022-01-03,2022-01-08,215
