location_name,location,indicator,date,value,source,type
Luxembourg,LU,Daily hospital occupancy,2022-12-22,44,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2022-12-23,38,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2022-12-24,35,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2022-12-25,32,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2022-12-26,33,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2022-12-27,32,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2022-12-28,29,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2022-12-29,33,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2022-12-30,33,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2022-12-31,32,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2023-01-01,30,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2023-01-02,32,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2023-01-03,28,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2023-01-04,25,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2023-01-05,24,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2023-01-06,25,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2023-01-07,30,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2023-01-08,31,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2023-01-09,32,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2023-01-10,32,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2023-01-11,28,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2023-01-12,19,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2023-01-13,21,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2023-01-14,15,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2023-01-15,14,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2023-01-16,15,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2023-01-17,13,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2023-01-18,12,Public,ECDC
Luxembourg,LU,Daily hospital occupancy,2023-01-19,14,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-02-24,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-02-25,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-02-26,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-02-27,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-02-28,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-02-29,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-01,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-02,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-03,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-04,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-05,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-06,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-07,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-08,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-09,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-10,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-11,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-12,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-13,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-14,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-15,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-16,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-17,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-18,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-19,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-20,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-21,6,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-22,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-23,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-24,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-25,14,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-26,20,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-27,20,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-28,23,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-29,21,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-30,24,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-03-31,26,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-01,27,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-02,30,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-03,35,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-04,33,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-05,33,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-06,31,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-07,31,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-08,33,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-09,29,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-10,28,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-11,30,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-12,31,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-13,33,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-14,34,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-15,35,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-16,32,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-17,30,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-18,31,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-19,30,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-20,31,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-21,31,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-22,28,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-23,24,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-24,25,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-25,23,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-26,20,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-27,20,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-28,22,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-29,24,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-04-30,24,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-01,25,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-02,24,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-03,23,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-04,22,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-05,20,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-06,21,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-07,16,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-08,15,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-09,14,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-10,18,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-11,22,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-12,22,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-13,11,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-14,11,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-15,15,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-16,13,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-17,8,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-18,10,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-19,6,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-20,6,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-21,5,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-22,8,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-23,7,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-24,4,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-25,5,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-26,4,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-27,4,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-28,4,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-29,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-30,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-05-31,4,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-01,4,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-02,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-03,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-04,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-05,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-06,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-07,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-08,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-09,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-10,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-11,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-12,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-13,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-14,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-15,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-16,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-17,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-18,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-19,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-20,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-21,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-22,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-23,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-24,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-25,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-26,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-27,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-28,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-29,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-06-30,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-01,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-02,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-03,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-04,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-05,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-06,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-07,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-08,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-09,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-10,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-11,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-12,4,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-13,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-14,4,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-15,5,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-16,4,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-17,6,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-18,6,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-19,7,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-20,5,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-21,5,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-22,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-23,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-24,4,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-25,4,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-26,6,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-27,5,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-28,4,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-29,6,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-30,7,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-07-31,6,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-01,6,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-02,7,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-03,7,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-04,5,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-05,9,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-06,6,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-07,8,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-08,8,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-09,6,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-10,4,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-11,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-12,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-13,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-14,4,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-15,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-16,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-17,4,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-18,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-19,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-20,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-21,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-22,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-23,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-24,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-25,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-26,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-27,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-28,4,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-29,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-30,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-08-31,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-01,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-02,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-03,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-04,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-05,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-06,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-07,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-08,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-09,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-10,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-11,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-12,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-13,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-14,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-15,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-16,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-17,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-18,0,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-19,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-20,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-21,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-22,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-23,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-24,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-25,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-26,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-27,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-28,4,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-29,5,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-09-30,5,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-01,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-02,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-03,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-04,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-05,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-06,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-07,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-08,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-09,1,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-10,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-11,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-12,2,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-13,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-14,4,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-15,4,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-16,4,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-17,3,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-18,4,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-19,5,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-20,7,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-21,8,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-22,10,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-23,11,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-24,12,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-25,12,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-26,16,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-27,16,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-28,21,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-29,24,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-30,26,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-10-31,27,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-01,29,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-02,29,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-03,30,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-04,36,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-05,37,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-06,41,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-07,36,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-08,40,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-09,42,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-10,38,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-11,39,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-12,41,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-13,43,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-14,46,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-15,46,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-16,48,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-17,48,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-18,44,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-19,43,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-20,41,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-21,45,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-22,47,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-23,46,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-24,43,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-25,44,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-26,43,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-27,41,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-28,42,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-29,42,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-11-30,42,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-01,41,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-02,41,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-03,41,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-04,40,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-05,40,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-06,39,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-07,43,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-08,46,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-09,47,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-10,47,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-11,47,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-12,46,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-13,50,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-14,48,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-15,48,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-16,47,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-17,43,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-18,39,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-19,38,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-20,38,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-21,39,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-22,40,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-23,39,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-24,35,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-25,35,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-26,39,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-27,32,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-28,32,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-29,31,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-30,31,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2020-12-31,33,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2021-01-01,32,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2021-01-02,30,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2021-01-03,34,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2021-01-04,32,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2021-01-05,28,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2021-01-06,26,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2021-01-07,23,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2021-01-08,22,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2021-01-09,21,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2021-01-10,23,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2021-01-11,24,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2021-01-12,21,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2021-01-13,23,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2021-01-14,21,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2021-01-15,18,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2021-01-16,19,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2021-01-17,20,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2021-01-18,20,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2021-01-19,17,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2021-01-20,14,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2021-01-21,14,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2021-01-22,14,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2021-01-23,15,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2021-01-24,14,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2021-01-25,15,Public,ECDC
Luxembourg,LU,Daily ICU occupancy,2021-01-26,15,Public,ECDC
