location_name,location,indicator,date,value,source,type
Belgium,BE,Daily hospital occupancy,2020-09-11,254,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-09-12,260,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-09-13,293,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-09-14,318,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-09-15,315,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-09-16,353,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-09-17,371,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-09-18,392,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-09-19,421,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-09-20,432,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-09-21,490,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-09-22,505,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-09-23,550,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-09-24,602,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-09-25,620,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-09-26,626,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-09-27,654,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-09-28,708,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-09-29,716,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-09-30,739,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-01,773,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-02,789,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-03,819,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-04,866,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-05,937,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-06,952,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-07,1050,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-08,1110,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-09,1191,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-10,1260,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-11,1334,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-12,1473,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-13,1622,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-14,1778,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-15,1951,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-16,2099,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-17,2267,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-18,2497,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-19,2773,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-20,2977,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-21,3275,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-22,3649,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-23,4056,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-24,4408,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-25,4825,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-26,5268,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-27,5548,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-28,5924,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-29,6187,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-30,6439,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-10-31,6502,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-01,6824,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-02,7233,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-03,7461,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-04,7411,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-05,7290,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-06,7224,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-07,6895,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-08,6955,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-09,7221,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-10,7058,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-11,6879,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-12,7010,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-13,6762,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-14,6505,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-15,6518,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-16,6580,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-17,6240,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-18,5930,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-19,5651,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-20,5418,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-21,5017,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-22,5025,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-23,5076,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-24,4783,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-25,4570,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-26,4376,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-27,4215,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-28,3994,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-29,3989,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-11-30,4014,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-01,3707,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-02,3590,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-03,3417,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-04,3341,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-05,3163,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-06,3210,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-07,3272,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-08,3136,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-09,3034,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-10,2961,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-11,2896,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-12,2770,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-13,2861,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-14,2888,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-15,2772,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-16,2707,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-17,2683,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-18,2616,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-19,2523,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-20,2538,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-21,2610,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-22,2557,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-23,2467,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-24,2447,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-25,2282,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-26,2286,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-27,2359,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-28,2440,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-29,2417,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-30,2333,Public,ECDC
Belgium,BE,Daily hospital occupancy,2020-12-31,2187,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-01,2081,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-02,2122,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-03,2185,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-04,2226,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-05,2130,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-06,2076,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-07,2018,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-08,1996,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-09,1927,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-10,1955,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-11,2020,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-12,1966,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-13,1943,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-14,1915,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-15,1883,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-16,1828,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-17,1892,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-18,1974,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-19,1960,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-20,1938,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-21,1941,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-22,1923,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-23,1888,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-24,1923,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-25,1954,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-26,1928,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-27,1850,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-28,1819,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-29,1810,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-30,1760,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-01-31,1788,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-01,1852,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-02,1794,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-03,1785,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-04,1751,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-05,1737,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-06,1650,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-07,1678,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-08,1698,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-09,1674,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-10,1652,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-11,1642,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-12,1634,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-13,1567,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-14,1598,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-15,1632,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-16,1600,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-17,1610,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-18,1588,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-19,1607,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-20,1567,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-21,1619,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-22,1721,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-23,1711,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-24,1749,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-25,1759,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-26,1838,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-27,1835,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-02-28,1896,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-01,1937,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-02,1902,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-03,1900,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-04,1905,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-05,1915,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-06,1880,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-07,1938,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-08,1994,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-09,1963,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-10,1943,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-11,1910,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-12,1915,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-13,1905,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-14,2013,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-15,2112,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-16,2085,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-17,2123,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-18,2142,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-19,2153,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-20,2160,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-21,2249,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-22,2372,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-23,2402,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-24,2452,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-25,2493,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-26,2503,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-27,2568,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-28,2693,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-29,2820,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-30,2868,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-03-31,2938,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-01,2959,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-02,3026,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-03,2911,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-04,2923,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-05,3055,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-06,3167,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-07,3164,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-08,3129,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-09,3117,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-10,3022,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-11,3085,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-12,3215,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-13,3130,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-14,3049,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-15,3032,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-16,3015,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-17,2910,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-18,3000,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-19,3140,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-20,3103,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-21,3078,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-22,2989,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-23,2943,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-24,2846,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-25,2883,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-26,2951,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-27,2858,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-28,2809,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-29,2776,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-04-30,2707,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-01,2593,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-02,2648,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-03,2760,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-04,2605,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-05,2481,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-06,2402,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-07,2307,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-08,2167,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-09,2172,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-10,2253,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-11,2108,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-12,2025,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-13,1912,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-14,1917,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-15,1804,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-16,1802,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-17,1857,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-18,1753,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-19,1702,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-20,1640,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-21,1600,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-22,1491,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-23,1501,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-24,1532,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-25,1547,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-26,1463,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-27,1366,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-28,1290,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-29,1206,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-30,1219,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-05-31,1232,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-01,1159,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-02,1124,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-03,1063,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-04,1007,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-05,978,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-06,967,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-07,968,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-08,888,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-09,852,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-10,817,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-11,770,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-12,721,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-13,702,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-14,723,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-15,651,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-16,592,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-17,552,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-18,492,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-19,458,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-20,459,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-21,471,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-22,450,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-23,439,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-24,422,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-25,382,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-26,347,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-27,338,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-28,339,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-29,328,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-06-30,303,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-01,274,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-02,272,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-03,252,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-04,258,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-05,256,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-06,251,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-07,256,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-08,252,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-09,240,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-10,227,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-11,230,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-12,234,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-13,241,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-14,241,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-15,253,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-16,240,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-17,242,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-18,248,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-19,267,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-20,266,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-21,280,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-22,289,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-23,274,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-24,271,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-25,288,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-26,305,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-27,308,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-28,311,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-29,318,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-30,320,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-07-31,325,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-01,343,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-02,365,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-03,369,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-04,367,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-05,367,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-06,383,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-07,397,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-08,426,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-09,462,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-10,465,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-11,454,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-12,475,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-13,496,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-14,495,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-15,513,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-16,550,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-17,570,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-18,592,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-19,608,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-20,583,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-21,594,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-22,619,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-23,652,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-24,635,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-25,619,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-26,602,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-27,596,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-28,611,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-29,631,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-30,677,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-08-31,667,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-09-01,661,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-09-02,657,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-09-03,683,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-09-04,669,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-09-05,687,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-09-06,725,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-09-07,702,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-09-08,704,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-09-09,709,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-09-10,703,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-09-11,675,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-09-12,681,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-09-13,702,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-09-14,699,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-09-15,683,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-09-16,703,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-09-17,713,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-09-18,696,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-09-19,709,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-09-20,727,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-09-21,684,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-09-22,688,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-09-23,691,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-09-24,662,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-09-25,646,Public,ECDC
Belgium,BE,Daily hospital occupancy,2021-09-26,667,Public,ECDC
