forecast_date,target_end_date,target,location,type,quantile,scenario_id,value
2023-01-02,2023-01-07,1 wk ahead inc case,PL,point,NA,forecast,5830
2023-01-02,2023-01-07,1 wk ahead inc case,PL,quantile,0.01,forecast,1610
2023-01-02,2023-01-07,1 wk ahead inc case,PL,quantile,0.025,forecast,2088
2023-01-02,2023-01-07,1 wk ahead inc case,PL,quantile,0.05,forecast,2259
2023-01-02,2023-01-07,1 wk ahead inc case,PL,quantile,0.1,forecast,2961
2023-01-02,2023-01-07,1 wk ahead inc case,PL,quantile,0.15,forecast,3295
2023-01-02,2023-01-07,1 wk ahead inc case,PL,quantile,0.2,forecast,4054
2023-01-02,2023-01-07,1 wk ahead inc case,PL,quantile,0.25,forecast,4224
2023-01-02,2023-01-07,1 wk ahead inc case,PL,quantile,0.3,forecast,4514
2023-01-02,2023-01-07,1 wk ahead inc case,PL,quantile,0.35,forecast,4887
2023-01-02,2023-01-07,1 wk ahead inc case,PL,quantile,0.4,forecast,5212
2023-01-02,2023-01-07,1 wk ahead inc case,PL,quantile,0.45,forecast,5592
2023-01-02,2023-01-07,1 wk ahead inc case,PL,quantile,0.5,forecast,5865
2023-01-02,2023-01-07,1 wk ahead inc case,PL,quantile,0.55,forecast,6118
2023-01-02,2023-01-07,1 wk ahead inc case,PL,quantile,0.6,forecast,6327
2023-01-02,2023-01-07,1 wk ahead inc case,PL,quantile,0.65,forecast,6659
2023-01-02,2023-01-07,1 wk ahead inc case,PL,quantile,0.7,forecast,7274
2023-01-02,2023-01-07,1 wk ahead inc case,PL,quantile,0.75,forecast,7694
2023-01-02,2023-01-07,1 wk ahead inc case,PL,quantile,0.8,forecast,7874
2023-01-02,2023-01-07,1 wk ahead inc case,PL,quantile,0.85,forecast,8054
2023-01-02,2023-01-07,1 wk ahead inc case,PL,quantile,0.9,forecast,8926
2023-01-02,2023-01-07,1 wk ahead inc case,PL,quantile,0.95,forecast,9459
2023-01-02,2023-01-07,1 wk ahead inc case,PL,quantile,0.975,forecast,9560
2023-01-02,2023-01-07,1 wk ahead inc case,PL,quantile,0.99,forecast,9668
2023-01-02,2023-01-14,2 wk ahead inc case,PL,point,NA,forecast,8085
2023-01-02,2023-01-14,2 wk ahead inc case,PL,quantile,0.01,forecast,2500
2023-01-02,2023-01-14,2 wk ahead inc case,PL,quantile,0.025,forecast,3053
2023-01-02,2023-01-14,2 wk ahead inc case,PL,quantile,0.05,forecast,3318
2023-01-02,2023-01-14,2 wk ahead inc case,PL,quantile,0.1,forecast,4187
2023-01-02,2023-01-14,2 wk ahead inc case,PL,quantile,0.15,forecast,4789
2023-01-02,2023-01-14,2 wk ahead inc case,PL,quantile,0.2,forecast,5214
2023-01-02,2023-01-14,2 wk ahead inc case,PL,quantile,0.25,forecast,5916
2023-01-02,2023-01-14,2 wk ahead inc case,PL,quantile,0.3,forecast,6226
2023-01-02,2023-01-14,2 wk ahead inc case,PL,quantile,0.35,forecast,6326
2023-01-02,2023-01-14,2 wk ahead inc case,PL,quantile,0.4,forecast,6532
2023-01-02,2023-01-14,2 wk ahead inc case,PL,quantile,0.45,forecast,7054
2023-01-02,2023-01-14,2 wk ahead inc case,PL,quantile,0.5,forecast,7746
2023-01-02,2023-01-14,2 wk ahead inc case,PL,quantile,0.55,forecast,8346
2023-01-02,2023-01-14,2 wk ahead inc case,PL,quantile,0.6,forecast,8638
2023-01-02,2023-01-14,2 wk ahead inc case,PL,quantile,0.65,forecast,8840
2023-01-02,2023-01-14,2 wk ahead inc case,PL,quantile,0.7,forecast,9744
2023-01-02,2023-01-14,2 wk ahead inc case,PL,quantile,0.75,forecast,10145
2023-01-02,2023-01-14,2 wk ahead inc case,PL,quantile,0.8,forecast,10647
2023-01-02,2023-01-14,2 wk ahead inc case,PL,quantile,0.85,forecast,11896
2023-01-02,2023-01-14,2 wk ahead inc case,PL,quantile,0.9,forecast,12654
2023-01-02,2023-01-14,2 wk ahead inc case,PL,quantile,0.95,forecast,14263
2023-01-02,2023-01-14,2 wk ahead inc case,PL,quantile,0.975,forecast,14680
2023-01-02,2023-01-14,2 wk ahead inc case,PL,quantile,0.99,forecast,15225
2023-01-02,2023-01-21,3 wk ahead inc case,PL,point,NA,forecast,11042
2023-01-02,2023-01-21,3 wk ahead inc case,PL,quantile,0.01,forecast,3836
2023-01-02,2023-01-21,3 wk ahead inc case,PL,quantile,0.025,forecast,4293
2023-01-02,2023-01-21,3 wk ahead inc case,PL,quantile,0.05,forecast,4529
2023-01-02,2023-01-21,3 wk ahead inc case,PL,quantile,0.1,forecast,5288
2023-01-02,2023-01-21,3 wk ahead inc case,PL,quantile,0.15,forecast,5588
2023-01-02,2023-01-21,3 wk ahead inc case,PL,quantile,0.2,forecast,5833
2023-01-02,2023-01-21,3 wk ahead inc case,PL,quantile,0.25,forecast,6151
2023-01-02,2023-01-21,3 wk ahead inc case,PL,quantile,0.3,forecast,7004
2023-01-02,2023-01-21,3 wk ahead inc case,PL,quantile,0.35,forecast,8203
2023-01-02,2023-01-21,3 wk ahead inc case,PL,quantile,0.4,forecast,8795
2023-01-02,2023-01-21,3 wk ahead inc case,PL,quantile,0.45,forecast,8974
2023-01-02,2023-01-21,3 wk ahead inc case,PL,quantile,0.5,forecast,10070
2023-01-02,2023-01-21,3 wk ahead inc case,PL,quantile,0.55,forecast,10847
2023-01-02,2023-01-21,3 wk ahead inc case,PL,quantile,0.6,forecast,11855
2023-01-02,2023-01-21,3 wk ahead inc case,PL,quantile,0.65,forecast,12137
2023-01-02,2023-01-21,3 wk ahead inc case,PL,quantile,0.7,forecast,13362
2023-01-02,2023-01-21,3 wk ahead inc case,PL,quantile,0.75,forecast,14009
2023-01-02,2023-01-21,3 wk ahead inc case,PL,quantile,0.8,forecast,15889
2023-01-02,2023-01-21,3 wk ahead inc case,PL,quantile,0.85,forecast,16757
2023-01-02,2023-01-21,3 wk ahead inc case,PL,quantile,0.9,forecast,18959
2023-01-02,2023-01-21,3 wk ahead inc case,PL,quantile,0.95,forecast,21788
2023-01-02,2023-01-21,3 wk ahead inc case,PL,quantile,0.975,forecast,23630
2023-01-02,2023-01-21,3 wk ahead inc case,PL,quantile,0.99,forecast,24657
2023-01-02,2023-01-28,4 wk ahead inc case,PL,point,NA,forecast,14140
2023-01-02,2023-01-28,4 wk ahead inc case,PL,quantile,0.01,forecast,3914
2023-01-02,2023-01-28,4 wk ahead inc case,PL,quantile,0.025,forecast,4088
2023-01-02,2023-01-28,4 wk ahead inc case,PL,quantile,0.05,forecast,4529
2023-01-02,2023-01-28,4 wk ahead inc case,PL,quantile,0.1,forecast,5506
2023-01-02,2023-01-28,4 wk ahead inc case,PL,quantile,0.15,forecast,5692
2023-01-02,2023-01-28,4 wk ahead inc case,PL,quantile,0.2,forecast,5898
2023-01-02,2023-01-28,4 wk ahead inc case,PL,quantile,0.25,forecast,7053
2023-01-02,2023-01-28,4 wk ahead inc case,PL,quantile,0.3,forecast,8469
2023-01-02,2023-01-28,4 wk ahead inc case,PL,quantile,0.35,forecast,9020
2023-01-02,2023-01-28,4 wk ahead inc case,PL,quantile,0.4,forecast,9205
2023-01-02,2023-01-28,4 wk ahead inc case,PL,quantile,0.45,forecast,11209
