forecast_date,target_end_date,target,location,type,quantile,value
2021-10-18,2021-10-23,1 wk ahead inc case,PL,point,NA,24490
2021-10-18,2021-10-23,1 wk ahead inc case,PL,quantile,0.01,20797
2021-10-18,2021-10-23,1 wk ahead inc case,PL,quantile,0.025,21006
2021-10-18,2021-10-23,1 wk ahead inc case,PL,quantile,0.05,21192
2021-10-18,2021-10-23,1 wk ahead inc case,PL,quantile,0.1,21533
2021-10-18,2021-10-23,1 wk ahead inc case,PL,quantile,0.15,21749
2021-10-18,2021-10-23,1 wk ahead inc case,PL,quantile,0.2,21928
2021-10-18,2021-10-23,1 wk ahead inc case,PL,quantile,0.25,22097
2021-10-18,2021-10-23,1 wk ahead inc case,PL,quantile,0.3,22282
2021-10-18,2021-10-23,1 wk ahead inc case,PL,quantile,0.35,22463
2021-10-18,2021-10-23,1 wk ahead inc case,PL,quantile,0.4,22663
2021-10-18,2021-10-23,1 wk ahead inc case,PL,quantile,0.45,22976
2021-10-18,2021-10-23,1 wk ahead inc case,PL,quantile,0.5,23237
2021-10-18,2021-10-23,1 wk ahead inc case,PL,quantile,0.55,23742
2021-10-18,2021-10-23,1 wk ahead inc case,PL,quantile,0.6,24421
2021-10-18,2021-10-23,1 wk ahead inc case,PL,quantile,0.65,25118
2021-10-18,2021-10-23,1 wk ahead inc case,PL,quantile,0.7,26042
2021-10-18,2021-10-23,1 wk ahead inc case,PL,quantile,0.75,26767
2021-10-18,2021-10-23,1 wk ahead inc case,PL,quantile,0.8,27591
2021-10-18,2021-10-23,1 wk ahead inc case,PL,quantile,0.85,28402
2021-10-18,2021-10-23,1 wk ahead inc case,PL,quantile,0.9,29292
2021-10-18,2021-10-23,1 wk ahead inc case,PL,quantile,0.95,30262
2021-10-18,2021-10-23,1 wk ahead inc case,PL,quantile,0.975,30892
2021-10-18,2021-10-23,1 wk ahead inc case,PL,quantile,0.99,31327
2021-10-18,2021-10-30,2 wk ahead inc case,PL,point,NA,34211
2021-10-18,2021-10-30,2 wk ahead inc case,PL,quantile,0.01,27307
2021-10-18,2021-10-30,2 wk ahead inc case,PL,quantile,0.025,27807
2021-10-18,2021-10-30,2 wk ahead inc case,PL,quantile,0.05,28165
2021-10-18,2021-10-30,2 wk ahead inc case,PL,quantile,0.1,28685
2021-10-18,2021-10-30,2 wk ahead inc case,PL,quantile,0.15,29066
2021-10-18,2021-10-30,2 wk ahead inc case,PL,quantile,0.2,29380
2021-10-18,2021-10-30,2 wk ahead inc case,PL,quantile,0.25,29715
2021-10-18,2021-10-30,2 wk ahead inc case,PL,quantile,0.3,30123
2021-10-18,2021-10-30,2 wk ahead inc case,PL,quantile,0.35,30637
2021-10-18,2021-10-30,2 wk ahead inc case,PL,quantile,0.4,31229
2021-10-18,2021-10-30,2 wk ahead inc case,PL,quantile,0.45,31831
2021-10-18,2021-10-30,2 wk ahead inc case,PL,quantile,0.5,32462
2021-10-18,2021-10-30,2 wk ahead inc case,PL,quantile,0.55,33265
2021-10-18,2021-10-30,2 wk ahead inc case,PL,quantile,0.6,34544
2021-10-18,2021-10-30,2 wk ahead inc case,PL,quantile,0.65,35744
2021-10-18,2021-10-30,2 wk ahead inc case,PL,quantile,0.7,37215
2021-10-18,2021-10-30,2 wk ahead inc case,PL,quantile,0.75,38614
2021-10-18,2021-10-30,2 wk ahead inc case,PL,quantile,0.8,39798
2021-10-18,2021-10-30,2 wk ahead inc case,PL,quantile,0.85,41041
2021-10-18,2021-10-30,2 wk ahead inc case,PL,quantile,0.9,42561
2021-10-18,2021-10-30,2 wk ahead inc case,PL,quantile,0.95,43965
2021-10-18,2021-10-30,2 wk ahead inc case,PL,quantile,0.975,44895
2021-10-18,2021-10-30,2 wk ahead inc case,PL,quantile,0.99,45411
2021-10-18,2021-11-06,3 wk ahead inc case,PL,point,NA,46950
2021-10-18,2021-11-06,3 wk ahead inc case,PL,quantile,0.01,35536
2021-10-18,2021-11-06,3 wk ahead inc case,PL,quantile,0.025,36251
2021-10-18,2021-11-06,3 wk ahead inc case,PL,quantile,0.05,36942
2021-10-18,2021-11-06,3 wk ahead inc case,PL,quantile,0.1,37704
2021-10-18,2021-11-06,3 wk ahead inc case,PL,quantile,0.15,38258
2021-10-18,2021-11-06,3 wk ahead inc case,PL,quantile,0.2,38616
2021-10-18,2021-11-06,3 wk ahead inc case,PL,quantile,0.25,39045
2021-10-18,2021-11-06,3 wk ahead inc case,PL,quantile,0.3,39554
2021-10-18,2021-11-06,3 wk ahead inc case,PL,quantile,0.35,41246
2021-10-18,2021-11-06,3 wk ahead inc case,PL,quantile,0.4,42814
2021-10-18,2021-11-06,3 wk ahead inc case,PL,quantile,0.45,43786
2021-10-18,2021-11-06,3 wk ahead inc case,PL,quantile,0.5,44761
2021-10-18,2021-11-06,3 wk ahead inc case,PL,quantile,0.55,46245
2021-10-18,2021-11-06,3 wk ahead inc case,PL,quantile,0.6,48168
2021-10-18,2021-11-06,3 wk ahead inc case,PL,quantile,0.65,49861
2021-10-18,2021-11-06,3 wk ahead inc case,PL,quantile,0.7,52200
2021-10-18,2021-11-06,3 wk ahead inc case,PL,quantile,0.75,54337
2021-10-18,2021-11-06,3 wk ahead inc case,PL,quantile,0.8,56343
2021-10-18,2021-11-06,3 wk ahead inc case,PL,quantile,0.85,58054
2021-10-18,2021-11-06,3 wk ahead inc case,PL,quantile,0.9,59852
2021-10-18,2021-11-06,3 wk ahead inc case,PL,quantile,0.95,61977
2021-10-18,2021-11-06,3 wk ahead inc case,PL,quantile,0.975,62977
2021-10-18,2021-11-06,3 wk ahead inc case,PL,quantile,0.99,63698
2021-10-18,2021-11-13,4 wk ahead inc case,PL,point,NA,62977
2021-10-18,2021-11-13,4 wk ahead inc case,PL,quantile,0.01,45569
2021-10-18,2021-11-13,4 wk ahead inc case,PL,quantile,0.025,46590
2021-10-18,2021-11-13,4 wk ahead inc case,PL,quantile,0.05,47604
2021-10-18,2021-11-13,4 wk ahead inc case,PL,quantile,0.1,48402
2021-10-18,2021-11-13,4 wk ahead inc case,PL,quantile,0.15,48945
2021-10-18,2021-11-13,4 wk ahead inc case,PL,quantile,0.2,49504
2021-10-18,2021-11-13,4 wk ahead inc case,PL,quantile,0.25,50028
2021-10-18,2021-11-13,4 wk ahead inc case,PL,quantile,0.3,50671
2021-10-18,2021-11-13,4 wk ahead inc case,PL,quantile,0.35,55517
2021-10-18,2021-11-13,4 wk ahead inc case,PL,quantile,0.4,57872
2021-10-18,2021-11-13,4 wk ahead inc case,PL,quantile,0.45,59351
2021-10-18,2021-11-13,4 wk ahead inc case,PL,quantile,0.5,61042
2021-10-18,2021-11-13,4 wk ahead inc case,PL,quantile,0.55,63220
2021-10-18,2021-11-13,4 wk ahead inc case,PL,quantile,0.6,65844
2021-10-18,2021-11-13,4 wk ahead inc case,PL,quantile,0.65,68732
2021-10-18,2021-11-13,4 wk ahead inc case,PL,quantile,0.7,71925
2021-10-18,2021-11-13,4 wk ahead inc case,PL,quantile,0.75,74753
2021-10-18,2021-11-13,4 wk ahead inc case,PL,quantile,0.8,77676
2021-10-18,2021-11-13,4 wk ahead inc case,PL,quantile,0.85,79839
2021-10-18,2021-11-13,4 wk ahead inc case,PL,quantile,0.9,81575
2021-10-18,2021-11-13,4 wk ahead inc case,PL,quantile,0.95,83335
2021-10-18,2021-11-13,4 wk ahead inc case,PL,quantile,0.975,84182
2021-10-18,2021-11-13,4 wk ahead inc case,PL,quantile,0.99,85405
2021-10-18,2021-10-23,1 wk ahead inc death,PL,point,NA,331
2021-10-18,2021-10-23,1 wk ahead inc death,PL,quantile,0.01,256
2021-10-18,2021-10-23,1 wk ahead inc death,PL,quantile,0.025,259
2021-10-18,2021-10-23,1 wk ahead inc death,PL,quantile,0.05,269
2021-10-18,2021-10-23,1 wk ahead inc death,PL,quantile,0.1,282
2021-10-18,2021-10-23,1 wk ahead inc death,PL,quantile,0.15,296
2021-10-18,2021-10-23,1 wk ahead inc death,PL,quantile,0.2,304
2021-10-18,2021-10-23,1 wk ahead inc death,PL,quantile,0.25,310
2021-10-18,2021-10-23,1 wk ahead inc death,PL,quantile,0.3,315
2021-10-18,2021-10-23,1 wk ahead inc death,PL,quantile,0.35,321
2021-10-18,2021-10-23,1 wk ahead inc death,PL,quantile,0.4,323
2021-10-18,2021-10-23,1 wk ahead inc death,PL,quantile,0.45,327
2021-10-18,2021-10-23,1 wk ahead inc death,PL,quantile,0.5,331
2021-10-18,2021-10-23,1 wk ahead inc death,PL,quantile,0.55,333
2021-10-18,2021-10-23,1 wk ahead inc death,PL,quantile,0.6,337
2021-10-18,2021-10-23,1 wk ahead inc death,PL,quantile,0.65,341
2021-10-18,2021-10-23,1 wk ahead inc death,PL,quantile,0.7,345
2021-10-18,2021-10-23,1 wk ahead inc death,PL,quantile,0.75,348
2021-10-18,2021-10-23,1 wk ahead inc death,PL,quantile,0.8,350
2021-10-18,2021-10-23,1 wk ahead inc death,PL,quantile,0.85,354
2021-10-18,2021-10-23,1 wk ahead inc death,PL,quantile,0.9,361
2021-10-18,2021-10-23,1 wk ahead inc death,PL,quantile,0.95,366
2021-10-18,2021-10-23,1 wk ahead inc death,PL,quantile,0.975,373
2021-10-18,2021-10-23,1 wk ahead inc death,PL,quantile,0.99,376
2021-10-18,2021-10-30,2 wk ahead inc death,PL,point,NA,451
2021-10-18,2021-10-30,2 wk ahead inc death,PL,quantile,0.01,343
2021-10-18,2021-10-30,2 wk ahead inc death,PL,quantile,0.025,350
2021-10-18,2021-10-30,2 wk ahead inc death,PL,quantile,0.05,355
2021-10-18,2021-10-30,2 wk ahead inc death,PL,quantile,0.1,373
2021-10-18,2021-10-30,2 wk ahead inc death,PL,quantile,0.15,395
2021-10-18,2021-10-30,2 wk ahead inc death,PL,quantile,0.2,416
2021-10-18,2021-10-30,2 wk ahead inc death,PL,quantile,0.25,427
2021-10-18,2021-10-30,2 wk ahead inc death,PL,quantile,0.3,432
2021-10-18,2021-10-30,2 wk ahead inc death,PL,quantile,0.35,438
2021-10-18,2021-10-30,2 wk ahead inc death,PL,quantile,0.4,442
2021-10-18,2021-10-30,2 wk ahead inc death,PL,quantile,0.45,448
2021-10-18,2021-10-30,2 wk ahead inc death,PL,quantile,0.5,451
2021-10-18,2021-10-30,2 wk ahead inc death,PL,quantile,0.55,455
2021-10-18,2021-10-30,2 wk ahead inc death,PL,quantile,0.6,459
2021-10-18,2021-10-30,2 wk ahead inc death,PL,quantile,0.65,463
2021-10-18,2021-10-30,2 wk ahead inc death,PL,quantile,0.7,468
2021-10-18,2021-10-30,2 wk ahead inc death,PL,quantile,0.75,472
2021-10-18,2021-10-30,2 wk ahead inc death,PL,quantile,0.8,479
2021-10-18,2021-10-30,2 wk ahead inc death,PL,quantile,0.85,486
2021-10-18,2021-10-30,2 wk ahead inc death,PL,quantile,0.9,491
2021-10-18,2021-10-30,2 wk ahead inc death,PL,quantile,0.95,506
2021-10-18,2021-10-30,2 wk ahead inc death,PL,quantile,0.975,512
2021-10-18,2021-10-30,2 wk ahead inc death,PL,quantile,0.99,520
2021-10-18,2021-11-06,3 wk ahead inc death,PL,point,NA,590
2021-10-18,2021-11-06,3 wk ahead inc death,PL,quantile,0.01,440
2021-10-18,2021-11-06,3 wk ahead inc death,PL,quantile,0.025,451
2021-10-18,2021-11-06,3 wk ahead inc death,PL,quantile,0.05,463
2021-10-18,2021-11-06,3 wk ahead inc death,PL,quantile,0.1,488
2021-10-18,2021-11-06,3 wk ahead inc death,PL,quantile,0.15,528
2021-10-18,2021-11-06,3 wk ahead inc death,PL,quantile,0.2,547
2021-10-18,2021-11-06,3 wk ahead inc death,PL,quantile,0.25,550
2021-10-18,2021-11-06,3 wk ahead inc death,PL,quantile,0.3,555
2021-10-18,2021-11-06,3 wk ahead inc death,PL,quantile,0.35,564
2021-10-18,2021-11-06,3 wk ahead inc death,PL,quantile,0.4,571
2021-10-18,2021-11-06,3 wk ahead inc death,PL,quantile,0.45,579
2021-10-18,2021-11-06,3 wk ahead inc death,PL,quantile,0.5,590
2021-10-18,2021-11-06,3 wk ahead inc death,PL,quantile,0.55,598
2021-10-18,2021-11-06,3 wk ahead inc death,PL,quantile,0.6,610
2021-10-18,2021-11-06,3 wk ahead inc death,PL,quantile,0.65,620
2021-10-18,2021-11-06,3 wk ahead inc death,PL,quantile,0.7,632
2021-10-18,2021-11-06,3 wk ahead inc death,PL,quantile,0.75,641
2021-10-18,2021-11-06,3 wk ahead inc death,PL,quantile,0.8,645
2021-10-18,2021-11-06,3 wk ahead inc death,PL,quantile,0.85,651
2021-10-18,2021-11-06,3 wk ahead inc death,PL,quantile,0.9,661
2021-10-18,2021-11-06,3 wk ahead inc death,PL,quantile,0.95,669
2021-10-18,2021-11-06,3 wk ahead inc death,PL,quantile,0.975,676
2021-10-18,2021-11-06,3 wk ahead inc death,PL,quantile,0.99,695
2021-10-18,2021-11-13,4 wk ahead inc death,PL,point,NA,741
2021-10-18,2021-11-13,4 wk ahead inc death,PL,quantile,0.01,565
