forecast_date,target_end_date,target,location,type,quantile,value
2021-07-26,2021-07-31,1 wk ahead inc case,PL,point,NA,786
2021-07-26,2021-07-31,1 wk ahead inc case,PL,quantile,0.01,638
2021-07-26,2021-07-31,1 wk ahead inc case,PL,quantile,0.025,645
2021-07-26,2021-07-31,1 wk ahead inc case,PL,quantile,0.05,652
2021-07-26,2021-07-31,1 wk ahead inc case,PL,quantile,0.1,673
2021-07-26,2021-07-31,1 wk ahead inc case,PL,quantile,0.15,686
2021-07-26,2021-07-31,1 wk ahead inc case,PL,quantile,0.2,700
2021-07-26,2021-07-31,1 wk ahead inc case,PL,quantile,0.25,714
2021-07-26,2021-07-31,1 wk ahead inc case,PL,quantile,0.3,728
2021-07-26,2021-07-31,1 wk ahead inc case,PL,quantile,0.35,741
2021-07-26,2021-07-31,1 wk ahead inc case,PL,quantile,0.4,755
2021-07-26,2021-07-31,1 wk ahead inc case,PL,quantile,0.45,762
2021-07-26,2021-07-31,1 wk ahead inc case,PL,quantile,0.5,776
2021-07-26,2021-07-31,1 wk ahead inc case,PL,quantile,0.55,790
2021-07-26,2021-07-31,1 wk ahead inc case,PL,quantile,0.6,803
2021-07-26,2021-07-31,1 wk ahead inc case,PL,quantile,0.65,810
2021-07-26,2021-07-31,1 wk ahead inc case,PL,quantile,0.7,824
2021-07-26,2021-07-31,1 wk ahead inc case,PL,quantile,0.75,845
2021-07-26,2021-07-31,1 wk ahead inc case,PL,quantile,0.8,866
2021-07-26,2021-07-31,1 wk ahead inc case,PL,quantile,0.85,886
2021-07-26,2021-07-31,1 wk ahead inc case,PL,quantile,0.9,921
2021-07-26,2021-07-31,1 wk ahead inc case,PL,quantile,0.95,962
2021-07-26,2021-07-31,1 wk ahead inc case,PL,quantile,0.975,996
2021-07-26,2021-07-31,1 wk ahead inc case,PL,quantile,0.99,1038
2021-07-26,2021-08-07,2 wk ahead inc case,PL,point,NA,803
2021-07-26,2021-08-07,2 wk ahead inc case,PL,quantile,0.01,507
2021-07-26,2021-08-07,2 wk ahead inc case,PL,quantile,0.025,533
2021-07-26,2021-08-07,2 wk ahead inc case,PL,quantile,0.05,560
2021-07-26,2021-08-07,2 wk ahead inc case,PL,quantile,0.1,594
2021-07-26,2021-08-07,2 wk ahead inc case,PL,quantile,0.15,619
2021-07-26,2021-08-07,2 wk ahead inc case,PL,quantile,0.2,646
2021-07-26,2021-08-07,2 wk ahead inc case,PL,quantile,0.25,670
2021-07-26,2021-08-07,2 wk ahead inc case,PL,quantile,0.3,694
2021-07-26,2021-08-07,2 wk ahead inc case,PL,quantile,0.35,719
2021-07-26,2021-08-07,2 wk ahead inc case,PL,quantile,0.4,738
2021-07-26,2021-08-07,2 wk ahead inc case,PL,quantile,0.45,764
2021-07-26,2021-08-07,2 wk ahead inc case,PL,quantile,0.5,791
2021-07-26,2021-08-07,2 wk ahead inc case,PL,quantile,0.55,818
2021-07-26,2021-08-07,2 wk ahead inc case,PL,quantile,0.6,846
2021-07-26,2021-08-07,2 wk ahead inc case,PL,quantile,0.65,874
2021-07-26,2021-08-07,2 wk ahead inc case,PL,quantile,0.7,903
2021-07-26,2021-08-07,2 wk ahead inc case,PL,quantile,0.75,941
2021-07-26,2021-08-07,2 wk ahead inc case,PL,quantile,0.8,979
2021-07-26,2021-08-07,2 wk ahead inc case,PL,quantile,0.85,1027
2021-07-26,2021-08-07,2 wk ahead inc case,PL,quantile,0.9,1083
2021-07-26,2021-08-07,2 wk ahead inc case,PL,quantile,0.95,1157
2021-07-26,2021-08-07,2 wk ahead inc case,PL,quantile,0.975,1233
2021-07-26,2021-08-07,2 wk ahead inc case,PL,quantile,0.99,1303
2021-07-26,2021-08-14,3 wk ahead inc case,PL,point,NA,854
2021-07-26,2021-08-14,3 wk ahead inc case,PL,quantile,0.01,452
2021-07-26,2021-08-14,3 wk ahead inc case,PL,quantile,0.025,483
2021-07-26,2021-08-14,3 wk ahead inc case,PL,quantile,0.05,516
2021-07-26,2021-08-14,3 wk ahead inc case,PL,quantile,0.1,551
2021-07-26,2021-08-14,3 wk ahead inc case,PL,quantile,0.15,582
2021-07-26,2021-08-14,3 wk ahead inc case,PL,quantile,0.2,615
2021-07-26,2021-08-14,3 wk ahead inc case,PL,quantile,0.25,649
2021-07-26,2021-08-14,3 wk ahead inc case,PL,quantile,0.3,685
2021-07-26,2021-08-14,3 wk ahead inc case,PL,quantile,0.35,717
2021-07-26,2021-08-14,3 wk ahead inc case,PL,quantile,0.4,756
2021-07-26,2021-08-14,3 wk ahead inc case,PL,quantile,0.45,797
2021-07-26,2021-08-14,3 wk ahead inc case,PL,quantile,0.5,840
2021-07-26,2021-08-14,3 wk ahead inc case,PL,quantile,0.55,884
2021-07-26,2021-08-14,3 wk ahead inc case,PL,quantile,0.6,924
2021-07-26,2021-08-14,3 wk ahead inc case,PL,quantile,0.65,972
2021-07-26,2021-08-14,3 wk ahead inc case,PL,quantile,0.7,1031
2021-07-26,2021-08-14,3 wk ahead inc case,PL,quantile,0.75,1093
2021-07-26,2021-08-14,3 wk ahead inc case,PL,quantile,0.8,1158
2021-07-26,2021-08-14,3 wk ahead inc case,PL,quantile,0.85,1235
2021-07-26,2021-08-14,3 wk ahead inc case,PL,quantile,0.9,1334
2021-07-26,2021-08-14,3 wk ahead inc case,PL,quantile,0.95,1448
2021-07-26,2021-08-14,3 wk ahead inc case,PL,quantile,0.975,1559
2021-07-26,2021-08-14,3 wk ahead inc case,PL,quantile,0.99,1685
2021-07-26,2021-08-21,4 wk ahead inc case,PL,point,NA,931
2021-07-26,2021-08-21,4 wk ahead inc case,PL,quantile,0.01,418
2021-07-26,2021-08-21,4 wk ahead inc case,PL,quantile,0.025,450
2021-07-26,2021-08-21,4 wk ahead inc case,PL,quantile,0.05,485
2021-07-26,2021-08-21,4 wk ahead inc case,PL,quantile,0.1,526
2021-07-26,2021-08-21,4 wk ahead inc case,PL,quantile,0.15,566
2021-07-26,2021-08-21,4 wk ahead inc case,PL,quantile,0.2,608
2021-07-26,2021-08-21,4 wk ahead inc case,PL,quantile,0.25,654
2021-07-26,2021-08-21,4 wk ahead inc case,PL,quantile,0.3,697
