forecast_date,target_end_date,target,location,type,quantile,value
2021-10-11,2021-10-16,1 wk ahead inc case,PL,point,NA,15447
2021-10-11,2021-10-16,1 wk ahead inc case,PL,quantile,0.01,12860
2021-10-11,2021-10-16,1 wk ahead inc case,PL,quantile,0.025,13107
2021-10-11,2021-10-16,1 wk ahead inc case,PL,quantile,0.05,13325
2021-10-11,2021-10-16,1 wk ahead inc case,PL,quantile,0.1,13599
2021-10-11,2021-10-16,1 wk ahead inc case,PL,quantile,0.15,13754
2021-10-11,2021-10-16,1 wk ahead inc case,PL,quantile,0.2,13900
2021-10-11,2021-10-16,1 wk ahead inc case,PL,quantile,0.25,14054
2021-10-11,2021-10-16,1 wk ahead inc case,PL,quantile,0.3,14184
2021-10-11,2021-10-16,1 wk ahead inc case,PL,quantile,0.35,14324
2021-10-11,2021-10-16,1 wk ahead inc case,PL,quantile,0.4,14470
2021-10-11,2021-10-16,1 wk ahead inc case,PL,quantile,0.45,14614
2021-10-11,2021-10-16,1 wk ahead inc case,PL,quantile,0.5,14786
2021-10-11,2021-10-16,1 wk ahead inc case,PL,quantile,0.55,15009
2021-10-11,2021-10-16,1 wk ahead inc case,PL,quantile,0.6,15224
2021-10-11,2021-10-16,1 wk ahead inc case,PL,quantile,0.65,15510
2021-10-11,2021-10-16,1 wk ahead inc case,PL,quantile,0.7,15998
2021-10-11,2021-10-16,1 wk ahead inc case,PL,quantile,0.75,16686
2021-10-11,2021-10-16,1 wk ahead inc case,PL,quantile,0.8,17266
2021-10-11,2021-10-16,1 wk ahead inc case,PL,quantile,0.85,17847
2021-10-11,2021-10-16,1 wk ahead inc case,PL,quantile,0.9,18525
2021-10-11,2021-10-16,1 wk ahead inc case,PL,quantile,0.95,19275
2021-10-11,2021-10-16,1 wk ahead inc case,PL,quantile,0.975,19770
2021-10-11,2021-10-16,1 wk ahead inc case,PL,quantile,0.99,20094
2021-10-11,2021-10-23,2 wk ahead inc case,PL,point,NA,21342
2021-10-11,2021-10-23,2 wk ahead inc case,PL,quantile,0.01,16124
2021-10-11,2021-10-23,2 wk ahead inc case,PL,quantile,0.025,16525
2021-10-11,2021-10-23,2 wk ahead inc case,PL,quantile,0.05,17248
2021-10-11,2021-10-23,2 wk ahead inc case,PL,quantile,0.1,17710
2021-10-11,2021-10-23,2 wk ahead inc case,PL,quantile,0.15,18047
2021-10-11,2021-10-23,2 wk ahead inc case,PL,quantile,0.2,18369
2021-10-11,2021-10-23,2 wk ahead inc case,PL,quantile,0.25,18688
2021-10-11,2021-10-23,2 wk ahead inc case,PL,quantile,0.3,19014
2021-10-11,2021-10-23,2 wk ahead inc case,PL,quantile,0.35,19311
