forecast_date,target_end_date,target,location,type,quantile,value,scenario_id
2022-08-15,2022-08-20,1 wk ahead inc case,PL,point,,21773,forecast
2022-08-15,2022-08-20,1 wk ahead inc case,PL,quantile,0.01,16326,forecast
2022-08-15,2022-08-20,1 wk ahead inc case,PL,quantile,0.025,16585,forecast
2022-08-15,2022-08-20,1 wk ahead inc case,PL,quantile,0.05,17123,forecast
2022-08-15,2022-08-20,1 wk ahead inc case,PL,quantile,0.1,17984,forecast
2022-08-15,2022-08-20,1 wk ahead inc case,PL,quantile,0.15,18605,forecast
2022-08-15,2022-08-20,1 wk ahead inc case,PL,quantile,0.2,18911,forecast
2022-08-15,2022-08-20,1 wk ahead inc case,PL,quantile,0.25,19286,forecast
2022-08-15,2022-08-20,1 wk ahead inc case,PL,quantile,0.3,20084,forecast
2022-08-15,2022-08-20,1 wk ahead inc case,PL,quantile,0.35,20685,forecast
2022-08-15,2022-08-20,1 wk ahead inc case,PL,quantile,0.4,20948,forecast
2022-08-15,2022-08-20,1 wk ahead inc case,PL,quantile,0.45,21236,forecast
2022-08-15,2022-08-20,1 wk ahead inc case,PL,quantile,0.5,21644,forecast
2022-08-15,2022-08-20,1 wk ahead inc case,PL,quantile,0.55,22181,forecast
2022-08-15,2022-08-20,1 wk ahead inc case,PL,quantile,0.6,22663,forecast
2022-08-15,2022-08-20,1 wk ahead inc case,PL,quantile,0.65,22948,forecast
2022-08-15,2022-08-20,1 wk ahead inc case,PL,quantile,0.7,23146,forecast
2022-08-15,2022-08-20,1 wk ahead inc case,PL,quantile,0.75,23633,forecast
2022-08-15,2022-08-20,1 wk ahead inc case,PL,quantile,0.8,24563,forecast
2022-08-15,2022-08-20,1 wk ahead inc case,PL,quantile,0.85,25030,forecast
2022-08-15,2022-08-20,1 wk ahead inc case,PL,quantile,0.9,25386,forecast
2022-08-15,2022-08-20,1 wk ahead inc case,PL,quantile,0.95,27129,forecast
2022-08-15,2022-08-20,1 wk ahead inc case,PL,quantile,0.975,27305,forecast
2022-08-15,2022-08-20,1 wk ahead inc case,PL,quantile,0.99,27397,forecast
2022-08-15,2022-08-27,2 wk ahead inc case,PL,point,,16369,forecast
2022-08-15,2022-08-27,2 wk ahead inc case,PL,quantile,0.01,10766,forecast
