forecast_date,target_end_date,target,location,type,quantile,value
2022-03-07,2022-03-12,1 wk ahead inc case,PL,point,NA,69076
2022-03-07,2022-03-12,1 wk ahead inc case,PL,quantile,0.01,43856
2022-03-07,2022-03-12,1 wk ahead inc case,PL,quantile,0.025,45269
2022-03-07,2022-03-12,1 wk ahead inc case,PL,quantile,0.05,46829
2022-03-07,2022-03-12,1 wk ahead inc case,PL,quantile,0.1,50650
2022-03-07,2022-03-12,1 wk ahead inc case,PL,quantile,0.15,55139
2022-03-07,2022-03-12,1 wk ahead inc case,PL,quantile,0.2,57030
2022-03-07,2022-03-12,1 wk ahead inc case,PL,quantile,0.25,59004
2022-03-07,2022-03-12,1 wk ahead inc case,PL,quantile,0.3,60627
2022-03-07,2022-03-12,1 wk ahead inc case,PL,quantile,0.35,62505
2022-03-07,2022-03-12,1 wk ahead inc case,PL,quantile,0.4,64326
2022-03-07,2022-03-12,1 wk ahead inc case,PL,quantile,0.45,65915
2022-03-07,2022-03-12,1 wk ahead inc case,PL,quantile,0.5,67829
2022-03-07,2022-03-12,1 wk ahead inc case,PL,quantile,0.55,69319
2022-03-07,2022-03-12,1 wk ahead inc case,PL,quantile,0.6,71420
2022-03-07,2022-03-12,1 wk ahead inc case,PL,quantile,0.65,74249
2022-03-07,2022-03-12,1 wk ahead inc case,PL,quantile,0.7,76998
2022-03-07,2022-03-12,1 wk ahead inc case,PL,quantile,0.75,79768
2022-03-07,2022-03-12,1 wk ahead inc case,PL,quantile,0.8,82427
2022-03-07,2022-03-12,1 wk ahead inc case,PL,quantile,0.85,84728
2022-03-07,2022-03-12,1 wk ahead inc case,PL,quantile,0.9,87970
2022-03-07,2022-03-12,1 wk ahead inc case,PL,quantile,0.95,93152
2022-03-07,2022-03-12,1 wk ahead inc case,PL,quantile,0.975,96317
2022-03-07,2022-03-12,1 wk ahead inc case,PL,quantile,0.99,98627
2022-03-07,2022-03-19,2 wk ahead inc case,PL,point,NA,47862
2022-03-07,2022-03-19,2 wk ahead inc case,PL,quantile,0.01,22587
2022-03-07,2022-03-19,2 wk ahead inc case,PL,quantile,0.025,23840
2022-03-07,2022-03-19,2 wk ahead inc case,PL,quantile,0.05,25244
2022-03-07,2022-03-19,2 wk ahead inc case,PL,quantile,0.1,27920
2022-03-07,2022-03-19,2 wk ahead inc case,PL,quantile,0.15,31246
2022-03-07,2022-03-19,2 wk ahead inc case,PL,quantile,0.2,33428
2022-03-07,2022-03-19,2 wk ahead inc case,PL,quantile,0.25,35350
2022-03-07,2022-03-19,2 wk ahead inc case,PL,quantile,0.3,37303
2022-03-07,2022-03-19,2 wk ahead inc case,PL,quantile,0.35,39046
2022-03-07,2022-03-19,2 wk ahead inc case,PL,quantile,0.4,40850
2022-03-07,2022-03-19,2 wk ahead inc case,PL,quantile,0.45,43411
2022-03-07,2022-03-19,2 wk ahead inc case,PL,quantile,0.5,46810
2022-03-07,2022-03-19,2 wk ahead inc case,PL,quantile,0.55,49278
2022-03-07,2022-03-19,2 wk ahead inc case,PL,quantile,0.6,51162
2022-03-07,2022-03-19,2 wk ahead inc case,PL,quantile,0.65,53466
2022-03-07,2022-03-19,2 wk ahead inc case,PL,quantile,0.7,56375
2022-03-07,2022-03-19,2 wk ahead inc case,PL,quantile,0.75,59502
2022-03-07,2022-03-19,2 wk ahead inc case,PL,quantile,0.8,62104
2022-03-07,2022-03-19,2 wk ahead inc case,PL,quantile,0.85,65434
2022-03-07,2022-03-19,2 wk ahead inc case,PL,quantile,0.9,70345
2022-03-07,2022-03-19,2 wk ahead inc case,PL,quantile,0.95,76171
2022-03-07,2022-03-19,2 wk ahead inc case,PL,quantile,0.975,80570
2022-03-07,2022-03-19,2 wk ahead inc case,PL,quantile,0.99,82207
2022-03-07,2022-03-26,3 wk ahead inc case,PL,point,NA,33212
2022-03-07,2022-03-26,3 wk ahead inc case,PL,quantile,0.01,11003
2022-03-07,2022-03-26,3 wk ahead inc case,PL,quantile,0.025,12297
2022-03-07,2022-03-26,3 wk ahead inc case,PL,quantile,0.05,13328
2022-03-07,2022-03-26,3 wk ahead inc case,PL,quantile,0.1,14897
2022-03-07,2022-03-26,3 wk ahead inc case,PL,quantile,0.15,17018
2022-03-07,2022-03-26,3 wk ahead inc case,PL,quantile,0.2,18471
2022-03-07,2022-03-26,3 wk ahead inc case,PL,quantile,0.25,20289
2022-03-07,2022-03-26,3 wk ahead inc case,PL,quantile,0.3,22169
2022-03-07,2022-03-26,3 wk ahead inc case,PL,quantile,0.35,24141
2022-03-07,2022-03-26,3 wk ahead inc case,PL,quantile,0.4,25909
2022-03-07,2022-03-26,3 wk ahead inc case,PL,quantile,0.45,28999
2022-03-07,2022-03-26,3 wk ahead inc case,PL,quantile,0.5,31777
2022-03-07,2022-03-26,3 wk ahead inc case,PL,quantile,0.55,34017
2022-03-07,2022-03-26,3 wk ahead inc case,PL,quantile,0.6,36392
2022-03-07,2022-03-26,3 wk ahead inc case,PL,quantile,0.65,38533
2022-03-07,2022-03-26,3 wk ahead inc case,PL,quantile,0.7,40655
2022-03-07,2022-03-26,3 wk ahead inc case,PL,quantile,0.75,43494
2022-03-07,2022-03-26,3 wk ahead inc case,PL,quantile,0.8,46182
2022-03-07,2022-03-26,3 wk ahead inc case,PL,quantile,0.85,50161
2022-03-07,2022-03-26,3 wk ahead inc case,PL,quantile,0.9,55319
2022-03-07,2022-03-26,3 wk ahead inc case,PL,quantile,0.95,61882
2022-03-07,2022-03-26,3 wk ahead inc case,PL,quantile,0.975,65648
2022-03-07,2022-03-26,3 wk ahead inc case,PL,quantile,0.99,68332
2022-03-07,2022-04-02,4 wk ahead inc case,PL,point,NA,23166
2022-03-07,2022-04-02,4 wk ahead inc case,PL,quantile,0.01,5254
2022-03-07,2022-04-02,4 wk ahead inc case,PL,quantile,0.025,6272
2022-03-07,2022-04-02,4 wk ahead inc case,PL,quantile,0.05,6969
2022-03-07,2022-04-02,4 wk ahead inc case,PL,quantile,0.1,7977
2022-03-07,2022-04-02,4 wk ahead inc case,PL,quantile,0.15,9078
2022-03-07,2022-04-02,4 wk ahead inc case,PL,quantile,0.2,10062
2022-03-07,2022-04-02,4 wk ahead inc case,PL,quantile,0.25,11465
2022-03-07,2022-04-02,4 wk ahead inc case,PL,quantile,0.3,12735
2022-03-07,2022-04-02,4 wk ahead inc case,PL,quantile,0.35,14373
2022-03-07,2022-04-02,4 wk ahead inc case,PL,quantile,0.4,16769
2022-03-07,2022-04-02,4 wk ahead inc case,PL,quantile,0.45,18930
2022-03-07,2022-04-02,4 wk ahead inc case,PL,quantile,0.5,21032
2022-03-07,2022-04-02,4 wk ahead inc case,PL,quantile,0.55,22973
2022-03-07,2022-04-02,4 wk ahead inc case,PL,quantile,0.6,25701
2022-03-07,2022-04-02,4 wk ahead inc case,PL,quantile,0.65,27603
2022-03-07,2022-04-02,4 wk ahead inc case,PL,quantile,0.7,29508
2022-03-07,2022-04-02,4 wk ahead inc case,PL,quantile,0.75,31844
2022-03-07,2022-04-02,4 wk ahead inc case,PL,quantile,0.8,33896
2022-03-07,2022-04-02,4 wk ahead inc case,PL,quantile,0.85,38050
2022-03-07,2022-04-02,4 wk ahead inc case,PL,quantile,0.9,43210
2022-03-07,2022-04-02,4 wk ahead inc case,PL,quantile,0.95,49942
2022-03-07,2022-04-02,4 wk ahead inc case,PL,quantile,0.975,54035
2022-03-07,2022-04-02,4 wk ahead inc case,PL,quantile,0.99,56074
2022-03-07,2022-03-12,1 wk ahead inc death,PL,point,NA,992
2022-03-07,2022-03-12,1 wk ahead inc death,PL,quantile,0.01,498
2022-03-07,2022-03-12,1 wk ahead inc death,PL,quantile,0.025,524
2022-03-07,2022-03-12,1 wk ahead inc death,PL,quantile,0.05,543
2022-03-07,2022-03-12,1 wk ahead inc death,PL,quantile,0.1,574
2022-03-07,2022-03-12,1 wk ahead inc death,PL,quantile,0.15,602
2022-03-07,2022-03-12,1 wk ahead inc death,PL,quantile,0.2,625
2022-03-07,2022-03-12,1 wk ahead inc death,PL,quantile,0.25,651
2022-03-07,2022-03-12,1 wk ahead inc death,PL,quantile,0.3,676
2022-03-07,2022-03-12,1 wk ahead inc death,PL,quantile,0.35,700
2022-03-07,2022-03-12,1 wk ahead inc death,PL,quantile,0.4,730
2022-03-07,2022-03-12,1 wk ahead inc death,PL,quantile,0.45,756
2022-03-07,2022-03-12,1 wk ahead inc death,PL,quantile,0.5,791
2022-03-07,2022-03-12,1 wk ahead inc death,PL,quantile,0.55,837
2022-03-07,2022-03-12,1 wk ahead inc death,PL,quantile,0.6,895
2022-03-07,2022-03-12,1 wk ahead inc death,PL,quantile,0.65,970
2022-03-07,2022-03-12,1 wk ahead inc death,PL,quantile,0.7,1063
2022-03-07,2022-03-12,1 wk ahead inc death,PL,quantile,0.75,1194
2022-03-07,2022-03-12,1 wk ahead inc death,PL,quantile,0.8,1375
2022-03-07,2022-03-12,1 wk ahead inc death,PL,quantile,0.85,1560
2022-03-07,2022-03-12,1 wk ahead inc death,PL,quantile,0.9,1763
2022-03-07,2022-03-12,1 wk ahead inc death,PL,quantile,0.95,2088
2022-03-07,2022-03-12,1 wk ahead inc death,PL,quantile,0.975,2197
2022-03-07,2022-03-12,1 wk ahead inc death,PL,quantile,0.99,2318
2022-03-07,2022-03-19,2 wk ahead inc death,PL,point,NA,675
2022-03-07,2022-03-19,2 wk ahead inc death,PL,quantile,0.01,340
2022-03-07,2022-03-19,2 wk ahead inc death,PL,quantile,0.025,356
2022-03-07,2022-03-19,2 wk ahead inc death,PL,quantile,0.05,375
2022-03-07,2022-03-19,2 wk ahead inc death,PL,quantile,0.1,397
2022-03-07,2022-03-19,2 wk ahead inc death,PL,quantile,0.15,413
2022-03-07,2022-03-19,2 wk ahead inc death,PL,quantile,0.2,428
2022-03-07,2022-03-19,2 wk ahead inc death,PL,quantile,0.25,446
2022-03-07,2022-03-19,2 wk ahead inc death,PL,quantile,0.3,463
2022-03-07,2022-03-19,2 wk ahead inc death,PL,quantile,0.35,478
2022-03-07,2022-03-19,2 wk ahead inc death,PL,quantile,0.4,497
2022-03-07,2022-03-19,2 wk ahead inc death,PL,quantile,0.45,516
2022-03-07,2022-03-19,2 wk ahead inc death,PL,quantile,0.5,541
2022-03-07,2022-03-19,2 wk ahead inc death,PL,quantile,0.55,570
2022-03-07,2022-03-19,2 wk ahead inc death,PL,quantile,0.6,608
2022-03-07,2022-03-19,2 wk ahead inc death,PL,quantile,0.65,664
2022-03-07,2022-03-19,2 wk ahead inc death,PL,quantile,0.7,733
2022-03-07,2022-03-19,2 wk ahead inc death,PL,quantile,0.75,809
2022-03-07,2022-03-19,2 wk ahead inc death,PL,quantile,0.8,921
2022-03-07,2022-03-19,2 wk ahead inc death,PL,quantile,0.85,1050
2022-03-07,2022-03-19,2 wk ahead inc death,PL,quantile,0.9,1190
2022-03-07,2022-03-19,2 wk ahead inc death,PL,quantile,0.95,1415
2022-03-07,2022-03-19,2 wk ahead inc death,PL,quantile,0.975,1524
2022-03-07,2022-03-19,2 wk ahead inc death,PL,quantile,0.99,1576
2022-03-07,2022-03-26,3 wk ahead inc death,PL,point,NA,448
2022-03-07,2022-03-26,3 wk ahead inc death,PL,quantile,0.01,227
2022-03-07,2022-03-26,3 wk ahead inc death,PL,quantile,0.025,238
2022-03-07,2022-03-26,3 wk ahead inc death,PL,quantile,0.05,252
2022-03-07,2022-03-26,3 wk ahead inc death,PL,quantile,0.1,271
2022-03-07,2022-03-26,3 wk ahead inc death,PL,quantile,0.15,282
2022-03-07,2022-03-26,3 wk ahead inc death,PL,quantile,0.2,293
2022-03-07,2022-03-26,3 wk ahead inc death,PL,quantile,0.25,303
2022-03-07,2022-03-26,3 wk ahead inc death,PL,quantile,0.3,313
2022-03-07,2022-03-26,3 wk ahead inc death,PL,quantile,0.35,324
2022-03-07,2022-03-26,3 wk ahead inc death,PL,quantile,0.4,335
