forecast_date,target_end_date,target,location,type,quantile,value
2021-05-10,2021-05-15,1 wk ahead inc case,PL,point,NA,23115
2021-05-10,2021-05-15,1 wk ahead inc case,PL,quantile,0.01,19282
2021-05-10,2021-05-15,1 wk ahead inc case,PL,quantile,0.025,19602
2021-05-10,2021-05-15,1 wk ahead inc case,PL,quantile,0.05,20077
2021-05-10,2021-05-15,1 wk ahead inc case,PL,quantile,0.1,20578
2021-05-10,2021-05-15,1 wk ahead inc case,PL,quantile,0.15,20959
2021-05-10,2021-05-15,1 wk ahead inc case,PL,quantile,0.2,21319
2021-05-10,2021-05-15,1 wk ahead inc case,PL,quantile,0.25,21809
2021-05-10,2021-05-15,1 wk ahead inc case,PL,quantile,0.3,22400
2021-05-10,2021-05-15,1 wk ahead inc case,PL,quantile,0.35,22800
2021-05-10,2021-05-15,1 wk ahead inc case,PL,quantile,0.4,23127
2021-05-10,2021-05-15,1 wk ahead inc case,PL,quantile,0.45,23330
2021-05-10,2021-05-15,1 wk ahead inc case,PL,quantile,0.5,23513
2021-05-10,2021-05-15,1 wk ahead inc case,PL,quantile,0.55,23656
2021-05-10,2021-05-15,1 wk ahead inc case,PL,quantile,0.6,23812
2021-05-10,2021-05-15,1 wk ahead inc case,PL,quantile,0.65,23961
2021-05-10,2021-05-15,1 wk ahead inc case,PL,quantile,0.7,24094
2021-05-10,2021-05-15,1 wk ahead inc case,PL,quantile,0.75,24261
2021-05-10,2021-05-15,1 wk ahead inc case,PL,quantile,0.8,24476
2021-05-10,2021-05-15,1 wk ahead inc case,PL,quantile,0.85,24700
2021-05-10,2021-05-15,1 wk ahead inc case,PL,quantile,0.9,25032
2021-05-10,2021-05-15,1 wk ahead inc case,PL,quantile,0.95,25574
2021-05-10,2021-05-15,1 wk ahead inc case,PL,quantile,0.975,26003
2021-05-10,2021-05-15,1 wk ahead inc case,PL,quantile,0.99,26474
2021-05-10,2021-05-22,2 wk ahead inc case,PL,point,NA,15624
2021-05-10,2021-05-22,2 wk ahead inc case,PL,quantile,0.01,11747
2021-05-10,2021-05-22,2 wk ahead inc case,PL,quantile,0.025,12042
2021-05-10,2021-05-22,2 wk ahead inc case,PL,quantile,0.05,12415
2021-05-10,2021-05-22,2 wk ahead inc case,PL,quantile,0.1,13140
2021-05-10,2021-05-22,2 wk ahead inc case,PL,quantile,0.15,13489
2021-05-10,2021-05-22,2 wk ahead inc case,PL,quantile,0.2,13919
2021-05-10,2021-05-22,2 wk ahead inc case,PL,quantile,0.25,14343
2021-05-10,2021-05-22,2 wk ahead inc case,PL,quantile,0.3,14980
2021-05-10,2021-05-22,2 wk ahead inc case,PL,quantile,0.35,15372
2021-05-10,2021-05-22,2 wk ahead inc case,PL,quantile,0.4,15676
2021-05-10,2021-05-22,2 wk ahead inc case,PL,quantile,0.45,15862
2021-05-10,2021-05-22,2 wk ahead inc case,PL,quantile,0.5,16030
2021-05-10,2021-05-22,2 wk ahead inc case,PL,quantile,0.55,16184
2021-05-10,2021-05-22,2 wk ahead inc case,PL,quantile,0.6,16310
2021-05-10,2021-05-22,2 wk ahead inc case,PL,quantile,0.65,16457
2021-05-10,2021-05-22,2 wk ahead inc case,PL,quantile,0.7,16588
