forecast_date,target_end_date,target,location,type,quantile,value
2021-04-19,2021-04-24,1 wk ahead inc case,PL,point,NA,94665
2021-04-19,2021-04-24,1 wk ahead inc case,PL,quantile,0.01,60863
2021-04-19,2021-04-24,1 wk ahead inc case,PL,quantile,0.025,61905
2021-04-19,2021-04-24,1 wk ahead inc case,PL,quantile,0.05,67468
2021-04-19,2021-04-24,1 wk ahead inc case,PL,quantile,0.1,69769
2021-04-19,2021-04-24,1 wk ahead inc case,PL,quantile,0.15,71189
2021-04-19,2021-04-24,1 wk ahead inc case,PL,quantile,0.2,79235
2021-04-19,2021-04-24,1 wk ahead inc case,PL,quantile,0.25,80336
2021-04-19,2021-04-24,1 wk ahead inc case,PL,quantile,0.3,82119
2021-04-19,2021-04-24,1 wk ahead inc case,PL,quantile,0.35,91913
2021-04-19,2021-04-24,1 wk ahead inc case,PL,quantile,0.4,93123
2021-04-19,2021-04-24,1 wk ahead inc case,PL,quantile,0.45,93900
2021-04-19,2021-04-24,1 wk ahead inc case,PL,quantile,0.5,94665
2021-04-19,2021-04-24,1 wk ahead inc case,PL,quantile,0.55,95581
2021-04-19,2021-04-24,1 wk ahead inc case,PL,quantile,0.6,100040
2021-04-19,2021-04-24,1 wk ahead inc case,PL,quantile,0.65,103085
2021-04-19,2021-04-24,1 wk ahead inc case,PL,quantile,0.7,104169
2021-04-19,2021-04-24,1 wk ahead inc case,PL,quantile,0.75,113544
2021-04-19,2021-04-24,1 wk ahead inc case,PL,quantile,0.8,114918
2021-04-19,2021-04-24,1 wk ahead inc case,PL,quantile,0.85,115888
2021-04-19,2021-04-24,1 wk ahead inc case,PL,quantile,0.9,116641
2021-04-19,2021-04-24,1 wk ahead inc case,PL,quantile,0.95,117484
2021-04-19,2021-04-24,1 wk ahead inc case,PL,quantile,0.975,118016
2021-04-19,2021-04-24,1 wk ahead inc case,PL,quantile,0.99,118520
2021-04-19,2021-05-01,2 wk ahead inc case,PL,point,NA,75691
2021-04-19,2021-05-01,2 wk ahead inc case,PL,quantile,0.01,38731
2021-04-19,2021-05-01,2 wk ahead inc case,PL,quantile,0.025,39406
2021-04-19,2021-05-01,2 wk ahead inc case,PL,quantile,0.05,44236
2021-04-19,2021-05-01,2 wk ahead inc case,PL,quantile,0.1,45619
2021-04-19,2021-05-01,2 wk ahead inc case,PL,quantile,0.15,47159
2021-04-19,2021-05-01,2 wk ahead inc case,PL,quantile,0.2,57672
2021-04-19,2021-05-01,2 wk ahead inc case,PL,quantile,0.25,58653
2021-04-19,2021-05-01,2 wk ahead inc case,PL,quantile,0.3,60089
2021-04-19,2021-05-01,2 wk ahead inc case,PL,quantile,0.35,69563
2021-04-19,2021-05-01,2 wk ahead inc case,PL,quantile,0.4,70735
2021-04-19,2021-05-01,2 wk ahead inc case,PL,quantile,0.45,72268
2021-04-19,2021-05-01,2 wk ahead inc case,PL,quantile,0.5,75691
2021-04-19,2021-05-01,2 wk ahead inc case,PL,quantile,0.55,77015
2021-04-19,2021-05-01,2 wk ahead inc case,PL,quantile,0.6,84636
2021-04-19,2021-05-01,2 wk ahead inc case,PL,quantile,0.65,87086
2021-04-19,2021-05-01,2 wk ahead inc case,PL,quantile,0.7,88812
2021-04-19,2021-05-01,2 wk ahead inc case,PL,quantile,0.75,93562
2021-04-19,2021-05-01,2 wk ahead inc case,PL,quantile,0.8,94989
2021-04-19,2021-05-01,2 wk ahead inc case,PL,quantile,0.85,96330
2021-04-19,2021-05-01,2 wk ahead inc case,PL,quantile,0.9,102015
2021-04-19,2021-05-01,2 wk ahead inc case,PL,quantile,0.95,103541
2021-04-19,2021-05-01,2 wk ahead inc case,PL,quantile,0.975,104272
2021-04-19,2021-05-01,2 wk ahead inc case,PL,quantile,0.99,105178
2021-04-19,2021-05-08,3 wk ahead inc case,PL,point,NA,61404
2021-04-19,2021-05-08,3 wk ahead inc case,PL,quantile,0.01,25473
2021-04-19,2021-05-08,3 wk ahead inc case,PL,quantile,0.025,25990
2021-04-19,2021-05-08,3 wk ahead inc case,PL,quantile,0.05,29529
2021-04-19,2021-05-08,3 wk ahead inc case,PL,quantile,0.1,30603
2021-04-19,2021-05-08,3 wk ahead inc case,PL,quantile,0.15,31475
2021-04-19,2021-05-08,3 wk ahead inc case,PL,quantile,0.2,42431
2021-04-19,2021-05-08,3 wk ahead inc case,PL,quantile,0.25,43533
2021-04-19,2021-05-08,3 wk ahead inc case,PL,quantile,0.3,45073
2021-04-19,2021-05-08,3 wk ahead inc case,PL,quantile,0.35,52538
2021-04-19,2021-05-08,3 wk ahead inc case,PL,quantile,0.4,53353
2021-04-19,2021-05-08,3 wk ahead inc case,PL,quantile,0.45,54277
2021-04-19,2021-05-08,3 wk ahead inc case,PL,quantile,0.5,61404
2021-04-19,2021-05-08,3 wk ahead inc case,PL,quantile,0.55,62562
2021-04-19,2021-05-08,3 wk ahead inc case,PL,quantile,0.6,71512
2021-04-19,2021-05-08,3 wk ahead inc case,PL,quantile,0.65,73427
2021-04-19,2021-05-08,3 wk ahead inc case,PL,quantile,0.7,74512
2021-04-19,2021-05-08,3 wk ahead inc case,PL,quantile,0.75,76426
2021-04-19,2021-05-08,3 wk ahead inc case,PL,quantile,0.8,77514
2021-04-19,2021-05-08,3 wk ahead inc case,PL,quantile,0.85,78875
2021-04-19,2021-05-08,3 wk ahead inc case,PL,quantile,0.9,89064
2021-04-19,2021-05-08,3 wk ahead inc case,PL,quantile,0.95,90551
2021-04-19,2021-05-08,3 wk ahead inc case,PL,quantile,0.975,91153
2021-04-19,2021-05-08,3 wk ahead inc case,PL,quantile,0.99,91686
2021-04-19,2021-05-15,4 wk ahead inc case,PL,point,NA,49322
2021-04-19,2021-05-15,4 wk ahead inc case,PL,quantile,0.01,16507
2021-04-19,2021-05-15,4 wk ahead inc case,PL,quantile,0.025,17171
2021-04-19,2021-05-15,4 wk ahead inc case,PL,quantile,0.05,19747
2021-04-19,2021-05-15,4 wk ahead inc case,PL,quantile,0.1,20450
2021-04-19,2021-05-15,4 wk ahead inc case,PL,quantile,0.15,20999
2021-04-19,2021-05-15,4 wk ahead inc case,PL,quantile,0.2,31178
2021-04-19,2021-05-15,4 wk ahead inc case,PL,quantile,0.25,31829
2021-04-19,2021-05-15,4 wk ahead inc case,PL,quantile,0.3,32945
2021-04-19,2021-05-15,4 wk ahead inc case,PL,quantile,0.35,39179
2021-04-19,2021-05-15,4 wk ahead inc case,PL,quantile,0.4,40081
2021-04-19,2021-05-15,4 wk ahead inc case,PL,quantile,0.45,42147
2021-04-19,2021-05-15,4 wk ahead inc case,PL,quantile,0.5,49322
2021-04-19,2021-05-15,4 wk ahead inc case,PL,quantile,0.55,50499
2021-04-19,2021-05-15,4 wk ahead inc case,PL,quantile,0.6,58908
2021-04-19,2021-05-15,4 wk ahead inc case,PL,quantile,0.65,60976
2021-04-19,2021-05-15,4 wk ahead inc case,PL,quantile,0.7,61620
2021-04-19,2021-05-15,4 wk ahead inc case,PL,quantile,0.75,62300
2021-04-19,2021-05-15,4 wk ahead inc case,PL,quantile,0.8,62927
2021-04-19,2021-05-15,4 wk ahead inc case,PL,quantile,0.85,63983
2021-04-19,2021-05-15,4 wk ahead inc case,PL,quantile,0.9,76793
2021-04-19,2021-05-15,4 wk ahead inc case,PL,quantile,0.95,77840
2021-04-19,2021-05-15,4 wk ahead inc case,PL,quantile,0.975,78351
2021-04-19,2021-05-15,4 wk ahead inc case,PL,quantile,0.99,79022
2021-04-19,2021-04-24,1 wk ahead inc death,PL,point,NA,3206
2021-04-19,2021-04-24,1 wk ahead inc death,PL,quantile,0.01,2523
2021-04-19,2021-04-24,1 wk ahead inc death,PL,quantile,0.025,2557
2021-04-19,2021-04-24,1 wk ahead inc death,PL,quantile,0.05,2601
2021-04-19,2021-04-24,1 wk ahead inc death,PL,quantile,0.1,2684
2021-04-19,2021-04-24,1 wk ahead inc death,PL,quantile,0.15,2754
2021-04-19,2021-04-24,1 wk ahead inc death,PL,quantile,0.2,2836
2021-04-19,2021-04-24,1 wk ahead inc death,PL,quantile,0.25,2901
2021-04-19,2021-04-24,1 wk ahead inc death,PL,quantile,0.3,2982
2021-04-19,2021-04-24,1 wk ahead inc death,PL,quantile,0.35,3082
2021-04-19,2021-04-24,1 wk ahead inc death,PL,quantile,0.4,3137
2021-04-19,2021-04-24,1 wk ahead inc death,PL,quantile,0.45,3165
2021-04-19,2021-04-24,1 wk ahead inc death,PL,quantile,0.5,3206
2021-04-19,2021-04-24,1 wk ahead inc death,PL,quantile,0.55,3243
2021-04-19,2021-04-24,1 wk ahead inc death,PL,quantile,0.6,3295
2021-04-19,2021-04-24,1 wk ahead inc death,PL,quantile,0.65,3385
2021-04-19,2021-04-24,1 wk ahead inc death,PL,quantile,0.7,3453
2021-04-19,2021-04-24,1 wk ahead inc death,PL,quantile,0.75,3493
2021-04-19,2021-04-24,1 wk ahead inc death,PL,quantile,0.8,3548
2021-04-19,2021-04-24,1 wk ahead inc death,PL,quantile,0.85,3599
2021-04-19,2021-04-24,1 wk ahead inc death,PL,quantile,0.9,3650
2021-04-19,2021-04-24,1 wk ahead inc death,PL,quantile,0.95,3706
2021-04-19,2021-04-24,1 wk ahead inc death,PL,quantile,0.975,3749
2021-04-19,2021-04-24,1 wk ahead inc death,PL,quantile,0.99,3790
2021-04-19,2021-05-01,2 wk ahead inc death,PL,point,NA,2523
2021-04-19,2021-05-01,2 wk ahead inc death,PL,quantile,0.01,2100
2021-04-19,2021-05-01,2 wk ahead inc death,PL,quantile,0.025,2131
2021-04-19,2021-05-01,2 wk ahead inc death,PL,quantile,0.05,2160
2021-04-19,2021-05-01,2 wk ahead inc death,PL,quantile,0.1,2211
2021-04-19,2021-05-01,2 wk ahead inc death,PL,quantile,0.15,2267
2021-04-19,2021-05-01,2 wk ahead inc death,PL,quantile,0.2,2337
2021-04-19,2021-05-01,2 wk ahead inc death,PL,quantile,0.25,2386
2021-04-19,2021-05-01,2 wk ahead inc death,PL,quantile,0.3,2412
2021-04-19,2021-05-01,2 wk ahead inc death,PL,quantile,0.35,2436
2021-04-19,2021-05-01,2 wk ahead inc death,PL,quantile,0.4,2467
2021-04-19,2021-05-01,2 wk ahead inc death,PL,quantile,0.45,2492
2021-04-19,2021-05-01,2 wk ahead inc death,PL,quantile,0.5,2523
2021-04-19,2021-05-01,2 wk ahead inc death,PL,quantile,0.55,2562
2021-04-19,2021-05-01,2 wk ahead inc death,PL,quantile,0.6,2708
2021-04-19,2021-05-01,2 wk ahead inc death,PL,quantile,0.65,2786
2021-04-19,2021-05-01,2 wk ahead inc death,PL,quantile,0.7,2825
2021-04-19,2021-05-01,2 wk ahead inc death,PL,quantile,0.75,2867
2021-04-19,2021-05-01,2 wk ahead inc death,PL,quantile,0.8,2918
2021-04-19,2021-05-01,2 wk ahead inc death,PL,quantile,0.85,2966
2021-04-19,2021-05-01,2 wk ahead inc death,PL,quantile,0.9,3042
2021-04-19,2021-05-01,2 wk ahead inc death,PL,quantile,0.95,3132
2021-04-19,2021-05-01,2 wk ahead inc death,PL,quantile,0.975,3167
2021-04-19,2021-05-01,2 wk ahead inc death,PL,quantile,0.99,3211
2021-04-19,2021-05-08,3 wk ahead inc death,PL,point,NA,2037
2021-04-19,2021-05-08,3 wk ahead inc death,PL,quantile,0.01,1467
2021-04-19,2021-05-08,3 wk ahead inc death,PL,quantile,0.025,1540
2021-04-19,2021-05-08,3 wk ahead inc death,PL,quantile,0.05,1632
2021-04-19,2021-05-08,3 wk ahead inc death,PL,quantile,0.1,1696
2021-04-19,2021-05-08,3 wk ahead inc death,PL,quantile,0.15,1742
2021-04-19,2021-05-08,3 wk ahead inc death,PL,quantile,0.2,1774
2021-04-19,2021-05-08,3 wk ahead inc death,PL,quantile,0.25,1809
2021-04-19,2021-05-08,3 wk ahead inc death,PL,quantile,0.3,1842
2021-04-19,2021-05-08,3 wk ahead inc death,PL,quantile,0.35,1871
2021-04-19,2021-05-08,3 wk ahead inc death,PL,quantile,0.4,1922
2021-04-19,2021-05-08,3 wk ahead inc death,PL,quantile,0.45,1966
2021-04-19,2021-05-08,3 wk ahead inc death,PL,quantile,0.5,2037
2021-04-19,2021-05-08,3 wk ahead inc death,PL,quantile,0.55,2095
2021-04-19,2021-05-08,3 wk ahead inc death,PL,quantile,0.6,2137
2021-04-19,2021-05-08,3 wk ahead inc death,PL,quantile,0.65,2176
2021-04-19,2021-05-08,3 wk ahead inc death,PL,quantile,0.7,2227
2021-04-19,2021-05-08,3 wk ahead inc death,PL,quantile,0.75,2444
2021-04-19,2021-05-08,3 wk ahead inc death,PL,quantile,0.8,2511
2021-04-19,2021-05-08,3 wk ahead inc death,PL,quantile,0.85,2559
2021-04-19,2021-05-08,3 wk ahead inc death,PL,quantile,0.9,2593
2021-04-19,2021-05-08,3 wk ahead inc death,PL,quantile,0.95,2635
2021-04-19,2021-05-08,3 wk ahead inc death,PL,quantile,0.975,2666
2021-04-19,2021-05-08,3 wk ahead inc death,PL,quantile,0.99,2705
2021-04-19,2021-05-15,4 wk ahead inc death,PL,point,NA,1610
2021-04-19,2021-05-15,4 wk ahead inc death,PL,quantile,0.01,991
