forecast_date,target_end_date,target,location,type,quantile,scenario_id,value
2022-10-24,2022-10-29,1 wk ahead inc case,PL,point,NA,forecast,6115
2022-10-24,2022-10-29,1 wk ahead inc case,PL,quantile,0.01,forecast,4531
2022-10-24,2022-10-29,1 wk ahead inc case,PL,quantile,0.025,forecast,4558
2022-10-24,2022-10-29,1 wk ahead inc case,PL,quantile,0.05,forecast,4649
2022-10-24,2022-10-29,1 wk ahead inc case,PL,quantile,0.1,forecast,4785
2022-10-24,2022-10-29,1 wk ahead inc case,PL,quantile,0.15,forecast,4916
2022-10-24,2022-10-29,1 wk ahead inc case,PL,quantile,0.2,forecast,5200
2022-10-24,2022-10-29,1 wk ahead inc case,PL,quantile,0.25,forecast,5327
2022-10-24,2022-10-29,1 wk ahead inc case,PL,quantile,0.3,forecast,5449
2022-10-24,2022-10-29,1 wk ahead inc case,PL,quantile,0.35,forecast,5564
2022-10-24,2022-10-29,1 wk ahead inc case,PL,quantile,0.4,forecast,5691
2022-10-24,2022-10-29,1 wk ahead inc case,PL,quantile,0.45,forecast,5860
2022-10-24,2022-10-29,1 wk ahead inc case,PL,quantile,0.5,forecast,5956
2022-10-24,2022-10-29,1 wk ahead inc case,PL,quantile,0.55,forecast,6140
2022-10-24,2022-10-29,1 wk ahead inc case,PL,quantile,0.6,forecast,6278
2022-10-24,2022-10-29,1 wk ahead inc case,PL,quantile,0.65,forecast,6432
2022-10-24,2022-10-29,1 wk ahead inc case,PL,quantile,0.7,forecast,6606
2022-10-24,2022-10-29,1 wk ahead inc case,PL,quantile,0.75,forecast,6834
2022-10-24,2022-10-29,1 wk ahead inc case,PL,quantile,0.8,forecast,7199
2022-10-24,2022-10-29,1 wk ahead inc case,PL,quantile,0.85,forecast,7296
2022-10-24,2022-10-29,1 wk ahead inc case,PL,quantile,0.9,forecast,7625
2022-10-24,2022-10-29,1 wk ahead inc case,PL,quantile,0.95,forecast,7954
2022-10-24,2022-10-29,1 wk ahead inc case,PL,quantile,0.975,forecast,8293
2022-10-24,2022-10-29,1 wk ahead inc case,PL,quantile,0.99,forecast,8500
2022-10-24,2022-11-05,2 wk ahead inc case,PL,point,NA,forecast,4181
2022-10-24,2022-11-05,2 wk ahead inc case,PL,quantile,0.01,forecast,2995
2022-10-24,2022-11-05,2 wk ahead inc case,PL,quantile,0.025,forecast,3124
2022-10-24,2022-11-05,2 wk ahead inc case,PL,quantile,0.05,forecast,3169
2022-10-24,2022-11-05,2 wk ahead inc case,PL,quantile,0.1,forecast,3268
2022-10-24,2022-11-05,2 wk ahead inc case,PL,quantile,0.15,forecast,3504
2022-10-24,2022-11-05,2 wk ahead inc case,PL,quantile,0.2,forecast,3626
2022-10-24,2022-11-05,2 wk ahead inc case,PL,quantile,0.25,forecast,3672
