forecast_date,target_end_date,target,location,type,quantile,value
2021-05-24,2021-05-29,1 wk ahead inc case,PL,point,NA,8040
2021-05-24,2021-05-29,1 wk ahead inc case,PL,quantile,0.01,5116
2021-05-24,2021-05-29,1 wk ahead inc case,PL,quantile,0.025,5359
2021-05-24,2021-05-29,1 wk ahead inc case,PL,quantile,0.05,5830
2021-05-24,2021-05-29,1 wk ahead inc case,PL,quantile,0.1,6826
2021-05-24,2021-05-29,1 wk ahead inc case,PL,quantile,0.15,7242
2021-05-24,2021-05-29,1 wk ahead inc case,PL,quantile,0.2,7467
2021-05-24,2021-05-29,1 wk ahead inc case,PL,quantile,0.25,7610
2021-05-24,2021-05-29,1 wk ahead inc case,PL,quantile,0.3,7728
2021-05-24,2021-05-29,1 wk ahead inc case,PL,quantile,0.35,7837
2021-05-24,2021-05-29,1 wk ahead inc case,PL,quantile,0.4,7944
2021-05-24,2021-05-29,1 wk ahead inc case,PL,quantile,0.45,8040
2021-05-24,2021-05-29,1 wk ahead inc case,PL,quantile,0.5,8156
2021-05-24,2021-05-29,1 wk ahead inc case,PL,quantile,0.55,8271
2021-05-24,2021-05-29,1 wk ahead inc case,PL,quantile,0.6,8386
2021-05-24,2021-05-29,1 wk ahead inc case,PL,quantile,0.65,8501
2021-05-24,2021-05-29,1 wk ahead inc case,PL,quantile,0.7,8599
2021-05-24,2021-05-29,1 wk ahead inc case,PL,quantile,0.75,8712
2021-05-24,2021-05-29,1 wk ahead inc case,PL,quantile,0.8,8827
2021-05-24,2021-05-29,1 wk ahead inc case,PL,quantile,0.85,8956
2021-05-24,2021-05-29,1 wk ahead inc case,PL,quantile,0.9,9117
2021-05-24,2021-05-29,1 wk ahead inc case,PL,quantile,0.95,9355
2021-05-24,2021-05-29,1 wk ahead inc case,PL,quantile,0.975,9522
2021-05-24,2021-05-29,1 wk ahead inc case,PL,quantile,0.99,9670
2021-05-24,2021-06-05,2 wk ahead inc case,PL,point,NA,5598
2021-05-24,2021-06-05,2 wk ahead inc case,PL,quantile,0.01,3002
2021-05-24,2021-06-05,2 wk ahead inc case,PL,quantile,0.025,3203
2021-05-24,2021-06-05,2 wk ahead inc case,PL,quantile,0.05,3579
2021-05-24,2021-06-05,2 wk ahead inc case,PL,quantile,0.1,4354
2021-05-24,2021-06-05,2 wk ahead inc case,PL,quantile,0.15,4774
2021-05-24,2021-06-05,2 wk ahead inc case,PL,quantile,0.2,4977
2021-05-24,2021-06-05,2 wk ahead inc case,PL,quantile,0.25,5124
2021-05-24,2021-06-05,2 wk ahead inc case,PL,quantile,0.3,5222
2021-05-24,2021-06-05,2 wk ahead inc case,PL,quantile,0.35,5334
2021-05-24,2021-06-05,2 wk ahead inc case,PL,quantile,0.4,5439
2021-05-24,2021-06-05,2 wk ahead inc case,PL,quantile,0.45,5544
2021-05-24,2021-06-05,2 wk ahead inc case,PL,quantile,0.5,5677
2021-05-24,2021-06-05,2 wk ahead inc case,PL,quantile,0.55,5803
2021-05-24,2021-06-05,2 wk ahead inc case,PL,quantile,0.6,5936
2021-05-24,2021-06-05,2 wk ahead inc case,PL,quantile,0.65,6055
2021-05-24,2021-06-05,2 wk ahead inc case,PL,quantile,0.7,6163
2021-05-24,2021-06-05,2 wk ahead inc case,PL,quantile,0.75,6279
2021-05-24,2021-06-05,2 wk ahead inc case,PL,quantile,0.8,6391
2021-05-24,2021-06-05,2 wk ahead inc case,PL,quantile,0.85,6545
2021-05-24,2021-06-05,2 wk ahead inc case,PL,quantile,0.9,6692
2021-05-24,2021-06-05,2 wk ahead inc case,PL,quantile,0.95,6923
2021-05-24,2021-06-05,2 wk ahead inc case,PL,quantile,0.975,7108
2021-05-24,2021-06-05,2 wk ahead inc case,PL,quantile,0.99,7323
2021-05-24,2021-06-12,3 wk ahead inc case,PL,point,NA,3955
2021-05-24,2021-06-12,3 wk ahead inc case,PL,quantile,0.01,1819
2021-05-24,2021-06-12,3 wk ahead inc case,PL,quantile,0.025,1981
2021-05-24,2021-06-12,3 wk ahead inc case,PL,quantile,0.05,2233
2021-05-24,2021-06-12,3 wk ahead inc case,PL,quantile,0.1,2821
2021-05-24,2021-06-12,3 wk ahead inc case,PL,quantile,0.15,3164
2021-05-24,2021-06-12,3 wk ahead inc case,PL,quantile,0.2,3367
2021-05-24,2021-06-12,3 wk ahead inc case,PL,quantile,0.25,3482
2021-05-24,2021-06-12,3 wk ahead inc case,PL,quantile,0.3,3577
2021-05-24,2021-06-12,3 wk ahead inc case,PL,quantile,0.35,3673
2021-05-24,2021-06-12,3 wk ahead inc case,PL,quantile,0.4,3766
2021-05-24,2021-06-12,3 wk ahead inc case,PL,quantile,0.45,3878
2021-05-24,2021-06-12,3 wk ahead inc case,PL,quantile,0.5,3990
2021-05-24,2021-06-12,3 wk ahead inc case,PL,quantile,0.55,4109
2021-05-24,2021-06-12,3 wk ahead inc case,PL,quantile,0.6,4242
2021-05-24,2021-06-12,3 wk ahead inc case,PL,quantile,0.65,4361
2021-05-24,2021-06-12,3 wk ahead inc case,PL,quantile,0.7,4480
2021-05-24,2021-06-12,3 wk ahead inc case,PL,quantile,0.75,4592
2021-05-24,2021-06-12,3 wk ahead inc case,PL,quantile,0.8,4704
2021-05-24,2021-06-12,3 wk ahead inc case,PL,quantile,0.85,4809
2021-05-24,2021-06-12,3 wk ahead inc case,PL,quantile,0.9,4956
2021-05-24,2021-06-12,3 wk ahead inc case,PL,quantile,0.95,5173
2021-05-24,2021-06-12,3 wk ahead inc case,PL,quantile,0.975,5369
2021-05-24,2021-06-12,3 wk ahead inc case,PL,quantile,0.99,5523
2021-05-24,2021-06-19,4 wk ahead inc case,PL,point,NA,2798
2021-05-24,2021-06-19,4 wk ahead inc case,PL,quantile,0.01,1085
2021-05-24,2021-06-19,4 wk ahead inc case,PL,quantile,0.025,1218
2021-05-24,2021-06-19,4 wk ahead inc case,PL,quantile,0.05,1415
2021-05-24,2021-06-19,4 wk ahead inc case,PL,quantile,0.1,1841
2021-05-24,2021-06-19,4 wk ahead inc case,PL,quantile,0.15,2130
2021-05-24,2021-06-19,4 wk ahead inc case,PL,quantile,0.2,2275
2021-05-24,2021-06-19,4 wk ahead inc case,PL,quantile,0.25,2366
2021-05-24,2021-06-19,4 wk ahead inc case,PL,quantile,0.3,2450
2021-05-24,2021-06-19,4 wk ahead inc case,PL,quantile,0.35,2513
2021-05-24,2021-06-19,4 wk ahead inc case,PL,quantile,0.4,2597
2021-05-24,2021-06-19,4 wk ahead inc case,PL,quantile,0.45,2695
2021-05-24,2021-06-19,4 wk ahead inc case,PL,quantile,0.5,2800
2021-05-24,2021-06-19,4 wk ahead inc case,PL,quantile,0.55,3693
2021-05-24,2021-06-19,4 wk ahead inc case,PL,quantile,0.6,3844
2021-05-24,2021-06-19,4 wk ahead inc case,PL,quantile,0.65,3977
2021-05-24,2021-06-19,4 wk ahead inc case,PL,quantile,0.7,4092
2021-05-24,2021-06-19,4 wk ahead inc case,PL,quantile,0.75,4225
2021-05-24,2021-06-19,4 wk ahead inc case,PL,quantile,0.8,4354
2021-05-24,2021-06-19,4 wk ahead inc case,PL,quantile,0.85,4497
2021-05-24,2021-06-19,4 wk ahead inc case,PL,quantile,0.9,4659
2021-05-24,2021-06-19,4 wk ahead inc case,PL,quantile,0.95,4889
2021-05-24,2021-06-19,4 wk ahead inc case,PL,quantile,0.975,5150
2021-05-24,2021-06-19,4 wk ahead inc case,PL,quantile,0.99,5371
2021-05-24,2021-05-29,1 wk ahead inc death,PL,point,NA,964
2021-05-24,2021-05-29,1 wk ahead inc death,PL,quantile,0.01,677
2021-05-24,2021-05-29,1 wk ahead inc death,PL,quantile,0.025,708
2021-05-24,2021-05-29,1 wk ahead inc death,PL,quantile,0.05,738
2021-05-24,2021-05-29,1 wk ahead inc death,PL,quantile,0.1,779
2021-05-24,2021-05-29,1 wk ahead inc death,PL,quantile,0.15,809
2021-05-24,2021-05-29,1 wk ahead inc death,PL,quantile,0.2,839
2021-05-24,2021-05-29,1 wk ahead inc death,PL,quantile,0.25,857
2021-05-24,2021-05-29,1 wk ahead inc death,PL,quantile,0.3,881
2021-05-24,2021-05-29,1 wk ahead inc death,PL,quantile,0.35,904
2021-05-24,2021-05-29,1 wk ahead inc death,PL,quantile,0.4,922
2021-05-24,2021-05-29,1 wk ahead inc death,PL,quantile,0.45,946
2021-05-24,2021-05-29,1 wk ahead inc death,PL,quantile,0.5,964
2021-05-24,2021-05-29,1 wk ahead inc death,PL,quantile,0.55,988
2021-05-24,2021-05-29,1 wk ahead inc death,PL,quantile,0.6,1006
2021-05-24,2021-05-29,1 wk ahead inc death,PL,quantile,0.65,1023
2021-05-24,2021-05-29,1 wk ahead inc death,PL,quantile,0.7,1041
2021-05-24,2021-05-29,1 wk ahead inc death,PL,quantile,0.75,1065
2021-05-24,2021-05-29,1 wk ahead inc death,PL,quantile,0.8,1089
2021-05-24,2021-05-29,1 wk ahead inc death,PL,quantile,0.85,1113
2021-05-24,2021-05-29,1 wk ahead inc death,PL,quantile,0.9,1142
2021-05-24,2021-05-29,1 wk ahead inc death,PL,quantile,0.95,1190
2021-05-24,2021-05-29,1 wk ahead inc death,PL,quantile,0.975,1226
2021-05-24,2021-05-29,1 wk ahead inc death,PL,quantile,0.99,1263
2021-05-24,2021-06-05,2 wk ahead inc death,PL,point,NA,649
2021-05-24,2021-06-05,2 wk ahead inc death,PL,quantile,0.01,422
2021-05-24,2021-06-05,2 wk ahead inc death,PL,quantile,0.025,452
2021-05-24,2021-06-05,2 wk ahead inc death,PL,quantile,0.05,476
2021-05-24,2021-06-05,2 wk ahead inc death,PL,quantile,0.1,512
2021-05-24,2021-06-05,2 wk ahead inc death,PL,quantile,0.15,536
2021-05-24,2021-06-05,2 wk ahead inc death,PL,quantile,0.2,553
2021-05-24,2021-06-05,2 wk ahead inc death,PL,quantile,0.25,571
2021-05-24,2021-06-05,2 wk ahead inc death,PL,quantile,0.3,589
2021-05-24,2021-06-05,2 wk ahead inc death,PL,quantile,0.35,601
2021-05-24,2021-06-05,2 wk ahead inc death,PL,quantile,0.4,619
2021-05-24,2021-06-05,2 wk ahead inc death,PL,quantile,0.45,631
2021-05-24,2021-06-05,2 wk ahead inc death,PL,quantile,0.5,649
2021-05-24,2021-06-05,2 wk ahead inc death,PL,quantile,0.55,660
2021-05-24,2021-06-05,2 wk ahead inc death,PL,quantile,0.6,678
2021-05-24,2021-06-05,2 wk ahead inc death,PL,quantile,0.65,690
2021-05-24,2021-06-05,2 wk ahead inc death,PL,quantile,0.7,708
2021-05-24,2021-06-05,2 wk ahead inc death,PL,quantile,0.75,726
2021-05-24,2021-06-05,2 wk ahead inc death,PL,quantile,0.8,744
2021-05-24,2021-06-05,2 wk ahead inc death,PL,quantile,0.85,762
2021-05-24,2021-06-05,2 wk ahead inc death,PL,quantile,0.9,791
2021-05-24,2021-06-05,2 wk ahead inc death,PL,quantile,0.95,827
2021-05-24,2021-06-05,2 wk ahead inc death,PL,quantile,0.975,863
2021-05-24,2021-06-05,2 wk ahead inc death,PL,quantile,0.99,888
2021-05-24,2021-06-12,3 wk ahead inc death,PL,point,NA,440
2021-05-24,2021-06-12,3 wk ahead inc death,PL,quantile,0.01,238
2021-05-24,2021-06-12,3 wk ahead inc death,PL,quantile,0.025,256
2021-05-24,2021-06-12,3 wk ahead inc death,PL,quantile,0.05,280
2021-05-24,2021-06-12,3 wk ahead inc death,PL,quantile,0.1,309
2021-05-24,2021-06-12,3 wk ahead inc death,PL,quantile,0.15,333
2021-05-24,2021-06-12,3 wk ahead inc death,PL,quantile,0.2,357
2021-05-24,2021-06-12,3 wk ahead inc death,PL,quantile,0.25,375
2021-05-24,2021-06-12,3 wk ahead inc death,PL,quantile,0.3,393
2021-05-24,2021-06-12,3 wk ahead inc death,PL,quantile,0.35,405
2021-05-24,2021-06-12,3 wk ahead inc death,PL,quantile,0.4,416
2021-05-24,2021-06-12,3 wk ahead inc death,PL,quantile,0.45,428
2021-05-24,2021-06-12,3 wk ahead inc death,PL,quantile,0.5,440
2021-05-24,2021-06-12,3 wk ahead inc death,PL,quantile,0.55,458
2021-05-24,2021-06-12,3 wk ahead inc death,PL,quantile,0.6,470
2021-05-24,2021-06-12,3 wk ahead inc death,PL,quantile,0.65,482
2021-05-24,2021-06-12,3 wk ahead inc death,PL,quantile,0.7,494
2021-05-24,2021-06-12,3 wk ahead inc death,PL,quantile,0.75,512
2021-05-24,2021-06-12,3 wk ahead inc death,PL,quantile,0.8,524
2021-05-24,2021-06-12,3 wk ahead inc death,PL,quantile,0.85,541
2021-05-24,2021-06-12,3 wk ahead inc death,PL,quantile,0.9,563
2021-05-24,2021-06-12,3 wk ahead inc death,PL,quantile,0.95,597
2021-05-24,2021-06-12,3 wk ahead inc death,PL,quantile,0.975,625
2021-05-24,2021-06-12,3 wk ahead inc death,PL,quantile,0.99,654
2021-05-24,2021-06-19,4 wk ahead inc death,PL,point,NA,303
2021-05-24,2021-06-19,4 wk ahead inc death,PL,quantile,0.01,125
2021-05-24,2021-06-19,4 wk ahead inc death,PL,quantile,0.025,143
2021-05-24,2021-06-19,4 wk ahead inc death,PL,quantile,0.05,161
2021-05-24,2021-06-19,4 wk ahead inc death,PL,quantile,0.1,184
2021-05-24,2021-06-19,4 wk ahead inc death,PL,quantile,0.15,208
2021-05-24,2021-06-19,4 wk ahead inc death,PL,quantile,0.2,226
2021-05-24,2021-06-19,4 wk ahead inc death,PL,quantile,0.25,244
2021-05-24,2021-06-19,4 wk ahead inc death,PL,quantile,0.3,256
2021-05-24,2021-06-19,4 wk ahead inc death,PL,quantile,0.35,274
2021-05-24,2021-06-19,4 wk ahead inc death,PL,quantile,0.4,286
2021-05-24,2021-06-19,4 wk ahead inc death,PL,quantile,0.45,292
2021-05-24,2021-06-19,4 wk ahead inc death,PL,quantile,0.5,303
2021-05-24,2021-06-19,4 wk ahead inc death,PL,quantile,0.55,315
2021-05-24,2021-06-19,4 wk ahead inc death,PL,quantile,0.6,327
2021-05-24,2021-06-19,4 wk ahead inc death,PL,quantile,0.65,333
2021-05-24,2021-06-19,4 wk ahead inc death,PL,quantile,0.7,345
2021-05-24,2021-06-19,4 wk ahead inc death,PL,quantile,0.75,357
2021-05-24,2021-06-19,4 wk ahead inc death,PL,quantile,0.8,375
2021-05-24,2021-06-19,4 wk ahead inc death,PL,quantile,0.85,387
2021-05-24,2021-06-19,4 wk ahead inc death,PL,quantile,0.9,405
2021-05-24,2021-06-19,4 wk ahead inc death,PL,quantile,0.95,434
2021-05-24,2021-06-19,4 wk ahead inc death,PL,quantile,0.975,458
2021-05-24,2021-06-19,4 wk ahead inc death,PL,quantile,0.99,494
