forecast_date,target_end_date,target,location,type,quantile,value,scenario_id
2022-07-25,2022-07-30,1 wk ahead inc case,PL,point,,26160,forecast
2022-07-25,2022-07-30,1 wk ahead inc case,PL,quantile,0.01,22663,forecast
2022-07-25,2022-07-30,1 wk ahead inc case,PL,quantile,0.025,22899,forecast
2022-07-25,2022-07-30,1 wk ahead inc case,PL,quantile,0.05,23254,forecast
2022-07-25,2022-07-30,1 wk ahead inc case,PL,quantile,0.1,23771,forecast
2022-07-25,2022-07-30,1 wk ahead inc case,PL,quantile,0.15,24040,forecast
2022-07-25,2022-07-30,1 wk ahead inc case,PL,quantile,0.2,24308,forecast
2022-07-25,2022-07-30,1 wk ahead inc case,PL,quantile,0.25,24424,forecast
2022-07-25,2022-07-30,1 wk ahead inc case,PL,quantile,0.3,24577,forecast
2022-07-25,2022-07-30,1 wk ahead inc case,PL,quantile,0.35,24818,forecast
2022-07-25,2022-07-30,1 wk ahead inc case,PL,quantile,0.4,25038,forecast
2022-07-25,2022-07-30,1 wk ahead inc case,PL,quantile,0.45,25202,forecast
2022-07-25,2022-07-30,1 wk ahead inc case,PL,quantile,0.5,25317,forecast
2022-07-25,2022-07-30,1 wk ahead inc case,PL,quantile,0.55,25808,forecast
2022-07-25,2022-07-30,1 wk ahead inc case,PL,quantile,0.6,26561,forecast
2022-07-25,2022-07-30,1 wk ahead inc case,PL,quantile,0.65,26776,forecast
2022-07-25,2022-07-30,1 wk ahead inc case,PL,quantile,0.7,27562,forecast
2022-07-25,2022-07-30,1 wk ahead inc case,PL,quantile,0.75,28388,forecast
2022-07-25,2022-07-30,1 wk ahead inc case,PL,quantile,0.8,28623,forecast
2022-07-25,2022-07-30,1 wk ahead inc case,PL,quantile,0.85,28964,forecast
2022-07-25,2022-07-30,1 wk ahead inc case,PL,quantile,0.9,29421,forecast
2022-07-25,2022-07-30,1 wk ahead inc case,PL,quantile,0.95,29794,forecast
2022-07-25,2022-07-30,1 wk ahead inc case,PL,quantile,0.975,30034,forecast
2022-07-25,2022-07-30,1 wk ahead inc case,PL,quantile,0.99,30196,forecast
2022-07-25,2022-08-06,2 wk ahead inc case,PL,point,,44360,forecast
2022-07-25,2022-08-06,2 wk ahead inc case,PL,quantile,0.01,37986,forecast
2022-07-25,2022-08-06,2 wk ahead inc case,PL,quantile,0.025,38201,forecast
2022-07-25,2022-08-06,2 wk ahead inc case,PL,quantile,0.05,38911,forecast
2022-07-25,2022-08-06,2 wk ahead inc case,PL,quantile,0.1,40346,forecast
2022-07-25,2022-08-06,2 wk ahead inc case,PL,quantile,0.15,41336,forecast
2022-07-25,2022-08-06,2 wk ahead inc case,PL,quantile,0.2,41700,forecast
2022-07-25,2022-08-06,2 wk ahead inc case,PL,quantile,0.25,41836,forecast
2022-07-25,2022-08-06,2 wk ahead inc case,PL,quantile,0.3,41928,forecast
2022-07-25,2022-08-06,2 wk ahead inc case,PL,quantile,0.35,42011,forecast
2022-07-25,2022-08-06,2 wk ahead inc case,PL,quantile,0.4,42616,forecast
2022-07-25,2022-08-06,2 wk ahead inc case,PL,quantile,0.45,42812,forecast
2022-07-25,2022-08-06,2 wk ahead inc case,PL,quantile,0.5,42917,forecast
2022-07-25,2022-08-06,2 wk ahead inc case,PL,quantile,0.55,43735,forecast
2022-07-25,2022-08-06,2 wk ahead inc case,PL,quantile,0.6,44902,forecast
2022-07-25,2022-08-06,2 wk ahead inc case,PL,quantile,0.65,45962,forecast
2022-07-25,2022-08-06,2 wk ahead inc case,PL,quantile,0.7,47259,forecast
2022-07-25,2022-08-06,2 wk ahead inc case,PL,quantile,0.75,47920,forecast
2022-07-25,2022-08-06,2 wk ahead inc case,PL,quantile,0.8,48047,forecast
2022-07-25,2022-08-06,2 wk ahead inc case,PL,quantile,0.85,49023,forecast
2022-07-25,2022-08-06,2 wk ahead inc case,PL,quantile,0.9,49518,forecast
2022-07-25,2022-08-06,2 wk ahead inc case,PL,quantile,0.95,49782,forecast
2022-07-25,2022-08-06,2 wk ahead inc case,PL,quantile,0.975,50301,forecast
2022-07-25,2022-08-06,2 wk ahead inc case,PL,quantile,0.99,51004,forecast
2022-07-25,2022-08-13,3 wk ahead inc case,PL,point,,69769,forecast
2022-07-25,2022-08-13,3 wk ahead inc case,PL,quantile,0.01,60666,forecast
2022-07-25,2022-08-13,3 wk ahead inc case,PL,quantile,0.025,61345,forecast
2022-07-25,2022-08-13,3 wk ahead inc case,PL,quantile,0.05,61873,forecast
2022-07-25,2022-08-13,3 wk ahead inc case,PL,quantile,0.1,62200,forecast
2022-07-25,2022-08-13,3 wk ahead inc case,PL,quantile,0.15,62869,forecast
2022-07-25,2022-08-13,3 wk ahead inc case,PL,quantile,0.2,63488,forecast
2022-07-25,2022-08-13,3 wk ahead inc case,PL,quantile,0.25,64287,forecast
2022-07-25,2022-08-13,3 wk ahead inc case,PL,quantile,0.3,64650,forecast
2022-07-25,2022-08-13,3 wk ahead inc case,PL,quantile,0.35,65968,forecast
