forecast_date,target_end_date,target,location,type,quantile,value
2021-11-08,2021-11-13,1 wk ahead inc case,PL,point,NA,119620
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.01,95342
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.025,96879
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.05,98632
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.1,101032
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.15,102629
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.2,103896
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.25,105254
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.3,106626
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.35,109355
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.4,111816
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.45,114166
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.5,116959
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.55,120421
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.6,123156
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.65,127173
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.7,130390
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.75,133930
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.8,136621
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.85,139459
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.9,142372
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.95,145566
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.975,147640
2021-11-08,2021-11-13,1 wk ahead inc case,PL,quantile,0.99,150049
2021-11-08,2021-11-20,2 wk ahead inc case,PL,point,NA,192939
2021-11-08,2021-11-20,2 wk ahead inc case,PL,quantile,0.01,146594
2021-11-08,2021-11-20,2 wk ahead inc case,PL,quantile,0.025,148731
2021-11-08,2021-11-20,2 wk ahead inc case,PL,quantile,0.05,150227
2021-11-08,2021-11-20,2 wk ahead inc case,PL,quantile,0.1,152672
2021-11-08,2021-11-20,2 wk ahead inc case,PL,quantile,0.15,154656
2021-11-08,2021-11-20,2 wk ahead inc case,PL,quantile,0.2,156448
