forecast_date,target_end_date,target,location,type,quantile,scenario_id,value
2022-10-10,2022-10-15,1 wk ahead inc case,PL,point,NA,forecast,14921
2022-10-10,2022-10-15,1 wk ahead inc case,PL,quantile,0.01,forecast,10788
2022-10-10,2022-10-15,1 wk ahead inc case,PL,quantile,0.025,forecast,10862
2022-10-10,2022-10-15,1 wk ahead inc case,PL,quantile,0.05,forecast,10929
2022-10-10,2022-10-15,1 wk ahead inc case,PL,quantile,0.1,forecast,11737
2022-10-10,2022-10-15,1 wk ahead inc case,PL,quantile,0.15,forecast,12105
2022-10-10,2022-10-15,1 wk ahead inc case,PL,quantile,0.2,forecast,12325
2022-10-10,2022-10-15,1 wk ahead inc case,PL,quantile,0.25,forecast,12517
2022-10-10,2022-10-15,1 wk ahead inc case,PL,quantile,0.3,forecast,12889
2022-10-10,2022-10-15,1 wk ahead inc case,PL,quantile,0.35,forecast,13565
2022-10-10,2022-10-15,1 wk ahead inc case,PL,quantile,0.4,forecast,13864
2022-10-10,2022-10-15,1 wk ahead inc case,PL,quantile,0.45,forecast,14222
2022-10-10,2022-10-15,1 wk ahead inc case,PL,quantile,0.5,forecast,14794
2022-10-10,2022-10-15,1 wk ahead inc case,PL,quantile,0.55,forecast,15326
2022-10-10,2022-10-15,1 wk ahead inc case,PL,quantile,0.6,forecast,15684
2022-10-10,2022-10-15,1 wk ahead inc case,PL,quantile,0.65,forecast,15942
2022-10-10,2022-10-15,1 wk ahead inc case,PL,quantile,0.7,forecast,16533
2022-10-10,2022-10-15,1 wk ahead inc case,PL,quantile,0.75,forecast,16869
2022-10-10,2022-10-15,1 wk ahead inc case,PL,quantile,0.8,forecast,17469
2022-10-10,2022-10-15,1 wk ahead inc case,PL,quantile,0.85,forecast,18118
2022-10-10,2022-10-15,1 wk ahead inc case,PL,quantile,0.9,forecast,18377
2022-10-10,2022-10-15,1 wk ahead inc case,PL,quantile,0.95,forecast,19373
2022-10-10,2022-10-15,1 wk ahead inc case,PL,quantile,0.975,forecast,19748
2022-10-10,2022-10-15,1 wk ahead inc case,PL,quantile,0.99,forecast,19985
2022-10-10,2022-10-22,2 wk ahead inc case,PL,point,NA,forecast,10810
2022-10-10,2022-10-22,2 wk ahead inc case,PL,quantile,0.01,forecast,7914
2022-10-10,2022-10-22,2 wk ahead inc case,PL,quantile,0.025,forecast,8025
2022-10-10,2022-10-22,2 wk ahead inc case,PL,quantile,0.05,forecast,8311
2022-10-10,2022-10-22,2 wk ahead inc case,PL,quantile,0.1,forecast,8693
2022-10-10,2022-10-22,2 wk ahead inc case,PL,quantile,0.15,forecast,8971
2022-10-10,2022-10-22,2 wk ahead inc case,PL,quantile,0.2,forecast,9143
2022-10-10,2022-10-22,2 wk ahead inc case,PL,quantile,0.25,forecast,9539
2022-10-10,2022-10-22,2 wk ahead inc case,PL,quantile,0.3,forecast,9761
2022-10-10,2022-10-22,2 wk ahead inc case,PL,quantile,0.35,forecast,9910
2022-10-10,2022-10-22,2 wk ahead inc case,PL,quantile,0.4,forecast,10060
2022-10-10,2022-10-22,2 wk ahead inc case,PL,quantile,0.45,forecast,10294
2022-10-10,2022-10-22,2 wk ahead inc case,PL,quantile,0.5,forecast,10755
2022-10-10,2022-10-22,2 wk ahead inc case,PL,quantile,0.55,forecast,10927
2022-10-10,2022-10-22,2 wk ahead inc case,PL,quantile,0.6,forecast,11053
2022-10-10,2022-10-22,2 wk ahead inc case,PL,quantile,0.65,forecast,11512
2022-10-10,2022-10-22,2 wk ahead inc case,PL,quantile,0.7,forecast,11917
2022-10-10,2022-10-22,2 wk ahead inc case,PL,quantile,0.75,forecast,12103
2022-10-10,2022-10-22,2 wk ahead inc case,PL,quantile,0.8,forecast,12168
2022-10-10,2022-10-22,2 wk ahead inc case,PL,quantile,0.85,forecast,12820
2022-10-10,2022-10-22,2 wk ahead inc case,PL,quantile,0.9,forecast,13120
2022-10-10,2022-10-22,2 wk ahead inc case,PL,quantile,0.95,forecast,14023
2022-10-10,2022-10-22,2 wk ahead inc case,PL,quantile,0.975,forecast,14153
2022-10-10,2022-10-22,2 wk ahead inc case,PL,quantile,0.99,forecast,14406
2022-10-10,2022-10-29,3 wk ahead inc case,PL,point,NA,forecast,7448
2022-10-10,2022-10-29,3 wk ahead inc case,PL,quantile,0.01,forecast,5423
2022-10-10,2022-10-29,3 wk ahead inc case,PL,quantile,0.025,forecast,5489
2022-10-10,2022-10-29,3 wk ahead inc case,PL,quantile,0.05,forecast,5610
2022-10-10,2022-10-29,3 wk ahead inc case,PL,quantile,0.1,forecast,6116
2022-10-10,2022-10-29,3 wk ahead inc case,PL,quantile,0.15,forecast,6234
2022-10-10,2022-10-29,3 wk ahead inc case,PL,quantile,0.2,forecast,6436
2022-10-10,2022-10-29,3 wk ahead inc case,PL,quantile,0.25,forecast,6577
2022-10-10,2022-10-29,3 wk ahead inc case,PL,quantile,0.3,forecast,6708
2022-10-10,2022-10-29,3 wk ahead inc case,PL,quantile,0.35,forecast,6938
2022-10-10,2022-10-29,3 wk ahead inc case,PL,quantile,0.4,forecast,7163
2022-10-10,2022-10-29,3 wk ahead inc case,PL,quantile,0.45,forecast,7246
2022-10-10,2022-10-29,3 wk ahead inc case,PL,quantile,0.5,forecast,7321
2022-10-10,2022-10-29,3 wk ahead inc case,PL,quantile,0.55,forecast,7474
2022-10-10,2022-10-29,3 wk ahead inc case,PL,quantile,0.6,forecast,7675
2022-10-10,2022-10-29,3 wk ahead inc case,PL,quantile,0.65,forecast,7845
2022-10-10,2022-10-29,3 wk ahead inc case,PL,quantile,0.7,forecast,7960
2022-10-10,2022-10-29,3 wk ahead inc case,PL,quantile,0.75,forecast,8284
2022-10-10,2022-10-29,3 wk ahead inc case,PL,quantile,0.8,forecast,8579
2022-10-10,2022-10-29,3 wk ahead inc case,PL,quantile,0.85,forecast,8642
2022-10-10,2022-10-29,3 wk ahead inc case,PL,quantile,0.9,forecast,9168
2022-10-10,2022-10-29,3 wk ahead inc case,PL,quantile,0.95,forecast,9371
2022-10-10,2022-10-29,3 wk ahead inc case,PL,quantile,0.975,forecast,9622
2022-10-10,2022-10-29,3 wk ahead inc case,PL,quantile,0.99,forecast,9970
2022-10-10,2022-11-05,4 wk ahead inc case,PL,point,NA,forecast,4963
2022-10-10,2022-11-05,4 wk ahead inc case,PL,quantile,0.01,forecast,3480
2022-10-10,2022-11-05,4 wk ahead inc case,PL,quantile,0.025,forecast,3598
