forecast_date,target_end_date,target,location,type,quantile,value,scenario_id
2022-04-25,2022-04-30,1 wk ahead inc case,PL,point,,5571,forecast
2022-04-25,2022-04-30,1 wk ahead inc case,PL,quantile,0.01,3575,forecast
2022-04-25,2022-04-30,1 wk ahead inc case,PL,quantile,0.025,3732,forecast
2022-04-25,2022-04-30,1 wk ahead inc case,PL,quantile,0.05,3998,forecast
2022-04-25,2022-04-30,1 wk ahead inc case,PL,quantile,0.1,4237,forecast
2022-04-25,2022-04-30,1 wk ahead inc case,PL,quantile,0.15,4422,forecast
2022-04-25,2022-04-30,1 wk ahead inc case,PL,quantile,0.2,4598,forecast
2022-04-25,2022-04-30,1 wk ahead inc case,PL,quantile,0.25,4774,forecast
2022-04-25,2022-04-30,1 wk ahead inc case,PL,quantile,0.3,4945,forecast
2022-04-25,2022-04-30,1 wk ahead inc case,PL,quantile,0.35,5112,forecast
2022-04-25,2022-04-30,1 wk ahead inc case,PL,quantile,0.4,5322,forecast
2022-04-25,2022-04-30,1 wk ahead inc case,PL,quantile,0.45,5446,forecast
2022-04-25,2022-04-30,1 wk ahead inc case,PL,quantile,0.5,5547,forecast
2022-04-25,2022-04-30,1 wk ahead inc case,PL,quantile,0.55,5717,forecast
2022-04-25,2022-04-30,1 wk ahead inc case,PL,quantile,0.6,5851,forecast
2022-04-25,2022-04-30,1 wk ahead inc case,PL,quantile,0.65,6024,forecast
2022-04-25,2022-04-30,1 wk ahead inc case,PL,quantile,0.7,6195,forecast
2022-04-25,2022-04-30,1 wk ahead inc case,PL,quantile,0.75,6372,forecast
2022-04-25,2022-04-30,1 wk ahead inc case,PL,quantile,0.8,6541,forecast
2022-04-25,2022-04-30,1 wk ahead inc case,PL,quantile,0.85,6700,forecast
2022-04-25,2022-04-30,1 wk ahead inc case,PL,quantile,0.9,6898,forecast
2022-04-25,2022-04-30,1 wk ahead inc case,PL,quantile,0.95,7166,forecast
2022-04-25,2022-04-30,1 wk ahead inc case,PL,quantile,0.975,7431,forecast
2022-04-25,2022-04-30,1 wk ahead inc case,PL,quantile,0.99,7590,forecast
2022-04-25,2022-05-07,2 wk ahead inc case,PL,point,,5240,forecast
2022-04-25,2022-05-07,2 wk ahead inc case,PL,quantile,0.01,2797,forecast
2022-04-25,2022-05-07,2 wk ahead inc case,PL,quantile,0.025,2965,forecast
2022-04-25,2022-05-07,2 wk ahead inc case,PL,quantile,0.05,3198,forecast
2022-04-25,2022-05-07,2 wk ahead inc case,PL,quantile,0.1,3538,forecast
2022-04-25,2022-05-07,2 wk ahead inc case,PL,quantile,0.15,3790,forecast
2022-04-25,2022-05-07,2 wk ahead inc case,PL,quantile,0.2,3983,forecast
2022-04-25,2022-05-07,2 wk ahead inc case,PL,quantile,0.25,4160,forecast
2022-04-25,2022-05-07,2 wk ahead inc case,PL,quantile,0.3,4426,forecast
2022-04-25,2022-05-07,2 wk ahead inc case,PL,quantile,0.35,4633,forecast
2022-04-25,2022-05-07,2 wk ahead inc case,PL,quantile,0.4,4828,forecast
2022-04-25,2022-05-07,2 wk ahead inc case,PL,quantile,0.45,5033,forecast
2022-04-25,2022-05-07,2 wk ahead inc case,PL,quantile,0.5,5179,forecast
2022-04-25,2022-05-07,2 wk ahead inc case,PL,quantile,0.55,5319,forecast
2022-04-25,2022-05-07,2 wk ahead inc case,PL,quantile,0.6,5525,forecast
2022-04-25,2022-05-07,2 wk ahead inc case,PL,quantile,0.65,5763,forecast
2022-04-25,2022-05-07,2 wk ahead inc case,PL,quantile,0.7,6060,forecast
2022-04-25,2022-05-07,2 wk ahead inc case,PL,quantile,0.75,6287,forecast
2022-04-25,2022-05-07,2 wk ahead inc case,PL,quantile,0.8,6468,forecast
2022-04-25,2022-05-07,2 wk ahead inc case,PL,quantile,0.85,6714,forecast
2022-04-25,2022-05-07,2 wk ahead inc case,PL,quantile,0.9,7032,forecast
2022-04-25,2022-05-07,2 wk ahead inc case,PL,quantile,0.95,7392,forecast
2022-04-25,2022-05-07,2 wk ahead inc case,PL,quantile,0.975,7650,forecast
2022-04-25,2022-05-07,2 wk ahead inc case,PL,quantile,0.99,7996,forecast
2022-04-25,2022-05-14,3 wk ahead inc case,PL,point,,4945,forecast
2022-04-25,2022-05-14,3 wk ahead inc case,PL,quantile,0.01,2191,forecast
2022-04-25,2022-05-14,3 wk ahead inc case,PL,quantile,0.025,2369,forecast
2022-04-25,2022-05-14,3 wk ahead inc case,PL,quantile,0.05,2620,forecast
2022-04-25,2022-05-14,3 wk ahead inc case,PL,quantile,0.1,2962,forecast
2022-04-25,2022-05-14,3 wk ahead inc case,PL,quantile,0.15,3221,forecast
2022-04-25,2022-05-14,3 wk ahead inc case,PL,quantile,0.2,3443,forecast
2022-04-25,2022-05-14,3 wk ahead inc case,PL,quantile,0.25,3671,forecast
2022-04-25,2022-05-14,3 wk ahead inc case,PL,quantile,0.3,3940,forecast
2022-04-25,2022-05-14,3 wk ahead inc case,PL,quantile,0.35,4159,forecast
2022-04-25,2022-05-14,3 wk ahead inc case,PL,quantile,0.4,4419,forecast
2022-04-25,2022-05-14,3 wk ahead inc case,PL,quantile,0.45,4637,forecast
2022-04-25,2022-05-14,3 wk ahead inc case,PL,quantile,0.5,4813,forecast
2022-04-25,2022-05-14,3 wk ahead inc case,PL,quantile,0.55,5042,forecast
2022-04-25,2022-05-14,3 wk ahead inc case,PL,quantile,0.6,5274,forecast
2022-04-25,2022-05-14,3 wk ahead inc case,PL,quantile,0.65,5534,forecast
2022-04-25,2022-05-14,3 wk ahead inc case,PL,quantile,0.7,5891,forecast
2022-04-25,2022-05-14,3 wk ahead inc case,PL,quantile,0.75,6199,forecast
2022-04-25,2022-05-14,3 wk ahead inc case,PL,quantile,0.8,6407,forecast
2022-04-25,2022-05-14,3 wk ahead inc case,PL,quantile,0.85,6689,forecast
2022-04-25,2022-05-14,3 wk ahead inc case,PL,quantile,0.9,7098,forecast
2022-04-25,2022-05-14,3 wk ahead inc case,PL,quantile,0.95,7630,forecast
2022-04-25,2022-05-14,3 wk ahead inc case,PL,quantile,0.975,8020,forecast
2022-04-25,2022-05-14,3 wk ahead inc case,PL,quantile,0.99,8302,forecast
2022-04-25,2022-05-21,4 wk ahead inc case,PL,point,,4637,forecast
2022-04-25,2022-05-21,4 wk ahead inc case,PL,quantile,0.01,1631,forecast
2022-04-25,2022-05-21,4 wk ahead inc case,PL,quantile,0.025,1870,forecast
2022-04-25,2022-05-21,4 wk ahead inc case,PL,quantile,0.05,2109,forecast
