forecast_date,target_end_date,target,location,type,quantile,scenario_id,value
2022-12-19,2022-12-24,1 wk ahead inc case,PL,point,NA,forecast,5908
2022-12-19,2022-12-24,1 wk ahead inc case,PL,quantile,0.01,forecast,1080
2022-12-19,2022-12-24,1 wk ahead inc case,PL,quantile,0.025,forecast,1407
2022-12-19,2022-12-24,1 wk ahead inc case,PL,quantile,0.05,forecast,1660
2022-12-19,2022-12-24,1 wk ahead inc case,PL,quantile,0.1,forecast,2206
2022-12-19,2022-12-24,1 wk ahead inc case,PL,quantile,0.15,forecast,2741
2022-12-19,2022-12-24,1 wk ahead inc case,PL,quantile,0.2,forecast,3007
2022-12-19,2022-12-24,1 wk ahead inc case,PL,quantile,0.25,forecast,3510
2022-12-19,2022-12-24,1 wk ahead inc case,PL,quantile,0.3,forecast,4049
2022-12-19,2022-12-24,1 wk ahead inc case,PL,quantile,0.35,forecast,4439
2022-12-19,2022-12-24,1 wk ahead inc case,PL,quantile,0.4,forecast,4969
2022-12-19,2022-12-24,1 wk ahead inc case,PL,quantile,0.45,forecast,5374
2022-12-19,2022-12-24,1 wk ahead inc case,PL,quantile,0.5,forecast,5728
2022-12-19,2022-12-24,1 wk ahead inc case,PL,quantile,0.55,forecast,6063
2022-12-19,2022-12-24,1 wk ahead inc case,PL,quantile,0.6,forecast,6568
2022-12-19,2022-12-24,1 wk ahead inc case,PL,quantile,0.65,forecast,6995
2022-12-19,2022-12-24,1 wk ahead inc case,PL,quantile,0.7,forecast,7602
2022-12-19,2022-12-24,1 wk ahead inc case,PL,quantile,0.75,forecast,8122
2022-12-19,2022-12-24,1 wk ahead inc case,PL,quantile,0.8,forecast,8703
2022-12-19,2022-12-24,1 wk ahead inc case,PL,quantile,0.85,forecast,9228
2022-12-19,2022-12-24,1 wk ahead inc case,PL,quantile,0.9,forecast,9981
2022-12-19,2022-12-24,1 wk ahead inc case,PL,quantile,0.95,forecast,10716
2022-12-19,2022-12-24,1 wk ahead inc case,PL,quantile,0.975,forecast,11123
2022-12-19,2022-12-24,1 wk ahead inc case,PL,quantile,0.99,forecast,11472
2022-12-19,2022-12-31,2 wk ahead inc case,PL,point,NA,forecast,9184
2022-12-19,2022-12-31,2 wk ahead inc case,PL,quantile,0.01,forecast,1803
2022-12-19,2022-12-31,2 wk ahead inc case,PL,quantile,0.025,forecast,2281
2022-12-19,2022-12-31,2 wk ahead inc case,PL,quantile,0.05,forecast,2656
2022-12-19,2022-12-31,2 wk ahead inc case,PL,quantile,0.1,forecast,3474
2022-12-19,2022-12-31,2 wk ahead inc case,PL,quantile,0.15,forecast,4271
2022-12-19,2022-12-31,2 wk ahead inc case,PL,quantile,0.2,forecast,4865
2022-12-19,2022-12-31,2 wk ahead inc case,PL,quantile,0.25,forecast,5522
2022-12-19,2022-12-31,2 wk ahead inc case,PL,quantile,0.3,forecast,6296
2022-12-19,2022-12-31,2 wk ahead inc case,PL,quantile,0.35,forecast,6836
2022-12-19,2022-12-31,2 wk ahead inc case,PL,quantile,0.4,forecast,7510
2022-12-19,2022-12-31,2 wk ahead inc case,PL,quantile,0.45,forecast,8339
2022-12-19,2022-12-31,2 wk ahead inc case,PL,quantile,0.5,forecast,9021
2022-12-19,2022-12-31,2 wk ahead inc case,PL,quantile,0.55,forecast,9452
2022-12-19,2022-12-31,2 wk ahead inc case,PL,quantile,0.6,forecast,10165
2022-12-19,2022-12-31,2 wk ahead inc case,PL,quantile,0.65,forecast,10871
2022-12-19,2022-12-31,2 wk ahead inc case,PL,quantile,0.7,forecast,11620
2022-12-19,2022-12-31,2 wk ahead inc case,PL,quantile,0.75,forecast,12584
2022-12-19,2022-12-31,2 wk ahead inc case,PL,quantile,0.8,forecast,13353
2022-12-19,2022-12-31,2 wk ahead inc case,PL,quantile,0.85,forecast,14308
2022-12-19,2022-12-31,2 wk ahead inc case,PL,quantile,0.9,forecast,15109
2022-12-19,2022-12-31,2 wk ahead inc case,PL,quantile,0.95,forecast,16859
