forecast_date,target_end_date,target,location,type,quantile,scenario_id,value
2023-01-30,2023-02-04,1 wk ahead inc case,PL,point,NA,forecast,4057
2023-01-30,2023-02-04,1 wk ahead inc case,PL,quantile,0.01,forecast,1661
2023-01-30,2023-02-04,1 wk ahead inc case,PL,quantile,0.025,forecast,1737
2023-01-30,2023-02-04,1 wk ahead inc case,PL,quantile,0.05,forecast,1878
2023-01-30,2023-02-04,1 wk ahead inc case,PL,quantile,0.1,forecast,2015
2023-01-30,2023-02-04,1 wk ahead inc case,PL,quantile,0.15,forecast,2275
2023-01-30,2023-02-04,1 wk ahead inc case,PL,quantile,0.2,forecast,2573
2023-01-30,2023-02-04,1 wk ahead inc case,PL,quantile,0.25,forecast,2831
2023-01-30,2023-02-04,1 wk ahead inc case,PL,quantile,0.3,forecast,3025
2023-01-30,2023-02-04,1 wk ahead inc case,PL,quantile,0.35,forecast,3366
2023-01-30,2023-02-04,1 wk ahead inc case,PL,quantile,0.4,forecast,3571
2023-01-30,2023-02-04,1 wk ahead inc case,PL,quantile,0.45,forecast,3777
2023-01-30,2023-02-04,1 wk ahead inc case,PL,quantile,0.5,forecast,3997
2023-01-30,2023-02-04,1 wk ahead inc case,PL,quantile,0.55,forecast,4250
2023-01-30,2023-02-04,1 wk ahead inc case,PL,quantile,0.6,forecast,4446
2023-01-30,2023-02-04,1 wk ahead inc case,PL,quantile,0.65,forecast,4621
2023-01-30,2023-02-04,1 wk ahead inc case,PL,quantile,0.7,forecast,4962
2023-01-30,2023-02-04,1 wk ahead inc case,PL,quantile,0.75,forecast,5185
2023-01-30,2023-02-04,1 wk ahead inc case,PL,quantile,0.8,forecast,5602
2023-01-30,2023-02-04,1 wk ahead inc case,PL,quantile,0.85,forecast,5796
2023-01-30,2023-02-04,1 wk ahead inc case,PL,quantile,0.9,forecast,6102
2023-01-30,2023-02-04,1 wk ahead inc case,PL,quantile,0.95,forecast,6432
2023-01-30,2023-02-04,1 wk ahead inc case,PL,quantile,0.975,forecast,6654
2023-01-30,2023-02-04,1 wk ahead inc case,PL,quantile,0.99,forecast,6873
2023-01-30,2023-02-11,2 wk ahead inc case,PL,point,NA,forecast,6619
2023-01-30,2023-02-11,2 wk ahead inc case,PL,quantile,0.01,forecast,2808
2023-01-30,2023-02-11,2 wk ahead inc case,PL,quantile,0.025,forecast,2856
2023-01-30,2023-02-11,2 wk ahead inc case,PL,quantile,0.05,forecast,3089
2023-01-30,2023-02-11,2 wk ahead inc case,PL,quantile,0.1,forecast,3325
2023-01-30,2023-02-11,2 wk ahead inc case,PL,quantile,0.15,forecast,3672
2023-01-30,2023-02-11,2 wk ahead inc case,PL,quantile,0.2,forecast,4170
2023-01-30,2023-02-11,2 wk ahead inc case,PL,quantile,0.25,forecast,4599
2023-01-30,2023-02-11,2 wk ahead inc case,PL,quantile,0.3,forecast,5054
2023-01-30,2023-02-11,2 wk ahead inc case,PL,quantile,0.35,forecast,5292
2023-01-30,2023-02-11,2 wk ahead inc case,PL,quantile,0.4,forecast,5857
2023-01-30,2023-02-11,2 wk ahead inc case,PL,quantile,0.45,forecast,6057
2023-01-30,2023-02-11,2 wk ahead inc case,PL,quantile,0.5,forecast,6477
2023-01-30,2023-02-11,2 wk ahead inc case,PL,quantile,0.55,forecast,6783
2023-01-30,2023-02-11,2 wk ahead inc case,PL,quantile,0.6,forecast,7348
2023-01-30,2023-02-11,2 wk ahead inc case,PL,quantile,0.65,forecast,7637
2023-01-30,2023-02-11,2 wk ahead inc case,PL,quantile,0.7,forecast,7971
2023-01-30,2023-02-11,2 wk ahead inc case,PL,quantile,0.75,forecast,8619
2023-01-30,2023-02-11,2 wk ahead inc case,PL,quantile,0.8,forecast,8876
2023-01-30,2023-02-11,2 wk ahead inc case,PL,quantile,0.85,forecast,9598
2023-01-30,2023-02-11,2 wk ahead inc case,PL,quantile,0.9,forecast,10029
2023-01-30,2023-02-11,2 wk ahead inc case,PL,quantile,0.95,forecast,10639
2023-01-30,2023-02-11,2 wk ahead inc case,PL,quantile,0.975,forecast,11051
2023-01-30,2023-02-11,2 wk ahead inc case,PL,quantile,0.99,forecast,11478
2023-01-30,2023-02-18,3 wk ahead inc case,PL,point,NA,forecast,10136
2023-01-30,2023-02-18,3 wk ahead inc case,PL,quantile,0.01,forecast,4393
2023-01-30,2023-02-18,3 wk ahead inc case,PL,quantile,0.025,forecast,4461
2023-01-30,2023-02-18,3 wk ahead inc case,PL,quantile,0.05,forecast,4692
2023-01-30,2023-02-18,3 wk ahead inc case,PL,quantile,0.1,forecast,5226
2023-01-30,2023-02-18,3 wk ahead inc case,PL,quantile,0.15,forecast,5703
2023-01-30,2023-02-18,3 wk ahead inc case,PL,quantile,0.2,forecast,6497
2023-01-30,2023-02-18,3 wk ahead inc case,PL,quantile,0.25,forecast,6932
2023-01-30,2023-02-18,3 wk ahead inc case,PL,quantile,0.3,forecast,7314
2023-01-30,2023-02-18,3 wk ahead inc case,PL,quantile,0.35,forecast,8328
2023-01-30,2023-02-18,3 wk ahead inc case,PL,quantile,0.4,forecast,8809
2023-01-30,2023-02-18,3 wk ahead inc case,PL,quantile,0.45,forecast,9427
