forecast_date,target_end_date,target,location,type,quantile,value
2021-12-06,2021-12-11,1 wk ahead inc case,PL,point,NA,156451
2021-12-06,2021-12-11,1 wk ahead inc case,PL,quantile,0.01,106246
2021-12-06,2021-12-11,1 wk ahead inc case,PL,quantile,0.025,107154
2021-12-06,2021-12-11,1 wk ahead inc case,PL,quantile,0.05,108148
2021-12-06,2021-12-11,1 wk ahead inc case,PL,quantile,0.1,110684
2021-12-06,2021-12-11,1 wk ahead inc case,PL,quantile,0.15,119048
2021-12-06,2021-12-11,1 wk ahead inc case,PL,quantile,0.2,120713
2021-12-06,2021-12-11,1 wk ahead inc case,PL,quantile,0.25,136578
2021-12-06,2021-12-11,1 wk ahead inc case,PL,quantile,0.3,137563
2021-12-06,2021-12-11,1 wk ahead inc case,PL,quantile,0.35,145578
2021-12-06,2021-12-11,1 wk ahead inc case,PL,quantile,0.4,147010
2021-12-06,2021-12-11,1 wk ahead inc case,PL,quantile,0.45,149278
2021-12-06,2021-12-11,1 wk ahead inc case,PL,quantile,0.5,151240
2021-12-06,2021-12-11,1 wk ahead inc case,PL,quantile,0.55,168709
2021-12-06,2021-12-11,1 wk ahead inc case,PL,quantile,0.6,169614
2021-12-06,2021-12-11,1 wk ahead inc case,PL,quantile,0.65,173498
2021-12-06,2021-12-11,1 wk ahead inc case,PL,quantile,0.7,174633
2021-12-06,2021-12-11,1 wk ahead inc case,PL,quantile,0.75,187653
2021-12-06,2021-12-11,1 wk ahead inc case,PL,quantile,0.8,189074
2021-12-06,2021-12-11,1 wk ahead inc case,PL,quantile,0.85,190084
2021-12-06,2021-12-11,1 wk ahead inc case,PL,quantile,0.9,191096
2021-12-06,2021-12-11,1 wk ahead inc case,PL,quantile,0.95,192397
2021-12-06,2021-12-11,1 wk ahead inc case,PL,quantile,0.975,213184
2021-12-06,2021-12-11,1 wk ahead inc case,PL,quantile,0.99,214235
2021-12-06,2021-12-18,2 wk ahead inc case,PL,point,NA,135003
2021-12-06,2021-12-18,2 wk ahead inc case,PL,quantile,0.01,74955
2021-12-06,2021-12-18,2 wk ahead inc case,PL,quantile,0.025,75665
2021-12-06,2021-12-18,2 wk ahead inc case,PL,quantile,0.05,76808
2021-12-06,2021-12-18,2 wk ahead inc case,PL,quantile,0.1,78991
2021-12-06,2021-12-18,2 wk ahead inc case,PL,quantile,0.15,91251
2021-12-06,2021-12-18,2 wk ahead inc case,PL,quantile,0.2,93193
2021-12-06,2021-12-18,2 wk ahead inc case,PL,quantile,0.25,116629
2021-12-06,2021-12-18,2 wk ahead inc case,PL,quantile,0.3,117579
2021-12-06,2021-12-18,2 wk ahead inc case,PL,quantile,0.35,118230
2021-12-06,2021-12-18,2 wk ahead inc case,PL,quantile,0.4,119352
2021-12-06,2021-12-18,2 wk ahead inc case,PL,quantile,0.45,121520
2021-12-06,2021-12-18,2 wk ahead inc case,PL,quantile,0.5,123519
2021-12-06,2021-12-18,2 wk ahead inc case,PL,quantile,0.55,144855
2021-12-06,2021-12-18,2 wk ahead inc case,PL,quantile,0.6,146784
2021-12-06,2021-12-18,2 wk ahead inc case,PL,quantile,0.65,153989
2021-12-06,2021-12-18,2 wk ahead inc case,PL,quantile,0.7,155632
2021-12-06,2021-12-18,2 wk ahead inc case,PL,quantile,0.75,170422
2021-12-06,2021-12-18,2 wk ahead inc case,PL,quantile,0.8,172980
2021-12-06,2021-12-18,2 wk ahead inc case,PL,quantile,0.85,175972
2021-12-06,2021-12-18,2 wk ahead inc case,PL,quantile,0.9,184436
2021-12-06,2021-12-18,2 wk ahead inc case,PL,quantile,0.95,186225
2021-12-06,2021-12-18,2 wk ahead inc case,PL,quantile,0.975,208115
2021-12-06,2021-12-18,2 wk ahead inc case,PL,quantile,0.99,209020
2021-12-06,2021-12-25,3 wk ahead inc case,PL,point,NA,107585
2021-12-06,2021-12-25,3 wk ahead inc case,PL,quantile,0.01,50019
2021-12-06,2021-12-25,3 wk ahead inc case,PL,quantile,0.025,50424
