forecast_date,target_end_date,target,location,type,quantile,scenario_id,value
2023-03-06,2023-03-11,1 wk ahead inc case,PL,point,NA,forecast,18624
2023-03-06,2023-03-11,1 wk ahead inc case,PL,quantile,0.01,forecast,13006
2023-03-06,2023-03-11,1 wk ahead inc case,PL,quantile,0.025,forecast,13143
2023-03-06,2023-03-11,1 wk ahead inc case,PL,quantile,0.05,forecast,13355
2023-03-06,2023-03-11,1 wk ahead inc case,PL,quantile,0.1,forecast,13465
2023-03-06,2023-03-11,1 wk ahead inc case,PL,quantile,0.15,forecast,14174
2023-03-06,2023-03-11,1 wk ahead inc case,PL,quantile,0.2,forecast,14996
2023-03-06,2023-03-11,1 wk ahead inc case,PL,quantile,0.25,forecast,15579
2023-03-06,2023-03-11,1 wk ahead inc case,PL,quantile,0.3,forecast,16025
2023-03-06,2023-03-11,1 wk ahead inc case,PL,quantile,0.35,forecast,16390
2023-03-06,2023-03-11,1 wk ahead inc case,PL,quantile,0.4,forecast,17516
2023-03-06,2023-03-11,1 wk ahead inc case,PL,quantile,0.45,forecast,17963
2023-03-06,2023-03-11,1 wk ahead inc case,PL,quantile,0.5,forecast,18110
2023-03-06,2023-03-11,1 wk ahead inc case,PL,quantile,0.55,forecast,18236
2023-03-06,2023-03-11,1 wk ahead inc case,PL,quantile,0.6,forecast,18512
2023-03-06,2023-03-11,1 wk ahead inc case,PL,quantile,0.65,forecast,19321
2023-03-06,2023-03-11,1 wk ahead inc case,PL,quantile,0.7,forecast,20705
2023-03-06,2023-03-11,1 wk ahead inc case,PL,quantile,0.75,forecast,20966
2023-03-06,2023-03-11,1 wk ahead inc case,PL,quantile,0.8,forecast,21625
2023-03-06,2023-03-11,1 wk ahead inc case,PL,quantile,0.85,forecast,23522
2023-03-06,2023-03-11,1 wk ahead inc case,PL,quantile,0.9,forecast,24775
2023-03-06,2023-03-11,1 wk ahead inc case,PL,quantile,0.95,forecast,25755
2023-03-06,2023-03-11,1 wk ahead inc case,PL,quantile,0.975,forecast,26612
2023-03-06,2023-03-11,1 wk ahead inc case,PL,quantile,0.99,forecast,27502
2023-03-06,2023-03-18,2 wk ahead inc case,PL,point,NA,forecast,18510
2023-03-06,2023-03-18,2 wk ahead inc case,PL,quantile,0.01,forecast,8793
2023-03-06,2023-03-18,2 wk ahead inc case,PL,quantile,0.025,forecast,8873
2023-03-06,2023-03-18,2 wk ahead inc case,PL,quantile,0.05,forecast,9059
2023-03-06,2023-03-18,2 wk ahead inc case,PL,quantile,0.1,forecast,9288
2023-03-06,2023-03-18,2 wk ahead inc case,PL,quantile,0.15,forecast,9672
2023-03-06,2023-03-18,2 wk ahead inc case,PL,quantile,0.2,forecast,11157
2023-03-06,2023-03-18,2 wk ahead inc case,PL,quantile,0.25,forecast,11959
2023-03-06,2023-03-18,2 wk ahead inc case,PL,quantile,0.3,forecast,12418
2023-03-06,2023-03-18,2 wk ahead inc case,PL,quantile,0.35,forecast,13137
2023-03-06,2023-03-18,2 wk ahead inc case,PL,quantile,0.4,forecast,14528
2023-03-06,2023-03-18,2 wk ahead inc case,PL,quantile,0.45,forecast,15438
2023-03-06,2023-03-18,2 wk ahead inc case,PL,quantile,0.5,forecast,15935
2023-03-06,2023-03-18,2 wk ahead inc case,PL,quantile,0.55,forecast,16516
2023-03-06,2023-03-18,2 wk ahead inc case,PL,quantile,0.6,forecast,17356
2023-03-06,2023-03-18,2 wk ahead inc case,PL,quantile,0.65,forecast,19684
2023-03-06,2023-03-18,2 wk ahead inc case,PL,quantile,0.7,forecast,20646
2023-03-06,2023-03-18,2 wk ahead inc case,PL,quantile,0.75,forecast,21353
2023-03-06,2023-03-18,2 wk ahead inc case,PL,quantile,0.8,forecast,23090
2023-03-06,2023-03-18,2 wk ahead inc case,PL,quantile,0.85,forecast,28149
2023-03-06,2023-03-18,2 wk ahead inc case,PL,quantile,0.9,forecast,33326
2023-03-06,2023-03-18,2 wk ahead inc case,PL,quantile,0.95,forecast,38691
2023-03-06,2023-03-18,2 wk ahead inc case,PL,quantile,0.975,forecast,39955
2023-03-06,2023-03-18,2 wk ahead inc case,PL,quantile,0.99,forecast,41746
2023-03-06,2023-03-25,3 wk ahead inc case,PL,point,NA,forecast,16130
2023-03-06,2023-03-25,3 wk ahead inc case,PL,quantile,0.01,forecast,5575
2023-03-06,2023-03-25,3 wk ahead inc case,PL,quantile,0.025,forecast,5615
