forecast_date,target_end_date,target,location,type,quantile,scenario_id,value
2023-01-23,2023-01-28,1 wk ahead inc case,PL,point,NA,forecast,2565
2023-01-23,2023-01-28,1 wk ahead inc case,PL,quantile,0.01,forecast,533
2023-01-23,2023-01-28,1 wk ahead inc case,PL,quantile,0.025,forecast,614
2023-01-23,2023-01-28,1 wk ahead inc case,PL,quantile,0.05,forecast,805
2023-01-23,2023-01-28,1 wk ahead inc case,PL,quantile,0.1,forecast,1029
2023-01-23,2023-01-28,1 wk ahead inc case,PL,quantile,0.15,forecast,1245
2023-01-23,2023-01-28,1 wk ahead inc case,PL,quantile,0.2,forecast,1398
2023-01-23,2023-01-28,1 wk ahead inc case,PL,quantile,0.25,forecast,1584
2023-01-23,2023-01-28,1 wk ahead inc case,PL,quantile,0.3,forecast,1784
2023-01-23,2023-01-28,1 wk ahead inc case,PL,quantile,0.35,forecast,1959
2023-01-23,2023-01-28,1 wk ahead inc case,PL,quantile,0.4,forecast,2213
2023-01-23,2023-01-28,1 wk ahead inc case,PL,quantile,0.45,forecast,2384
2023-01-23,2023-01-28,1 wk ahead inc case,PL,quantile,0.5,forecast,2515
2023-01-23,2023-01-28,1 wk ahead inc case,PL,quantile,0.55,forecast,2733
2023-01-23,2023-01-28,1 wk ahead inc case,PL,quantile,0.6,forecast,2904
2023-01-23,2023-01-28,1 wk ahead inc case,PL,quantile,0.65,forecast,3031
2023-01-23,2023-01-28,1 wk ahead inc case,PL,quantile,0.7,forecast,3209
2023-01-23,2023-01-28,1 wk ahead inc case,PL,quantile,0.75,forecast,3408
2023-01-23,2023-01-28,1 wk ahead inc case,PL,quantile,0.8,forecast,3659
2023-01-23,2023-01-28,1 wk ahead inc case,PL,quantile,0.85,forecast,3918
2023-01-23,2023-01-28,1 wk ahead inc case,PL,quantile,0.9,forecast,4177
2023-01-23,2023-01-28,1 wk ahead inc case,PL,quantile,0.95,forecast,4512
2023-01-23,2023-01-28,1 wk ahead inc case,PL,quantile,0.975,forecast,4697
2023-01-23,2023-01-28,1 wk ahead inc case,PL,quantile,0.99,forecast,4917
2023-01-23,2023-02-04,2 wk ahead inc case,PL,point,NA,forecast,3937
2023-01-23,2023-02-04,2 wk ahead inc case,PL,quantile,0.01,forecast,740
2023-01-23,2023-02-04,2 wk ahead inc case,PL,quantile,0.025,forecast,938
2023-01-23,2023-02-04,2 wk ahead inc case,PL,quantile,0.05,forecast,1147
2023-01-23,2023-02-04,2 wk ahead inc case,PL,quantile,0.1,forecast,1544
2023-01-23,2023-02-04,2 wk ahead inc case,PL,quantile,0.15,forecast,1836
2023-01-23,2023-02-04,2 wk ahead inc case,PL,quantile,0.2,forecast,2014
2023-01-23,2023-02-04,2 wk ahead inc case,PL,quantile,0.25,forecast,2313
2023-01-23,2023-02-04,2 wk ahead inc case,PL,quantile,0.3,forecast,2740
2023-01-23,2023-02-04,2 wk ahead inc case,PL,quantile,0.35,forecast,2945
2023-01-23,2023-02-04,2 wk ahead inc case,PL,quantile,0.4,forecast,3321
2023-01-23,2023-02-04,2 wk ahead inc case,PL,quantile,0.45,forecast,3589
2023-01-23,2023-02-04,2 wk ahead inc case,PL,quantile,0.5,forecast,3874
2023-01-23,2023-02-04,2 wk ahead inc case,PL,quantile,0.55,forecast,4176
2023-01-23,2023-02-04,2 wk ahead inc case,PL,quantile,0.6,forecast,4425
2023-01-23,2023-02-04,2 wk ahead inc case,PL,quantile,0.65,forecast,4686
2023-01-23,2023-02-04,2 wk ahead inc case,PL,quantile,0.7,forecast,5012
2023-01-23,2023-02-04,2 wk ahead inc case,PL,quantile,0.75,forecast,5402
2023-01-23,2023-02-04,2 wk ahead inc case,PL,quantile,0.8,forecast,5791
2023-01-23,2023-02-04,2 wk ahead inc case,PL,quantile,0.85,forecast,6102
2023-01-23,2023-02-04,2 wk ahead inc case,PL,quantile,0.9,forecast,6562
2023-01-23,2023-02-04,2 wk ahead inc case,PL,quantile,0.95,forecast,6961
2023-01-23,2023-02-04,2 wk ahead inc case,PL,quantile,0.975,forecast,7308
2023-01-23,2023-02-04,2 wk ahead inc case,PL,quantile,0.99,forecast,8125
2023-01-23,2023-02-11,3 wk ahead inc case,PL,point,NA,forecast,6400
2023-01-23,2023-02-11,3 wk ahead inc case,PL,quantile,0.01,forecast,1200
2023-01-23,2023-02-11,3 wk ahead inc case,PL,quantile,0.025,forecast,1412
2023-01-23,2023-02-11,3 wk ahead inc case,PL,quantile,0.05,forecast,1832
2023-01-23,2023-02-11,3 wk ahead inc case,PL,quantile,0.1,forecast,2414
2023-01-23,2023-02-11,3 wk ahead inc case,PL,quantile,0.15,forecast,2905
2023-01-23,2023-02-11,3 wk ahead inc case,PL,quantile,0.2,forecast,3312
2023-01-23,2023-02-11,3 wk ahead inc case,PL,quantile,0.25,forecast,3821
2023-01-23,2023-02-11,3 wk ahead inc case,PL,quantile,0.3,forecast,4373
2023-01-23,2023-02-11,3 wk ahead inc case,PL,quantile,0.35,forecast,4864
2023-01-23,2023-02-11,3 wk ahead inc case,PL,quantile,0.4,forecast,5273
2023-01-23,2023-02-11,3 wk ahead inc case,PL,quantile,0.45,forecast,5898
2023-01-23,2023-02-11,3 wk ahead inc case,PL,quantile,0.5,forecast,6185
2023-01-23,2023-02-11,3 wk ahead inc case,PL,quantile,0.55,forecast,6713
2023-01-23,2023-02-11,3 wk ahead inc case,PL,quantile,0.6,forecast,7331
2023-01-23,2023-02-11,3 wk ahead inc case,PL,quantile,0.65,forecast,7646
2023-01-23,2023-02-11,3 wk ahead inc case,PL,quantile,0.7,forecast,8080
2023-01-23,2023-02-11,3 wk ahead inc case,PL,quantile,0.75,forecast,8702
2023-01-23,2023-02-11,3 wk ahead inc case,PL,quantile,0.8,forecast,9424
2023-01-23,2023-02-11,3 wk ahead inc case,PL,quantile,0.85,forecast,9980
2023-01-23,2023-02-11,3 wk ahead inc case,PL,quantile,0.9,forecast,10480
2023-01-23,2023-02-11,3 wk ahead inc case,PL,quantile,0.95,forecast,11411
2023-01-23,2023-02-11,3 wk ahead inc case,PL,quantile,0.975,forecast,11876
2023-01-23,2023-02-11,3 wk ahead inc case,PL,quantile,0.99,forecast,13060
2023-01-23,2023-02-18,4 wk ahead inc case,PL,point,NA,forecast,9710
2023-01-23,2023-02-18,4 wk ahead inc case,PL,quantile,0.01,forecast,1962
2023-01-23,2023-02-18,4 wk ahead inc case,PL,quantile,0.025,forecast,2293
2023-01-23,2023-02-18,4 wk ahead inc case,PL,quantile,0.05,forecast,2934
2023-01-23,2023-02-18,4 wk ahead inc case,PL,quantile,0.1,forecast,3824
2023-01-23,2023-02-18,4 wk ahead inc case,PL,quantile,0.15,forecast,4605
2023-01-23,2023-02-18,4 wk ahead inc case,PL,quantile,0.2,forecast,5224
2023-01-23,2023-02-18,4 wk ahead inc case,PL,quantile,0.25,forecast,5775
2023-01-23,2023-02-18,4 wk ahead inc case,PL,quantile,0.3,forecast,6727
2023-01-23,2023-02-18,4 wk ahead inc case,PL,quantile,0.35,forecast,7219
2023-01-23,2023-02-18,4 wk ahead inc case,PL,quantile,0.4,forecast,8214
2023-01-23,2023-02-18,4 wk ahead inc case,PL,quantile,0.45,forecast,8838
2023-01-23,2023-02-18,4 wk ahead inc case,PL,quantile,0.5,forecast,9497
2023-01-23,2023-02-18,4 wk ahead inc case,PL,quantile,0.55,forecast,10249
2023-01-23,2023-02-18,4 wk ahead inc case,PL,quantile,0.6,forecast,10734
2023-01-23,2023-02-18,4 wk ahead inc case,PL,quantile,0.65,forecast,11551
2023-01-23,2023-02-18,4 wk ahead inc case,PL,quantile,0.7,forecast,12336
2023-01-23,2023-02-18,4 wk ahead inc case,PL,quantile,0.75,forecast,12864
2023-01-23,2023-02-18,4 wk ahead inc case,PL,quantile,0.8,forecast,13979
2023-01-23,2023-02-18,4 wk ahead inc case,PL,quantile,0.85,forecast,14821
2023-01-23,2023-02-18,4 wk ahead inc case,PL,quantile,0.9,forecast,16147
2023-01-23,2023-02-18,4 wk ahead inc case,PL,quantile,0.95,forecast,17129
2023-01-23,2023-02-18,4 wk ahead inc case,PL,quantile,0.975,forecast,18303
2023-01-23,2023-02-18,4 wk ahead inc case,PL,quantile,0.99,forecast,19360
2023-01-23,2023-01-28,1 wk ahead inc death,PL,point,NA,forecast,50
2023-01-23,2023-01-28,1 wk ahead inc death,PL,quantile,0.01,forecast,23
2023-01-23,2023-01-28,1 wk ahead inc death,PL,quantile,0.025,forecast,25
2023-01-23,2023-01-28,1 wk ahead inc death,PL,quantile,0.05,forecast,29
2023-01-23,2023-01-28,1 wk ahead inc death,PL,quantile,0.1,forecast,32
2023-01-23,2023-01-28,1 wk ahead inc death,PL,quantile,0.15,forecast,35
2023-01-23,2023-01-28,1 wk ahead inc death,PL,quantile,0.2,forecast,37
2023-01-23,2023-01-28,1 wk ahead inc death,PL,quantile,0.25,forecast,39
2023-01-23,2023-01-28,1 wk ahead inc death,PL,quantile,0.3,forecast,41
2023-01-23,2023-01-28,1 wk ahead inc death,PL,quantile,0.35,forecast,43
2023-01-23,2023-01-28,1 wk ahead inc death,PL,quantile,0.4,forecast,45
2023-01-23,2023-01-28,1 wk ahead inc death,PL,quantile,0.45,forecast,47
2023-01-23,2023-01-28,1 wk ahead inc death,PL,quantile,0.5,forecast,49
2023-01-23,2023-01-28,1 wk ahead inc death,PL,quantile,0.55,forecast,51
2023-01-23,2023-01-28,1 wk ahead inc death,PL,quantile,0.6,forecast,53
2023-01-23,2023-01-28,1 wk ahead inc death,PL,quantile,0.65,forecast,55
2023-01-23,2023-01-28,1 wk ahead inc death,PL,quantile,0.7,forecast,57
2023-01-23,2023-01-28,1 wk ahead inc death,PL,quantile,0.75,forecast,60
2023-01-23,2023-01-28,1 wk ahead inc death,PL,quantile,0.8,forecast,63
2023-01-23,2023-01-28,1 wk ahead inc death,PL,quantile,0.85,forecast,65
2023-01-23,2023-01-28,1 wk ahead inc death,PL,quantile,0.9,forecast,69
2023-01-23,2023-01-28,1 wk ahead inc death,PL,quantile,0.95,forecast,75
2023-01-23,2023-01-28,1 wk ahead inc death,PL,quantile,0.975,forecast,79
2023-01-23,2023-01-28,1 wk ahead inc death,PL,quantile,0.99,forecast,84
2023-01-23,2023-02-04,2 wk ahead inc death,PL,point,NA,forecast,50
2023-01-23,2023-02-04,2 wk ahead inc death,PL,quantile,0.01,forecast,21
2023-01-23,2023-02-04,2 wk ahead inc death,PL,quantile,0.025,forecast,23
2023-01-23,2023-02-04,2 wk ahead inc death,PL,quantile,0.05,forecast,26
