forecast_date,target_end_date,target,location,type,quantile,value
2021-11-29,2021-12-04,1 wk ahead inc case,PL,point,NA,156305
2021-11-29,2021-12-04,1 wk ahead inc case,PL,quantile,0.01,123530
2021-11-29,2021-12-04,1 wk ahead inc case,PL,quantile,0.025,124366
2021-11-29,2021-12-04,1 wk ahead inc case,PL,quantile,0.05,125138
2021-11-29,2021-12-04,1 wk ahead inc case,PL,quantile,0.1,126705
2021-11-29,2021-12-04,1 wk ahead inc case,PL,quantile,0.15,132018
2021-11-29,2021-12-04,1 wk ahead inc case,PL,quantile,0.2,133219
2021-11-29,2021-12-04,1 wk ahead inc case,PL,quantile,0.25,134245
2021-11-29,2021-12-04,1 wk ahead inc case,PL,quantile,0.3,141131
2021-11-29,2021-12-04,1 wk ahead inc case,PL,quantile,0.35,142060
2021-11-29,2021-12-04,1 wk ahead inc case,PL,quantile,0.4,142863
2021-11-29,2021-12-04,1 wk ahead inc case,PL,quantile,0.45,153850
2021-11-29,2021-12-04,1 wk ahead inc case,PL,quantile,0.5,154668
2021-11-29,2021-12-04,1 wk ahead inc case,PL,quantile,0.55,155658
2021-11-29,2021-12-04,1 wk ahead inc case,PL,quantile,0.6,163986
2021-11-29,2021-12-04,1 wk ahead inc case,PL,quantile,0.65,165343
2021-11-29,2021-12-04,1 wk ahead inc case,PL,quantile,0.7,167301
2021-11-29,2021-12-04,1 wk ahead inc case,PL,quantile,0.75,181902
2021-11-29,2021-12-04,1 wk ahead inc case,PL,quantile,0.8,182672
2021-11-29,2021-12-04,1 wk ahead inc case,PL,quantile,0.85,183539
2021-11-29,2021-12-04,1 wk ahead inc case,PL,quantile,0.9,187770
2021-11-29,2021-12-04,1 wk ahead inc case,PL,quantile,0.95,188328
2021-11-29,2021-12-04,1 wk ahead inc case,PL,quantile,0.975,188911
2021-11-29,2021-12-04,1 wk ahead inc case,PL,quantile,0.99,189578
2021-11-29,2021-12-11,2 wk ahead inc case,PL,point,NA,137958
2021-11-29,2021-12-11,2 wk ahead inc case,PL,quantile,0.01,92204
2021-11-29,2021-12-11,2 wk ahead inc case,PL,quantile,0.025,92783
2021-11-29,2021-12-11,2 wk ahead inc case,PL,quantile,0.05,93626
2021-11-29,2021-12-11,2 wk ahead inc case,PL,quantile,0.1,95117
2021-11-29,2021-12-11,2 wk ahead inc case,PL,quantile,0.15,107849
2021-11-29,2021-12-11,2 wk ahead inc case,PL,quantile,0.2,109495
2021-11-29,2021-12-11,2 wk ahead inc case,PL,quantile,0.25,111334
2021-11-29,2021-12-11,2 wk ahead inc case,PL,quantile,0.3,126748
2021-11-29,2021-12-11,2 wk ahead inc case,PL,quantile,0.35,128637
2021-11-29,2021-12-11,2 wk ahead inc case,PL,quantile,0.4,130137
2021-11-29,2021-12-11,2 wk ahead inc case,PL,quantile,0.45,137458
2021-11-29,2021-12-11,2 wk ahead inc case,PL,quantile,0.5,138492
2021-11-29,2021-12-11,2 wk ahead inc case,PL,quantile,0.55,139413
2021-11-29,2021-12-11,2 wk ahead inc case,PL,quantile,0.6,140072
2021-11-29,2021-12-11,2 wk ahead inc case,PL,quantile,0.65,140668
2021-11-29,2021-12-11,2 wk ahead inc case,PL,quantile,0.7,141913
2021-11-29,2021-12-11,2 wk ahead inc case,PL,quantile,0.75,164082
2021-11-29,2021-12-11,2 wk ahead inc case,PL,quantile,0.8,165369
2021-11-29,2021-12-11,2 wk ahead inc case,PL,quantile,0.85,167885
2021-11-29,2021-12-11,2 wk ahead inc case,PL,quantile,0.9,185350
2021-11-29,2021-12-11,2 wk ahead inc case,PL,quantile,0.95,186131
2021-11-29,2021-12-11,2 wk ahead inc case,PL,quantile,0.975,186799
2021-11-29,2021-12-11,2 wk ahead inc case,PL,quantile,0.99,187367
2021-11-29,2021-12-18,3 wk ahead inc case,PL,point,NA,110269
2021-11-29,2021-12-18,3 wk ahead inc case,PL,quantile,0.01,62971
2021-11-29,2021-12-18,3 wk ahead inc case,PL,quantile,0.025,63510
2021-11-29,2021-12-18,3 wk ahead inc case,PL,quantile,0.05,64180
2021-11-29,2021-12-18,3 wk ahead inc case,PL,quantile,0.1,65603
2021-11-29,2021-12-18,3 wk ahead inc case,PL,quantile,0.15,79770
2021-11-29,2021-12-18,3 wk ahead inc case,PL,quantile,0.2,81605
2021-11-29,2021-12-18,3 wk ahead inc case,PL,quantile,0.25,82930
2021-11-29,2021-12-18,3 wk ahead inc case,PL,quantile,0.3,103141
2021-11-29,2021-12-18,3 wk ahead inc case,PL,quantile,0.35,104252
2021-11-29,2021-12-18,3 wk ahead inc case,PL,quantile,0.4,105319
2021-11-29,2021-12-18,3 wk ahead inc case,PL,quantile,0.45,106330
2021-11-29,2021-12-18,3 wk ahead inc case,PL,quantile,0.5,106996
2021-11-29,2021-12-18,3 wk ahead inc case,PL,quantile,0.55,108478
2021-11-29,2021-12-18,3 wk ahead inc case,PL,quantile,0.6,112465
2021-11-29,2021-12-18,3 wk ahead inc case,PL,quantile,0.65,113997
2021-11-29,2021-12-18,3 wk ahead inc case,PL,quantile,0.7,115875
2021-11-29,2021-12-18,3 wk ahead inc case,PL,quantile,0.75,131296
2021-11-29,2021-12-18,3 wk ahead inc case,PL,quantile,0.8,132858
2021-11-29,2021-12-18,3 wk ahead inc case,PL,quantile,0.85,135208
2021-11-29,2021-12-18,3 wk ahead inc case,PL,quantile,0.9,163678
2021-11-29,2021-12-18,3 wk ahead inc case,PL,quantile,0.95,165087
2021-11-29,2021-12-18,3 wk ahead inc case,PL,quantile,0.975,165786
2021-11-29,2021-12-18,3 wk ahead inc case,PL,quantile,0.99,166804
2021-11-29,2021-12-25,4 wk ahead inc case,PL,point,NA,82200
2021-11-29,2021-12-25,4 wk ahead inc case,PL,quantile,0.01,41334
2021-11-29,2021-12-25,4 wk ahead inc case,PL,quantile,0.025,41749
2021-11-29,2021-12-25,4 wk ahead inc case,PL,quantile,0.05,42146
2021-11-29,2021-12-25,4 wk ahead inc case,PL,quantile,0.1,43127
2021-11-29,2021-12-25,4 wk ahead inc case,PL,quantile,0.15,55029
2021-11-29,2021-12-25,4 wk ahead inc case,PL,quantile,0.2,56597
2021-11-29,2021-12-25,4 wk ahead inc case,PL,quantile,0.25,57845
2021-11-29,2021-12-25,4 wk ahead inc case,PL,quantile,0.3,73981
2021-11-29,2021-12-25,4 wk ahead inc case,PL,quantile,0.35,75694
2021-11-29,2021-12-25,4 wk ahead inc case,PL,quantile,0.4,77338
2021-11-29,2021-12-25,4 wk ahead inc case,PL,quantile,0.45,79933
2021-11-29,2021-12-25,4 wk ahead inc case,PL,quantile,0.5,81616
2021-11-29,2021-12-25,4 wk ahead inc case,PL,quantile,0.55,83342
2021-11-29,2021-12-25,4 wk ahead inc case,PL,quantile,0.6,84805
2021-11-29,2021-12-25,4 wk ahead inc case,PL,quantile,0.65,86204
2021-11-29,2021-12-25,4 wk ahead inc case,PL,quantile,0.7,87959
2021-11-29,2021-12-25,4 wk ahead inc case,PL,quantile,0.75,96367
2021-11-29,2021-12-25,4 wk ahead inc case,PL,quantile,0.8,97971
2021-11-29,2021-12-25,4 wk ahead inc case,PL,quantile,0.85,100013
2021-11-29,2021-12-25,4 wk ahead inc case,PL,quantile,0.9,131854
2021-11-29,2021-12-25,4 wk ahead inc case,PL,quantile,0.95,133663
2021-11-29,2021-12-25,4 wk ahead inc case,PL,quantile,0.975,134314
2021-11-29,2021-12-25,4 wk ahead inc case,PL,quantile,0.99,135251
2021-11-29,2021-12-04,1 wk ahead inc death,PL,point,NA,2240
2021-11-29,2021-12-04,1 wk ahead inc death,PL,quantile,0.01,1791
2021-11-29,2021-12-04,1 wk ahead inc death,PL,quantile,0.025,1810
2021-11-29,2021-12-04,1 wk ahead inc death,PL,quantile,0.05,1828
2021-11-29,2021-12-04,1 wk ahead inc death,PL,quantile,0.1,1860
2021-11-29,2021-12-04,1 wk ahead inc death,PL,quantile,0.15,1949
2021-11-29,2021-12-04,1 wk ahead inc death,PL,quantile,0.2,2010
2021-11-29,2021-12-04,1 wk ahead inc death,PL,quantile,0.25,2028
2021-11-29,2021-12-04,1 wk ahead inc death,PL,quantile,0.3,2046
2021-11-29,2021-12-04,1 wk ahead inc death,PL,quantile,0.35,2062
2021-11-29,2021-12-04,1 wk ahead inc death,PL,quantile,0.4,2075
2021-11-29,2021-12-04,1 wk ahead inc death,PL,quantile,0.45,2096
2021-11-29,2021-12-04,1 wk ahead inc death,PL,quantile,0.5,2121
2021-11-29,2021-12-04,1 wk ahead inc death,PL,quantile,0.55,2149
2021-11-29,2021-12-04,1 wk ahead inc death,PL,quantile,0.6,2426
2021-11-29,2021-12-04,1 wk ahead inc death,PL,quantile,0.65,2471
2021-11-29,2021-12-04,1 wk ahead inc death,PL,quantile,0.7,2498
2021-11-29,2021-12-04,1 wk ahead inc death,PL,quantile,0.75,2535
2021-11-29,2021-12-04,1 wk ahead inc death,PL,quantile,0.8,2569
2021-11-29,2021-12-04,1 wk ahead inc death,PL,quantile,0.85,2592
2021-11-29,2021-12-04,1 wk ahead inc death,PL,quantile,0.9,2619
2021-11-29,2021-12-04,1 wk ahead inc death,PL,quantile,0.95,2647
2021-11-29,2021-12-04,1 wk ahead inc death,PL,quantile,0.975,2662
2021-11-29,2021-12-04,1 wk ahead inc death,PL,quantile,0.99,2679
2021-11-29,2021-12-11,2 wk ahead inc death,PL,point,NA,2107
2021-11-29,2021-12-11,2 wk ahead inc death,PL,quantile,0.01,1827
2021-11-29,2021-12-11,2 wk ahead inc death,PL,quantile,0.025,1854
2021-11-29,2021-12-11,2 wk ahead inc death,PL,quantile,0.05,1865
2021-11-29,2021-12-11,2 wk ahead inc death,PL,quantile,0.1,1890
2021-11-29,2021-12-11,2 wk ahead inc death,PL,quantile,0.15,1904
2021-11-29,2021-12-11,2 wk ahead inc death,PL,quantile,0.2,1916
2021-11-29,2021-12-11,2 wk ahead inc death,PL,quantile,0.25,1930
2021-11-29,2021-12-11,2 wk ahead inc death,PL,quantile,0.3,1946
2021-11-29,2021-12-11,2 wk ahead inc death,PL,quantile,0.35,1956
2021-11-29,2021-12-11,2 wk ahead inc death,PL,quantile,0.4,1969
2021-11-29,2021-12-11,2 wk ahead inc death,PL,quantile,0.45,1983
2021-11-29,2021-12-11,2 wk ahead inc death,PL,quantile,0.5,2003
2021-11-29,2021-12-11,2 wk ahead inc death,PL,quantile,0.55,2028
2021-11-29,2021-12-11,2 wk ahead inc death,PL,quantile,0.6,2150
2021-11-29,2021-12-11,2 wk ahead inc death,PL,quantile,0.65,2206
2021-11-29,2021-12-11,2 wk ahead inc death,PL,quantile,0.7,2243
