forecast_date,target_end_date,target,location,type,quantile,scenario_id,value
2022-11-07,2022-11-12,1 wk ahead inc case,PL,point,NA,forecast,2786
2022-11-07,2022-11-12,1 wk ahead inc case,PL,quantile,0.01,forecast,1838
2022-11-07,2022-11-12,1 wk ahead inc case,PL,quantile,0.025,forecast,1880
2022-11-07,2022-11-12,1 wk ahead inc case,PL,quantile,0.05,forecast,2036
2022-11-07,2022-11-12,1 wk ahead inc case,PL,quantile,0.1,forecast,2130
2022-11-07,2022-11-12,1 wk ahead inc case,PL,quantile,0.15,forecast,2220
2022-11-07,2022-11-12,1 wk ahead inc case,PL,quantile,0.2,forecast,2307
2022-11-07,2022-11-12,1 wk ahead inc case,PL,quantile,0.25,forecast,2419
2022-11-07,2022-11-12,1 wk ahead inc case,PL,quantile,0.3,forecast,2498
2022-11-07,2022-11-12,1 wk ahead inc case,PL,quantile,0.35,forecast,2570
2022-11-07,2022-11-12,1 wk ahead inc case,PL,quantile,0.4,forecast,2622
2022-11-07,2022-11-12,1 wk ahead inc case,PL,quantile,0.45,forecast,2721
2022-11-07,2022-11-12,1 wk ahead inc case,PL,quantile,0.5,forecast,2790
2022-11-07,2022-11-12,1 wk ahead inc case,PL,quantile,0.55,forecast,2859
2022-11-07,2022-11-12,1 wk ahead inc case,PL,quantile,0.6,forecast,2966
2022-11-07,2022-11-12,1 wk ahead inc case,PL,quantile,0.65,forecast,3053
2022-11-07,2022-11-12,1 wk ahead inc case,PL,quantile,0.7,forecast,3130
2022-11-07,2022-11-12,1 wk ahead inc case,PL,quantile,0.75,forecast,3183
2022-11-07,2022-11-12,1 wk ahead inc case,PL,quantile,0.8,forecast,3257
2022-11-07,2022-11-12,1 wk ahead inc case,PL,quantile,0.85,forecast,3300
2022-11-07,2022-11-12,1 wk ahead inc case,PL,quantile,0.9,forecast,3381
2022-11-07,2022-11-12,1 wk ahead inc case,PL,quantile,0.95,forecast,3504
2022-11-07,2022-11-12,1 wk ahead inc case,PL,quantile,0.975,forecast,3598
2022-11-07,2022-11-12,1 wk ahead inc case,PL,quantile,0.99,forecast,3701
2022-11-07,2022-11-19,2 wk ahead inc case,PL,point,NA,forecast,1837
2022-11-07,2022-11-19,2 wk ahead inc case,PL,quantile,0.01,forecast,1047
2022-11-07,2022-11-19,2 wk ahead inc case,PL,quantile,0.025,forecast,1136
2022-11-07,2022-11-19,2 wk ahead inc case,PL,quantile,0.05,forecast,1213
2022-11-07,2022-11-19,2 wk ahead inc case,PL,quantile,0.1,forecast,1322
