forecast_date,target_end_date,target,location,type,quantile,scenario_id,value
2022-11-28,2022-12-03,1 wk ahead inc case,PL,point,NA,forecast,2564
2022-11-28,2022-12-03,1 wk ahead inc case,PL,quantile,0.01,forecast,660
2022-11-28,2022-12-03,1 wk ahead inc case,PL,quantile,0.025,forecast,811
2022-11-28,2022-12-03,1 wk ahead inc case,PL,quantile,0.05,forecast,952
2022-11-28,2022-12-03,1 wk ahead inc case,PL,quantile,0.1,forecast,1105
2022-11-28,2022-12-03,1 wk ahead inc case,PL,quantile,0.15,forecast,1281
2022-11-28,2022-12-03,1 wk ahead inc case,PL,quantile,0.2,forecast,1440
2022-11-28,2022-12-03,1 wk ahead inc case,PL,quantile,0.25,forecast,1568
2022-11-28,2022-12-03,1 wk ahead inc case,PL,quantile,0.3,forecast,1703
2022-11-28,2022-12-03,1 wk ahead inc case,PL,quantile,0.35,forecast,1848
2022-11-28,2022-12-03,1 wk ahead inc case,PL,quantile,0.4,forecast,2022
2022-11-28,2022-12-03,1 wk ahead inc case,PL,quantile,0.45,forecast,2125
2022-11-28,2022-12-03,1 wk ahead inc case,PL,quantile,0.5,forecast,2307
2022-11-28,2022-12-03,1 wk ahead inc case,PL,quantile,0.55,forecast,2458
2022-11-28,2022-12-03,1 wk ahead inc case,PL,quantile,0.6,forecast,2643
2022-11-28,2022-12-03,1 wk ahead inc case,PL,quantile,0.65,forecast,2850
2022-11-28,2022-12-03,1 wk ahead inc case,PL,quantile,0.7,forecast,3095
2022-11-28,2022-12-03,1 wk ahead inc case,PL,quantile,0.75,forecast,3334
2022-11-28,2022-12-03,1 wk ahead inc case,PL,quantile,0.8,forecast,3667
2022-11-28,2022-12-03,1 wk ahead inc case,PL,quantile,0.85,forecast,4006
2022-11-28,2022-12-03,1 wk ahead inc case,PL,quantile,0.9,forecast,4404
2022-11-28,2022-12-03,1 wk ahead inc case,PL,quantile,0.95,forecast,5210
2022-11-28,2022-12-03,1 wk ahead inc case,PL,quantile,0.975,forecast,5502
2022-11-28,2022-12-03,1 wk ahead inc case,PL,quantile,0.99,forecast,5939
2022-11-28,2022-12-10,2 wk ahead inc case,PL,point,NA,forecast,2458
2022-11-28,2022-12-10,2 wk ahead inc case,PL,quantile,0.01,forecast,494
2022-11-28,2022-12-10,2 wk ahead inc case,PL,quantile,0.025,forecast,616
2022-11-28,2022-12-10,2 wk ahead inc case,PL,quantile,0.05,forecast,738
2022-11-28,2022-12-10,2 wk ahead inc case,PL,quantile,0.1,forecast,886
2022-11-28,2022-12-10,2 wk ahead inc case,PL,quantile,0.15,forecast,1024
2022-11-28,2022-12-10,2 wk ahead inc case,PL,quantile,0.2,forecast,1207
2022-11-28,2022-12-10,2 wk ahead inc case,PL,quantile,0.25,forecast,1343
2022-11-28,2022-12-10,2 wk ahead inc case,PL,quantile,0.3,forecast,1467
2022-11-28,2022-12-10,2 wk ahead inc case,PL,quantile,0.35,forecast,1643
2022-11-28,2022-12-10,2 wk ahead inc case,PL,quantile,0.4,forecast,1769
2022-11-28,2022-12-10,2 wk ahead inc case,PL,quantile,0.45,forecast,1916
2022-11-28,2022-12-10,2 wk ahead inc case,PL,quantile,0.5,forecast,2105
2022-11-28,2022-12-10,2 wk ahead inc case,PL,quantile,0.55,forecast,2278
2022-11-28,2022-12-10,2 wk ahead inc case,PL,quantile,0.6,forecast,2450
2022-11-28,2022-12-10,2 wk ahead inc case,PL,quantile,0.65,forecast,2734
2022-11-28,2022-12-10,2 wk ahead inc case,PL,quantile,0.7,forecast,3005
2022-11-28,2022-12-10,2 wk ahead inc case,PL,quantile,0.75,forecast,3275
2022-11-28,2022-12-10,2 wk ahead inc case,PL,quantile,0.8,forecast,3651
2022-11-28,2022-12-10,2 wk ahead inc case,PL,quantile,0.85,forecast,4038
2022-11-28,2022-12-10,2 wk ahead inc case,PL,quantile,0.9,forecast,4547
2022-11-28,2022-12-10,2 wk ahead inc case,PL,quantile,0.95,forecast,5448
2022-11-28,2022-12-10,2 wk ahead inc case,PL,quantile,0.975,forecast,5881
2022-11-28,2022-12-10,2 wk ahead inc case,PL,quantile,0.99,forecast,6419
2022-11-28,2022-12-17,3 wk ahead inc case,PL,point,NA,forecast,2726
2022-11-28,2022-12-17,3 wk ahead inc case,PL,quantile,0.01,forecast,385
2022-11-28,2022-12-17,3 wk ahead inc case,PL,quantile,0.025,forecast,500
2022-11-28,2022-12-17,3 wk ahead inc case,PL,quantile,0.05,forecast,630
2022-11-28,2022-12-17,3 wk ahead inc case,PL,quantile,0.1,forecast,801
2022-11-28,2022-12-17,3 wk ahead inc case,PL,quantile,0.15,forecast,934
2022-11-28,2022-12-17,3 wk ahead inc case,PL,quantile,0.2,forecast,1110
2022-11-28,2022-12-17,3 wk ahead inc case,PL,quantile,0.25,forecast,1279
2022-11-28,2022-12-17,3 wk ahead inc case,PL,quantile,0.3,forecast,1487
2022-11-28,2022-12-17,3 wk ahead inc case,PL,quantile,0.35,forecast,1614
2022-11-28,2022-12-17,3 wk ahead inc case,PL,quantile,0.4,forecast,1770
2022-11-28,2022-12-17,3 wk ahead inc case,PL,quantile,0.45,forecast,1970
2022-11-28,2022-12-17,3 wk ahead inc case,PL,quantile,0.5,forecast,2179
2022-11-28,2022-12-17,3 wk ahead inc case,PL,quantile,0.55,forecast,2416
2022-11-28,2022-12-17,3 wk ahead inc case,PL,quantile,0.6,forecast,2727
2022-11-28,2022-12-17,3 wk ahead inc case,PL,quantile,0.65,forecast,2953
2022-11-28,2022-12-17,3 wk ahead inc case,PL,quantile,0.7,forecast,3296
2022-11-28,2022-12-17,3 wk ahead inc case,PL,quantile,0.75,forecast,3760
2022-11-28,2022-12-17,3 wk ahead inc case,PL,quantile,0.8,forecast,4146
2022-11-28,2022-12-17,3 wk ahead inc case,PL,quantile,0.85,forecast,4770
2022-11-28,2022-12-17,3 wk ahead inc case,PL,quantile,0.9,forecast,5631
2022-11-28,2022-12-17,3 wk ahead inc case,PL,quantile,0.95,forecast,6625
2022-11-28,2022-12-17,3 wk ahead inc case,PL,quantile,0.975,forecast,7828
2022-11-28,2022-12-17,3 wk ahead inc case,PL,quantile,0.99,forecast,8087
2022-11-28,2022-12-24,4 wk ahead inc case,PL,point,NA,forecast,3495
2022-11-28,2022-12-24,4 wk ahead inc case,PL,quantile,0.01,forecast,328
2022-11-28,2022-12-24,4 wk ahead inc case,PL,quantile,0.025,forecast,438
2022-11-28,2022-12-24,4 wk ahead inc case,PL,quantile,0.05,forecast,570
2022-11-28,2022-12-24,4 wk ahead inc case,PL,quantile,0.1,forecast,775
2022-11-28,2022-12-24,4 wk ahead inc case,PL,quantile,0.15,forecast,950
2022-11-28,2022-12-24,4 wk ahead inc case,PL,quantile,0.2,forecast,1146
2022-11-28,2022-12-24,4 wk ahead inc case,PL,quantile,0.25,forecast,1371
2022-11-28,2022-12-24,4 wk ahead inc case,PL,quantile,0.3,forecast,1537
2022-11-28,2022-12-24,4 wk ahead inc case,PL,quantile,0.35,forecast,1816
2022-11-28,2022-12-24,4 wk ahead inc case,PL,quantile,0.4,forecast,2007
2022-11-28,2022-12-24,4 wk ahead inc case,PL,quantile,0.45,forecast,2318
2022-11-28,2022-12-24,4 wk ahead inc case,PL,quantile,0.5,forecast,2591
2022-11-28,2022-12-24,4 wk ahead inc case,PL,quantile,0.55,forecast,2924
2022-11-28,2022-12-24,4 wk ahead inc case,PL,quantile,0.6,forecast,3270
2022-11-28,2022-12-24,4 wk ahead inc case,PL,quantile,0.65,forecast,3787
2022-11-28,2022-12-24,4 wk ahead inc case,PL,quantile,0.7,forecast,4304
2022-11-28,2022-12-24,4 wk ahead inc case,PL,quantile,0.75,forecast,4696
2022-11-28,2022-12-24,4 wk ahead inc case,PL,quantile,0.8,forecast,5581
2022-11-28,2022-12-24,4 wk ahead inc case,PL,quantile,0.85,forecast,6438
2022-11-28,2022-12-24,4 wk ahead inc case,PL,quantile,0.9,forecast,7602
2022-11-28,2022-12-24,4 wk ahead inc case,PL,quantile,0.95,forecast,9313
2022-11-28,2022-12-24,4 wk ahead inc case,PL,quantile,0.975,forecast,11486
2022-11-28,2022-12-24,4 wk ahead inc case,PL,quantile,0.99,forecast,12533
2022-11-28,2022-12-03,1 wk ahead inc death,PL,point,NA,forecast,36
2022-11-28,2022-12-03,1 wk ahead inc death,PL,quantile,0.01,forecast,15
2022-11-28,2022-12-03,1 wk ahead inc death,PL,quantile,0.025,forecast,17
2022-11-28,2022-12-03,1 wk ahead inc death,PL,quantile,0.05,forecast,19
2022-11-28,2022-12-03,1 wk ahead inc death,PL,quantile,0.1,forecast,21
2022-11-28,2022-12-03,1 wk ahead inc death,PL,quantile,0.15,forecast,23
2022-11-28,2022-12-03,1 wk ahead inc death,PL,quantile,0.2,forecast,25
2022-11-28,2022-12-03,1 wk ahead inc death,PL,quantile,0.25,forecast,27
2022-11-28,2022-12-03,1 wk ahead inc death,PL,quantile,0.3,forecast,28
2022-11-28,2022-12-03,1 wk ahead inc death,PL,quantile,0.35,forecast,30
2022-11-28,2022-12-03,1 wk ahead inc death,PL,quantile,0.4,forecast,32
2022-11-28,2022-12-03,1 wk ahead inc death,PL,quantile,0.45,forecast,33
2022-11-28,2022-12-03,1 wk ahead inc death,PL,quantile,0.5,forecast,35
2022-11-28,2022-12-03,1 wk ahead inc death,PL,quantile,0.55,forecast,37
2022-11-28,2022-12-03,1 wk ahead inc death,PL,quantile,0.6,forecast,39
2022-11-28,2022-12-03,1 wk ahead inc death,PL,quantile,0.65,forecast,41
2022-11-28,2022-12-03,1 wk ahead inc death,PL,quantile,0.7,forecast,43
2022-11-28,2022-12-03,1 wk ahead inc death,PL,quantile,0.75,forecast,45
2022-11-28,2022-12-03,1 wk ahead inc death,PL,quantile,0.8,forecast,48
2022-11-28,2022-12-03,1 wk ahead inc death,PL,quantile,0.85,forecast,50
2022-11-28,2022-12-03,1 wk ahead inc death,PL,quantile,0.9,forecast,53
2022-11-28,2022-12-03,1 wk ahead inc death,PL,quantile,0.95,forecast,58
2022-11-28,2022-12-03,1 wk ahead inc death,PL,quantile,0.975,forecast,62
2022-11-28,2022-12-03,1 wk ahead inc death,PL,quantile,0.99,forecast,67
2022-11-28,2022-12-10,2 wk ahead inc death,PL,point,NA,forecast,31
2022-11-28,2022-12-10,2 wk ahead inc death,PL,quantile,0.01,forecast,11
2022-11-28,2022-12-10,2 wk ahead inc death,PL,quantile,0.025,forecast,13
2022-11-28,2022-12-10,2 wk ahead inc death,PL,quantile,0.05,forecast,15
2022-11-28,2022-12-10,2 wk ahead inc death,PL,quantile,0.1,forecast,17
2022-11-28,2022-12-10,2 wk ahead inc death,PL,quantile,0.15,forecast,19
2022-11-28,2022-12-10,2 wk ahead inc death,PL,quantile,0.2,forecast,21
2022-11-28,2022-12-10,2 wk ahead inc death,PL,quantile,0.25,forecast,22
2022-11-28,2022-12-10,2 wk ahead inc death,PL,quantile,0.3,forecast,24
2022-11-28,2022-12-10,2 wk ahead inc death,PL,quantile,0.35,forecast,26
2022-11-28,2022-12-10,2 wk ahead inc death,PL,quantile,0.4,forecast,27
2022-11-28,2022-12-10,2 wk ahead inc death,PL,quantile,0.45,forecast,29
2022-11-28,2022-12-10,2 wk ahead inc death,PL,quantile,0.5,forecast,31
2022-11-28,2022-12-10,2 wk ahead inc death,PL,quantile,0.55,forecast,32
2022-11-28,2022-12-10,2 wk ahead inc death,PL,quantile,0.6,forecast,33
2022-11-28,2022-12-10,2 wk ahead inc death,PL,quantile,0.65,forecast,35
2022-11-28,2022-12-10,2 wk ahead inc death,PL,quantile,0.7,forecast,37
2022-11-28,2022-12-10,2 wk ahead inc death,PL,quantile,0.75,forecast,39
2022-11-28,2022-12-10,2 wk ahead inc death,PL,quantile,0.8,forecast,40
2022-11-28,2022-12-10,2 wk ahead inc death,PL,quantile,0.85,forecast,43
2022-11-28,2022-12-10,2 wk ahead inc death,PL,quantile,0.9,forecast,45
2022-11-28,2022-12-10,2 wk ahead inc death,PL,quantile,0.95,forecast,49
2022-11-28,2022-12-10,2 wk ahead inc death,PL,quantile,0.975,forecast,52
2022-11-28,2022-12-10,2 wk ahead inc death,PL,quantile,0.99,forecast,56
2022-11-28,2022-12-17,3 wk ahead inc death,PL,point,NA,forecast,27
2022-11-28,2022-12-17,3 wk ahead inc death,PL,quantile,0.01,forecast,8
2022-11-28,2022-12-17,3 wk ahead inc death,PL,quantile,0.025,forecast,10
2022-11-28,2022-12-17,3 wk ahead inc death,PL,quantile,0.05,forecast,12
2022-11-28,2022-12-17,3 wk ahead inc death,PL,quantile,0.1,forecast,14
2022-11-28,2022-12-17,3 wk ahead inc death,PL,quantile,0.15,forecast,16
2022-11-28,2022-12-17,3 wk ahead inc death,PL,quantile,0.2,forecast,18
2022-11-28,2022-12-17,3 wk ahead inc death,PL,quantile,0.25,forecast,19
2022-11-28,2022-12-17,3 wk ahead inc death,PL,quantile,0.3,forecast,21
2022-11-28,2022-12-17,3 wk ahead inc death,PL,quantile,0.35,forecast,22
2022-11-28,2022-12-17,3 wk ahead inc death,PL,quantile,0.4,forecast,24
2022-11-28,2022-12-17,3 wk ahead inc death,PL,quantile,0.45,forecast,25
2022-11-28,2022-12-17,3 wk ahead inc death,PL,quantile,0.5,forecast,26
2022-11-28,2022-12-17,3 wk ahead inc death,PL,quantile,0.55,forecast,28
2022-11-28,2022-12-17,3 wk ahead inc death,PL,quantile,0.6,forecast,29
2022-11-28,2022-12-17,3 wk ahead inc death,PL,quantile,0.65,forecast,31
2022-11-28,2022-12-17,3 wk ahead inc death,PL,quantile,0.7,forecast,32
2022-11-28,2022-12-17,3 wk ahead inc death,PL,quantile,0.75,forecast,34
2022-11-28,2022-12-17,3 wk ahead inc death,PL,quantile,0.8,forecast,36
2022-11-28,2022-12-17,3 wk ahead inc death,PL,quantile,0.85,forecast,38
2022-11-28,2022-12-17,3 wk ahead inc death,PL,quantile,0.9,forecast,41
2022-11-28,2022-12-17,3 wk ahead inc death,PL,quantile,0.95,forecast,45
2022-11-28,2022-12-17,3 wk ahead inc death,PL,quantile,0.975,forecast,49
2022-11-28,2022-12-17,3 wk ahead inc death,PL,quantile,0.99,forecast,52
2022-11-28,2022-12-24,4 wk ahead inc death,PL,point,NA,forecast,25
2022-11-28,2022-12-24,4 wk ahead inc death,PL,quantile,0.01,forecast,6
2022-11-28,2022-12-24,4 wk ahead inc death,PL,quantile,0.025,forecast,8
2022-11-28,2022-12-24,4 wk ahead inc death,PL,quantile,0.05,forecast,10
2022-11-28,2022-12-24,4 wk ahead inc death,PL,quantile,0.1,forecast,12
2022-11-28,2022-12-24,4 wk ahead inc death,PL,quantile,0.15,forecast,14
2022-11-28,2022-12-24,4 wk ahead inc death,PL,quantile,0.2,forecast,15
2022-11-28,2022-12-24,4 wk ahead inc death,PL,quantile,0.25,forecast,17
2022-11-28,2022-12-24,4 wk ahead inc death,PL,quantile,0.3,forecast,18
2022-11-28,2022-12-24,4 wk ahead inc death,PL,quantile,0.35,forecast,19
2022-11-28,2022-12-24,4 wk ahead inc death,PL,quantile,0.4,forecast,21
2022-11-28,2022-12-24,4 wk ahead inc death,PL,quantile,0.45,forecast,22
2022-11-28,2022-12-24,4 wk ahead inc death,PL,quantile,0.5,forecast,23
2022-11-28,2022-12-24,4 wk ahead inc death,PL,quantile,0.55,forecast,25
2022-11-28,2022-12-24,4 wk ahead inc death,PL,quantile,0.6,forecast,26
2022-11-28,2022-12-24,4 wk ahead inc death,PL,quantile,0.65,forecast,28
2022-11-28,2022-12-24,4 wk ahead inc death,PL,quantile,0.7,forecast,29
2022-11-28,2022-12-24,4 wk ahead inc death,PL,quantile,0.75,forecast,31
2022-11-28,2022-12-24,4 wk ahead inc death,PL,quantile,0.8,forecast,34
