location_name,location,target_variable,date,value,source,snapshot_date
Austria,AT,inc case,2022-06-11,25456,ECDC,2022-08-26
Austria,AT,inc case,2022-06-18,40860,ECDC,2022-08-26
Austria,AT,inc case,2022-06-25,60336,ECDC,2022-08-26
Austria,AT,inc case,2022-07-02,71371,ECDC,2022-08-26
Austria,AT,inc case,2022-07-09,73846,ECDC,2022-08-26
Austria,AT,inc case,2022-07-16,83527,ECDC,2022-08-26
Austria,AT,inc case,2022-07-23,79577,ECDC,2022-08-26
Austria,AT,inc death,2020-01-04,0,ECDC,2022-08-26
Austria,AT,inc death,2020-01-11,0,ECDC,2022-08-26
Austria,AT,inc death,2020-01-18,0,ECDC,2022-08-26
Austria,AT,inc death,2020-01-25,0,ECDC,2022-08-26
Austria,AT,inc death,2020-02-01,0,ECDC,2022-08-26
Austria,AT,inc death,2020-02-08,0,ECDC,2022-08-26
Austria,AT,inc death,2020-02-15,0,ECDC,2022-08-26
Austria,AT,inc death,2020-02-22,0,ECDC,2022-08-26
Austria,AT,inc death,2020-02-29,0,ECDC,2022-08-26
Austria,AT,inc death,2020-03-07,0,ECDC,2022-08-26
Austria,AT,inc death,2020-03-14,2,ECDC,2022-08-26
Austria,AT,inc death,2020-03-21,31,ECDC,2022-08-26
Austria,AT,inc death,2020-03-28,101,ECDC,2022-08-26
Austria,AT,inc death,2020-04-04,125,ECDC,2022-08-26
Austria,AT,inc death,2020-04-11,150,ECDC,2022-08-26
Austria,AT,inc death,2020-04-18,118,ECDC,2022-08-26
Austria,AT,inc death,2020-04-25,75,ECDC,2022-08-26
Austria,AT,inc death,2020-05-02,42,ECDC,2022-08-26
Austria,AT,inc death,2020-05-09,24,ECDC,2022-08-26
Austria,AT,inc death,2020-05-16,9,ECDC,2022-08-26
Austria,AT,inc death,2020-05-23,14,ECDC,2022-08-26
Austria,AT,inc death,2020-05-30,4,ECDC,2022-08-26
Austria,AT,inc death,2020-06-06,7,ECDC,2022-08-26
Austria,AT,inc death,2020-06-13,8,ECDC,2022-08-26
Austria,AT,inc death,2020-06-20,12,ECDC,2022-08-26
Austria,AT,inc death,2020-06-27,9,ECDC,2022-08-26
Austria,AT,inc death,2020-07-04,2,ECDC,2022-08-26
Austria,AT,inc death,2020-07-11,3,ECDC,2022-08-26
Austria,AT,inc death,2020-07-18,2,ECDC,2022-08-26
Austria,AT,inc death,2020-07-25,4,ECDC,2022-08-26
Austria,AT,inc death,2020-08-01,5,ECDC,2022-08-26
Austria,AT,inc death,2020-08-08,4,ECDC,2022-08-26
Austria,AT,inc death,2020-08-15,6,ECDC,2022-08-26
Austria,AT,inc death,2020-08-22,3,ECDC,2022-08-26
Austria,AT,inc death,2020-08-29,1,ECDC,2022-08-26
Austria,AT,inc death,2020-09-05,4,ECDC,2022-08-26
Austria,AT,inc death,2020-09-12,11,ECDC,2022-08-26
Austria,AT,inc death,2020-09-19,15,ECDC,2022-08-26
Austria,AT,inc death,2020-09-26,25,ECDC,2022-08-26
Austria,AT,inc death,2020-10-03,30,ECDC,2022-08-26
Austria,AT,inc death,2020-10-10,50,ECDC,2022-08-26
Austria,AT,inc death,2020-10-17,57,ECDC,2022-08-26
Austria,AT,inc death,2020-10-24,102,ECDC,2022-08-26
Austria,AT,inc death,2020-10-31,234,ECDC,2022-08-26
Austria,AT,inc death,2020-11-07,365,ECDC,2022-08-26
Austria,AT,inc death,2020-11-14,549,ECDC,2022-08-26
Austria,AT,inc death,2020-11-21,671,ECDC,2022-08-26
Austria,AT,inc death,2020-11-28,729,ECDC,2022-08-26
Austria,AT,inc death,2020-12-05,776,ECDC,2022-08-26
Austria,AT,inc death,2020-12-12,696,ECDC,2022-08-26
Austria,AT,inc death,2020-12-19,587,ECDC,2022-08-26
Austria,AT,inc death,2020-12-26,460,ECDC,2022-08-26
Austria,AT,inc death,2021-01-02,397,ECDC,2022-08-26
Austria,AT,inc death,2021-01-09,347,ECDC,2022-08-26
Austria,AT,inc death,2021-01-16,360,ECDC,2022-08-26
Austria,AT,inc death,2021-01-23,297,ECDC,2022-08-26
Austria,AT,inc death,2021-01-30,292,ECDC,2022-08-26
Austria,AT,inc death,2021-02-06,220,ECDC,2022-08-26
Austria,AT,inc death,2021-02-13,180,ECDC,2022-08-26
Austria,AT,inc death,2021-02-20,151,ECDC,2022-08-26
Austria,AT,inc death,2021-02-27,147,ECDC,2022-08-26
Austria,AT,inc death,2021-03-06,132,ECDC,2022-08-26
Austria,AT,inc death,2021-03-13,159,ECDC,2022-08-26
Austria,AT,inc death,2021-03-20,183,ECDC,2022-08-26
Austria,AT,inc death,2021-03-27,177,ECDC,2022-08-26
Austria,AT,inc death,2021-04-03,215,ECDC,2022-08-26
Austria,AT,inc death,2021-04-10,207,ECDC,2022-08-26
Austria,AT,inc death,2021-04-17,202,ECDC,2022-08-26
Austria,AT,inc death,2021-04-24,161,ECDC,2022-08-26
Austria,AT,inc death,2021-05-01,155,ECDC,2022-08-26
Austria,AT,inc death,2021-05-08,113,ECDC,2022-08-26
Austria,AT,inc death,2021-05-15,78,ECDC,2022-08-26
Austria,AT,inc death,2021-05-22,54,ECDC,2022-08-26
Austria,AT,inc death,2021-05-29,45,ECDC,2022-08-26
Austria,AT,inc death,2021-06-05,33,ECDC,2022-08-26
Austria,AT,inc death,2021-06-12,22,ECDC,2022-08-26
Austria,AT,inc death,2021-06-19,15,ECDC,2022-08-26
Austria,AT,inc death,2021-06-26,12,ECDC,2022-08-26
Austria,AT,inc death,2021-07-03,9,ECDC,2022-08-26
Austria,AT,inc death,2021-07-10,2,ECDC,2022-08-26
Austria,AT,inc death,2021-07-17,4,ECDC,2022-08-26
Austria,AT,inc death,2021-07-24,5,ECDC,2022-08-26
Austria,AT,inc death,2021-07-31,4,ECDC,2022-08-26
Austria,AT,inc death,2021-08-07,9,ECDC,2022-08-26
Austria,AT,inc death,2021-08-14,8,ECDC,2022-08-26
Austria,AT,inc death,2021-08-21,7,ECDC,2022-08-26
Austria,AT,inc death,2021-08-28,27,ECDC,2022-08-26
Austria,AT,inc death,2021-09-04,37,ECDC,2022-08-26
Austria,AT,inc death,2021-09-11,38,ECDC,2022-08-26
Austria,AT,inc death,2021-09-18,64,ECDC,2022-08-26
Austria,AT,inc death,2021-09-25,67,ECDC,2022-08-26
Austria,AT,inc death,2021-10-02,56,ECDC,2022-08-26
Austria,AT,inc death,2021-10-09,61,ECDC,2022-08-26
Austria,AT,inc death,2021-10-16,77,ECDC,2022-08-26
Austria,AT,inc death,2021-10-23,73,ECDC,2022-08-26
Austria,AT,inc death,2021-10-30,91,ECDC,2022-08-26
Austria,AT,inc death,2021-11-06,149,ECDC,2022-08-26
Austria,AT,inc death,2021-11-13,265,ECDC,2022-08-26
Austria,AT,inc death,2021-11-20,306,ECDC,2022-08-26
Austria,AT,inc death,2021-11-27,390,ECDC,2022-08-26
Austria,AT,inc death,2021-12-04,378,ECDC,2022-08-26
Austria,AT,inc death,2021-12-11,303,ECDC,2022-08-26
Austria,AT,inc death,2021-12-18,213,ECDC,2022-08-26
Austria,AT,inc death,2021-12-25,109,ECDC,2022-08-26
Austria,AT,inc death,2022-01-01,98,ECDC,2022-08-26
Austria,AT,inc death,2022-01-08,69,ECDC,2022-08-26
Austria,AT,inc death,2022-01-15,65,ECDC,2022-08-26
Austria,AT,inc death,2022-01-22,72,ECDC,2022-08-26
Austria,AT,inc death,2022-01-29,99,ECDC,2022-08-26
Austria,AT,inc death,2022-02-05,131,ECDC,2022-08-26
Austria,AT,inc death,2022-02-12,172,ECDC,2022-08-26
Austria,AT,inc death,2022-02-19,189,ECDC,2022-08-26
Austria,AT,inc death,2022-02-26,205,ECDC,2022-08-26
Austria,AT,inc death,2022-03-05,208,ECDC,2022-08-26
Austria,AT,inc death,2022-03-12,180,ECDC,2022-08-26
Austria,AT,inc death,2022-03-19,232,ECDC,2022-08-26
Austria,AT,inc death,2022-03-26,406,ECDC,2022-08-26
Austria,AT,inc death,2022-04-02,252,ECDC,2022-08-26
Austria,AT,inc death,2022-04-09,248,ECDC,2022-08-26
Austria,AT,inc death,2022-04-16,136,ECDC,2022-08-26
Austria,AT,inc death,2022-04-23,63,ECDC,2022-08-26
Austria,AT,inc death,2022-04-30,47,ECDC,2022-08-26
Austria,AT,inc death,2022-05-07,57,ECDC,2022-08-26
Austria,AT,inc death,2022-05-14,35,ECDC,2022-08-26
Austria,AT,inc death,2022-05-21,30,ECDC,2022-08-26
Austria,AT,inc death,2022-05-28,18,ECDC,2022-08-26
Austria,AT,inc death,2022-06-04,22,ECDC,2022-08-26
Austria,AT,inc death,2022-06-11,19,ECDC,2022-08-26
Austria,AT,inc death,2022-06-18,35,ECDC,2022-08-26
Austria,AT,inc death,2022-06-25,53,ECDC,2022-08-26
Austria,AT,inc death,2022-07-02,47,ECDC,2022-08-26
Austria,AT,inc death,2022-07-09,68,ECDC,2022-08-26
Austria,AT,inc death,2022-07-16,91,ECDC,2022-08-26
Austria,AT,inc death,2022-07-23,97,ECDC,2022-08-26
Belgium,BE,inc case,2020-01-04,0,ECDC,2022-08-26
Belgium,BE,inc case,2020-01-11,0,ECDC,2022-08-26
Belgium,BE,inc case,2020-01-18,0,ECDC,2022-08-26
Belgium,BE,inc case,2020-01-25,0,ECDC,2022-08-26
Belgium,BE,inc case,2020-02-01,2,ECDC,2022-08-26
Belgium,BE,inc case,2020-02-08,1,ECDC,2022-08-26
Belgium,BE,inc case,2020-02-15,0,ECDC,2022-08-26
Belgium,BE,inc case,2020-02-22,0,ECDC,2022-08-26
Belgium,BE,inc case,2020-02-29,0,ECDC,2022-08-26
Belgium,BE,inc case,2020-03-07,0,ECDC,2022-08-26
Belgium,BE,inc case,2020-03-14,3678,ECDC,2022-08-26
Belgium,BE,inc case,2020-03-21,3673,ECDC,2022-08-26
Belgium,BE,inc case,2020-03-28,8130,ECDC,2022-08-26
Belgium,BE,inc case,2020-04-04,9694,ECDC,2022-08-26
Belgium,BE,inc case,2020-04-11,11175,ECDC,2022-08-26
Belgium,BE,inc case,2020-04-18,7963,ECDC,2022-08-26
Belgium,BE,inc case,2020-04-25,5703,ECDC,2022-08-26
Belgium,BE,inc case,2020-05-02,3095,ECDC,2022-08-26
Belgium,BE,inc case,2020-05-09,3051,ECDC,2022-08-26
Belgium,BE,inc case,2020-05-16,2071,ECDC,2022-08-26
Belgium,BE,inc case,2020-05-23,1510,ECDC,2022-08-26
Belgium,BE,inc case,2020-05-30,1144,ECDC,2022-08-26
Belgium,BE,inc case,2020-06-06,847,ECDC,2022-08-26
Belgium,BE,inc case,2020-06-13,671,ECDC,2022-08-26
Belgium,BE,inc case,2020-06-20,668,ECDC,2022-08-26
Belgium,BE,inc case,2020-06-27,607,ECDC,2022-08-26
Belgium,BE,inc case,2020-07-04,637,ECDC,2022-08-26
Belgium,BE,inc case,2020-07-11,704,ECDC,2022-08-26
Belgium,BE,inc case,2020-07-18,1385,ECDC,2022-08-26
Belgium,BE,inc case,2020-07-25,2489,ECDC,2022-08-26
Belgium,BE,inc case,2020-08-01,3759,ECDC,2022-08-26
Belgium,BE,inc case,2020-08-08,4340,ECDC,2022-08-26
Belgium,BE,inc case,2020-08-15,3751,ECDC,2022-08-26
Belgium,BE,inc case,2020-08-22,3453,ECDC,2022-08-26
Belgium,BE,inc case,2020-08-29,3121,ECDC,2022-08-26
Belgium,BE,inc case,2020-09-05,3655,ECDC,2022-08-26
Belgium,BE,inc case,2020-09-12,6158,ECDC,2022-08-26
Belgium,BE,inc case,2020-09-19,10108,ECDC,2022-08-26
Belgium,BE,inc case,2020-09-26,11274,ECDC,2022-08-26
Belgium,BE,inc case,2020-10-03,18895,ECDC,2022-08-26
Belgium,BE,inc case,2020-10-10,38852,ECDC,2022-08-26
Belgium,BE,inc case,2020-10-17,72232,ECDC,2022-08-26
Belgium,BE,inc case,2020-10-24,105383,ECDC,2022-08-26
Belgium,BE,inc case,2020-10-31,99584,ECDC,2022-08-26
Belgium,BE,inc case,2020-11-07,54006,ECDC,2022-08-26
Belgium,BE,inc case,2020-11-14,33967,ECDC,2022-08-26
Belgium,BE,inc case,2020-11-21,22312,ECDC,2022-08-26
Belgium,BE,inc case,2020-11-28,16261,ECDC,2022-08-26
Belgium,BE,inc case,2020-12-05,15289,ECDC,2022-08-26
Belgium,BE,inc case,2020-12-12,16840,ECDC,2022-08-26
Belgium,BE,inc case,2020-12-19,17714,ECDC,2022-08-26
Belgium,BE,inc case,2020-12-26,12607,ECDC,2022-08-26
Belgium,BE,inc case,2021-01-02,8976,ECDC,2022-08-26
Belgium,BE,inc case,2021-01-09,13692,ECDC,2022-08-26
Belgium,BE,inc case,2021-01-16,13093,ECDC,2022-08-26
Belgium,BE,inc case,2021-01-23,14641,ECDC,2022-08-26
Belgium,BE,inc case,2021-01-30,16375,ECDC,2022-08-26
Belgium,BE,inc case,2021-02-06,14892,ECDC,2022-08-26
Belgium,BE,inc case,2021-02-13,12527,ECDC,2022-08-26
Belgium,BE,inc case,2021-02-20,15361,ECDC,2022-08-26
Belgium,BE,inc case,2021-02-27,16648,ECDC,2022-08-26
Belgium,BE,inc case,2021-03-06,16429,ECDC,2022-08-26
Belgium,BE,inc case,2021-03-13,21255,ECDC,2022-08-26
Belgium,BE,inc case,2021-03-20,29329,ECDC,2022-08-26
Belgium,BE,inc case,2021-03-27,33998,ECDC,2022-08-26
Belgium,BE,inc case,2021-04-03,29873,ECDC,2022-08-26
Belgium,BE,inc case,2021-04-10,24193,ECDC,2022-08-26
Belgium,BE,inc case,2021-04-17,24371,ECDC,2022-08-26
Belgium,BE,inc case,2021-04-24,24423,ECDC,2022-08-26
Belgium,BE,inc case,2021-05-01,20783,ECDC,2022-08-26
Belgium,BE,inc case,2021-05-08,20975,ECDC,2022-08-26
Belgium,BE,inc case,2021-05-15,14649,ECDC,2022-08-26
Belgium,BE,inc case,2021-05-22,16999,ECDC,2022-08-26
Belgium,BE,inc case,2021-05-29,12179,ECDC,2022-08-26
Belgium,BE,inc case,2021-06-05,9065,ECDC,2022-08-26
Belgium,BE,inc case,2021-06-12,5261,ECDC,2022-08-26
Belgium,BE,inc case,2021-06-19,3006,ECDC,2022-08-26
Belgium,BE,inc case,2021-06-26,2416,ECDC,2022-08-26
Belgium,BE,inc case,2021-07-03,4070,ECDC,2022-08-26
Belgium,BE,inc case,2021-07-10,7513,ECDC,2022-08-26
Belgium,BE,inc case,2021-07-17,9541,ECDC,2022-08-26
Belgium,BE,inc case,2021-07-24,10388,ECDC,2022-08-26
Belgium,BE,inc case,2021-07-31,11283,ECDC,2022-08-26
Belgium,BE,inc case,2021-08-07,12242,ECDC,2022-08-26
Belgium,BE,inc case,2021-08-14,13352,ECDC,2022-08-26
Belgium,BE,inc case,2021-08-21,13831,ECDC,2022-08-26
Belgium,BE,inc case,2021-08-28,14116,ECDC,2022-08-26
Belgium,BE,inc case,2021-09-04,13761,ECDC,2022-08-26
Belgium,BE,inc case,2021-09-11,13760,ECDC,2022-08-26
Belgium,BE,inc case,2021-09-18,14475,ECDC,2022-08-26
Belgium,BE,inc case,2021-09-25,13647,ECDC,2022-08-26
Belgium,BE,inc case,2021-10-02,13316,ECDC,2022-08-26
Belgium,BE,inc case,2021-10-09,14922,ECDC,2022-08-26
Belgium,BE,inc case,2021-10-16,22871,ECDC,2022-08-26
Belgium,BE,inc case,2021-10-23,40000,ECDC,2022-08-26
Belgium,BE,inc case,2021-10-30,54823,ECDC,2022-08-26
Belgium,BE,inc case,2021-11-06,57829,ECDC,2022-08-26
Belgium,BE,inc case,2021-11-13,73690,ECDC,2022-08-26
Belgium,BE,inc case,2021-11-20,113029,ECDC,2022-08-26
Belgium,BE,inc case,2021-11-27,125774,ECDC,2022-08-26
Belgium,BE,inc case,2021-12-04,117316,ECDC,2022-08-26
Belgium,BE,inc case,2021-12-11,88873,ECDC,2022-08-26
Belgium,BE,inc case,2021-12-18,57114,ECDC,2022-08-26
Belgium,BE,inc case,2021-12-25,45149,ECDC,2022-08-26
Belgium,BE,inc case,2022-01-01,77857,ECDC,2022-08-26
Belgium,BE,inc case,2022-01-08,155824,ECDC,2022-08-26
Belgium,BE,inc case,2022-01-15,198813,ECDC,2022-08-26
Belgium,BE,inc case,2022-01-22,351696,ECDC,2022-08-26
Belgium,BE,inc case,2022-01-29,318851,ECDC,2022-08-26
Belgium,BE,inc case,2022-02-05,185902,ECDC,2022-08-26
Belgium,BE,inc case,2022-02-12,101739,ECDC,2022-08-26
Belgium,BE,inc case,2022-02-19,63181,ECDC,2022-08-26
Belgium,BE,inc case,2022-02-26,44836,ECDC,2022-08-26
Belgium,BE,inc case,2022-03-05,44611,ECDC,2022-08-26
Belgium,BE,inc case,2022-03-12,57255,ECDC,2022-08-26
Belgium,BE,inc case,2022-03-19,71952,ECDC,2022-08-26
Belgium,BE,inc case,2022-03-26,78607,ECDC,2022-08-26
Belgium,BE,inc case,2022-04-02,71595,ECDC,2022-08-26
Belgium,BE,inc case,2022-04-09,62839,ECDC,2022-08-26
Belgium,BE,inc case,2022-04-16,52575,ECDC,2022-08-26
Belgium,BE,inc case,2022-04-23,40213,ECDC,2022-08-26
Belgium,BE,inc case,2022-04-30,32665,ECDC,2022-08-26
Belgium,BE,inc case,2022-05-07,30759,ECDC,2022-08-26
Belgium,BE,inc case,2022-05-14,24790,ECDC,2022-08-26
Belgium,BE,inc case,2022-05-21,16120,ECDC,2022-08-26
Belgium,BE,inc case,2022-05-28,9136,ECDC,2022-08-26
Belgium,BE,inc case,2022-06-04,11383,ECDC,2022-08-26
Belgium,BE,inc case,2022-06-11,13506,ECDC,2022-08-26
Belgium,BE,inc case,2022-06-18,20103,ECDC,2022-08-26
Belgium,BE,inc case,2022-06-25,28187,ECDC,2022-08-26
Belgium,BE,inc case,2022-07-02,40426,ECDC,2022-08-26
Belgium,BE,inc case,2022-07-09,54883,ECDC,2022-08-26
Belgium,BE,inc case,2022-07-16,48051,ECDC,2022-08-26
Belgium,BE,inc case,2022-07-23,29359,ECDC,2022-08-26
Belgium,BE,inc death,2020-01-04,0,ECDC,2022-08-26
Belgium,BE,inc death,2020-01-11,0,ECDC,2022-08-26
Belgium,BE,inc death,2020-01-18,0,ECDC,2022-08-26
Belgium,BE,inc death,2020-01-25,0,ECDC,2022-08-26
Belgium,BE,inc death,2020-02-01,0,ECDC,2022-08-26
Belgium,BE,inc death,2020-02-08,0,ECDC,2022-08-26
Belgium,BE,inc death,2020-02-15,0,ECDC,2022-08-26
Belgium,BE,inc death,2020-02-22,0,ECDC,2022-08-26
Belgium,BE,inc death,2020-02-29,0,ECDC,2022-08-26
Belgium,BE,inc death,2020-03-07,0,ECDC,2022-08-26
Belgium,BE,inc death,2020-03-14,0,ECDC,2022-08-26
Belgium,BE,inc death,2020-03-21,195,ECDC,2022-08-26
Belgium,BE,inc death,2020-03-28,783,ECDC,2022-08-26
Belgium,BE,inc death,2020-04-04,1584,ECDC,2022-08-26
Belgium,BE,inc death,2020-04-11,1976,ECDC,2022-08-26
Belgium,BE,inc death,2020-04-18,1666,ECDC,2022-08-26
Belgium,BE,inc death,2020-04-25,1186,ECDC,2022-08-26
Belgium,BE,inc death,2020-05-02,696,ECDC,2022-08-26
Belgium,BE,inc death,2020-05-09,533,ECDC,2022-08-26
Belgium,BE,inc death,2020-05-16,312,ECDC,2022-08-26
Belgium,BE,inc death,2020-05-23,231,ECDC,2022-08-26
Belgium,BE,inc death,2020-05-30,161,ECDC,2022-08-26
