weeks_included,model,target_variable,horizon,location,location_name,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc
52,EuroCOVIDhub-baseline,inc case,3,HU,Hungary,1,1,1,1,1,0.01,31,1
52,EuroCOVIDhub-ensemble,inc case,3,HU,Hungary,1.42,0.63,0.65,0.85,0.96,0.15,26,1
52,epiforecasts-tsensemble,inc case,3,HU,Hungary,1.27,0.43,0.42,0.52,0.93,-0.14,27,1
52,ECDC-norrsken_blue,inc case,4,HU,Hungary,2.39,0.89,0.86,0.47,0.88,0.59,17,1
52,ECDC-norrsken_green,inc case,4,HU,Hungary,1.66,0.64,0.62,0.29,0.53,0.28,17,1
52,EuroCOVIDhub-baseline,inc case,4,HU,Hungary,1,1,1,1,1,0.02,31,1
52,EuroCOVIDhub-ensemble,inc case,4,HU,Hungary,1.42,0.59,0.63,0.85,0.96,0.15,26,1
52,epiforecasts-tsensemble,inc case,4,HU,Hungary,1.3,0.39,0.39,0.48,0.93,-0.17,27,1
52,EuroCOVIDhub-baseline,inc death,2,HU,Hungary,1,1,1,1,1,-0.06,24,1
52,epiforecasts-tsensemble,inc death,2,HU,Hungary,3.06,0.81,0.81,0.33,0.78,0.64,9,1
52,EuroCOVIDhub-baseline,inc death,3,HU,Hungary,1,1,1,1,1,-0.06,23,1
52,epiforecasts-tsensemble,inc death,3,HU,Hungary,3.48,0.6,0.6,0.38,0.62,0.69,8,1
52,EuroCOVIDhub-baseline,inc death,4,HU,Hungary,1,1,1,1,1,-0.04,22,1
52,epiforecasts-tsensemble,inc death,4,HU,Hungary,3,0.6,0.6,0.29,0.71,0.71,7,1
52,ECDC-norrsken_blue,inc case,1,IE,Ireland,1.71,0.91,1.03,0.67,1,0.21,18,1
52,ECDC-norrsken_green,inc case,1,IE,Ireland,1.73,0.85,0.95,0.17,0.78,0.03,18,1
52,EuroCOVIDhub-baseline,inc case,1,IE,Ireland,1,1,1,0.84,1,0.12,31,1
52,EuroCOVIDhub-ensemble,inc case,1,IE,Ireland,1.03,0.5,0.44,0.72,1,0.11,29,1
52,Lydia-SARIMA,inc case,1,IE,Ireland,1.29,5.04,5.29,1,1,0.06,25,1
52,epiforecasts-tsensemble,inc case,1,IE,Ireland,1.05,0.48,0.41,0.57,0.93,0.2,28,1
52,ECDC-norrsken_blue,inc case,2,IE,Ireland,1.85,0.74,0.8,0.61,1,0.18,18,1
52,ECDC-norrsken_green,inc case,2,IE,Ireland,1.97,0.69,0.75,0.22,0.83,-0.04,18,1
52,EuroCOVIDhub-baseline,inc case,2,IE,Ireland,1,1,1,1,1,0.05,31,1
52,EuroCOVIDhub-ensemble,inc case,2,IE,Ireland,1.03,0.38,0.35,0.66,1,0.03,29,1
52,Lydia-SARIMA,inc case,2,IE,Ireland,1.02,3.47,3.59,1,1,0.03,25,1
52,epiforecasts-tsensemble,inc case,2,IE,Ireland,1.11,0.38,0.33,0.43,0.89,0.14,28,1
52,ECDC-norrsken_blue,inc case,3,IE,Ireland,2.43,0.75,0.8,0.67,1,0.2,18,1
52,ECDC-norrsken_green,inc case,3,IE,Ireland,2.3,0.66,0.71,0.28,0.72,-0.04,18,1
52,EuroCOVIDhub-baseline,inc case,3,IE,Ireland,1,1,1,1,1,0.05,31,1
52,EuroCOVIDhub-ensemble,inc case,3,IE,Ireland,1.05,0.34,0.32,0.66,1,0.08,29,1
52,Lydia-SARIMA,inc case,3,IE,Ireland,1.19,2.88,2.96,1,1,0.02,25,1
52,epiforecasts-tsensemble,inc case,3,IE,Ireland,1.13,0.28,0.26,0.36,0.89,0.16,28,1
52,ECDC-norrsken_blue,inc case,4,IE,Ireland,3.03,0.78,0.82,0.61,1,0.25,18,1
52,ECDC-norrsken_green,inc case,4,IE,Ireland,2.85,0.69,0.72,0.28,0.72,0.01,18,1
52,EuroCOVIDhub-baseline,inc case,4,IE,Ireland,1,1,1,1,1,0.04,31,1
52,EuroCOVIDhub-ensemble,inc case,4,IE,Ireland,1.05,0.32,0.3,0.69,1,0.12,29,1
52,epiforecasts-tsensemble,inc case,4,IE,Ireland,1.11,0.24,0.23,0.36,0.89,0.15,28,1
52,ECDC-norrsken_blue,inc case,1,IS,Iceland,1.14,0.38,0.37,0.81,1,0.29,16,1
52,ECDC-norrsken_green,inc case,1,IS,Iceland,1.07,0.31,0.31,0.25,0.56,0.41,16,1
52,EuroCOVIDhub-baseline,inc case,1,IS,Iceland,1,1,1,1,1,0.01,30,1
52,EuroCOVIDhub-ensemble,inc case,1,IS,Iceland,0.88,0.3,0.33,0.76,0.92,0.15,25,1
52,epiforecasts-tsensemble,inc case,1,IS,Iceland,1.01,0.23,0.22,0.46,0.92,0.05,26,1
52,ECDC-norrsken_blue,inc case,2,IS,Iceland,1.44,0.29,0.27,0.75,1,0.33,16,1
52,ECDC-norrsken_green,inc case,2,IS,Iceland,1.12,0.21,0.2,0.31,0.69,0.48,16,1
52,EuroCOVIDhub-baseline,inc case,2,IS,Iceland,1,1,1,1,1,0.02,30,1
52,EuroCOVIDhub-ensemble,inc case,2,IS,Iceland,0.93,0.22,0.27,0.84,0.92,0.13,25,1
52,epiforecasts-tsensemble,inc case,2,IS,Iceland,1.01,0.14,0.13,0.58,0.88,0.02,26,1
52,ECDC-norrsken_blue,inc case,3,IS,Iceland,1.85,0.29,0.26,0.62,1,0.48,16,1
52,ECDC-norrsken_green,inc case,3,IS,Iceland,1.2,0.18,0.16,0.38,0.75,0.58,16,1
52,EuroCOVIDhub-baseline,inc case,3,IS,Iceland,1,1,1,1,1,0.03,30,1
52,EuroCOVIDhub-ensemble,inc case,3,IS,Iceland,0.93,0.21,0.25,0.84,0.92,0.19,25,1
52,epiforecasts-tsensemble,inc case,3,IS,Iceland,0.94,0.1,0.1,0.62,0.88,0.01,26,1
52,ECDC-norrsken_blue,inc case,4,IS,Iceland,1.98,0.28,0.26,0.5,1,0.45,16,1
52,ECDC-norrsken_green,inc case,4,IS,Iceland,1.19,0.17,0.16,0.25,0.75,0.48,16,1
52,EuroCOVIDhub-baseline,inc case,4,IS,Iceland,1,1,1,1,1,0.02,30,1
52,EuroCOVIDhub-ensemble,inc case,4,IS,Iceland,1.04,0.21,0.25,0.76,0.92,0.16,25,1
52,epiforecasts-tsensemble,inc case,4,IS,Iceland,0.97,0.1,0.1,0.5,0.85,-0.07,26,1
52,ECDC-norrsken_blue,inc case,1,IT,Italy,0.22,0.24,0.23,0.89,1,-0.12,18,1
52,ECDC-norrsken_green,inc case,1,IT,Italy,0.12,0.1,0.1,0.56,1,-0.16,18,1
52,EuroCOVIDhub-baseline,inc case,1,IT,Italy,1,1,1,0.94,1,0.08,31,1
52,EuroCOVIDhub-ensemble,inc case,1,IT,Italy,0.41,0.34,0.44,0.77,1,-0.09,26,1
52,epiforecasts-tsensemble,inc case,1,IT,Italy,1.53,1.33,1.03,0.75,0.88,0.21,16,1
52,ECDC-norrsken_blue,inc case,2,IT,Italy,0.3,0.28,0.28,0.94,1,0.28,18,1
52,ECDC-norrsken_green,inc case,2,IT,Italy,0.1,0.09,0.09,0.78,1,-0.02,18,1
52,EuroCOVIDhub-baseline,inc case,2,IT,Italy,1,1,1,0.97,1,0.08,31,1
52,EuroCOVIDhub-ensemble,inc case,2,IT,Italy,0.48,0.35,0.43,0.85,1,0,26,1
52,epiforecasts-tsensemble,inc case,2,IT,Italy,1.4,1.16,0.95,0.75,0.88,0.21,16,1
52,ECDC-norrsken_blue,inc case,3,IT,Italy,0.49,0.37,0.35,0.39,1,0.5,18,1
52,ECDC-norrsken_green,inc case,3,IT,Italy,0.12,0.1,0.1,0.78,1,0.04,18,1
52,EuroCOVIDhub-baseline,inc case,3,IT,Italy,1,1,1,0.97,1,0.08,31,1
52,EuroCOVIDhub-ensemble,inc case,3,IT,Italy,0.57,0.37,0.46,0.85,1,0.04,26,1
52,epiforecasts-tsensemble,inc case,3,IT,Italy,1.51,1.03,0.83,0.62,0.88,0.16,16,1
52,ECDC-norrsken_blue,inc case,4,IT,Italy,0.72,0.48,0.45,0.22,1,0.64,18,1
52,ECDC-norrsken_green,inc case,4,IT,Italy,0.13,0.11,0.11,0.83,1,0.07,18,1
52,EuroCOVIDhub-baseline,inc case,4,IT,Italy,1,1,1,1,1,0.08,31,1
52,EuroCOVIDhub-ensemble,inc case,4,IT,Italy,0.6,0.39,0.47,0.77,1,0.07,26,1
52,epiforecasts-tsensemble,inc case,4,IT,Italy,1.57,0.94,0.76,0.62,0.88,0.14,16,1
52,ECDC-norrsken_blue,inc case,4,LI,Liechtenstein,3.27,0.39,0.38,0.25,1,0.62,16,1
52,ECDC-norrsken_green,inc case,4,LI,Liechtenstein,3.99,0.74,0.66,0.38,0.88,0.54,16,1
52,EuroCOVIDhub-baseline,inc case,4,LI,Liechtenstein,1,1,1,1,1,-0.01,29,1
52,EuroCOVIDhub-ensemble,inc case,4,LI,Liechtenstein,1.12,0.31,0.3,0.94,1,0.16,16,1
52,epiforecasts-tsensemble,inc case,4,LI,Liechtenstein,0.63,0.03,0.04,1,1,0.02,12,1
52,ECDC-norrsken_blue,inc case,3,LI,Liechtenstein,1.85,0.36,0.34,0.62,1,0.53,16,1
52,ECDC-norrsken_green,inc case,3,LI,Liechtenstein,1.64,0.35,0.31,0.62,0.88,0.44,16,1
52,EuroCOVIDhub-baseline,inc case,3,LI,Liechtenstein,1,1,1,1,1,-0.02,28,1
52,EuroCOVIDhub-ensemble,inc case,3,LI,Liechtenstein,0.71,0.28,0.27,0.94,1,0.17,16,1
52,Lydia-SARIMA,inc case,3,LI,Liechtenstein,1.54,1.98,1.93,1,1,0.02,23,1
52,epiforecasts-tsensemble,inc case,3,LI,Liechtenstein,0.58,0.06,0.07,1,1,0.06,11,1
52,ECDC-norrsken_blue,inc case,2,LI,Liechtenstein,1.26,0.31,0.28,0.75,1,0.42,16,1
52,ECDC-norrsken_green,inc case,2,LI,Liechtenstein,0.89,0.2,0.18,0.56,0.94,0.41,16,1
52,EuroCOVIDhub-baseline,inc case,2,LI,Liechtenstein,1,1,1,1,1,-0.04,27,1
52,EuroCOVIDhub-ensemble,inc case,2,LI,Liechtenstein,0.59,0.22,0.2,0.88,1,0.16,16,1
52,Lydia-SARIMA,inc case,2,LI,Liechtenstein,1.27,2.25,2.12,1,1,0.02,23,1
52,epiforecasts-tsensemble,inc case,2,LI,Liechtenstein,0.77,0.08,0.11,0.91,1,0.05,11,1
52,ECDC-norrsken_blue,inc case,1,LI,Liechtenstein,0.99,0.31,0.27,0.75,1,0.31,16,1
52,ECDC-norrsken_green,inc case,1,LI,Liechtenstein,0.55,0.16,0.13,0.62,0.81,0.31,16,1
52,EuroCOVIDhub-baseline,inc case,1,LI,Liechtenstein,1,1,1,0.92,1,-0.08,26,1
52,EuroCOVIDhub-ensemble,inc case,1,LI,Liechtenstein,0.46,0.16,0.15,0.88,1,0.15,16,1
52,Lydia-SARIMA,inc case,1,LI,Liechtenstein,1.33,2.43,2.13,1,1,0.02,23,1
52,epiforecasts-tsensemble,inc case,1,LI,Liechtenstein,0.65,0.08,0.14,1,1,0.07,11,1
52,ECDC-norrsken_blue,inc case,1,LT,Lithuania,1.36,0.98,1.12,0.62,1,0.32,13,1
52,ECDC-norrsken_green,inc case,1,LT,Lithuania,1.4,1.02,1.16,0.31,0.85,0.25,13,1
52,EuroCOVIDhub-baseline,inc case,1,LT,Lithuania,1,1,1,0.63,1,0.12,27,1
52,EuroCOVIDhub-ensemble,inc case,1,LT,Lithuania,0.95,0.76,0.82,0.73,1,0.14,22,1
52,Lydia-SARIMA,inc case,1,LT,Lithuania,6.68,7.62,4.91,1,1,0.17,21,1
52,epiforecasts-tsensemble,inc case,1,LT,Lithuania,1.2,0.83,0.91,0.65,0.78,-0.01,23,1
52,ECDC-norrsken_blue,inc case,2,LT,Lithuania,1.13,0.65,0.66,0.85,1,0.31,13,1
52,ECDC-norrsken_green,inc case,2,LT,Lithuania,1.22,0.69,0.69,0.23,0.92,0.24,13,1
52,EuroCOVIDhub-baseline,inc case,2,LT,Lithuania,1,1,1,0.85,1,0.11,27,1
52,EuroCOVIDhub-ensemble,inc case,2,LT,Lithuania,0.88,0.58,0.68,0.86,1,0.1,22,1
52,Lydia-SARIMA,inc case,2,LT,Lithuania,6.7,5.45,4.09,1,1,0.18,21,1
52,epiforecasts-tsensemble,inc case,2,LT,Lithuania,1.04,0.55,0.62,0.64,0.82,-0.05,22,1
52,ECDC-norrsken_blue,inc case,3,LT,Lithuania,0.99,0.56,0.52,0.77,1,0.32,13,1
52,ECDC-norrsken_green,inc case,3,LT,Lithuania,1.1,0.59,0.56,0.38,0.92,0.21,13,1
52,EuroCOVIDhub-baseline,inc case,3,LT,Lithuania,1,1,1,0.81,1,0.08,27,1
52,EuroCOVIDhub-ensemble,inc case,3,LT,Lithuania,0.89,0.55,0.66,0.78,1,0.11,23,1
52,Lydia-SARIMA,inc case,3,LT,Lithuania,5.85,4.22,3.43,1,1,0.2,21,1
52,epiforecasts-tsensemble,inc case,3,LT,Lithuania,1.04,0.53,0.63,0.48,0.78,-0.08,23,1
52,ECDC-norrsken_blue,inc case,4,LT,Lithuania,1.41,0.7,0.59,0.71,1,0.37,14,1
52,ECDC-norrsken_green,inc case,4,LT,Lithuania,0.91,0.62,0.52,0.5,0.93,0.09,14,1
52,EuroCOVIDhub-baseline,inc case,4,LT,Lithuania,1,1,1,0.81,1,0.1,27,1
52,EuroCOVIDhub-ensemble,inc case,4,LT,Lithuania,0.97,0.55,0.64,0.71,1,0.09,24,1
52,epiforecasts-tsensemble,inc case,4,LT,Lithuania,1.02,0.5,0.61,0.38,0.79,-0.11,24,1
52,ECDC-norrsken_blue,inc death,1,LT,Lithuania,2.95,1.93,2.15,0.23,0.92,0.72,13,1
52,ECDC-norrsken_green,inc death,1,LT,Lithuania,2.29,1.61,1.8,0.23,0.46,0.79,13,1
52,EuroCOVIDhub-baseline,inc death,1,LT,Lithuania,1,1,1,0.89,1,0.02,27,1
52,EuroCOVIDhub-ensemble,inc death,1,LT,Lithuania,1.15,0.84,0.82,0.77,1,0.18,22,1
52,Lydia-SARIMA,inc death,1,LT,Lithuania,0.93,2.58,2.36,1,1,0.01,21,1
52,epiforecasts-tsensemble,inc death,1,LT,Lithuania,0.87,0.42,0.38,0.74,1,-0.06,23,1
52,ECDC-norrsken_blue,inc death,2,LT,Lithuania,3.13,1.66,1.79,0.15,1,0.73,13,1
52,ECDC-norrsken_green,inc death,2,LT,Lithuania,2.52,1.36,1.47,0.15,0.31,0.86,13,1
52,EuroCOVIDhub-baseline,inc death,2,LT,Lithuania,1,1,1,1,1,0.01,27,1
52,EuroCOVIDhub-ensemble,inc death,2,LT,Lithuania,1.12,0.79,0.8,0.73,1,0.19,22,1
52,Lydia-SARIMA,inc death,2,LT,Lithuania,0.92,1.95,1.88,1,1,0.01,21,1
52,epiforecasts-tsensemble,inc death,2,LT,Lithuania,0.67,0.34,0.3,0.68,1,-0.07,22,1
52,ECDC-norrsken_blue,inc death,3,LT,Lithuania,4.55,1.59,1.65,0.15,1,0.72,13,1
52,ECDC-norrsken_green,inc death,3,LT,Lithuania,4.07,1.51,1.56,0.15,0.54,0.81,13,1
52,EuroCOVIDhub-baseline,inc death,3,LT,Lithuania,1,1,1,1,1,0.01,27,1
52,EuroCOVIDhub-ensemble,inc death,3,LT,Lithuania,1.34,0.82,0.81,0.7,1,0.16,23,1
52,Lydia-SARIMA,inc death,3,LT,Lithuania,1.08,1.73,1.72,1,1,0.02,21,1
52,epiforecasts-tsensemble,inc death,3,LT,Lithuania,0.74,0.26,0.26,0.57,1,-0.15,23,1
52,ECDC-norrsken_blue,inc death,4,LT,Lithuania,5.54,1.67,1.74,0.07,1,0.74,14,1
52,ECDC-norrsken_green,inc death,4,LT,Lithuania,7.02,2.26,2.35,0,0.5,0.89,14,1
52,EuroCOVIDhub-baseline,inc death,4,LT,Lithuania,1,1,1,1,1,0.01,27,1
52,EuroCOVIDhub-ensemble,inc death,4,LT,Lithuania,1.63,0.89,0.87,0.75,1,0.25,24,1
52,epiforecasts-tsensemble,inc death,4,LT,Lithuania,0.8,0.25,0.24,0.71,1,-0.16,24,1
52,ECDC-norrsken_blue,inc case,1,LU,Luxembourg,1.12,0.78,0.79,0.72,1,0.19,18,1
52,ECDC-norrsken_green,inc case,1,LU,Luxembourg,0.75,0.52,0.52,0.39,0.89,0.26,18,1
52,EuroCOVIDhub-baseline,inc case,1,LU,Luxembourg,1,1,1,0.84,1,0.03,31,1
52,EuroCOVIDhub-ensemble,inc case,1,LU,Luxembourg,0.81,0.58,0.59,0.85,1,0.07,27,1
52,Lydia-SARIMA,inc case,1,LU,Luxembourg,1.14,1.87,1.69,1,1,0.03,24,1
52,epiforecasts-tsensemble,inc case,1,LU,Luxembourg,1.02,0.64,0.68,0.52,0.85,0.06,27,1
52,ECDC-norrsken_blue,inc case,2,LU,Luxembourg,1.13,0.72,0.7,0.78,1,0.19,18,1
52,ECDC-norrsken_green,inc case,2,LU,Luxembourg,0.73,0.44,0.43,0.5,0.83,0.26,18,1
52,EuroCOVIDhub-baseline,inc case,2,LU,Luxembourg,1,1,1,0.9,1,0.02,31,1
52,EuroCOVIDhub-ensemble,inc case,2,LU,Luxembourg,0.79,0.54,0.55,0.89,1,0.1,27,1
52,Lydia-SARIMA,inc case,2,LU,Luxembourg,1.24,1.82,1.69,1,1,0.03,24,1
52,epiforecasts-tsensemble,inc case,2,LU,Luxembourg,1.03,0.56,0.61,0.33,0.81,0.06,27,1
52,ECDC-norrsken_blue,inc case,3,LU,Luxembourg,1.21,0.69,0.66,0.78,1,0.23,18,1
52,ECDC-norrsken_green,inc case,3,LU,Luxembourg,0.74,0.39,0.38,0.33,0.83,0.29,18,1
52,EuroCOVIDhub-baseline,inc case,3,LU,Luxembourg,1,1,1,1,1,0.02,31,1
52,EuroCOVIDhub-ensemble,inc case,3,LU,Luxembourg,0.8,0.5,0.53,0.85,1,0.12,27,1
52,Lydia-SARIMA,inc case,3,LU,Luxembourg,1.3,1.72,1.64,1,1,0.04,24,1
52,epiforecasts-tsensemble,inc case,3,LU,Luxembourg,1,0.47,0.51,0.37,0.78,0.09,27,1
52,ECDC-norrsken_blue,inc case,4,LU,Luxembourg,1.32,0.67,0.64,0.83,1,0.28,18,1
52,ECDC-norrsken_green,inc case,4,LU,Luxembourg,0.73,0.36,0.34,0.28,1,0.19,18,1
52,EuroCOVIDhub-baseline,inc case,4,LU,Luxembourg,1,1,1,1,1,0.03,31,1
52,EuroCOVIDhub-ensemble,inc case,4,LU,Luxembourg,0.87,0.47,0.51,0.85,1,0.1,27,1
52,epiforecasts-tsensemble,inc case,4,LU,Luxembourg,1.02,0.4,0.41,0.41,0.89,-0,27,1
52,EuroCOVIDhub-baseline,inc case,1,LV,Latvia,1,1,1,1,1,-0.1,10,1
52,Lydia-SARIMA,inc case,1,LV,Latvia,0.8,1.43,1.33,1,1,0.05,4,1
52,Lydia-simpleARIMA,inc case,1,LV,Latvia,1.04,1.51,1.51,1,1,0.08,6,1
52,epiforecasts-EpiNow2,inc case,1,LV,Latvia,0.99,0.38,0.42,0.5,0.75,0.17,8,1
52,fjordhest-ensemble,inc case,1,LV,Latvia,0.68,0.21,0.21,0.7,1,-0.24,10,1
52,EuroCOVIDhub-baseline,inc case,2,LV,Latvia,1,1,1,1,1,-0.08,9,1
52,EuroCOVIDhub-ensemble,inc case,2,LV,Latvia,0.81,0.38,0.35,1,1,-0.06,9,1
52,Lydia-simpleARIMA,inc case,2,LV,Latvia,2.62,1.75,2.04,1,1,0.1,5,1
52,fjordhest-ensemble,inc case,2,LV,Latvia,0.95,0.21,0.19,0.78,1,-0.3,9,1
52,EuroCOVIDhub-baseline,inc case,3,LV,Latvia,1,1,1,1,1,-0.09,8,1
52,EuroCOVIDhub-ensemble,inc case,3,LV,Latvia,0.93,0.34,0.32,1,1,-0.08,8,1
52,Lydia-simpleARIMA,inc case,3,LV,Latvia,5.87,2.25,2.91,1,1,0.15,4,1
52,epiforecasts-weeklygrowth,inc case,3,LV,Latvia,1.07,0.19,0.17,0.75,1,-0.36,8,1
52,fjordhest-ensemble,inc case,3,LV,Latvia,1.28,0.21,0.19,0.62,1,-0.31,8,1
52,EuroCOVIDhub-baseline,inc case,4,LV,Latvia,1,1,1,1,1,-0.09,7,1
52,EuroCOVIDhub-ensemble,inc case,4,LV,Latvia,0.98,0.22,0.22,0.86,1,-0.21,7,1
52,epiforecasts-tsensemble,inc case,4,LV,Latvia,1.08,0.13,0.13,0.43,1,-0.49,7,1
52,epiforecasts-weeklygrowth,inc case,4,LV,Latvia,1.24,0.15,0.15,0.57,1,-0.47,7,1
52,fjordhest-ensemble,inc case,4,LV,Latvia,1.42,0.16,0.16,0.71,1,-0.4,7,1
52,EuroCOVIDhub-baseline,inc death,1,LV,Latvia,1,1,1,0.8,1,-0.32,10,1
52,Lydia-SARIMA,inc death,1,LV,Latvia,1.31,1.1,1.11,0.5,1,-0.55,4,1
52,Lydia-simpleARIMA,inc death,1,LV,Latvia,1.34,1.1,1.08,0.5,1,-0.53,6,1
52,epiforecasts-EpiNow2,inc death,1,LV,Latvia,0.6,0.7,0.73,0.5,1,-0.51,8,1
52,fjordhest-ensemble,inc death,1,LV,Latvia,0.8,0.88,0.84,0.6,1,-0.42,10,1
52,EuroCOVIDhub-baseline,inc death,2,LV,Latvia,1,1,1,0.89,1,-0.32,9,1
52,EuroCOVIDhub-ensemble,inc death,2,LV,Latvia,1.05,0.92,0.91,0.33,1,-0.58,9,1
52,Lydia-simpleARIMA,inc death,2,LV,Latvia,1.29,1,1.04,0.6,1,-0.5,5,1
52,fjordhest-ensemble,inc death,2,LV,Latvia,0.9,0.87,0.84,0.56,1,-0.46,9,1
52,EuroCOVIDhub-baseline,inc death,3,LV,Latvia,1,1,1,0.75,1,-0.34,8,1
52,EuroCOVIDhub-ensemble,inc death,3,LV,Latvia,1.06,0.93,0.91,0.25,1,-0.6,8,1
52,Lydia-simpleARIMA,inc death,3,LV,Latvia,1.37,1.03,1.1,1,1,-0.4,4,1
52,epiforecasts-weeklygrowth,inc death,3,LV,Latvia,1.41,1.47,1.45,0,0.75,-0.88,8,1
52,fjordhest-ensemble,inc death,3,LV,Latvia,0.96,0.91,0.88,0.62,1,-0.46,8,1
52,EuroCOVIDhub-baseline,inc death,4,LV,Latvia,1,1,1,1,1,-0.29,7,1
52,EuroCOVIDhub-ensemble,inc death,4,LV,Latvia,1.06,0.97,0.97,0.43,1,-0.61,7,1
52,epiforecasts-tsensemble,inc death,4,LV,Latvia,1.08,1.48,1.48,0.14,0.29,-0.9,7,1
52,epiforecasts-weeklygrowth,inc death,4,LV,Latvia,1.36,1.52,1.52,0,0.71,-0.89,7,1
52,fjordhest-ensemble,inc death,4,LV,Latvia,0.92,0.84,0.84,0.71,1,-0.46,7,1
52,ECDC-norrsken_blue,inc case,1,MT,Malta,1.64,0.87,0.97,0.28,0.94,0.43,18,1
52,ECDC-norrsken_green,inc case,1,MT,Malta,2.57,1.41,1.54,0.11,0.44,0.54,18,1
52,EuroCOVIDhub-baseline,inc case,1,MT,Malta,1,1,1,0.94,1,0.09,31,1
52,EuroCOVIDhub-ensemble,inc case,1,MT,Malta,1.11,0.64,0.58,0.57,0.93,0.21,28,1
52,epiforecasts-tsensemble,inc case,1,MT,Malta,1.05,0.57,0.51,0.67,0.93,0.18,27,1
52,ECDC-norrsken_blue,inc case,2,MT,Malta,2,0.78,0.86,0.33,0.94,0.55,18,1
52,ECDC-norrsken_green,inc case,2,MT,Malta,3.35,1.25,1.35,0.22,0.56,0.6,18,1
52,EuroCOVIDhub-baseline,inc case,2,MT,Malta,1,1,1,1,1,0.07,31,1
52,EuroCOVIDhub-ensemble,inc case,2,MT,Malta,1.16,0.53,0.48,0.5,0.93,0.27,28,1
52,epiforecasts-tsensemble,inc case,2,MT,Malta,1.07,0.4,0.37,0.59,0.93,0.17,27,1
52,ECDC-norrsken_blue,inc case,3,MT,Malta,2.55,0.79,0.85,0.28,0.94,0.62,18,1
52,ECDC-norrsken_green,inc case,3,MT,Malta,4.7,1.39,1.42,0.11,0.67,0.58,18,1
52,EuroCOVIDhub-baseline,inc case,3,MT,Malta,1,1,1,1,1,0.06,31,1
52,EuroCOVIDhub-ensemble,inc case,3,MT,Malta,1.2,0.48,0.45,0.46,0.96,0.29,28,1
52,epiforecasts-tsensemble,inc case,3,MT,Malta,1.1,0.29,0.29,0.41,0.93,0.14,27,1
52,ECDC-norrsken_blue,inc case,4,MT,Malta,3.3,0.84,0.86,0.22,0.94,0.68,18,1
52,ECDC-norrsken_green,inc case,4,MT,Malta,6.89,1.81,1.76,0.06,0.72,0.66,18,1
52,EuroCOVIDhub-baseline,inc case,4,MT,Malta,1,1,1,1,1,0.06,31,1
52,EuroCOVIDhub-ensemble,inc case,4,MT,Malta,1.23,0.46,0.44,0.5,0.96,0.33,28,1
52,epiforecasts-tsensemble,inc case,4,MT,Malta,1.07,0.23,0.25,0.44,0.93,0.1,27,1
52,EuroCOVIDhub-baseline,inc death,1,MT,Malta,1,1,1,0.87,1,0.07,31,1
52,epiforecasts-tsensemble,inc death,1,MT,Malta,0.87,0.7,0.7,0.74,1,0.15,27,1
52,EuroCOVIDhub-baseline,inc death,2,MT,Malta,1,1,1,0.9,1,0.07,31,1
52,epiforecasts-tsensemble,inc death,2,MT,Malta,0.89,0.81,0.81,0.78,0.96,0.12,27,1
52,EuroCOVIDhub-baseline,inc death,3,MT,Malta,1,1,1,0.9,1,0.05,31,1
52,epiforecasts-tsensemble,inc death,3,MT,Malta,0.97,0.75,0.75,0.74,0.96,0.17,27,1
52,EuroCOVIDhub-baseline,inc death,4,MT,Malta,1,1,1,0.94,1,0.05,31,1
52,epiforecasts-tsensemble,inc death,4,MT,Malta,1.15,0.58,0.58,0.74,1,0.16,27,1
52,ECDC-norrsken_blue,inc case,1,NL,Netherlands,0.36,0.06,0.04,0.65,1,-0.18,17,1
52,ECDC-norrsken_green,inc case,1,NL,Netherlands,0.46,0.04,0.03,0.41,0.88,0.2,17,1
52,EuroCOVIDhub-baseline,inc case,1,NL,Netherlands,1,1,1,1,1,-0.01,31,1
52,EuroCOVIDhub-ensemble,inc case,1,NL,Netherlands,0.39,0.09,0.13,0.88,1,0.03,26,1
52,epiforecasts-tsensemble,inc case,1,NL,Netherlands,0.49,0.04,0.05,0.6,0.8,-0.24,20,1
52,ECDC-norrsken_blue,inc case,2,NL,Netherlands,0.35,0.06,0.05,0.71,1,-0.12,17,1
52,ECDC-norrsken_green,inc case,2,NL,Netherlands,0.56,0.05,0.04,0.29,0.82,0.2,17,1
52,EuroCOVIDhub-baseline,inc case,2,NL,Netherlands,1,1,1,1,1,0.01,31,1
52,EuroCOVIDhub-ensemble,inc case,2,NL,Netherlands,0.51,0.09,0.14,0.96,1,0.03,26,1
52,epiforecasts-tsensemble,inc case,2,NL,Netherlands,0.58,0.04,0.04,0.65,0.8,-0.35,20,1
52,ECDC-norrsken_blue,inc case,3,NL,Netherlands,0.34,0.07,0.05,0.82,1,-0.03,17,1
52,ECDC-norrsken_green,inc case,3,NL,Netherlands,0.61,0.05,0.04,0.35,0.82,0.18,17,1
52,EuroCOVIDhub-baseline,inc case,3,NL,Netherlands,1,1,1,1,1,0.02,31,1
52,EuroCOVIDhub-ensemble,inc case,3,NL,Netherlands,0.53,0.1,0.15,0.92,1,0.02,26,1
52,epiforecasts-tsensemble,inc case,3,NL,Netherlands,0.65,0.04,0.04,0.5,0.75,-0.43,20,1
52,ECDC-norrsken_blue,inc case,4,NL,Netherlands,0.43,0.07,0.05,0.88,1,0.11,17,1
