weeks_included,model,target_variable,horizon,location,location_name,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc
52,EuroCOVIDhub-baseline,inc hosp,2,Overall,NA,1,1,1,0.81,1,-0.03,31,1
52,EuroCOVIDhub-ensemble,inc hosp,2,Overall,NA,0.98,0.87,0.88,0.68,1,0.03,28,1
52,epiforecasts-tsensemble,inc hosp,2,Overall,NA,1.07,1.01,1.03,0.46,0.86,-0.16,28,1
52,ECDC-norrsken_green,inc hosp,3,Overall,NA,1.22,1.15,1.11,0.29,0.53,0.72,17,1
52,EuroCOVIDhub-baseline,inc hosp,3,Overall,NA,1,1,1,0.81,1,-0.01,31,1
52,EuroCOVIDhub-ensemble,inc hosp,3,Overall,NA,1,0.88,0.89,0.75,1,0.06,28,1
52,epiforecasts-tsensemble,inc hosp,3,Overall,NA,1.11,1.05,1.07,0.54,0.79,-0.15,28,1
52,ECDC-norrsken_green,inc hosp,4,Overall,NA,1.22,1.17,1.1,0.29,0.47,0.68,17,1
52,EuroCOVIDhub-baseline,inc hosp,4,Overall,NA,1,1,1,0.71,1,-0.01,31,1
52,EuroCOVIDhub-ensemble,inc hosp,4,Overall,NA,0.99,0.88,0.89,0.71,1,0.05,28,1
52,epiforecasts-tsensemble,inc hosp,4,Overall,NA,1.1,1.07,1.11,0.46,0.75,-0.14,28,1
52,ECDC-norrsken_blue,inc case,1,BE,Belgium,1.32,0.66,0.68,0.41,1,0.13,17,1
52,ECDC-norrsken_green,inc case,1,BE,Belgium,1.27,0.63,0.66,0.18,0.71,0.32,17,1
52,EuroCOVIDhub-baseline,inc case,1,BE,Belgium,1,1,1,0.97,1,0.17,31,1
52,EuroCOVIDhub-ensemble,inc case,1,BE,Belgium,1,0.53,0.54,0.74,1,0.28,27,1
52,epiforecasts-tsensemble,inc case,1,BE,Belgium,1.02,0.41,0.38,0.56,0.93,0.35,27,1
52,ECDC-norrsken_blue,inc case,2,BE,Belgium,1.36,0.54,0.53,0.47,1,0.09,17,1
52,ECDC-norrsken_green,inc case,2,BE,Belgium,1.31,0.49,0.49,0.12,0.59,0.24,17,1
52,EuroCOVIDhub-baseline,inc case,2,BE,Belgium,1,1,1,1,1,0.1,31,1
52,EuroCOVIDhub-ensemble,inc case,2,BE,Belgium,1.03,0.46,0.49,0.78,1,0.26,27,1
52,epiforecasts-tsensemble,inc case,2,BE,Belgium,1.04,0.33,0.32,0.56,0.96,0.32,27,1
52,ECDC-norrsken_blue,inc case,3,BE,Belgium,1.45,0.5,0.47,0.59,1,0.11,17,1
52,ECDC-norrsken_green,inc case,3,BE,Belgium,1.38,0.44,0.42,0.18,0.59,0.19,17,1
52,EuroCOVIDhub-baseline,inc case,3,BE,Belgium,1,1,1,1,1,0.08,31,1
52,EuroCOVIDhub-ensemble,inc case,3,BE,Belgium,1.08,0.43,0.48,0.74,1,0.26,27,1
52,epiforecasts-tsensemble,inc case,3,BE,Belgium,1.08,0.28,0.28,0.48,0.93,0.3,27,1
52,ECDC-norrsken_blue,inc case,4,BE,Belgium,1.54,0.47,0.43,0.65,1,0.15,17,1
52,ECDC-norrsken_green,inc case,4,BE,Belgium,1.46,0.41,0.38,0.18,0.53,0.19,17,1
52,EuroCOVIDhub-baseline,inc case,4,BE,Belgium,1,1,1,1,1,0.06,31,1
52,EuroCOVIDhub-ensemble,inc case,4,BE,Belgium,1.11,0.39,0.44,0.74,1,0.24,27,1
52,epiforecasts-tsensemble,inc case,4,BE,Belgium,1.1,0.25,0.25,0.48,0.93,0.25,27,1
52,ECDC-norrsken_blue,inc case,1,BG,Bulgaria,1.44,1.12,1,0.47,1,0.31,17,1
52,ECDC-norrsken_green,inc case,1,BG,Bulgaria,1.35,1.08,0.96,0.29,0.59,0.38,17,1
52,EuroCOVIDhub-baseline,inc case,1,BG,Bulgaria,1,1,1,0.57,1,0.12,30,1
52,EuroCOVIDhub-ensemble,inc case,1,BG,Bulgaria,0.93,0.69,0.74,0.48,1,0.23,27,1
52,epiforecasts-tsensemble,inc case,1,BG,Bulgaria,0.97,0.75,0.8,0.56,0.78,0.29,27,1
52,fjordhest-ensemble,inc case,1,BG,Bulgaria,0.88,0.63,0.7,0.31,0.83,0.23,29,1
52,ECDC-norrsken_blue,inc case,2,BG,Bulgaria,1.48,0.9,0.78,0.47,1,0.35,17,1
52,ECDC-norrsken_green,inc case,2,BG,Bulgaria,1.3,0.79,0.69,0.18,0.71,0.42,17,1
52,EuroCOVIDhub-baseline,inc case,2,BG,Bulgaria,1,1,1,1,1,0.08,30,1
52,EuroCOVIDhub-ensemble,inc case,2,BG,Bulgaria,0.94,0.6,0.69,0.59,0.93,0.22,27,1
52,epiforecasts-tsensemble,inc case,2,BG,Bulgaria,1.04,0.65,0.74,0.56,0.78,0.29,27,1
52,ECDC-norrsken_blue,inc case,3,BG,Bulgaria,1.6,0.88,0.76,0.41,1,0.51,17,1
52,ECDC-norrsken_green,inc case,3,BG,Bulgaria,1.15,0.66,0.58,0.18,0.65,0.54,17,1
52,EuroCOVIDhub-baseline,inc case,3,BG,Bulgaria,1,1,1,1,1,0.09,30,1
52,EuroCOVIDhub-ensemble,inc case,3,BG,Bulgaria,0.95,0.56,0.64,0.67,0.89,0.31,27,1
52,epiforecasts-tsensemble,inc case,3,BG,Bulgaria,1.14,0.62,0.71,0.52,0.74,0.34,27,1
52,ECDC-norrsken_blue,inc case,4,BG,Bulgaria,1.72,0.89,0.76,0.41,0.94,0.55,17,1
52,ECDC-norrsken_green,inc case,4,BG,Bulgaria,1.2,0.62,0.54,0.18,0.65,0.53,17,1
52,EuroCOVIDhub-baseline,inc case,4,BG,Bulgaria,1,1,1,1,1,0.09,30,1
52,EuroCOVIDhub-ensemble,inc case,4,BG,Bulgaria,0.99,0.55,0.64,0.63,0.89,0.33,27,1
52,epiforecasts-tsensemble,inc case,4,BG,Bulgaria,1.22,0.6,0.7,0.48,0.78,0.34,27,1
52,ECDC-norrsken_blue,inc death,1,BG,Bulgaria,3.26,2.21,1.86,0.35,0.82,0.59,17,1
52,ECDC-norrsken_green,inc death,1,BG,Bulgaria,2.27,1.65,1.38,0.24,0.47,0.66,17,1
52,EuroCOVIDhub-baseline,inc death,1,BG,Bulgaria,1,1,1,0.87,1,-0.01,30,1
52,EuroCOVIDhub-ensemble,inc death,1,BG,Bulgaria,1.1,0.74,0.79,0.63,0.96,0.08,27,1
52,epiforecasts-tsensemble,inc death,1,BG,Bulgaria,1.04,0.67,0.77,0.48,0.89,0.03,27,1
52,fjordhest-ensemble,inc death,1,BG,Bulgaria,0.98,0.54,0.62,0.62,0.97,0.1,29,1
52,ECDC-norrsken_blue,inc death,2,BG,Bulgaria,4.01,1.81,1.55,0.29,0.88,0.62,17,1
52,ECDC-norrsken_green,inc death,2,BG,Bulgaria,3.08,1.51,1.28,0.24,0.41,0.7,17,1
52,EuroCOVIDhub-baseline,inc death,2,BG,Bulgaria,1,1,1,1,1,0.01,30,1
52,EuroCOVIDhub-ensemble,inc death,2,BG,Bulgaria,1.24,0.68,0.74,0.63,0.96,0.12,27,1
52,epiforecasts-tsensemble,inc death,2,BG,Bulgaria,1.06,0.49,0.61,0.37,0.85,0.04,27,1
52,ECDC-norrsken_blue,inc death,3,BG,Bulgaria,5.58,1.92,1.61,0.24,0.76,0.7,17,1
52,ECDC-norrsken_green,inc death,3,BG,Bulgaria,4.96,1.9,1.58,0.29,0.41,0.74,17,1
52,EuroCOVIDhub-baseline,inc death,3,BG,Bulgaria,1,1,1,1,1,0.01,30,1
52,EuroCOVIDhub-ensemble,inc death,3,BG,Bulgaria,1.28,0.68,0.74,0.56,1,0.16,27,1
52,epiforecasts-tsensemble,inc death,3,BG,Bulgaria,1.06,0.4,0.52,0.48,0.81,0.1,27,1
52,ECDC-norrsken_blue,inc death,4,BG,Bulgaria,6.39,1.92,1.6,0.18,0.82,0.73,17,1
52,ECDC-norrsken_green,inc death,4,BG,Bulgaria,7.25,2.62,2.16,0.24,0.35,0.78,17,1
52,EuroCOVIDhub-baseline,inc death,4,BG,Bulgaria,1,1,1,1,1,0.02,30,1
52,EuroCOVIDhub-ensemble,inc death,4,BG,Bulgaria,1.34,0.68,0.74,0.52,1,0.15,27,1
52,epiforecasts-tsensemble,inc death,4,BG,Bulgaria,1.07,0.35,0.47,0.59,0.81,0.09,27,1
52,ECDC-norrsken_blue,inc case,1,CZ,Czechia,1.32,0.87,0.85,0.67,0.89,0.36,18,1
52,ECDC-norrsken_green,inc case,1,CZ,Czechia,1.21,0.91,0.89,0.33,0.56,0.34,18,1
52,EuroCOVIDhub-baseline,inc case,1,CZ,Czechia,1,1,1,0.55,1,-0.08,31,1
52,EuroCOVIDhub-ensemble,inc case,1,CZ,Czechia,1.14,0.74,0.78,0.66,0.9,0.03,29,1
52,ECDC-norrsken_blue,inc case,2,CZ,Czechia,1.41,0.89,0.87,0.61,0.89,0.38,18,1
52,ECDC-norrsken_green,inc case,2,CZ,Czechia,1.31,0.93,0.91,0.33,0.56,0.28,18,1
52,EuroCOVIDhub-baseline,inc case,2,CZ,Czechia,1,1,1,0.77,1,-0.05,31,1
52,EuroCOVIDhub-ensemble,inc case,2,CZ,Czechia,1.16,0.71,0.74,0.76,0.9,0.02,29,1
52,ECDC-norrsken_blue,inc case,3,CZ,Czechia,1.51,0.91,0.9,0.5,0.89,0.43,18,1
52,ECDC-norrsken_green,inc case,3,CZ,Czechia,1.41,0.95,0.94,0.28,0.56,0.22,18,1
52,EuroCOVIDhub-baseline,inc case,3,CZ,Czechia,1,1,1,0.84,1,-0.02,31,1
52,EuroCOVIDhub-ensemble,inc case,3,CZ,Czechia,1.21,0.69,0.71,0.79,0.93,0.07,29,1
52,ECDC-norrsken_blue,inc case,4,CZ,Czechia,1.64,0.96,0.96,0.39,0.89,0.51,18,1
52,ECDC-norrsken_green,inc case,4,CZ,Czechia,1.52,0.98,0.97,0.22,0.56,0.17,18,1
52,EuroCOVIDhub-baseline,inc case,4,CZ,Czechia,1,1,1,0.9,1,0.01,31,1
52,EuroCOVIDhub-ensemble,inc case,4,CZ,Czechia,1.22,0.69,0.7,0.79,0.93,0.11,29,1
52,ECDC-norrsken_green,inc hosp,1,CZ,Czechia,1.31,1.2,1.18,0.24,0.53,0.76,17,1
52,EuroCOVIDhub-baseline,inc hosp,1,CZ,Czechia,1,1,1,0.81,1,-0.01,31,1
52,EuroCOVIDhub-ensemble,inc hosp,1,CZ,Czechia,0.99,0.85,0.85,0.68,1,-0,28,1
52,epiforecasts-tsensemble,inc hosp,1,CZ,Czechia,1.09,0.99,1.01,0.5,0.86,-0.16,28,1
52,ECDC-norrsken_green,inc hosp,2,CZ,Czechia,1.23,1.17,1.12,0.24,0.59,0.74,17,1
52,EuroCOVIDhub-baseline,inc hosp,2,CZ,Czechia,1,1,1,0.81,1,-0.03,31,1
52,EuroCOVIDhub-ensemble,inc hosp,2,CZ,Czechia,0.98,0.87,0.88,0.68,1,0.03,28,1
52,epiforecasts-tsensemble,inc hosp,2,CZ,Czechia,1.07,1.01,1.03,0.46,0.86,-0.16,28,1
52,ECDC-norrsken_green,inc hosp,3,CZ,Czechia,1.22,1.15,1.11,0.29,0.53,0.72,17,1
52,EuroCOVIDhub-baseline,inc hosp,3,CZ,Czechia,1,1,1,0.81,1,-0.01,31,1
52,EuroCOVIDhub-ensemble,inc hosp,3,CZ,Czechia,1,0.88,0.89,0.75,1,0.06,28,1
52,epiforecasts-tsensemble,inc hosp,3,CZ,Czechia,1.11,1.05,1.07,0.54,0.79,-0.15,28,1
52,ECDC-norrsken_green,inc hosp,4,CZ,Czechia,1.22,1.17,1.1,0.29,0.47,0.68,17,1
52,EuroCOVIDhub-baseline,inc hosp,4,CZ,Czechia,1,1,1,0.71,1,-0.01,31,1
52,EuroCOVIDhub-ensemble,inc hosp,4,CZ,Czechia,0.99,0.88,0.89,0.71,1,0.05,28,1
52,epiforecasts-tsensemble,inc hosp,4,CZ,Czechia,1.1,1.07,1.11,0.46,0.75,-0.14,28,1
52,ECDC-norrsken_blue,inc case,1,EE,Estonia,1.09,0.79,0.84,0.65,1,0.31,17,1
52,ECDC-norrsken_green,inc case,1,EE,Estonia,1.43,1.07,1.12,0.12,0.59,0.37,17,1
52,EuroCOVIDhub-baseline,inc case,1,EE,Estonia,1,1,1,0.58,1,0.06,31,1
52,EuroCOVIDhub-ensemble,inc case,1,EE,Estonia,0.94,0.66,0.6,0.52,1,0.13,25,1
52,Lydia-SARIMA,inc case,1,EE,Estonia,4.16,4.39,4.02,1,1,0.15,24,1
52,epiforecasts-tsensemble,inc case,1,EE,Estonia,1.07,0.79,0.86,0.48,0.78,0.07,23,1
52,ECDC-norrsken_blue,inc case,2,EE,Estonia,1.03,0.64,0.64,0.65,1,0.32,17,1
52,ECDC-norrsken_green,inc case,2,EE,Estonia,1.43,0.88,0.88,0.29,0.71,0.42,17,1
52,EuroCOVIDhub-baseline,inc case,2,EE,Estonia,1,1,1,0.9,1,0.01,31,1
52,EuroCOVIDhub-ensemble,inc case,2,EE,Estonia,0.91,0.55,0.52,0.68,0.96,0.12,25,1
52,Lydia-SARIMA,inc case,2,EE,Estonia,4.92,3.74,3.56,1,1,0.18,24,1
52,epiforecasts-tsensemble,inc case,2,EE,Estonia,1.03,0.64,0.7,0.48,0.78,0.07,23,1
52,ECDC-norrsken_blue,inc case,3,EE,Estonia,1.07,0.57,0.56,0.53,1,0.33,17,1
52,ECDC-norrsken_green,inc case,3,EE,Estonia,1.58,0.82,0.8,0.12,0.71,0.44,17,1
52,EuroCOVIDhub-baseline,inc case,3,EE,Estonia,1,1,1,0.97,1,0.01,31,1
52,EuroCOVIDhub-ensemble,inc case,3,EE,Estonia,0.92,0.49,0.49,0.68,0.96,0.1,25,1
52,Lydia-SARIMA,inc case,3,EE,Estonia,6.21,3.57,3.43,1,1,0.19,24,1
52,epiforecasts-tsensemble,inc case,3,EE,Estonia,1.03,0.55,0.6,0.52,0.78,0.03,23,1
52,ECDC-norrsken_blue,inc case,4,EE,Estonia,1.23,0.55,0.51,0.53,1,0.36,17,1
52,ECDC-norrsken_green,inc case,4,EE,Estonia,1.89,0.8,0.74,0.24,0.71,0.29,17,1
52,EuroCOVIDhub-baseline,inc case,4,EE,Estonia,1,1,1,1,1,0.02,31,1
52,EuroCOVIDhub-ensemble,inc case,4,EE,Estonia,0.98,0.45,0.46,0.72,0.96,0.09,25,1
52,epiforecasts-tsensemble,inc case,4,EE,Estonia,1.05,0.48,0.54,0.52,0.78,0.03,23,1
52,ECDC-norrsken_blue,inc death,1,EE,Estonia,1.54,1.4,1.41,0.35,0.94,0.59,17,1
52,ECDC-norrsken_green,inc death,1,EE,Estonia,1.34,1.38,1.37,0.29,0.65,0.59,17,1
52,EuroCOVIDhub-baseline,inc death,1,EE,Estonia,1,1,1,0.68,1,0.03,31,1
52,EuroCOVIDhub-ensemble,inc death,1,EE,Estonia,1.16,0.96,0.92,0.68,1,0.08,25,1
52,Lydia-SARIMA,inc death,1,EE,Estonia,1.04,1.18,1.11,0.79,1,0.01,24,1
52,epiforecasts-tsensemble,inc death,1,EE,Estonia,1.17,1.03,1.13,0.48,0.83,0.04,23,1
52,ECDC-norrsken_blue,inc death,2,EE,Estonia,1.82,1.5,1.53,0.24,1,0.61,17,1
52,ECDC-norrsken_green,inc death,2,EE,Estonia,1.61,1.42,1.43,0.35,0.71,0.58,17,1
52,EuroCOVIDhub-baseline,inc death,2,EE,Estonia,1,1,1,0.77,1,0.03,31,1
52,EuroCOVIDhub-ensemble,inc death,2,EE,Estonia,1.15,0.88,0.81,0.72,1,0.12,25,1
52,Lydia-SARIMA,inc death,2,EE,Estonia,1,1.15,1.07,0.79,1,0.03,24,1
52,epiforecasts-tsensemble,inc death,2,EE,Estonia,1.24,0.91,1.04,0.65,0.83,0.07,23,1
52,ECDC-norrsken_blue,inc death,3,EE,Estonia,2.09,1.39,1.45,0.24,1,0.66,17,1
52,ECDC-norrsken_green,inc death,3,EE,Estonia,1.76,1.36,1.39,0.41,0.82,0.61,17,1
52,EuroCOVIDhub-baseline,inc death,3,EE,Estonia,1,1,1,0.84,1,0.02,31,1
52,EuroCOVIDhub-ensemble,inc death,3,EE,Estonia,1.16,0.81,0.76,0.8,1,0.09,25,1
52,Lydia-SARIMA,inc death,3,EE,Estonia,1.05,1.14,1.09,0.83,1,0.03,24,1
52,epiforecasts-tsensemble,inc death,3,EE,Estonia,1.14,0.64,0.67,0.83,0.91,0.08,23,1
52,ECDC-norrsken_blue,inc death,4,EE,Estonia,2.31,1.51,1.44,0.29,1,0.65,17,1
52,ECDC-norrsken_green,inc death,4,EE,Estonia,1.89,1.61,1.53,0.47,0.76,0.52,17,1
52,EuroCOVIDhub-baseline,inc death,4,EE,Estonia,1,1,1,0.84,1,0.02,31,1
52,EuroCOVIDhub-ensemble,inc death,4,EE,Estonia,1.14,0.85,0.84,0.6,1,0.02,25,1
52,epiforecasts-tsensemble,inc death,4,EE,Estonia,1.11,0.66,0.73,0.74,0.91,0.1,23,1
52,EuroCOVIDhub-baseline,inc death,3,FI,Finland,1,1,1,0.71,0.94,-0.32,17,1
52,Lydia-SARIMA,inc death,3,FI,Finland,2.4,1.96,2.16,0.77,1,0.28,13,1
52,Lydia-simpleARIMA,inc death,3,FI,Finland,1.96,1.76,1.6,0.67,0.87,0.11,15,1
52,ECDC-norrsken_blue,inc case,1,GR,Greece,0.97,0.89,0.92,0.72,0.94,0.37,18,1
52,ECDC-norrsken_green,inc case,1,GR,Greece,1.25,1.3,1.33,0.33,0.56,0.14,18,1
52,EuroCOVIDhub-baseline,inc case,1,GR,Greece,1,1,1,0.45,1,0.06,31,1
52,EuroCOVIDhub-ensemble,inc case,1,GR,Greece,0.95,0.95,0.94,0.59,0.9,0.07,29,1
52,Lydia-SARIMA,inc case,1,GR,Greece,1.22,1.96,1.94,1,1,0.08,25,1
52,epiforecasts-tsensemble,inc case,1,GR,Greece,1.04,1.02,0.98,0.5,0.79,0.02,28,1
52,ECDC-norrsken_blue,inc case,2,GR,Greece,1.15,1.05,1.09,0.72,0.89,0.41,18,1
52,ECDC-norrsken_green,inc case,2,GR,Greece,1.36,1.35,1.4,0.11,0.67,0.15,18,1
52,EuroCOVIDhub-baseline,inc case,2,GR,Greece,1,1,1,0.61,1,0.11,31,1
52,EuroCOVIDhub-ensemble,inc case,2,GR,Greece,1.01,0.98,0.99,0.62,0.86,0.13,29,1
52,Lydia-SARIMA,inc case,2,GR,Greece,1.27,1.87,1.83,1,1,0.09,25,1
52,epiforecasts-tsensemble,inc case,2,GR,Greece,1.13,1.08,1.03,0.46,0.79,0.14,28,1
52,ECDC-norrsken_blue,inc case,3,GR,Greece,1.29,1.16,1.2,0.67,0.94,0.42,18,1
52,ECDC-norrsken_green,inc case,3,GR,Greece,1.48,1.4,1.46,0.17,0.61,0.26,18,1
52,EuroCOVIDhub-baseline,inc case,3,GR,Greece,1,1,1,0.71,1,0.13,31,1
52,EuroCOVIDhub-ensemble,inc case,3,GR,Greece,1.11,1.02,1.02,0.59,0.9,0.18,29,1
52,Lydia-SARIMA,inc case,3,GR,Greece,1.26,1.68,1.63,1,1,0.09,25,1
52,epiforecasts-tsensemble,inc case,3,GR,Greece,1.23,1.13,1.07,0.36,0.75,0.22,28,1
52,ECDC-norrsken_blue,inc case,4,GR,Greece,1.35,1.21,1.25,0.67,0.94,0.44,18,1
52,ECDC-norrsken_green,inc case,4,GR,Greece,1.53,1.43,1.5,0.11,0.56,0.24,18,1
52,EuroCOVIDhub-baseline,inc case,4,GR,Greece,1,1,1,0.71,1,0.13,31,1
52,EuroCOVIDhub-ensemble,inc case,4,GR,Greece,1.12,1.02,1.03,0.66,0.9,0.18,29,1
52,epiforecasts-tsensemble,inc case,4,GR,Greece,1.28,1.14,1.05,0.36,0.75,0.21,28,1
52,EuroCOVIDhub-baseline,inc death,1,GR,Greece,1,1,1,0.61,1,-0.07,31,1
52,epiforecasts-tsensemble,inc death,1,GR,Greece,1.55,1.55,1.55,0.44,0.81,-0.02,27,1
52,EuroCOVIDhub-baseline,inc death,2,GR,Greece,1,1,1,0.77,1,-0.04,31,1
52,epiforecasts-tsensemble,inc death,2,GR,Greece,1.41,1.37,1.37,0.44,0.81,0.04,27,1
52,EuroCOVIDhub-baseline,inc death,3,GR,Greece,1,1,1,0.74,1,0,31,1
52,epiforecasts-tsensemble,inc death,3,GR,Greece,1.4,1.26,1.26,0.44,0.85,0.08,27,1
52,EuroCOVIDhub-baseline,inc death,4,GR,Greece,1,1,1,0.84,1,0.02,31,1
52,epiforecasts-tsensemble,inc death,4,GR,Greece,1.44,1.14,1.14,0.48,0.89,0.11,27,1
52,ECDC-norrsken_blue,inc case,1,HU,Hungary,1.91,1.22,1.28,0.71,0.88,0.26,17,1
52,ECDC-norrsken_green,inc case,1,HU,Hungary,1.55,1.05,1.1,0.24,0.41,0.37,17,1
52,EuroCOVIDhub-baseline,inc case,1,HU,Hungary,1,1,1,0.84,1,0.05,31,1
52,EuroCOVIDhub-ensemble,inc case,1,HU,Hungary,1.43,0.86,0.8,0.85,0.96,0.13,26,1
52,epiforecasts-tsensemble,inc case,1,HU,Hungary,1.3,0.7,0.69,0.67,0.89,-0.08,27,1
52,ECDC-norrsken_blue,inc case,2,HU,Hungary,2.02,0.97,0.98,0.71,0.88,0.39,17,1
52,ECDC-norrsken_green,inc case,2,HU,Hungary,1.56,0.78,0.79,0.41,0.59,0.33,17,1
52,EuroCOVIDhub-baseline,inc case,2,HU,Hungary,1,1,1,1,1,0.01,31,1
52,EuroCOVIDhub-ensemble,inc case,2,HU,Hungary,1.45,0.71,0.68,0.85,1,0.15,26,1
52,epiforecasts-tsensemble,inc case,2,HU,Hungary,1.31,0.52,0.53,0.59,0.96,-0.09,27,1
52,ECDC-norrsken_blue,inc case,3,HU,Hungary,2.17,0.9,0.89,0.47,0.88,0.51,17,1
52,ECDC-norrsken_green,inc case,3,HU,Hungary,1.6,0.68,0.67,0.29,0.47,0.3,17,1
