weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc,location_name
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,1,1,1,-0.07,129,26,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,1.08,0.23,0.25,0.52,0.98,-0.46,125,26,NA
10,SGroup-RandomForest,inc case,4,Overall,1.67,0.56,0.53,0.64,1,0.06,129,26,NA
10,epiforecasts-EpiNow2,inc case,4,Overall,1.38,0.45,0.5,0.08,0.24,-0.9,128,26,NA
10,epiforecasts-tsensemble,inc case,4,Overall,1.06,0.25,0.21,0.33,0.64,-0.65,118,25,NA
10,epiforecasts-weeklygrowth,inc case,4,Overall,1.07,0.23,0.18,0.33,0.92,-0.57,105,22,NA
10,fjordhest-ensemble,inc case,4,Overall,1.27,0.27,0.36,0.63,0.97,-0.3,73,15,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,1,1,1,-0.08,129,26,NA
10,EuroCOVIDhub-ensemble,inc case,3,Overall,1.17,0.28,0.29,0.53,0.98,-0.49,125,26,NA
10,SGroup-RandomForest,inc case,3,Overall,1.83,0.8,0.78,0.76,1,0.05,129,26,NA
10,epiforecasts-EpiNow2,inc case,3,Overall,1.44,0.53,0.55,0.09,0.28,-0.88,127,26,NA
10,epiforecasts-tsensemble,inc case,3,Overall,1.14,0.31,0.25,0.33,0.67,-0.67,118,24,NA
10,epiforecasts-weeklygrowth,inc case,3,Overall,1.08,0.28,0.28,0.36,0.91,-0.6,115,24,NA
10,fjordhest-ensemble,inc case,3,Overall,1.4,0.31,0.37,0.61,0.96,-0.38,74,16,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,1,1,1,-0.11,129,26,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,1.17,0.29,0.3,0.49,0.99,-0.51,126,26,NA
10,SGroup-RandomForest,inc case,2,Overall,1.51,0.64,0.62,0.72,0.98,-0.13,129,26,NA
10,epiforecasts-EpiNow2,inc case,2,Overall,1.37,0.53,0.56,0.12,0.37,-0.82,126,26,NA
10,epiforecasts-tsensemble,inc case,2,Overall,1.13,0.35,0.28,0.29,0.62,-0.67,119,24,NA
10,epiforecasts-weeklygrowth,inc case,2,Overall,1.09,0.31,0.32,0.3,0.94,-0.62,120,25,NA
10,fjordhest-ensemble,inc case,2,Overall,1.26,0.31,0.36,0.48,0.96,-0.39,75,16,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,1,0.96,1,-0.17,129,26,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,1.12,0.36,0.37,0.49,0.98,-0.47,127,26,NA
10,SGroup-RandomForest,inc case,1,Overall,1.94,0.92,0.89,0.73,1,-0.06,129,26,NA
10,epiforecasts-EpiNow2,inc case,1,Overall,1.27,0.57,0.6,0.19,0.5,-0.74,125,26,NA
10,epiforecasts-tsensemble,inc case,1,Overall,1.1,0.44,0.34,0.28,0.59,-0.65,119,24,NA
10,epiforecasts-weeklygrowth,inc case,1,Overall,1.09,0.37,0.37,0.3,0.92,-0.59,120,25,NA
10,fjordhest-ensemble,inc case,1,Overall,1.25,0.48,0.57,0.36,0.87,-0.34,76,16,NA
10,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,1,1,1,-0.02,102,21,NA
10,EuroCOVIDhub-ensemble,inc death,4,Overall,0.8,0.3,0.29,0.76,0.99,-0.11,85,19,NA
10,SGroup-RandomForest,inc death,4,Overall,1.39,0.65,0.62,0.44,0.86,-0.05,102,21,NA
10,epiforecasts-EpiNow2,inc death,4,Overall,1.03,0.41,0.45,0.55,0.76,-0.34,94,20,NA
10,epiforecasts-tsensemble,inc death,4,Overall,1.06,0.33,0.34,0.79,0.96,0.05,76,18,NA
