weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc,location_name
10,AMM-EpiInvert,inc case,2,Overall,0.91,0.75,0.8,0.26,0.8,0.19,266,32,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,1,0.79,1,0.15,320,32,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,0.79,0.66,0.73,0.42,0.85,0.11,284,32,NA
10,ILM-EKF,inc case,2,Overall,0.91,0.81,0.87,0.31,0.7,0.08,311,32,NA
10,MUNI-ARIMA,inc case,2,Overall,0.91,0.81,0.81,0.59,0.95,0.11,224,32,NA
10,USC-SIkJalpha,inc case,2,Overall,3.85,2.88,2.6,0.11,0.44,0.16,284,32,NA
10,epiforecasts-EpiNow2,inc case,2,Overall,2.3,2.08,1.82,0.47,0.86,-0.29,187,32,NA
10,AMM-EpiInvert,inc case,1,Overall,0.74,0.65,0.71,0.25,0.78,0.11,265,32,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,1,0.68,1,0.14,320,32,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.78,0.64,0.64,0.45,0.9,0.02,288,32,NA
10,ILM-EKF,inc case,1,Overall,0.96,0.99,1.02,0.32,0.73,0.06,312,32,NA
10,MUNI-ARIMA,inc case,1,Overall,0.92,0.88,0.9,0.5,0.95,0.04,256,32,NA
10,SDSC_ISG-TrendModel,inc case,1,Overall,0.77,0.75,0.74,0.59,0.87,-0.12,320,32,NA
10,USC-SIkJalpha,inc case,1,Overall,1.23,1.19,1.18,0.15,0.55,0,283,32,NA
10,epiforecasts-EpiNow2,inc case,1,Overall,2.12,2.16,1.91,0.5,0.88,-0.23,218,32,NA
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,1,0.82,1,0.18,320,32,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,1.16,0.99,1.14,0.42,0.82,0.19,283,32,NA
10,MUNI-ARIMA,inc case,4,Overall,1.05,0.91,0.99,0.55,0.92,0.22,224,32,NA
10,USC-SIkJalpha,inc case,4,Overall,4.27,4.24,5.07,0.1,0.38,0.32,286,32,NA
10,epiforecasts-EpiNow2,inc case,4,Overall,2.13,1.78,1.19,0.47,0.82,-0.39,125,32,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,1,0.82,1,0.16,320,32,NA
10,EuroCOVIDhub-ensemble,inc case,3,Overall,0.86,0.75,0.83,0.41,0.84,0.15,283,32,NA
10,ILM-EKF,inc case,3,Overall,1.04,0.88,0.94,0.3,0.68,0.12,311,32,NA
