weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc,location_name
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,1,1,1,0.06,129,26,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,0.48,0.14,0.16,0.83,1,-0.01,123,26,NA
10,SGroup-RandomForest,inc case,4,Overall,1.46,0.5,0.46,0.38,0.99,0.4,129,26,NA
10,epiforecasts-EpiNow2,inc case,4,Overall,0.61,0.17,0.19,0.27,0.6,-0.56,124,26,NA
10,epiforecasts-tsensemble,inc case,4,Overall,0.62,0.12,0.11,0.64,0.92,-0.08,117,24,NA
10,epiforecasts-weeklygrowth,inc case,4,Overall,0.45,0.1,0.08,0.72,1,-0.01,108,22,NA
10,fjordhest-ensemble,inc case,4,Overall,0.58,0.16,0.2,0.7,0.96,0.15,77,16,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,1,1,1,0.04,129,26,NA
10,EuroCOVIDhub-ensemble,inc case,3,Overall,0.48,0.2,0.21,0.79,1,-0.05,126,26,NA
10,SGroup-RandomForest,inc case,3,Overall,1.45,0.82,0.8,0.53,1,0.38,129,26,NA
10,epiforecasts-EpiNow2,inc case,3,Overall,0.61,0.21,0.22,0.22,0.6,-0.6,124,26,NA
10,epiforecasts-tsensemble,inc case,3,Overall,0.6,0.14,0.11,0.63,0.93,-0.17,118,25,NA
10,epiforecasts-weeklygrowth,inc case,3,Overall,0.75,0.26,0.29,0.69,0.98,-0.08,118,24,NA
10,fjordhest-ensemble,inc case,3,Overall,0.63,0.19,0.22,0.72,0.97,0.08,76,16,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,1,1,1,0.02,129,26,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,0.57,0.19,0.19,0.75,1,-0.12,126,26,NA
10,SGroup-RandomForest,inc case,2,Overall,1.22,0.62,0.6,0.63,0.98,0.17,129,26,NA
10,epiforecasts-EpiNow2,inc case,2,Overall,0.78,0.27,0.28,0.23,0.57,-0.62,126,26,NA
10,epiforecasts-tsensemble,inc case,2,Overall,0.69,0.16,0.12,0.6,0.92,-0.21,118,25,NA
10,epiforecasts-weeklygrowth,inc case,2,Overall,0.8,0.26,0.28,0.61,0.98,-0.16,123,25,NA
10,fjordhest-ensemble,inc case,2,Overall,0.81,0.21,0.25,0.66,0.96,-0,74,16,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,1,0.98,1,-0.02,129,26,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.63,0.18,0.19,0.73,0.99,-0.2,125,26,NA
10,SGroup-RandomForest,inc case,1,Overall,1.84,0.8,0.76,0.68,0.98,0.09,129,26,NA
10,epiforecasts-EpiNow2,inc case,1,Overall,0.9,0.33,0.35,0.26,0.55,-0.62,128,26,NA
10,epiforecasts-tsensemble,inc case,1,Overall,0.71,0.18,0.15,0.58,0.91,-0.28,118,25,NA
10,epiforecasts-weeklygrowth,inc case,1,Overall,0.83,0.25,0.27,0.55,0.96,-0.23,123,25,NA
10,fjordhest-ensemble,inc case,1,Overall,0.87,0.23,0.27,0.58,0.93,-0.05,73,15,NA
10,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,1,1,1,0.05,103,21,NA
10,EuroCOVIDhub-ensemble,inc death,4,Overall,0.49,0.26,0.24,0.87,1,0.06,89,20,NA
10,SGroup-RandomForest,inc death,4,Overall,0.99,0.49,0.46,0.42,0.94,0.13,103,21,NA
10,epiforecasts-EpiNow2,inc death,4,Overall,0.52,0.23,0.22,0.65,0.92,-0.18,95,21,NA
10,epiforecasts-tsensemble,inc death,4,Overall,1.15,0.42,0.46,0.72,0.95,0.24,81,17,NA
10,epiforecasts-weeklygrowth,inc death,4,Overall,7150.35,2609.35,2855.15,0.78,0.96,-0.02,79,17,NA
10,fjordhest-ensemble,inc death,4,Overall,0.49,0.25,0.24,0.78,0.99,0.13,72,15,NA
10,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,1,1,1,0.02,103,21,NA
10,EuroCOVIDhub-ensemble,inc death,3,Overall,0.39,0.24,0.22,0.88,1,0.01,90,20,NA
10,SGroup-RandomForest,inc death,3,Overall,0.69,0.4,0.4,0.48,0.9,0.02,103,21,NA
10,epiforecasts-EpiNow2,inc death,3,Overall,0.52,0.27,0.27,0.63,0.87,-0.22,95,21,NA
10,epiforecasts-tsensemble,inc death,3,Overall,0.85,0.37,0.46,0.76,0.99,0.19,80,18,NA
10,epiforecasts-weeklygrowth,inc death,3,Overall,4368.44,1673.58,1465.92,0.73,0.96,0.02,94,20,NA
10,fjordhest-ensemble,inc death,3,Overall,0.47,0.25,0.24,0.77,1,0.1,71,15,NA
10,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,1,0.99,1,-0.01,103,21,NA
10,EuroCOVIDhub-ensemble,inc death,2,Overall,0.46,0.26,0.24,0.83,1,-0.06,88,19,NA
10,SGroup-RandomForest,inc death,2,Overall,0.9,0.56,0.57,0.51,0.87,-0.02,103,21,NA
10,epiforecasts-EpiNow2,inc death,2,Overall,0.58,0.32,0.33,0.62,0.89,-0.25,96,20,NA
10,epiforecasts-tsensemble,inc death,2,Overall,0.79,0.36,0.46,0.72,0.97,0.13,78,18,NA
10,epiforecasts-weeklygrowth,inc death,2,Overall,2517.28,1258.59,1088.64,0.71,0.94,-0.02,95,21,NA
10,fjordhest-ensemble,inc death,2,Overall,0.54,0.27,0.25,0.72,1,0.02,69,15,NA
10,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,1,0.96,1,-0.03,103,21,NA
10,EuroCOVIDhub-ensemble,inc death,1,Overall,0.56,0.3,0.27,0.81,1,-0.12,85,19,NA
10,SGroup-RandomForest,inc death,1,Overall,0.98,0.68,0.68,0.55,0.85,-0.13,103,21,NA
10,epiforecasts-EpiNow2,inc death,1,Overall,0.66,0.4,0.41,0.65,0.88,-0.24,95,20,NA
10,epiforecasts-tsensemble,inc death,1,Overall,0.72,0.37,0.53,0.77,1,0.09,75,18,NA
10,epiforecasts-weeklygrowth,inc death,1,Overall,2170.12,956.58,798.85,0.67,0.93,-0.08,97,20,NA
10,fjordhest-ensemble,inc death,1,Overall,0.56,0.3,0.27,0.75,0.99,-0.09,68,14,NA
10,EuroCOVIDhub-baseline,inc hosp,4,Overall,1,1,1,0.93,1,0.02,59,9,NA
10,EuroCOVIDhub-ensemble,inc hosp,4,Overall,0.93,0.56,0.55,0.66,0.98,-0.06,53,9,NA
10,epiforecasts-EpiNow2,inc hosp,4,Overall,0.9,0.75,0.72,0.44,0.7,-0.42,57,9,NA
10,epiforecasts-tsensemble,inc hosp,4,Overall,1.12,0.72,0.72,0.58,0.92,-0.09,59,9,NA
10,epiforecasts-weeklygrowth,inc hosp,4,Overall,0.83,0.55,0.52,0.51,1,0.02,53,8,NA
10,fjordhest-ensemble,inc hosp,4,Overall,0.9,0.54,0.61,0.64,0.97,-0.06,39,7,NA
10,EuroCOVIDhub-baseline,inc hosp,3,Overall,1,1,1,0.88,1,-0.01,59,9,NA
10,EuroCOVIDhub-ensemble,inc hosp,3,Overall,0.95,0.55,0.53,0.69,0.98,-0.11,55,9,NA
