weeks_included,model,target_variable,horizon,location,location_name,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc
52,EuroCOVIDhub-baseline,inc death,4,GR,Greece,1,1,1,0.83,1,0.04,29,1
52,epiforecasts-tsensemble,inc death,4,GR,Greece,1.54,1.2,1.2,0.54,0.88,0.22,24,1
52,ECDC-norrsken_blue,inc case,1,HU,Hungary,1.96,1.25,1.28,0.71,0.88,0.26,17,1
52,ECDC-norrsken_green,inc case,1,HU,Hungary,1.59,1.08,1.1,0.24,0.41,0.37,17,1
52,EuroCOVIDhub-baseline,inc case,1,HU,Hungary,1,1,1,0.83,1,0.08,29,1
52,EuroCOVIDhub-ensemble,inc case,1,HU,Hungary,1.5,0.9,0.85,0.83,0.96,0.17,24,1
52,epiforecasts-tsensemble,inc case,1,HU,Hungary,1.34,0.73,0.74,0.71,0.92,-0.01,24,1
52,ECDC-norrsken_blue,inc case,2,HU,Hungary,2.06,1,0.98,0.71,0.88,0.39,17,1
52,ECDC-norrsken_green,inc case,2,HU,Hungary,1.6,0.8,0.79,0.41,0.59,0.33,17,1
52,EuroCOVIDhub-baseline,inc case,2,HU,Hungary,1,1,1,1,1,0.02,29,1
52,EuroCOVIDhub-ensemble,inc case,2,HU,Hungary,1.52,0.73,0.72,0.83,1,0.17,24,1
52,epiforecasts-tsensemble,inc case,2,HU,Hungary,1.35,0.54,0.57,0.62,0.96,-0.03,24,1
52,ECDC-norrsken_blue,inc case,3,HU,Hungary,2.22,0.92,0.89,0.47,0.88,0.51,17,1
52,ECDC-norrsken_green,inc case,3,HU,Hungary,1.63,0.7,0.67,0.29,0.47,0.3,17,1
