weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
10,BIOCOMSC-Gompertz,inc case,2,Overall,0.74,NA,0.7,1,NA,161,23,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.11,0.52,-0.29,297,32,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,0.76,0.67,0.28,0.71,-0.19,297,32,NA
10,IEM_Health-CovidProject,inc case,2,Overall,0.96,0.88,0.22,0.59,0.11,287,31,NA
10,ILM-EKF,inc case,2,Overall,0.88,0.71,0.34,0.79,0.03,282,32,NA
10,MUNI-ARIMA,inc case,2,Overall,0.79,0.74,0.29,0.76,-0.31,297,32,NA
10,MUNI-VAR,inc case,2,Overall,1.12,0.91,0.26,0.56,-0.32,198,31,NA
10,RobertWalraven-ESG,inc case,2,Overall,1,1.01,0.12,0.33,-0.39,297,32,NA
10,USC-SIkJalpha,inc case,2,Overall,1.17,1.06,0.17,0.36,-0.3,297,32,NA
10,epiforecasts-EpiNow2,inc case,2,Overall,1.02,0.58,0.46,0.83,-0.25,151,32,NA
10,BIOCOMSC-Gompertz,inc case,1,Overall,0.61,NA,0.8,1,NA,157,23,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.08,0.64,-0.27,297,32,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.71,0.64,0.37,0.79,-0.14,297,32,NA
10,IEM_Health-CovidProject,inc case,1,Overall,0.87,0.73,0.35,0.72,0.19,287,31,NA
10,ILM-EKF,inc case,1,Overall,0.78,0.68,0.41,0.86,0,280,32,NA
10,MUNI-ARIMA,inc case,1,Overall,0.77,0.74,0.28,0.76,-0.26,297,32,NA
10,MUNI-VAR,inc case,1,Overall,0.91,0.77,0.26,0.63,-0.31,228,32,NA
10,RobertWalraven-ESG,inc case,1,Overall,0.99,0.96,0.15,0.45,-0.3,297,32,NA
10,SDSC_ISG-TrendModel,inc case,1,Overall,0.73,NA,NA,NA,NA,297,32,NA
10,USC-SIkJalpha,inc case,1,Overall,1.14,0.93,0.18,0.52,-0.25,297,32,NA
10,epiforecasts-EpiNow2,inc case,1,Overall,1.18,0.56,0.51,0.84,-0.14,153,32,NA
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.14,0.43,-0.38,293,32,NA
