weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc,location_name
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,1,0.96,1,-0.01,100,25,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,0.96,0.6,0.58,0.72,0.98,-0.01,85,23,NA
10,epiforecasts-tsensemble,inc case,4,Overall,1.34,0.67,0.69,0.26,0.74,0,85,24,NA
10,epiforecasts-weeklygrowth,inc case,4,Overall,1.25,1.11,1.08,0.62,0.92,-0.06,78,21,NA
10,fjordhest-ensemble,inc case,4,Overall,0.93,0.53,0.55,0.3,0.77,-0.13,56,14,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,1,0.96,1,-0.02,100,25,NA
10,EuroCOVIDhub-ensemble,inc case,3,Overall,0.87,0.62,0.62,0.74,0.99,-0.01,86,24,NA
10,epiforecasts-tsensemble,inc case,3,Overall,1.24,0.72,0.71,0.27,0.74,0.01,86,24,NA
10,epiforecasts-weeklygrowth,inc case,3,Overall,1.76,1.72,1.63,0.61,0.94,-0.07,87,23,NA
10,fjordhest-ensemble,inc case,3,Overall,0.68,0.45,0.48,0.38,0.82,-0.13,56,14,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,1,0.9,1,-0.03,100,25,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,0.77,0.61,0.61,0.73,0.99,-0.03,86,24,NA
10,Lydia-simpleARIMA,inc case,2,Overall,1.08,1.22,1.2,0.99,1,0.05,100,25,NA
10,epiforecasts-tsensemble,inc case,2,Overall,1.19,0.78,0.8,0.28,0.71,-0.01,85,24,NA
10,epiforecasts-weeklygrowth,inc case,2,Overall,1.71,1.81,1.76,0.59,0.96,-0.05,90,24,NA
10,fjordhest-ensemble,inc case,2,Overall,0.57,0.44,0.45,0.32,0.8,-0.1,56,14,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,1,0.73,1,-0.07,100,25,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.54,0.53,0.52,0.75,1,-0.04,92,24,NA
10,Lydia-simpleARIMA,inc case,1,Overall,0.77,0.93,0.91,0.96,1,0.03,100,25,NA
10,epiforecasts-tsensemble,inc case,1,Overall,0.97,0.7,0.8,0.35,0.66,-0.06,88,24,NA
10,fjordhest-ensemble,inc case,1,Overall,0.49,0.42,0.39,0.38,0.77,-0.09,56,14,NA
10,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,1,0.87,0.99,-0.18,89,21,NA
10,epiforecasts-EpiNow2,inc death,4,Overall,1.3,0.82,0.74,0.35,0.89,-0.28,37,18,NA
10,fjordhest-ensemble,inc death,4,Overall,1.12,0.7,0.77,0.37,0.82,-0.41,60,14,NA
10,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,1,0.84,0.99,-0.19,89,21,NA
10,Lydia-SARIMA,inc death,3,Overall,1.39,1.12,1.12,0.85,0.96,-0.15,26,21,NA
10,Lydia-simpleARIMA,inc death,3,Overall,1.41,1.12,1.15,0.85,0.96,-0.18,68,21,NA
10,epiforecasts-EpiNow2,inc death,3,Overall,1.32,0.81,0.77,0.37,0.89,-0.26,38,19,NA
10,fjordhest-ensemble,inc death,3,Overall,1.16,0.76,0.78,0.37,0.82,-0.42,60,14,NA
10,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,1,0.8,0.97,-0.22,89,21,NA
10,Lydia-SARIMA,inc death,2,Overall,1.43,1.07,1.07,0.81,0.91,-0.21,47,21,NA
10,Lydia-simpleARIMA,inc death,2,Overall,1.41,1.07,1.08,0.82,0.92,-0.22,89,21,NA
10,epiforecasts-EpiNow2,inc death,2,Overall,1.23,0.78,0.78,0.38,0.9,-0.27,42,19,NA
10,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,1,0.7,0.93,-0.26,89,21,NA
10,Lydia-SARIMA,inc death,1,Overall,1.16,0.97,0.97,0.76,0.88,-0.23,68,21,NA
10,Lydia-simpleARIMA,inc death,1,Overall,1.16,0.98,0.98,0.74,0.89,-0.25,89,21,NA
10,EuroCOVIDhub-baseline,inc hosp,4,Overall,1,1,1,0.53,1,-0.54,15,3,NA
10,EuroCOVIDhub-ensemble,inc hosp,4,Overall,0.8,0.96,0.99,0.73,1,-0.35,11,3,NA
10,epiforecasts-tsensemble,inc hosp,4,Overall,0.81,0.93,0.89,0.21,0.64,-0.67,14,3,NA
10,epiforecasts-weeklygrowth,inc hosp,4,Overall,0.66,1.39,1.39,0.89,1,-0.19,9,2,NA
10,fjordhest-ensemble,inc hosp,4,Overall,0.99,1.04,1.05,0.4,1,-0.51,10,2,NA
10,EuroCOVIDhub-baseline,inc hosp,3,Overall,1,1,1,0.73,1,-0.47,15,3,NA
10,EuroCOVIDhub-ensemble,inc hosp,3,Overall,0.87,0.91,0.9,0.91,1,-0.28,11,3,NA
10,epiforecasts-tsensemble,inc hosp,3,Overall,0.81,0.88,0.82,0.36,0.64,-0.61,14,3,NA
10,epiforecasts-weeklygrowth,inc hosp,3,Overall,0.94,1.66,1.72,1,1,-0.05,12,3,NA
10,fjordhest-ensemble,inc hosp,3,Overall,0.98,0.93,0.98,0.3,1,-0.53,10,2,NA
10,EuroCOVIDhub-baseline,inc hosp,2,Overall,1,1,1,0.8,1,-0.42,15,3,NA
10,EuroCOVIDhub-ensemble,inc hosp,2,Overall,0.68,0.83,0.78,0.8,1,-0.24,10,3,NA
10,epiforecasts-tsensemble,inc hosp,2,Overall,0.75,0.79,0.82,0.36,0.79,-0.54,14,3,NA
10,fjordhest-ensemble,inc hosp,2,Overall,0.89,0.95,0.98,0.5,1,-0.46,10,2,NA
10,EuroCOVIDhub-baseline,inc hosp,1,Overall,1,1,1,0.87,1,-0.39,15,3,NA
10,epiforecasts-EpiNow2,inc hosp,1,Overall,1.09,1.15,1.22,0.58,1,0.07,12,3,NA
10,fjordhest-ensemble,inc hosp,1,Overall,1.38,1.09,1.02,0.5,1,-0.47,10,2,NA
10,EuroCOVIDhub-baseline,inc case,4,BE,1,1,1,1,1,0.1,4,1,Belgium
10,EuroCOVIDhub-ensemble,inc case,4,BE,1.04,0.52,0.52,1,1,0.3,4,1,Belgium
10,epiforecasts-tsensemble,inc case,4,BE,1.38,0.24,0.24,0,1,0.7,4,1,Belgium
10,epiforecasts-weeklygrowth,inc case,4,BE,1.43,0.59,0.59,0.75,1,0.32,4,1,Belgium
10,EuroCOVIDhub-baseline,inc case,3,BE,1,1,1,1,1,0.1,4,1,Belgium
10,EuroCOVIDhub-ensemble,inc case,3,BE,1.07,0.59,0.59,1,1,0.25,4,1,Belgium
10,epiforecasts-tsensemble,inc case,3,BE,1.03,0.18,0.18,0.25,1,0.75,4,1,Belgium
10,epiforecasts-weeklygrowth,inc case,3,BE,0.61,0.29,0.29,1,1,0.15,4,1,Belgium
10,EuroCOVIDhub-baseline,inc case,2,BE,1,1,1,1,1,0.12,4,1,Belgium
10,EuroCOVIDhub-ensemble,inc case,2,BE,1.08,0.63,0.63,1,1,0.2,4,1,Belgium
10,Lydia-simpleARIMA,inc case,2,BE,6.78,2.29,2.29,1,1,0.2,4,1,Belgium
10,epiforecasts-tsensemble,inc case,2,BE,1.06,0.23,0.23,0.25,1,0.8,4,1,Belgium
10,epiforecasts-weeklygrowth,inc case,2,BE,0.5,0.28,0.28,1,1,0.15,4,1,Belgium
10,EuroCOVIDhub-baseline,inc case,1,BE,1,1,1,1,1,0.18,4,1,Belgium
10,EuroCOVIDhub-ensemble,inc case,1,BE,1.13,0.7,0.7,1,1,0.2,4,1,Belgium
10,Lydia-simpleARIMA,inc case,1,BE,3.92,1.84,1.84,1,1,0.2,4,1,Belgium
10,epiforecasts-tsensemble,inc case,1,BE,1.02,0.26,0.26,0.25,0.75,0.7,4,1,Belgium
10,EuroCOVIDhub-baseline,inc case,4,BG,1,1,1,1,1,-0.05,4,1,Bulgaria
10,EuroCOVIDhub-ensemble,inc case,4,BG,1.42,0.83,0.83,1,1,0.07,4,1,Bulgaria
10,epiforecasts-tsensemble,inc case,4,BG,2.17,0.98,0.98,0.25,0.75,0.28,4,1,Bulgaria
10,fjordhest-ensemble,inc case,4,BG,1.17,0.62,0.62,0.25,0.75,0.08,4,1,Bulgaria
10,EuroCOVIDhub-baseline,inc case,3,BG,1,1,1,1,1,0.03,4,1,Bulgaria
10,EuroCOVIDhub-ensemble,inc case,3,BG,0.84,0.91,0.91,1,1,0.2,4,1,Bulgaria
10,epiforecasts-tsensemble,inc case,3,BG,1.64,0.8,0.8,0.5,1,0.52,4,1,Bulgaria
10,fjordhest-ensemble,inc case,3,BG,0.95,0.51,0.51,0.5,1,0.25,4,1,Bulgaria
10,EuroCOVIDhub-baseline,inc case,2,BG,1,1,1,1,1,0.07,4,1,Bulgaria
10,EuroCOVIDhub-ensemble,inc case,2,BG,0.92,1.01,1.01,0.75,1,0.25,4,1,Bulgaria
10,Lydia-simpleARIMA,inc case,2,BG,0.74,1.37,1.37,1,1,0,4,1,Bulgaria
10,epiforecasts-tsensemble,inc case,2,BG,1.26,0.84,0.84,0.5,1,0.52,4,1,Bulgaria
10,fjordhest-ensemble,inc case,2,BG,0.98,0.64,0.64,0.25,1,0.4,4,1,Bulgaria
10,EuroCOVIDhub-baseline,inc case,1,BG,1,1,1,0.25,1,0.3,4,1,Bulgaria
10,EuroCOVIDhub-ensemble,inc case,1,BG,0.91,1,1,0.5,1,0.4,4,1,Bulgaria
10,Lydia-simpleARIMA,inc case,1,BG,0.67,1.19,1.19,1,1,0.1,4,1,Bulgaria
10,epiforecasts-tsensemble,inc case,1,BG,0.98,0.85,0.85,0.5,1,0.52,4,1,Bulgaria
10,fjordhest-ensemble,inc case,1,BG,0.9,0.82,0.82,0.25,0.75,0.58,4,1,Bulgaria
10,EuroCOVIDhub-baseline,inc death,4,BG,1,1,1,1,1,-0.2,4,1,Bulgaria
10,EuroCOVIDhub-ensemble,inc death,4,BG,0.94,0.89,0.89,0.5,1,-0.48,4,1,Bulgaria
10,epiforecasts-tsensemble,inc death,4,BG,1.29,1.16,1.16,0.25,0.25,-0.62,4,1,Bulgaria
10,epiforecasts-weeklygrowth,inc death,4,BG,1.4,4611.71,4611.71,0.75,1,-0.48,4,1,Bulgaria
10,fjordhest-ensemble,inc death,4,BG,0.98,0.71,0.71,0.25,0.5,-0.65,4,1,Bulgaria
10,EuroCOVIDhub-baseline,inc death,3,BG,1,1,1,1,1,-0.22,4,1,Bulgaria
10,EuroCOVIDhub-ensemble,inc death,3,BG,0.96,1.04,1.04,0.75,1,-0.32,4,1,Bulgaria
10,epiforecasts-tsensemble,inc death,3,BG,1.13,0.94,0.94,0.5,0.5,-0.42,4,1,Bulgaria
10,epiforecasts-weeklygrowth,inc death,3,BG,1.85,4704.4,4704.4,1,1,-0.35,4,1,Bulgaria
10,fjordhest-ensemble,inc death,3,BG,0.85,0.58,0.58,0.5,0.5,-0.6,4,1,Bulgaria
10,EuroCOVIDhub-baseline,inc death,2,BG,1,1,1,1,1,-0.28,4,1,Bulgaria
10,EuroCOVIDhub-ensemble,inc death,2,BG,0.97,1.13,1.13,1,1,-0.22,4,1,Bulgaria
10,Lydia-simpleARIMA,inc death,2,BG,0.78,1.42,1.42,1,1,-0.1,4,1,Bulgaria
10,epiforecasts-tsensemble,inc death,2,BG,1.11,0.87,0.87,0.75,0.75,-0.25,4,1,Bulgaria
10,epiforecasts-weeklygrowth,inc death,2,BG,2.35,4406.32,4406.32,1,1,-0.35,4,1,Bulgaria
10,fjordhest-ensemble,inc death,2,BG,0.73,0.53,0.53,0.5,0.75,-0.45,4,1,Bulgaria
10,EuroCOVIDhub-baseline,inc death,1,BG,1,1,1,1,1,-0.3,4,1,Bulgaria
10,EuroCOVIDhub-ensemble,inc death,1,BG,0.85,1.22,1.22,1,1,-0.1,4,1,Bulgaria
10,Lydia-simpleARIMA,inc death,1,BG,0.96,1.61,1.61,1,1,-0.08,4,1,Bulgaria
10,epiforecasts-tsensemble,inc death,1,BG,0.93,0.7,0.7,1,1,0.03,4,1,Bulgaria
10,fjordhest-ensemble,inc death,1,BG,0.59,0.39,0.39,0.5,1,-0.27,4,1,Bulgaria
10,EuroCOVIDhub-baseline,inc case,3,CY,1,1,1,1,1,0.17,4,1,Cyprus
10,epiforecasts-weeklygrowth,inc case,3,CY,0.6,0.31,0.31,0.75,1,0.08,4,1,Cyprus
10,EuroCOVIDhub-baseline,inc case,2,CY,1,1,1,1,1,0.28,4,1,Cyprus
10,Lydia-simpleARIMA,inc case,2,CY,0.54,0.86,0.86,1,1,-0.12,4,1,Cyprus
10,epiforecasts-weeklygrowth,inc case,2,CY,0.53,0.35,0.35,0.75,1,0.2,4,1,Cyprus
10,EuroCOVIDhub-baseline,inc case,1,CY,1,1,1,1,1,0.32,4,1,Cyprus
10,Lydia-simpleARIMA,inc case,1,CY,0.83,0.97,0.97,1,1,-0.03,4,1,Cyprus
10,EuroCOVIDhub-baseline,inc death,4,CY,1,NA,1,1,1,0,4,1,Cyprus
10,epiforecasts-tsensemble,inc death,4,CY,1,0,0,1,1,0,4,1,Cyprus
10,EuroCOVIDhub-baseline,inc death,3,CY,1,NA,1,1,1,0,4,1,Cyprus
10,epiforecasts-tsensemble,inc death,3,CY,1,0,0,1,1,0,4,1,Cyprus
10,epiforecasts-weeklygrowth,inc death,3,CY,1,NA,2052.25,1,1,0,4,1,Cyprus
10,EuroCOVIDhub-baseline,inc death,2,CY,1,NA,1,1,1,0,4,1,Cyprus
10,Lydia-simpleARIMA,inc death,2,CY,1,NA,1,1,1,0,4,1,Cyprus
10,epiforecasts-tsensemble,inc death,2,CY,1,0,0,1,1,0,4,1,Cyprus
10,epiforecasts-weeklygrowth,inc death,2,CY,1,NA,647.75,1,1,0,4,1,Cyprus
10,EuroCOVIDhub-baseline,inc death,1,CY,1,NA,1,1,1,0,4,1,Cyprus
10,Lydia-simpleARIMA,inc death,1,CY,1,NA,1,1,1,0,4,1,Cyprus
10,epiforecasts-tsensemble,inc death,1,CY,1,0,0,1,1,0,4,1,Cyprus
10,EuroCOVIDhub-baseline,inc case,4,CZ,1,1,1,1,1,-0.28,4,1,Czechia
10,EuroCOVIDhub-ensemble,inc case,4,CZ,0.8,0.73,0.73,1,1,-0.32,4,1,Czechia
10,epiforecasts-tsensemble,inc case,4,CZ,0.78,0.49,0.49,0.25,1,-0.73,4,1,Czechia
10,epiforecasts-weeklygrowth,inc case,4,CZ,0.7,0.8,0.8,1,1,-0.18,4,1,Czechia
10,fjordhest-ensemble,inc case,4,CZ,1.16,0.65,0.65,0,1,-0.72,4,1,Czechia
10,EuroCOVIDhub-baseline,inc case,3,CZ,1,1,1,1,1,-0.35,4,1,Czechia
10,EuroCOVIDhub-ensemble,inc case,3,CZ,0.89,0.71,0.71,1,1,-0.35,4,1,Czechia
10,epiforecasts-tsensemble,inc case,3,CZ,0.79,0.54,0.54,0,0.75,-0.88,4,1,Czechia
10,epiforecasts-weeklygrowth,inc case,3,CZ,0.6,0.61,0.61,1,1,-0.3,4,1,Czechia
10,fjordhest-ensemble,inc case,3,CZ,1.09,0.67,0.67,0.25,1,-0.68,4,1,Czechia
10,EuroCOVIDhub-baseline,inc case,2,CZ,1,1,1,1,1,-0.5,4,1,Czechia
10,EuroCOVIDhub-ensemble,inc case,2,CZ,0.8,0.75,0.75,1,1,-0.38,4,1,Czechia
10,Lydia-simpleARIMA,inc case,2,CZ,0.67,1.72,1.72,1,1,-0.1,4,1,Czechia
10,epiforecasts-tsensemble,inc case,2,CZ,0.77,0.59,0.59,0,0.75,-0.9,4,1,Czechia
10,epiforecasts-weeklygrowth,inc case,2,CZ,0.56,0.63,0.63,1,1,-0.28,4,1,Czechia
10,fjordhest-ensemble,inc case,2,CZ,0.98,0.67,0.67,0,1,-0.68,4,1,Czechia
10,EuroCOVIDhub-baseline,inc case,1,CZ,1,1,1,0.25,1,-0.6,4,1,Czechia
10,EuroCOVIDhub-ensemble,inc case,1,CZ,0.77,0.78,0.78,0.75,1,-0.35,4,1,Czechia
10,Lydia-simpleARIMA,inc case,1,CZ,0.66,1.51,1.51,1,1,-0.12,4,1,Czechia
10,epiforecasts-tsensemble,inc case,1,CZ,0.77,0.65,0.65,0.25,0.75,-0.72,4,1,Czechia
10,fjordhest-ensemble,inc case,1,CZ,0.87,0.67,0.67,0.25,1,-0.6,4,1,Czechia
10,EuroCOVIDhub-baseline,inc death,4,CZ,1,1,1,1,1,-0.2,4,1,Czechia
10,EuroCOVIDhub-ensemble,inc death,4,CZ,0.99,0.56,0.56,0.5,1,-0.52,4,1,Czechia
10,epiforecasts-tsensemble,inc death,4,CZ,0.99,0.84,0.84,0,0.5,-0.95,4,1,Czechia
10,epiforecasts-weeklygrowth,inc death,4,CZ,1.2,0.79,0.79,0,1,-0.82,4,1,Czechia
10,fjordhest-ensemble,inc death,4,CZ,1.06,0.6,0.6,0.25,1,-0.68,4,1,Czechia
10,EuroCOVIDhub-baseline,inc death,3,CZ,1,1,1,1,1,-0.28,4,1,Czechia
10,EuroCOVIDhub-ensemble,inc death,3,CZ,1,0.62,0.62,0.75,1,-0.5,4,1,Czechia
10,epiforecasts-tsensemble,inc death,3,CZ,1,0.93,0.93,0,0.25,-0.92,4,1,Czechia
10,epiforecasts-weeklygrowth,inc death,3,CZ,1.14,0.78,0.78,0,1,-0.78,4,1,Czechia
10,fjordhest-ensemble,inc death,3,CZ,1.03,0.67,0.67,0.5,1,-0.65,4,1,Czechia
10,EuroCOVIDhub-baseline,inc death,2,CZ,1,1,1,1,1,-0.4,4,1,Czechia
10,EuroCOVIDhub-ensemble,inc death,2,CZ,1.02,0.71,0.71,0.75,1,-0.52,4,1,Czechia
10,Lydia-simpleARIMA,inc death,2,CZ,0.92,1.45,1.45,1,1,-0.08,4,1,Czechia
10,epiforecasts-tsensemble,inc death,2,CZ,1,0.9,0.9,0,0.25,-0.98,4,1,Czechia
10,epiforecasts-weeklygrowth,inc death,2,CZ,1.14,0.86,0.86,0.25,1,-0.72,4,1,Czechia
10,fjordhest-ensemble,inc death,2,CZ,1.03,0.71,0.71,0.25,1,-0.7,4,1,Czechia
10,EuroCOVIDhub-baseline,inc death,1,CZ,1,1,1,0.5,1,-0.48,4,1,Czechia
10,EuroCOVIDhub-ensemble,inc death,1,CZ,0.93,0.79,0.79,0.75,1,-0.4,4,1,Czechia
10,Lydia-simpleARIMA,inc death,1,CZ,1.17,1.27,1.27,1,1,-0.1,4,1,Czechia
10,epiforecasts-tsensemble,inc death,1,CZ,1.02,0.88,0.88,0.5,0.75,-0.65,4,1,Czechia
10,fjordhest-ensemble,inc death,1,CZ,1.02,0.76,0.76,0.5,0.75,-0.58,4,1,Czechia
10,EuroCOVIDhub-baseline,inc hosp,4,CZ,1,1,1,0.8,1,-0.46,5,1,Czechia
10,EuroCOVIDhub-ensemble,inc hosp,4,CZ,0.74,0.91,0.91,0.8,1,-0.42,5,1,Czechia
10,epiforecasts-tsensemble,inc hosp,4,CZ,0.94,1.16,1.16,0,0.8,-0.78,5,1,Czechia
10,epiforecasts-weeklygrowth,inc hosp,4,CZ,0.4,1.24,1.24,1,1,-0.24,5,1,Czechia
10,fjordhest-ensemble,inc hosp,4,CZ,0.83,1.02,1.02,0.6,1,-0.42,5,1,Czechia
10,EuroCOVIDhub-baseline,inc hosp,3,CZ,1,1,1,1,1,-0.44,5,1,Czechia
10,EuroCOVIDhub-ensemble,inc hosp,3,CZ,0.87,0.85,0.85,1,1,-0.46,5,1,Czechia
10,epiforecasts-tsensemble,inc hosp,3,CZ,0.89,1.05,1.05,0.2,0.6,-0.84,5,1,Czechia
10,epiforecasts-weeklygrowth,inc hosp,3,CZ,0.46,0.91,0.91,1,1,-0.24,5,1,Czechia
10,fjordhest-ensemble,inc hosp,3,CZ,0.94,0.91,0.91,0.2,1,-0.58,5,1,Czechia
