weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
10,BIOCOMSC-Gompertz,inc case,2,Overall,1.01,NA,0.48,0.93,NA,273,32,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.54,0.91,-0.11,315,32,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,1.09,1.09,0.39,0.83,-0.13,315,32,NA
10,IEM_Health-CovidProject,inc case,2,Overall,1.02,1.12,0.29,0.63,-0.18,306,32,NA
10,ILM-EKF,inc case,2,Overall,1.95,2.1,0.31,0.69,-0.22,315,32,NA
10,Karlen-pypm,inc case,2,Overall,4.07,2.58,0.33,0.74,0.28,111,29,NA
10,LANL-GrowthRate,inc case,2,Overall,1.12,1.07,0.35,0.75,-0.38,285,32,NA
10,MUNI-ARIMA,inc case,2,Overall,0.89,0.94,0.56,0.9,-0.2,315,32,NA
10,RobertWalraven-ESG,inc case,2,Overall,1.01,1.21,0.3,0.6,-0.33,315,32,NA
10,UMass-SemiMech,inc case,2,Overall,0.66,1.35,0.32,0.83,0,187,32,NA
10,USC-SIkJalpha,inc case,2,Overall,1.21,1.45,0.22,0.26,-0.21,315,32,NA
10,UVA-Ensemble,inc case,2,Overall,1.67,NA,0.52,0.84,NA,315,32,NA
10,epiforecasts-EpiNow2,inc case,2,Overall,1.87,1.81,0.34,0.73,-0.19,315,32,NA
10,BIOCOMSC-Gompertz,inc case,1,Overall,0.79,NA,0.53,0.95,NA,261,32,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.47,0.95,-0.13,316,32,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.91,0.82,0.44,0.9,-0.14,316,32,NA
10,IEM_Health-CovidProject,inc case,1,Overall,0.99,0.98,0.34,0.73,-0.12,306,31,NA
10,ILM-EKF,inc case,1,Overall,1.32,1.32,0.33,0.78,-0.2,316,32,NA
10,Karlen-pypm,inc case,1,Overall,2.02,1.39,0.53,0.88,0.15,139,29,NA
10,LANL-GrowthRate,inc case,1,Overall,0.86,0.84,0.43,0.86,-0.4,316,32,NA
10,MUNI-ARIMA,inc case,1,Overall,0.8,0.85,0.55,0.9,-0.15,316,32,NA
10,RobertWalraven-ESG,inc case,1,Overall,1.18,1.27,0.37,0.68,-0.27,316,32,NA
10,SDSC_ISG-TrendModel,inc case,1,Overall,0.73,NA,NA,NA,NA,316,32,NA
10,UMass-SemiMech,inc case,1,Overall,0.6,1,0.48,0.87,-0.01,156,32,NA
10,USC-SIkJalpha,inc case,1,Overall,1.3,1.4,0.26,0.42,-0.14,316,32,NA
10,UVA-Ensemble,inc case,1,Overall,2.44,NA,0.54,0.86,NA,316,32,NA
10,epiforecasts-EpiNow2,inc case,1,Overall,1.49,1.34,0.42,0.81,-0.12,316,32,NA
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.5,0.87,-0.04,312,32,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,1.31,1.46,0.31,0.73,-0.06,312,32,NA
10,IEM_Health-CovidProject,inc case,4,Overall,1.14,1.4,0.23,0.46,-0.16,305,32,NA
10,ILM-EKF,inc case,4,Overall,3.23,3.74,0.27,0.64,-0.26,310,32,NA
10,Karlen-pypm,inc case,4,Overall,5.97,3.59,0.18,0.55,0.4,55,29,NA
10,LANL-GrowthRate,inc case,4,Overall,1.03,1.12,0.26,0.64,-0.27,281,32,NA
10,MUNI-ARIMA,inc case,4,Overall,1.04,1.09,0.51,0.87,-0.22,312,32,NA
10,RobertWalraven-ESG,inc case,4,Overall,0.9,1.2,0.31,0.56,-0.34,312,32,NA
10,UMass-SemiMech,inc case,4,Overall,1.05,2.04,0.27,0.7,0.02,248,32,NA
10,USC-SIkJalpha,inc case,4,Overall,1.09,1.48,0.22,0.23,-0.31,312,32,NA
10,UVA-Ensemble,inc case,4,Overall,1.16,NA,0.32,0.57,NA,312,32,NA
10,epiforecasts-EpiNow2,inc case,4,Overall,1.6,1.73,0.24,0.59,-0.29,311,32,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.53,0.88,-0.07,313,32,NA
10,EuroCOVIDhub-ensemble,inc case,3,Overall,1.23,1.29,0.33,0.77,-0.1,313,32,NA
10,IEM_Health-CovidProject,inc case,3,Overall,1.13,1.32,0.23,0.55,-0.15,305,32,NA
