weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc,location_name
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,1,0.98,1,-0.15,123,25,NA
10,SGroup-RandomForest,inc case,4,Overall,1,0.72,0.78,0.74,1,-0.25,123,25,NA
10,epiforecasts-EpiNow2,inc case,4,Overall,1.35,1.1,1.23,0.29,0.59,-0.26,122,25,NA
10,epiforecasts-tsensemble,inc case,4,Overall,0.86,0.67,0.53,0.13,0.34,-0.73,110,23,NA
10,epiforecasts-weeklygrowth,inc case,4,Overall,0.78,0.58,0.44,0.33,0.95,-0.54,100,21,NA
10,fjordhest-ensemble,inc case,4,Overall,1.02,0.8,1.09,0.22,0.63,-0.61,78,16,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,1,0.96,1,-0.17,123,25,NA
10,SGroup-RandomForest,inc case,3,Overall,1.11,0.98,0.99,0.76,1,-0.15,123,25,NA
10,epiforecasts-EpiNow2,inc case,3,Overall,1.24,1.16,1.2,0.27,0.65,-0.1,122,25,NA
10,epiforecasts-tsensemble,inc case,3,Overall,0.88,0.73,0.54,0.19,0.43,-0.66,108,23,NA
10,epiforecasts-weeklygrowth,inc case,3,Overall,0.91,0.73,0.77,0.35,0.96,-0.5,110,22,NA
10,fjordhest-ensemble,inc case,3,Overall,1.03,1,1.23,0.23,0.64,-0.55,77,16,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,1,0.94,1,-0.18,123,25,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,0.99,0.77,0.8,0.56,1,-0.29,94,24,NA
10,SGroup-RandomForest,inc case,2,Overall,1.12,0.95,0.97,0.69,0.97,-0.28,123,25,NA
10,epiforecasts-EpiNow2,inc case,2,Overall,1.19,1.08,1.09,0.31,0.74,0.01,123,25,NA
10,epiforecasts-tsensemble,inc case,2,Overall,0.89,0.74,0.54,0.25,0.5,-0.56,106,22,NA
10,epiforecasts-weeklygrowth,inc case,2,Overall,0.96,0.78,0.81,0.46,0.97,-0.42,115,23,NA
10,fjordhest-ensemble,inc case,2,Overall,1.03,1,1.23,0.28,0.75,-0.47,76,16,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,1,0.87,1,-0.21,123,25,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.96,0.8,0.85,0.67,1,-0.26,118,24,NA
10,SGroup-RandomForest,inc case,1,Overall,1.18,1.06,1.08,0.74,0.99,-0.2,123,25,NA
10,epiforecasts-EpiNow2,inc case,1,Overall,1.11,0.97,0.97,0.43,0.78,0.1,123,25,NA
10,epiforecasts-tsensemble,inc case,1,Overall,0.88,0.72,0.53,0.33,0.59,-0.45,105,21,NA
10,epiforecasts-weeklygrowth,inc case,1,Overall,0.97,0.87,0.89,0.54,0.98,-0.3,116,24,NA
10,fjordhest-ensemble,inc case,1,Overall,0.97,1.02,1.22,0.41,0.79,-0.37,75,16,NA
10,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,1,1,1,-0.1,98,20,NA
10,SGroup-RandomForest,inc death,4,Overall,2.53,1.21,1.04,0.5,0.9,-0.06,98,20,NA
10,epiforecasts-EpiNow2,inc death,4,Overall,1.29,0.69,0.85,0.37,0.7,-0.59,86,19,NA
10,epiforecasts-tsensemble,inc death,4,Overall,0.89,0.41,0.37,0.5,0.7,-0.44,60,14,NA
10,epiforecasts-weeklygrowth,inc death,4,Overall,801.97,1867.52,2182.49,0.35,0.78,-0.55,60,13,NA
10,fjordhest-ensemble,inc death,4,Overall,4.34,0.65,0.6,0.64,0.88,-0.36,73,15,NA
10,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,1,1,1,-0.11,98,20,NA
10,SGroup-RandomForest,inc death,3,Overall,1.66,1.13,1.05,0.52,0.88,-0.11,98,20,NA
10,epiforecasts-EpiNow2,inc death,3,Overall,1.3,0.81,0.87,0.38,0.72,-0.54,85,18,NA
10,epiforecasts-tsensemble,inc death,3,Overall,0.77,0.38,0.4,0.46,0.71,-0.46,59,13,NA
10,epiforecasts-weeklygrowth,inc death,3,Overall,767.47,1279.04,1591.53,0.34,0.83,-0.58,82,17,NA
10,fjordhest-ensemble,inc death,3,Overall,4.19,0.84,0.65,0.57,0.88,-0.39,72,15,NA
10,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,1,1,1,-0.12,98,20,NA
10,EuroCOVIDhub-ensemble,inc death,2,Overall,1.09,0.63,0.65,0.67,0.97,-0.34,67,18,NA
10,SGroup-RandomForest,inc death,2,Overall,1.9,1.43,1.47,0.54,0.85,-0.17,98,20,NA
10,epiforecasts-EpiNow2,inc death,2,Overall,1.27,0.83,0.89,0.41,0.84,-0.48,86,18,NA
10,epiforecasts-tsensemble,inc death,2,Overall,0.77,0.44,0.46,0.51,0.69,-0.43,59,13,NA
10,epiforecasts-weeklygrowth,inc death,2,Overall,887.81,1301.28,1521.5,0.33,0.84,-0.55,82,17,NA
10,fjordhest-ensemble,inc death,2,Overall,3.67,1.06,0.76,0.62,0.87,-0.39,71,15,NA
10,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,1,0.97,1,-0.15,98,20,NA
10,EuroCOVIDhub-ensemble,inc death,1,Overall,1.14,0.78,0.83,0.68,0.95,-0.36,85,18,NA
10,SGroup-RandomForest,inc death,1,Overall,1.48,1.16,1.19,0.54,0.86,-0.17,98,20,NA
10,epiforecasts-EpiNow2,inc death,1,Overall,1.3,0.91,0.95,0.43,0.87,-0.45,87,18,NA
10,epiforecasts-tsensemble,inc death,1,Overall,0.82,0.56,0.57,0.56,0.75,-0.38,59,12,NA
10,epiforecasts-weeklygrowth,inc death,1,Overall,731.03,799.44,1158.76,0.4,0.83,-0.54,89,19,NA
10,fjordhest-ensemble,inc death,1,Overall,3.35,1.51,0.92,0.59,0.87,-0.39,70,15,NA
10,EuroCOVIDhub-baseline,inc hosp,4,Overall,1,1,1,0.88,1,-0.2,58,9,NA
10,EuroCOVIDhub-ensemble,inc hosp,4,Overall,0.92,1.06,1.08,0.47,0.92,-0.43,49,9,NA
10,epiforecasts-EpiNow2,inc hosp,4,Overall,1.24,1.56,1.59,0.22,0.71,-0.29,58,9,NA
10,epiforecasts-tsensemble,inc hosp,4,Overall,0.95,1.45,1.51,0.21,0.53,-0.57,58,9,NA
10,epiforecasts-weeklygrowth,inc hosp,4,Overall,0.92,1.2,1.22,0.42,0.87,-0.53,52,8,NA
10,fjordhest-ensemble,inc hosp,4,Overall,0.91,1.06,0.96,0.51,0.98,-0.47,45,7,NA
10,EuroCOVIDhub-baseline,inc hosp,3,Overall,1,1,1,0.9,1,-0.19,58,9,NA
10,EuroCOVIDhub-ensemble,inc hosp,3,Overall,0.84,0.89,0.89,0.59,0.92,-0.38,49,9,NA
10,epiforecasts-EpiNow2,inc hosp,3,Overall,1.15,1.38,1.42,0.33,0.78,-0.18,58,9,NA
10,epiforecasts-tsensemble,inc hosp,3,Overall,0.89,1.25,1.3,0.21,0.55,-0.53,58,9,NA
10,epiforecasts-weeklygrowth,inc hosp,3,Overall,0.86,1.15,1.14,0.55,0.88,-0.43,56,9,NA
10,fjordhest-ensemble,inc hosp,3,Overall,0.82,0.91,0.86,0.6,1,-0.44,45,7,NA
10,EuroCOVIDhub-baseline,inc hosp,2,Overall,1,1,1,0.83,1,-0.19,58,9,NA
10,EuroCOVIDhub-ensemble,inc hosp,2,Overall,0.77,0.81,0.8,0.67,0.94,-0.31,49,9,NA
10,epiforecasts-EpiNow2,inc hosp,2,Overall,1.24,1.35,1.4,0.41,0.86,-0.08,58,9,NA
10,epiforecasts-tsensemble,inc hosp,2,Overall,0.88,1.13,1.16,0.26,0.62,-0.48,58,9,NA
10,epiforecasts-weeklygrowth,inc hosp,2,Overall,0.78,1.09,1.06,0.6,0.91,-0.37,58,9,NA
10,fjordhest-ensemble,inc hosp,2,Overall,0.77,0.83,0.81,0.67,1,-0.4,45,7,NA
10,EuroCOVIDhub-baseline,inc hosp,1,Overall,1,1,1,0.78,1,-0.18,58,9,NA
10,EuroCOVIDhub-ensemble,inc hosp,1,Overall,0.79,0.79,0.79,0.63,0.96,-0.28,57,9,NA
10,epiforecasts-tsensemble,inc hosp,1,Overall,0.84,1.01,1.03,0.38,0.72,-0.39,58,9,NA
10,epiforecasts-weeklygrowth,inc hosp,1,Overall,0.83,1.1,1.07,0.64,0.97,-0.28,58,9,NA
10,fjordhest-ensemble,inc hosp,1,Overall,0.78,0.76,0.77,0.6,0.98,-0.38,45,7,NA
10,EuroCOVIDhub-baseline,inc case,4,BE,1,1,1,1,1,-0.12,5,1,Belgium
10,SGroup-RandomForest,inc case,4,BE,0.83,0.51,0.51,0.8,1,-0.16,5,1,Belgium
10,epiforecasts-EpiNow2,inc case,4,BE,3.24,1.3,1.3,0.4,0.6,0.16,5,1,Belgium
10,epiforecasts-tsensemble,inc case,4,BE,0.84,0.43,0.43,0.2,0.4,-0.76,5,1,Belgium
10,epiforecasts-weeklygrowth,inc case,4,BE,0.78,0.83,0.83,0.8,1,-0.16,5,1,Belgium
10,EuroCOVIDhub-baseline,inc case,3,BE,1,1,1,1,1,-0.14,5,1,Belgium
10,SGroup-RandomForest,inc case,3,BE,3.03,1.56,1.56,1,1,0.2,5,1,Belgium
10,epiforecasts-EpiNow2,inc case,3,BE,3.76,1.37,1.37,0.4,0.4,0.44,5,1,Belgium
10,epiforecasts-tsensemble,inc case,3,BE,0.83,0.38,0.38,0.4,0.6,-0.54,5,1,Belgium
10,epiforecasts-weeklygrowth,inc case,3,BE,0.76,0.64,0.64,0.8,1,-0.02,5,1,Belgium
10,EuroCOVIDhub-baseline,inc case,2,BE,1,1,1,1,1,-0.14,5,1,Belgium
10,EuroCOVIDhub-ensemble,inc case,2,BE,0.95,0.6,0.53,1,1,0.15,4,1,Belgium
10,SGroup-RandomForest,inc case,2,BE,2.02,1.13,1.19,1,1,0.14,5,1,Belgium
10,epiforecasts-EpiNow2,inc case,2,BE,3.71,1.12,1.09,0,0.6,0.6,5,1,Belgium
10,epiforecasts-tsensemble,inc case,2,BE,0.76,0.29,0.32,0.6,0.8,-0.38,5,1,Belgium
10,epiforecasts-weeklygrowth,inc case,2,BE,0.78,0.52,0.52,1,1,0.14,5,1,Belgium
10,EuroCOVIDhub-baseline,inc case,1,BE,1,1,1,1,1,-0.1,5,1,Belgium
10,EuroCOVIDhub-ensemble,inc case,1,BE,0.67,0.44,0.44,1,1,0.12,5,1,Belgium
10,SGroup-RandomForest,inc case,1,BE,2.68,1.27,1.27,0.8,1,0.04,5,1,Belgium
10,epiforecasts-EpiNow2,inc case,1,BE,2.41,0.75,0.75,0.2,0.8,0.7,5,1,Belgium
10,epiforecasts-tsensemble,inc case,1,BE,0.82,0.28,0.28,0.4,0.8,-0.16,5,1,Belgium
10,epiforecasts-weeklygrowth,inc case,1,BE,0.99,0.51,0.51,0.8,1,0.24,5,1,Belgium
10,EuroCOVIDhub-baseline,inc case,4,BG,1,1,1,1,1,-0.22,5,1,Bulgaria
10,SGroup-RandomForest,inc case,4,BG,0.94,0.74,0.74,0.6,1,-0.52,5,1,Bulgaria
10,epiforecasts-EpiNow2,inc case,4,BG,0.85,0.56,0.56,0,1,-0.8,5,1,Bulgaria
10,epiforecasts-tsensemble,inc case,4,BG,0.93,1.01,1.01,0,0.2,-0.92,5,1,Bulgaria
10,fjordhest-ensemble,inc case,4,BG,1.04,0.96,0.96,0.2,0.4,-0.8,5,1,Bulgaria
10,EuroCOVIDhub-baseline,inc case,3,BG,1,1,1,1,1,-0.3,5,1,Bulgaria
10,SGroup-RandomForest,inc case,3,BG,0.84,1.03,1.03,0.8,1,-0.4,5,1,Bulgaria
10,epiforecasts-EpiNow2,inc case,3,BG,0.69,0.47,0.47,0,1,-0.76,5,1,Bulgaria
