weeks_included,model,target_variable,horizon,location,location_name,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc
52,epiforecasts-tsensemble,inc case,4,BE,Belgium,1.02,0.25,0.25,0.5,0.91,0.18,22,1
52,ECDC-norrsken_blue,inc case,1,BG,Bulgaria,1.48,1.07,1,0.47,1,0.31,17,1
52,ECDC-norrsken_green,inc case,1,BG,Bulgaria,1.38,1.03,0.96,0.29,0.59,0.38,17,1
52,EuroCOVIDhub-baseline,inc case,1,BG,Bulgaria,1,1,1,0.65,1,0.24,26,1
52,EuroCOVIDhub-ensemble,inc case,1,BG,Bulgaria,0.95,0.69,0.73,0.52,1,0.38,23,1
52,epiforecasts-tsensemble,inc case,1,BG,Bulgaria,1.07,0.72,0.75,0.59,0.86,0.49,22,1
52,fjordhest-ensemble,inc case,1,BG,Bulgaria,0.87,0.55,0.57,0.36,0.92,0.42,25,1
52,ECDC-norrsken_blue,inc case,2,BG,Bulgaria,1.53,0.85,0.78,0.47,1,0.35,17,1
52,ECDC-norrsken_green,inc case,2,BG,Bulgaria,1.35,0.76,0.69,0.18,0.71,0.42,17,1
52,EuroCOVIDhub-baseline,inc case,2,BG,Bulgaria,1,1,1,1,1,0.17,26,1
52,EuroCOVIDhub-ensemble,inc case,2,BG,Bulgaria,0.96,0.58,0.65,0.65,0.91,0.35,23,1
52,epiforecasts-tsensemble,inc case,2,BG,Bulgaria,1.13,0.58,0.62,0.59,0.86,0.47,22,1
52,ECDC-norrsken_blue,inc case,3,BG,Bulgaria,1.65,0.84,0.76,0.41,1,0.51,17,1
52,ECDC-norrsken_green,inc case,3,BG,Bulgaria,1.19,0.63,0.58,0.18,0.65,0.54,17,1
52,EuroCOVIDhub-baseline,inc case,3,BG,Bulgaria,1,1,1,1,1,0.17,26,1
52,EuroCOVIDhub-ensemble,inc case,3,BG,Bulgaria,0.98,0.55,0.62,0.7,0.87,0.43,23,1
52,epiforecasts-tsensemble,inc case,3,BG,Bulgaria,1.21,0.55,0.59,0.55,0.82,0.52,22,1
52,ECDC-norrsken_blue,inc case,4,BG,Bulgaria,1.7,0.83,0.76,0.41,0.94,0.55,17,1
52,ECDC-norrsken_green,inc case,4,BG,Bulgaria,1.18,0.58,0.54,0.18,0.65,0.53,17,1
52,EuroCOVIDhub-baseline,inc case,4,BG,Bulgaria,1,1,1,1,1,0.15,26,1
52,EuroCOVIDhub-ensemble,inc case,4,BG,Bulgaria,0.96,0.52,0.59,0.61,0.87,0.44,23,1
52,epiforecasts-tsensemble,inc case,4,BG,Bulgaria,1.21,0.52,0.54,0.55,0.86,0.49,22,1
52,ECDC-norrsken_blue,inc death,1,BG,Bulgaria,3.25,2.06,1.86,0.35,0.82,0.59,17,1
52,ECDC-norrsken_green,inc death,1,BG,Bulgaria,2.26,1.54,1.38,0.24,0.47,0.66,17,1
52,EuroCOVIDhub-baseline,inc death,1,BG,Bulgaria,1,1,1,0.92,1,0.04,26,1
52,EuroCOVIDhub-ensemble,inc death,1,BG,Bulgaria,1.1,0.74,0.78,0.65,1,0.18,23,1
52,epiforecasts-tsensemble,inc death,1,BG,Bulgaria,1.03,0.57,0.6,0.59,1,0.17,22,1
52,fjordhest-ensemble,inc death,1,BG,Bulgaria,0.97,0.48,0.54,0.64,1,0.19,25,1
52,ECDC-norrsken_blue,inc death,2,BG,Bulgaria,4.04,1.7,1.55,0.29,0.88,0.62,17,1
52,ECDC-norrsken_green,inc death,2,BG,Bulgaria,3.1,1.42,1.28,0.24,0.41,0.7,17,1
52,EuroCOVIDhub-baseline,inc death,2,BG,Bulgaria,1,1,1,1,1,0.05,26,1
52,EuroCOVIDhub-ensemble,inc death,2,BG,Bulgaria,1.27,0.68,0.75,0.65,1,0.25,23,1
52,epiforecasts-tsensemble,inc death,2,BG,Bulgaria,1.06,0.4,0.45,0.45,1,0.27,22,1
52,ECDC-norrsken_blue,inc death,3,BG,Bulgaria,5.64,1.77,1.61,0.24,0.76,0.7,17,1
52,ECDC-norrsken_green,inc death,3,BG,Bulgaria,5,1.75,1.58,0.29,0.41,0.74,17,1
52,EuroCOVIDhub-baseline,inc death,3,BG,Bulgaria,1,1,1,1,1,0.06,26,1
52,EuroCOVIDhub-ensemble,inc death,3,BG,Bulgaria,1.33,0.69,0.75,0.61,1,0.3,23,1
52,epiforecasts-tsensemble,inc death,3,BG,Bulgaria,1.06,0.31,0.34,0.59,1,0.35,22,1
52,ECDC-norrsken_blue,inc death,4,BG,Bulgaria,6.58,1.75,1.6,0.18,0.82,0.73,17,1
52,ECDC-norrsken_green,inc death,4,BG,Bulgaria,7.46,2.38,2.16,0.24,0.35,0.78,17,1
52,EuroCOVIDhub-baseline,inc death,4,BG,Bulgaria,1,1,1,1,1,0.05,26,1
52,EuroCOVIDhub-ensemble,inc death,4,BG,Bulgaria,1.42,0.69,0.75,0.61,1,0.3,23,1
52,epiforecasts-tsensemble,inc death,4,BG,Bulgaria,1.1,0.26,0.29,0.73,1,0.34,22,1
52,ECDC-norrsken_blue,inc case,1,CZ,Czechia,1.32,0.88,0.85,0.67,0.89,0.36,18,1
52,ECDC-norrsken_green,inc case,1,CZ,Czechia,1.22,0.91,0.89,0.33,0.56,0.34,18,1
52,EuroCOVIDhub-baseline,inc case,1,CZ,Czechia,1,1,1,0.56,1,-0.01,27,1
52,EuroCOVIDhub-ensemble,inc case,1,CZ,Czechia,1.15,0.75,0.78,0.64,0.88,0.1,25,1
52,ECDC-norrsken_blue,inc case,2,CZ,Czechia,1.42,0.9,0.87,0.61,0.89,0.38,18,1
52,ECDC-norrsken_green,inc case,2,CZ,Czechia,1.32,0.94,0.91,0.33,0.56,0.28,18,1
52,EuroCOVIDhub-baseline,inc case,2,CZ,Czechia,1,1,1,0.74,1,-0.01,27,1
52,EuroCOVIDhub-ensemble,inc case,2,CZ,Czechia,1.17,0.72,0.76,0.72,0.88,0.08,25,1
52,ECDC-norrsken_blue,inc case,3,CZ,Czechia,1.52,0.92,0.9,0.5,0.89,0.43,18,1
52,ECDC-norrsken_green,inc case,3,CZ,Czechia,1.43,0.95,0.94,0.28,0.56,0.22,18,1
52,EuroCOVIDhub-baseline,inc case,3,CZ,Czechia,1,1,1,0.81,1,0.02,27,1
52,EuroCOVIDhub-ensemble,inc case,3,CZ,Czechia,1.23,0.7,0.72,0.76,0.92,0.13,25,1
52,ECDC-norrsken_blue,inc case,4,CZ,Czechia,1.66,0.97,0.96,0.39,0.89,0.51,18,1
52,ECDC-norrsken_green,inc case,4,CZ,Czechia,1.54,0.98,0.97,0.22,0.56,0.17,18,1
52,EuroCOVIDhub-baseline,inc case,4,CZ,Czechia,1,1,1,0.89,1,0.04,27,1
52,EuroCOVIDhub-ensemble,inc case,4,CZ,Czechia,1.25,0.7,0.71,0.76,0.92,0.17,25,1
52,ECDC-norrsken_green,inc hosp,1,CZ,Czechia,1.33,1.21,1.18,0.24,0.53,0.76,17,1
52,EuroCOVIDhub-baseline,inc hosp,1,CZ,Czechia,1,1,1,0.78,1,0.03,27,1
52,EuroCOVIDhub-ensemble,inc hosp,1,CZ,Czechia,1.02,0.87,0.87,0.71,1,0.08,24,1
52,epiforecasts-tsensemble,inc hosp,1,CZ,Czechia,1.1,0.98,0.99,0.61,0.91,-0.01,23,1
52,ECDC-norrsken_green,inc hosp,2,CZ,Czechia,1.25,1.16,1.12,0.24,0.59,0.74,17,1
52,EuroCOVIDhub-baseline,inc hosp,2,CZ,Czechia,1,1,1,0.78,1,0.01,27,1
52,EuroCOVIDhub-ensemble,inc hosp,2,CZ,Czechia,1.02,0.87,0.89,0.67,1,0.1,24,1
52,epiforecasts-tsensemble,inc hosp,2,CZ,Czechia,1.07,0.98,1,0.57,0.91,-0,23,1
52,ECDC-norrsken_green,inc hosp,3,CZ,Czechia,1.24,1.14,1.11,0.29,0.53,0.72,17,1
52,EuroCOVIDhub-baseline,inc hosp,3,CZ,Czechia,1,1,1,0.78,1,0.04,27,1
52,EuroCOVIDhub-ensemble,inc hosp,3,CZ,Czechia,1.05,0.88,0.89,0.75,1,0.14,24,1
52,epiforecasts-tsensemble,inc hosp,3,CZ,Czechia,1.13,1.02,1.03,0.65,0.83,0.02,23,1
52,ECDC-norrsken_green,inc hosp,4,CZ,Czechia,1.25,1.15,1.1,0.29,0.47,0.68,17,1
52,EuroCOVIDhub-baseline,inc hosp,4,CZ,Czechia,1,1,1,0.67,1,0.04,27,1
52,EuroCOVIDhub-ensemble,inc hosp,4,CZ,Czechia,1.05,0.87,0.89,0.71,1,0.13,24,1
52,epiforecasts-tsensemble,inc hosp,4,CZ,Czechia,1.11,1.03,1.06,0.57,0.78,0.01,23,1
52,ECDC-norrsken_blue,inc case,1,GR,Greece,0.98,0.9,0.92,0.72,0.94,0.37,18,1
52,ECDC-norrsken_green,inc case,1,GR,Greece,1.26,1.31,1.33,0.33,0.56,0.14,18,1
52,EuroCOVIDhub-baseline,inc case,1,GR,Greece,1,1,1,0.48,1,0.16,27,1
52,EuroCOVIDhub-ensemble,inc case,1,GR,Greece,0.96,0.95,0.96,0.6,0.88,0.18,25,1
52,Lydia-SARIMA,inc case,1,GR,Greece,1.23,1.98,1.94,1,1,0.08,25,1
52,epiforecasts-tsensemble,inc case,1,GR,Greece,1.06,1.04,1.01,0.52,0.83,0.14,23,1
52,ECDC-norrsken_blue,inc case,2,GR,Greece,1.16,1.06,1.09,0.72,0.89,0.41,18,1
52,ECDC-norrsken_green,inc case,2,GR,Greece,1.37,1.37,1.4,0.11,0.67,0.15,18,1
52,EuroCOVIDhub-baseline,inc case,2,GR,Greece,1,1,1,0.63,1,0.19,27,1
52,EuroCOVIDhub-ensemble,inc case,2,GR,Greece,1.01,0.99,1,0.64,0.84,0.22,25,1
52,Lydia-SARIMA,inc case,2,GR,Greece,1.28,1.89,1.83,1,1,0.09,25,1
52,epiforecasts-tsensemble,inc case,2,GR,Greece,1.15,1.11,1.08,0.48,0.83,0.23,23,1
52,ECDC-norrsken_blue,inc case,3,GR,Greece,1.29,1.17,1.2,0.67,0.94,0.42,18,1
52,ECDC-norrsken_green,inc case,3,GR,Greece,1.49,1.42,1.46,0.17,0.61,0.26,18,1
52,EuroCOVIDhub-baseline,inc case,3,GR,Greece,1,1,1,0.7,1,0.18,27,1
52,EuroCOVIDhub-ensemble,inc case,3,GR,Greece,1.11,1.03,1.05,0.6,0.88,0.25,25,1
52,Lydia-SARIMA,inc case,3,GR,Greece,1.26,1.71,1.63,1,1,0.09,25,1
52,epiforecasts-tsensemble,inc case,3,GR,Greece,1.25,1.16,1.13,0.39,0.78,0.27,23,1
52,ECDC-norrsken_blue,inc case,4,GR,Greece,1.35,1.23,1.25,0.67,0.94,0.44,18,1
52,ECDC-norrsken_green,inc case,4,GR,Greece,1.53,1.46,1.5,0.11,0.56,0.24,18,1
52,EuroCOVIDhub-baseline,inc case,4,GR,Greece,1,1,1,0.67,1,0.16,27,1
52,EuroCOVIDhub-ensemble,inc case,4,GR,Greece,1.12,1.04,1.06,0.64,0.88,0.24,25,1
52,epiforecasts-tsensemble,inc case,4,GR,Greece,1.28,1.18,1.1,0.43,0.74,0.23,23,1
52,EuroCOVIDhub-baseline,inc death,1,GR,Greece,1,1,1,0.59,1,-0.01,27,1
52,epiforecasts-tsensemble,inc death,1,GR,Greece,1.62,1.69,1.69,0.5,0.77,0.12,22,1
52,EuroCOVIDhub-baseline,inc death,2,GR,Greece,1,1,1,0.74,1,0.01,27,1
52,epiforecasts-tsensemble,inc death,2,GR,Greece,1.48,1.49,1.49,0.5,0.77,0.21,22,1
52,EuroCOVIDhub-baseline,inc death,3,GR,Greece,1,1,1,0.7,1,0.04,27,1
52,epiforecasts-tsensemble,inc death,3,GR,Greece,1.46,1.37,1.37,0.5,0.82,0.27,22,1
52,EuroCOVIDhub-baseline,inc death,4,GR,Greece,1,1,1,0.81,1,0.06,27,1
52,epiforecasts-tsensemble,inc death,4,GR,Greece,1.51,1.25,1.25,0.55,0.86,0.3,22,1
52,ECDC-norrsken_blue,inc case,1,HU,Hungary,1.94,1.27,1.28,0.71,0.88,0.26,17,1
52,ECDC-norrsken_green,inc case,1,HU,Hungary,1.58,1.1,1.1,0.24,0.41,0.37,17,1
52,EuroCOVIDhub-baseline,inc case,1,HU,Hungary,1,1,1,0.81,1,0.08,27,1
52,EuroCOVIDhub-ensemble,inc case,1,HU,Hungary,1.48,0.91,0.87,0.82,0.95,0.17,22,1
52,epiforecasts-tsensemble,inc case,1,HU,Hungary,1.32,0.76,0.79,0.68,0.91,-0.03,22,1
52,ECDC-norrsken_blue,inc case,2,HU,Hungary,2.07,1.01,0.98,0.71,0.88,0.39,17,1
52,ECDC-norrsken_green,inc case,2,HU,Hungary,1.6,0.81,0.79,0.41,0.59,0.33,17,1
52,EuroCOVIDhub-baseline,inc case,2,HU,Hungary,1,1,1,1,1,0.03,27,1
52,EuroCOVIDhub-ensemble,inc case,2,HU,Hungary,1.51,0.73,0.72,0.82,1,0.19,22,1
52,epiforecasts-tsensemble,inc case,2,HU,Hungary,1.36,0.57,0.61,0.59,0.95,-0.04,22,1
52,ECDC-norrsken_blue,inc case,3,HU,Hungary,2.23,0.92,0.89,0.47,0.88,0.51,17,1
52,ECDC-norrsken_green,inc case,3,HU,Hungary,1.64,0.7,0.67,0.29,0.47,0.3,17,1
52,EuroCOVIDhub-baseline,inc case,3,HU,Hungary,1,1,1,1,1,0.03,27,1
52,EuroCOVIDhub-ensemble,inc case,3,HU,Hungary,1.48,0.62,0.65,0.82,0.95,0.2,22,1
52,epiforecasts-tsensemble,inc case,3,HU,Hungary,1.33,0.46,0.48,0.45,0.91,-0.12,22,1
52,ECDC-norrsken_blue,inc case,4,HU,Hungary,2.44,0.91,0.86,0.47,0.88,0.59,17,1
52,ECDC-norrsken_green,inc case,4,HU,Hungary,1.69,0.65,0.62,0.29,0.53,0.28,17,1
52,EuroCOVIDhub-baseline,inc case,4,HU,Hungary,1,1,1,1,1,0.03,27,1
52,EuroCOVIDhub-ensemble,inc case,4,HU,Hungary,1.46,0.58,0.62,0.82,0.95,0.19,22,1
52,epiforecasts-tsensemble,inc case,4,HU,Hungary,1.34,0.43,0.43,0.45,0.91,-0.15,22,1
52,EuroCOVIDhub-baseline,inc death,2,HU,Hungary,1,1,1,1,1,-0.05,20,1
52,epiforecasts-tsensemble,inc death,2,HU,Hungary,3.06,0.81,0.81,0.33,0.78,0.64,9,1
52,EuroCOVIDhub-baseline,inc death,3,HU,Hungary,1,1,1,1,1,-0.05,19,1
52,epiforecasts-tsensemble,inc death,3,HU,Hungary,3.48,0.6,0.6,0.38,0.62,0.69,8,1
52,EuroCOVIDhub-baseline,inc death,4,HU,Hungary,1,1,1,1,1,-0.02,18,1
52,epiforecasts-tsensemble,inc death,4,HU,Hungary,3,0.6,0.6,0.29,0.71,0.71,7,1
52,ECDC-norrsken_blue,inc case,1,IE,Ireland,1.7,0.96,1.03,0.67,1,0.21,18,1
52,ECDC-norrsken_green,inc case,1,IE,Ireland,1.73,0.89,0.95,0.17,0.78,0.03,18,1
52,EuroCOVIDhub-baseline,inc case,1,IE,Ireland,1,1,1,0.81,1,0.13,27,1
52,EuroCOVIDhub-ensemble,inc case,1,IE,Ireland,1.04,0.53,0.49,0.68,1,0.12,25,1
52,Lydia-SARIMA,inc case,1,IE,Ireland,1.29,5.31,5.29,1,1,0.06,25,1
52,epiforecasts-tsensemble,inc case,1,IE,Ireland,1.03,0.53,0.5,0.52,0.91,0.17,23,1
52,ECDC-norrsken_blue,inc case,2,IE,Ireland,1.84,0.77,0.8,0.61,1,0.18,18,1
52,ECDC-norrsken_green,inc case,2,IE,Ireland,1.96,0.72,0.75,0.22,0.83,-0.04,18,1
52,EuroCOVIDhub-baseline,inc case,2,IE,Ireland,1,1,1,1,1,0.04,27,1
52,EuroCOVIDhub-ensemble,inc case,2,IE,Ireland,1.03,0.4,0.39,0.6,1,0.01,25,1
52,Lydia-SARIMA,inc case,2,IE,Ireland,1.02,3.62,3.59,1,1,0.03,25,1
52,epiforecasts-tsensemble,inc case,2,IE,Ireland,1.1,0.41,0.39,0.39,0.87,0.07,23,1
52,ECDC-norrsken_blue,inc case,3,IE,Ireland,2.42,0.77,0.8,0.67,1,0.2,18,1
52,ECDC-norrsken_green,inc case,3,IE,Ireland,2.29,0.68,0.71,0.28,0.72,-0.04,18,1
52,EuroCOVIDhub-baseline,inc case,3,IE,Ireland,1,1,1,1,1,0.04,27,1
52,EuroCOVIDhub-ensemble,inc case,3,IE,Ireland,1.06,0.36,0.34,0.6,1,0.06,25,1
52,Lydia-SARIMA,inc case,3,IE,Ireland,1.19,2.97,2.96,1,1,0.02,25,1
52,epiforecasts-tsensemble,inc case,3,IE,Ireland,1.11,0.29,0.29,0.35,0.87,0.08,23,1
52,ECDC-norrsken_blue,inc case,4,IE,Ireland,3.03,0.81,0.82,0.61,1,0.25,18,1
52,ECDC-norrsken_green,inc case,4,IE,Ireland,2.85,0.71,0.72,0.28,0.72,0.01,18,1
52,EuroCOVIDhub-baseline,inc case,4,IE,Ireland,1,1,1,1,1,0.03,27,1
52,EuroCOVIDhub-ensemble,inc case,4,IE,Ireland,1.06,0.34,0.33,0.64,1,0.09,25,1
52,epiforecasts-tsensemble,inc case,4,IE,Ireland,1.11,0.25,0.25,0.39,0.87,0.06,23,1
52,ECDC-norrsken_blue,inc case,1,IS,Iceland,1.14,0.39,0.37,0.81,1,0.29,16,1
52,ECDC-norrsken_green,inc case,1,IS,Iceland,1.07,0.33,0.31,0.25,0.56,0.41,16,1
52,EuroCOVIDhub-baseline,inc case,1,IS,Iceland,1,1,1,1,1,0.03,26,1
52,EuroCOVIDhub-ensemble,inc case,1,IS,Iceland,0.89,0.32,0.37,0.71,0.9,0.2,21,1
52,epiforecasts-tsensemble,inc case,1,IS,Iceland,1.01,0.26,0.25,0.52,0.9,0.08,21,1
52,ECDC-norrsken_blue,inc case,2,IS,Iceland,1.45,0.3,0.27,0.75,1,0.33,16,1
52,ECDC-norrsken_green,inc case,2,IS,Iceland,1.13,0.22,0.2,0.31,0.69,0.48,16,1
52,EuroCOVIDhub-baseline,inc case,2,IS,Iceland,1,1,1,1,1,0.02,26,1
52,EuroCOVIDhub-ensemble,inc case,2,IS,Iceland,0.93,0.23,0.29,0.81,0.9,0.17,21,1
52,epiforecasts-tsensemble,inc case,2,IS,Iceland,1.02,0.15,0.15,0.57,0.86,0.02,21,1
52,ECDC-norrsken_blue,inc case,3,IS,Iceland,1.85,0.3,0.26,0.62,1,0.48,16,1
52,ECDC-norrsken_green,inc case,3,IS,Iceland,1.2,0.18,0.16,0.38,0.75,0.58,16,1
52,EuroCOVIDhub-baseline,inc case,3,IS,Iceland,1,1,1,1,1,0.03,26,1
