weeks_included,model,target_variable,horizon,location,location_name,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc
52,ECDC-norrsken_blue,inc case,1,Overall,NA,0.67,0.51,0.49,0.65,0.97,0.23,361,24
52,ECDC-norrsken_green,inc case,1,Overall,NA,0.71,0.55,0.52,0.27,0.67,0.29,361,24
52,EuroCOVIDhub-baseline,inc case,1,Overall,NA,1,1,1,0.79,1,0.12,625,24
52,EuroCOVIDhub-ensemble,inc case,1,Overall,NA,0.66,0.49,0.49,0.67,0.96,0.17,485,24
52,Lydia-SARIMA,inc case,1,Overall,NA,1.56,1.73,1.76,0.98,1,0.08,484,24
52,epiforecasts-tsensemble,inc case,1,Overall,NA,1.04,0.78,0.84,0.6,0.85,0.1,441,24
52,ECDC-norrsken_blue,inc case,2,Overall,NA,0.77,0.53,0.49,0.66,0.97,0.28,361,24
52,ECDC-norrsken_green,inc case,2,Overall,NA,0.78,0.54,0.49,0.28,0.7,0.28,361,24
52,EuroCOVIDhub-baseline,inc case,2,Overall,NA,1,1,1,0.89,1,0.08,625,24
52,EuroCOVIDhub-ensemble,inc case,2,Overall,NA,0.74,0.48,0.51,0.7,0.95,0.16,485,24
52,Lydia-SARIMA,inc case,2,Overall,NA,1.82,1.8,1.9,0.99,1,0.09,484,24
52,epiforecasts-tsensemble,inc case,2,Overall,NA,1.06,0.69,0.73,0.55,0.84,0.08,440,24
52,ECDC-norrsken_blue,inc case,3,Overall,NA,0.93,0.57,0.52,0.61,0.97,0.35,361,24
52,ECDC-norrsken_green,inc case,3,Overall,NA,0.89,0.55,0.5,0.29,0.7,0.28,361,24
52,EuroCOVIDhub-baseline,inc case,3,Overall,NA,1,1,1,0.92,1,0.08,625,24
52,EuroCOVIDhub-ensemble,inc case,3,Overall,NA,0.84,0.49,0.52,0.69,0.95,0.18,486,24
52,Lydia-SARIMA,inc case,3,Overall,NA,2.07,1.8,1.95,0.99,1,0.1,484,24
52,epiforecasts-tsensemble,inc case,3,Overall,NA,1.09,0.63,0.65,0.49,0.82,0.06,441,24
52,ECDC-norrsken_blue,inc case,4,Overall,NA,1.14,0.61,0.57,0.55,0.97,0.42,362,24
52,ECDC-norrsken_green,inc case,4,Overall,NA,1.01,0.55,0.52,0.26,0.71,0.26,362,24
52,EuroCOVIDhub-baseline,inc case,4,Overall,NA,1,1,1,0.93,1,0.07,626,25
52,EuroCOVIDhub-ensemble,inc case,4,Overall,NA,0.88,0.46,0.52,0.67,0.95,0.18,487,24
52,epiforecasts-tsensemble,inc case,4,Overall,NA,1.15,0.58,0.6,0.47,0.83,0.02,442,24
52,ECDC-norrsken_blue,inc death,1,Overall,NA,2.33,1.72,1.95,0.47,0.93,0.5,131,12
52,ECDC-norrsken_green,inc death,1,Overall,NA,1.73,1.36,1.55,0.27,0.55,0.58,131,12
52,EuroCOVIDhub-baseline,inc death,1,Overall,NA,1,1,1,0.76,0.98,-0.02,485,19
52,EuroCOVIDhub-ensemble,inc death,1,Overall,NA,0.99,0.77,0.72,0.64,0.95,0.06,278,18
52,Lydia-SARIMA,inc death,1,Overall,NA,1.24,1.49,1.13,0.85,0.96,-0.02,290,19
52,epiforecasts-tsensemble,inc death,1,Overall,NA,1.2,0.93,1.02,0.59,0.87,0.09,270,18
52,ECDC-norrsken_blue,inc death,2,Overall,NA,2.94,1.82,1.88,0.4,0.96,0.56,131,12
52,ECDC-norrsken_green,inc death,2,Overall,NA,2.2,1.44,1.49,0.28,0.52,0.63,131,12
52,EuroCOVIDhub-baseline,inc death,2,Overall,NA,1,1,1,0.84,0.98,-0.01,484,19
52,EuroCOVIDhub-ensemble,inc death,2,Overall,NA,1.02,0.74,0.72,0.66,0.96,0.11,278,18
52,Lydia-SARIMA,inc death,2,Overall,NA,1.25,1.54,1.29,0.87,0.98,-0,290,19
52,epiforecasts-tsensemble,inc death,2,Overall,NA,1.19,0.85,0.96,0.58,0.83,0.11,269,18
52,ECDC-norrsken_blue,inc death,3,Overall,NA,3.69,2.02,1.97,0.34,0.94,0.6,131,12
52,ECDC-norrsken_green,inc death,3,Overall,NA,2.81,1.64,1.61,0.31,0.57,0.65,131,12
52,EuroCOVIDhub-baseline,inc death,3,Overall,NA,1,1,1,0.89,0.99,-0,482,19
52,EuroCOVIDhub-ensemble,inc death,3,Overall,NA,1.06,0.74,0.73,0.66,0.96,0.14,279,18
52,Lydia-SARIMA,inc death,3,Overall,NA,1.31,1.58,1.4,0.91,0.99,0.01,290,19
52,epiforecasts-tsensemble,inc death,3,Overall,NA,1.17,0.78,0.93,0.58,0.86,0.13,269,18
52,ECDC-norrsken_blue,inc death,4,Overall,NA,4.66,2.41,2.1,0.29,0.96,0.64,132,12
52,ECDC-norrsken_green,inc death,4,Overall,NA,4.07,2.29,2,0.25,0.57,0.68,132,12
52,EuroCOVIDhub-baseline,inc death,4,Overall,NA,1,1,1,0.9,1,-0,480,19
52,EuroCOVIDhub-ensemble,inc death,4,Overall,NA,1.1,0.73,0.74,0.68,0.98,0.15,280,18
52,epiforecasts-tsensemble,inc death,4,Overall,NA,1.19,0.7,0.91,0.59,0.87,0.13,269,18
52,ECDC-norrsken_green,inc hosp,1,Overall,NA,1.33,1.21,1.18,0.24,0.53,0.76,17,1
52,EuroCOVIDhub-baseline,inc hosp,1,Overall,NA,1,1,1,0.78,1,0.03,27,1
52,EuroCOVIDhub-ensemble,inc hosp,1,Overall,NA,1.02,0.87,0.87,0.71,1,0.08,24,1
52,epiforecasts-tsensemble,inc hosp,1,Overall,NA,1.1,0.98,0.99,0.61,0.91,-0.01,23,1
52,ECDC-norrsken_green,inc hosp,2,Overall,NA,1.25,1.16,1.12,0.24,0.59,0.74,17,1
52,EuroCOVIDhub-baseline,inc hosp,2,Overall,NA,1,1,1,0.78,1,0.01,27,1
52,EuroCOVIDhub-ensemble,inc hosp,2,Overall,NA,1.02,0.87,0.89,0.67,1,0.1,24,1
52,epiforecasts-tsensemble,inc hosp,2,Overall,NA,1.07,0.98,1,0.57,0.91,-0,23,1
52,ECDC-norrsken_green,inc hosp,3,Overall,NA,1.24,1.14,1.11,0.29,0.53,0.72,17,1
52,EuroCOVIDhub-baseline,inc hosp,3,Overall,NA,1,1,1,0.78,1,0.04,27,1
52,EuroCOVIDhub-ensemble,inc hosp,3,Overall,NA,1.05,0.88,0.89,0.75,1,0.14,24,1
52,epiforecasts-tsensemble,inc hosp,3,Overall,NA,1.13,1.02,1.03,0.65,0.83,0.02,23,1
52,ECDC-norrsken_green,inc hosp,4,Overall,NA,1.25,1.15,1.1,0.29,0.47,0.68,17,1
52,EuroCOVIDhub-baseline,inc hosp,4,Overall,NA,1,1,1,0.67,1,0.04,27,1
52,EuroCOVIDhub-ensemble,inc hosp,4,Overall,NA,1.05,0.87,0.89,0.71,1,0.13,24,1
52,epiforecasts-tsensemble,inc hosp,4,Overall,NA,1.11,1.03,1.06,0.57,0.78,0.01,23,1
52,ECDC-norrsken_blue,inc case,1,BE,Belgium,1.31,0.7,0.68,0.41,1,0.13,17,1
52,ECDC-norrsken_green,inc case,1,BE,Belgium,1.27,0.66,0.66,0.18,0.71,0.32,17,1
52,EuroCOVIDhub-baseline,inc case,1,BE,Belgium,1,1,1,0.96,1,0.2,27,1
52,EuroCOVIDhub-ensemble,inc case,1,BE,Belgium,0.99,0.56,0.58,0.7,1,0.28,23,1
52,epiforecasts-tsensemble,inc case,1,BE,Belgium,1.02,0.46,0.46,0.5,0.91,0.35,22,1
52,ECDC-norrsken_blue,inc case,2,BE,Belgium,1.34,0.56,0.53,0.47,1,0.09,17,1
52,ECDC-norrsken_green,inc case,2,BE,Belgium,1.29,0.51,0.49,0.12,0.59,0.24,17,1
52,EuroCOVIDhub-baseline,inc case,2,BE,Belgium,1,1,1,1,1,0.11,27,1
52,EuroCOVIDhub-ensemble,inc case,2,BE,Belgium,1.01,0.47,0.51,0.74,1,0.26,23,1
52,epiforecasts-tsensemble,inc case,2,BE,Belgium,1.02,0.36,0.37,0.5,0.95,0.3,22,1
52,ECDC-norrsken_blue,inc case,3,BE,Belgium,1.4,0.5,0.47,0.59,1,0.11,17,1
52,ECDC-norrsken_green,inc case,3,BE,Belgium,1.34,0.44,0.42,0.18,0.59,0.19,17,1
52,EuroCOVIDhub-baseline,inc case,3,BE,Belgium,1,1,1,1,1,0.08,27,1
52,EuroCOVIDhub-ensemble,inc case,3,BE,Belgium,1.04,0.42,0.47,0.7,1,0.24,23,1
52,epiforecasts-tsensemble,inc case,3,BE,Belgium,1.03,0.29,0.3,0.45,0.91,0.25,22,1
52,ECDC-norrsken_blue,inc case,4,BE,Belgium,1.48,0.47,0.43,0.65,1,0.15,17,1
52,ECDC-norrsken_green,inc case,4,BE,Belgium,1.4,0.41,0.38,0.18,0.53,0.19,17,1
52,EuroCOVIDhub-baseline,inc case,4,BE,Belgium,1,1,1,1,1,0.07,27,1
52,EuroCOVIDhub-ensemble,inc case,4,BE,Belgium,1.06,0.38,0.44,0.7,1,0.23,23,1
