weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
10,BIOCOMSC-Gompertz,inc case,2,Overall,0.79,NA,0.68,1,NA,162,23,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.1,0.56,0.35,303,32,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,0.9,0.71,0.33,0.8,0.05,303,32,NA
10,IEM_Health-CovidProject,inc case,2,Overall,1.04,0.95,0.27,0.64,0.24,293,31,NA
10,ILM-EKF,inc case,2,Overall,1.28,1.06,0.3,0.72,0.13,222,27,NA
10,JBUD-HMXK,inc case,2,Overall,0.89,1.01,NA,NA,0.59,233,29,NA
10,RobertWalraven-ESG,inc case,2,Overall,1.29,1.09,0.22,0.59,-0.02,303,32,NA
10,USC-SIkJalpha,inc case,2,Overall,0.96,0.98,0.17,0.47,-0.25,303,32,NA
10,epiforecasts-EpiNow2,inc case,2,Overall,1.59,1.53,0.34,0.68,-0.38,303,32,NA
10,epiforecasts-weeklygrowth,inc case,2,Overall,1.17,0.93,0.48,0.95,0.23,303,32,NA
10,BIOCOMSC-Gompertz,inc case,1,Overall,0.74,NA,0.79,1,NA,165,23,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.05,0.61,0.39,308,32,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.76,0.59,0.42,0.9,0.1,308,32,NA
10,IEM_Health-CovidProject,inc case,1,Overall,0.92,0.77,0.39,0.8,0.23,298,31,NA
10,ILM-EKF,inc case,1,Overall,0.9,0.7,0.37,0.79,0.14,221,27,NA
10,JBUD-HMXK,inc case,1,Overall,0.82,0.63,NA,NA,0.36,246,29,NA
10,MUNI-ARIMA,inc case,1,Overall,0.98,0.89,0.18,0.58,0.27,245,32,NA
10,RobertWalraven-ESG,inc case,1,Overall,1.38,1.14,0.25,0.67,0.06,308,32,NA
10,SDSC_ISG-TrendModel,inc case,1,Overall,0.8,0.77,NA,NA,0.09,308,32,NA
10,USC-SIkJalpha,inc case,1,Overall,1.04,0.93,0.18,0.57,-0.21,308,32,NA
10,UVA-Ensemble,inc case,1,Overall,1.02,NA,0.6,0.96,NA,216,32,NA
10,epiforecasts-EpiNow2,inc case,1,Overall,1.59,1.65,0.6,0.94,-0.03,308,32,NA
10,epiforecasts-weeklygrowth,inc case,1,Overall,1.08,0.83,0.56,0.97,0.22,308,32,NA
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.08,0.44,0.26,298,32,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,0.98,0.77,0.31,0.74,-0.02,298,32,NA
10,IEM_Health-CovidProject,inc case,4,Overall,1.65,1.38,0.24,0.58,0.16,288,31,NA
10,ILM-EKF,inc case,4,Overall,3.14,2.43,0.26,0.65,0.12,232,30,NA
10,JBUD-HMXK,inc case,4,Overall,0.82,NA,NA,NA,NA,212,29,NA
10,RobertWalraven-ESG,inc case,4,Overall,1.17,0.98,0.24,0.57,-0.05,298,32,NA
10,USC-SIkJalpha,inc case,4,Overall,0.97,0.95,0.13,0.44,-0.38,298,32,NA
10,epiforecasts-EpiNow2,inc case,4,Overall,1.06,1.08,0.21,0.42,-0.7,298,32,NA
10,epiforecasts-weeklygrowth,inc case,4,Overall,1.47,1.33,0.46,0.93,0.24,271,32,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.07,0.48,0.28,302,32,NA
10,EuroCOVIDhub-ensemble,inc case,3,Overall,0.96,0.77,0.3,0.78,0,302,32,NA
10,IEM_Health-CovidProject,inc case,3,Overall,1.22,1.09,0.23,0.59,0.21,292,31,NA
10,ILM-EKF,inc case,3,Overall,1.74,1.42,0.25,0.66,0.11,227,28,NA
10,JBUD-HMXK,inc case,3,Overall,0.9,1.56,NA,NA,0.72,224,29,NA
10,RobertWalraven-ESG,inc case,3,Overall,1.19,0.98,0.22,0.59,-0.05,302,32,NA
10,USC-SIkJalpha,inc case,3,Overall,0.88,0.87,0.17,0.44,-0.35,302,32,NA
10,epiforecasts-EpiNow2,inc case,3,Overall,1.2,1.25,0.25,0.53,-0.55,302,32,NA
10,epiforecasts-weeklygrowth,inc case,3,Overall,1.27,1.03,0.44,0.95,0.21,302,32,NA
10,BIOCOMSC-Gompertz,inc death,2,Overall,3.53,NA,0.63,0.96,NA,164,23,NA
10,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.34,0.89,0.09,311,32,NA
10,EuroCOVIDhub-ensemble,inc death,2,Overall,0.74,0.77,0.59,0.9,-0.08,311,32,NA
10,IEM_Health-CovidProject,inc death,2,Overall,1.35,1.36,0.36,0.81,0.05,301,31,NA
10,ILM-EKF,inc death,2,Overall,100.46,323.01,0.85,0.97,0.09,228,27,NA
10,RobertWalraven-ESG,inc death,2,Overall,1.05,1.09,0.26,0.7,-0.06,311,32,NA
10,USC-SIkJalpha,inc death,2,Overall,1.03,1.21,0.33,0.45,-0.3,311,32,NA
10,epiforecasts-EpiNow2,inc death,2,Overall,4.33,6.12,0.49,0.89,-0.14,201,31,NA
