weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc,location_name
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,1,0.94,1,-0.16,118,25,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,1.22,0.91,0.82,0.83,1,-0.16,71,24,NA
10,epiforecasts-EpiNow2,inc case,4,Overall,1.48,1.08,1.13,0.28,0.62,-0.47,112,24,NA
10,fjordhest-ensemble,inc case,4,Overall,1.14,0.7,0.74,0.39,0.94,-0.43,66,14,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,1,0.92,1,-0.2,118,25,NA
10,EuroCOVIDhub-ensemble,inc case,3,Overall,1.07,0.89,0.82,0.73,0.97,-0.23,60,24,NA
10,Lydia-SARIMA,inc case,3,Overall,1.46,1.6,1.63,0.99,1,0.01,118,25,NA
10,Lydia-simpleARIMA,inc case,3,Overall,1.48,1.6,1.63,1,1,0.02,118,25,NA
10,epiforecasts-EpiNow2,inc case,3,Overall,1.5,1.26,1.29,0.25,0.56,-0.47,111,24,NA
10,fjordhest-ensemble,inc case,3,Overall,1.16,0.82,0.84,0.32,0.89,-0.5,66,14,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,1,0.83,1,-0.26,118,25,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,0.91,0.9,0.87,0.61,0.93,-0.34,44,24,NA
10,Lydia-SARIMA,inc case,2,Overall,1.3,1.58,1.63,0.99,1,-0,118,25,NA
10,Lydia-simpleARIMA,inc case,2,Overall,1.32,1.59,1.64,0.99,1,0.01,118,25,NA
10,fjordhest-ensemble,inc case,2,Overall,1.23,1.01,0.98,0.33,0.79,-0.56,66,14,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,1,0.69,1,-0.34,95,25,NA
10,Lydia-SARIMA,inc case,1,Overall,1.18,1.51,1.56,0.97,1,-0.03,95,25,NA
10,Lydia-simpleARIMA,inc case,1,Overall,1.18,1.51,1.56,0.97,1,-0.03,95,25,NA
10,fjordhest-ensemble,inc case,1,Overall,1.13,1.25,1.17,0.36,0.72,-0.58,53,14,NA
10,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,1,0.82,0.96,-0.23,103,21,NA
10,Lydia-SARIMA,inc death,3,Overall,0.85,1.11,1.11,0.86,0.98,-0.12,103,21,NA
10,Lydia-simpleARIMA,inc death,3,Overall,0.82,1.11,1.11,0.86,0.98,-0.12,103,21,NA
10,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,1,0.74,0.92,-0.26,102,21,NA
10,Lydia-SARIMA,inc death,2,Overall,0.76,1,1,0.83,0.97,-0.12,102,21,NA
10,Lydia-simpleARIMA,inc death,2,Overall,0.73,1,1,0.84,0.97,-0.11,102,21,NA
10,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,1,0.65,0.93,-0.31,85,21,NA
10,Lydia-SARIMA,inc death,1,Overall,0.8,0.91,0.91,0.81,0.94,-0.14,85,21,NA
10,Lydia-simpleARIMA,inc death,1,Overall,0.78,0.91,0.91,0.81,0.94,-0.13,85,21,NA
10,EuroCOVIDhub-baseline,inc hosp,4,Overall,1,1,1,0.24,1,-0.57,17,3,NA
10,epiforecasts-EpiNow2,inc hosp,4,Overall,0.64,0.85,0.85,0.59,1,-0.01,17,3,NA
10,fjordhest-ensemble,inc hosp,4,Overall,1.2,1.16,1.17,0.36,1,-0.59,11,2,NA
10,EuroCOVIDhub-baseline,inc hosp,3,Overall,1,1,1,0.41,0.94,-0.52,17,3,NA
10,fjordhest-ensemble,inc hosp,3,Overall,1.13,1.12,1.12,0.27,1,-0.56,11,2,NA
10,EuroCOVIDhub-baseline,inc hosp,2,Overall,1,1,1,0.4,0.87,-0.63,15,3,NA
10,fjordhest-ensemble,inc hosp,2,Overall,1.11,1.07,1.07,0.3,1,-0.66,10,2,NA
10,EuroCOVIDhub-baseline,inc hosp,1,Overall,1,1,1,0.36,0.93,-0.52,14,3,NA
10,Lydia-SARIMA,inc hosp,1,Overall,1.39,1.37,1.46,0.18,0.73,-0.03,11,3,NA
10,Lydia-simpleARIMA,inc hosp,1,Overall,1.4,1.37,1.47,0.18,0.73,-0.03,11,3,NA
10,fjordhest-ensemble,inc hosp,1,Overall,1.11,1.08,0.95,0.33,1,-0.69,9,2,NA
10,EuroCOVIDhub-baseline,inc case,4,BE,1,1,1,1,1,-0.1,5,1,Belgium
10,epiforecasts-EpiNow2,inc case,4,BE,1.38,0.64,0.64,0.4,0.4,-0.76,5,1,Belgium
10,EuroCOVIDhub-baseline,inc case,3,BE,1,1,1,1,1,-0.14,5,1,Belgium
10,Lydia-SARIMA,inc case,3,BE,4.15,2.61,2.61,1,1,0.2,5,1,Belgium
10,Lydia-simpleARIMA,inc case,3,BE,4.18,2.63,2.63,1,1,0.2,5,1,Belgium
10,epiforecasts-EpiNow2,inc case,3,BE,1.27,0.8,0.8,0.2,0.2,-0.82,5,1,Belgium
10,EuroCOVIDhub-baseline,inc case,2,BE,1,1,1,1,1,-0.2,5,1,Belgium
10,Lydia-SARIMA,inc case,2,BE,2.86,2.73,2.73,1,1,0.18,5,1,Belgium
10,Lydia-simpleARIMA,inc case,2,BE,2.91,2.75,2.75,1,1,0.16,5,1,Belgium
10,EuroCOVIDhub-baseline,inc case,1,BE,1,1,1,1,1,-0.28,4,1,Belgium
10,Lydia-SARIMA,inc case,1,BE,1.82,2.88,2.88,1,1,0.12,4,1,Belgium
10,Lydia-simpleARIMA,inc case,1,BE,2.08,2.88,2.88,1,1,0.12,4,1,Belgium
10,EuroCOVIDhub-baseline,inc case,4,BG,1,1,1,1,1,0.16,5,1,Bulgaria
10,epiforecasts-EpiNow2,inc case,4,BG,3.38,1.87,1.87,0.6,0.6,0.5,5,1,Bulgaria
10,fjordhest-ensemble,inc case,4,BG,0.93,0.42,0.42,0.6,1,0.3,5,1,Bulgaria
10,EuroCOVIDhub-baseline,inc case,3,BG,1,1,1,1,1,0.14,5,1,Bulgaria
10,Lydia-SARIMA,inc case,3,BG,0.44,1.69,1.69,1,1,-0.06,5,1,Bulgaria
10,Lydia-simpleARIMA,inc case,3,BG,0.36,1.69,1.69,1,1,0.02,5,1,Bulgaria
10,epiforecasts-EpiNow2,inc case,3,BG,2.64,1.5,1.5,0.8,0.8,0.3,5,1,Bulgaria
10,fjordhest-ensemble,inc case,3,BG,0.99,0.45,0.45,0.6,1,0.1,5,1,Bulgaria
10,EuroCOVIDhub-baseline,inc case,2,BG,1,1,1,1,1,0.08,5,1,Bulgaria
10,Lydia-SARIMA,inc case,2,BG,0.67,2,2,1,1,-0.02,5,1,Bulgaria
10,Lydia-simpleARIMA,inc case,2,BG,0.64,2.01,2.01,1,1,-0.02,5,1,Bulgaria
10,fjordhest-ensemble,inc case,2,BG,0.85,0.38,0.38,0.8,1,-0.1,5,1,Bulgaria
10,EuroCOVIDhub-baseline,inc case,1,BG,1,1,1,1,1,0.1,4,1,Bulgaria
10,Lydia-SARIMA,inc case,1,BG,1.74,3.1,3.1,1,1,-0.1,4,1,Bulgaria
10,Lydia-simpleARIMA,inc case,1,BG,1.32,3.13,3.13,1,1,-0.1,4,1,Bulgaria
10,fjordhest-ensemble,inc case,1,BG,0.8,0.4,0.4,0.75,1,-0.05,4,1,Bulgaria
10,EuroCOVIDhub-baseline,inc death,4,BG,1,1,1,1,1,0.1,5,1,Bulgaria
10,epiforecasts-EpiNow2,inc death,4,BG,9.44,3.4,3.4,0,1,0.9,5,1,Bulgaria
