weeks_included,model,target_variable,horizon,location,location_name,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc
52,ECDC-norrsken_blue,inc case,1,Overall,NA,0.67,0.51,0.49,0.65,0.97,0.23,361,24
52,ECDC-norrsken_green,inc case,1,Overall,NA,0.71,0.54,0.52,0.27,0.67,0.29,361,24
52,EuroCOVIDhub-baseline,inc case,1,Overall,NA,1,1,1,0.79,1,0.12,601,24
52,EuroCOVIDhub-ensemble,inc case,1,Overall,NA,0.66,0.49,0.49,0.67,0.96,0.17,468,24
52,Lydia-SARIMA,inc case,1,Overall,NA,1.55,1.72,1.76,0.98,1,0.08,484,24
52,epiforecasts-tsensemble,inc case,1,Overall,NA,1.03,0.77,0.82,0.62,0.86,0.11,419,24
52,ECDC-norrsken_blue,inc case,2,Overall,NA,0.76,0.53,0.49,0.66,0.97,0.28,361,24
52,ECDC-norrsken_green,inc case,2,Overall,NA,0.77,0.53,0.49,0.28,0.7,0.28,361,24
52,EuroCOVIDhub-baseline,inc case,2,Overall,NA,1,1,1,0.89,1,0.09,601,24
52,EuroCOVIDhub-ensemble,inc case,2,Overall,NA,0.74,0.48,0.5,0.69,0.95,0.16,468,24
52,Lydia-SARIMA,inc case,2,Overall,NA,1.81,1.79,1.9,0.99,1,0.09,484,24
52,epiforecasts-tsensemble,inc case,2,Overall,NA,1.03,0.68,0.7,0.57,0.85,0.08,418,24
52,ECDC-norrsken_blue,inc case,3,Overall,NA,0.93,0.57,0.52,0.61,0.97,0.35,361,24
52,ECDC-norrsken_green,inc case,3,Overall,NA,0.89,0.55,0.5,0.29,0.7,0.28,361,24
52,EuroCOVIDhub-baseline,inc case,3,Overall,NA,1,1,1,0.92,1,0.08,601,24
52,EuroCOVIDhub-ensemble,inc case,3,Overall,NA,0.84,0.48,0.51,0.69,0.95,0.18,469,24
52,Lydia-SARIMA,inc case,3,Overall,NA,2.06,1.78,1.95,0.99,1,0.1,484,24
52,epiforecasts-tsensemble,inc case,3,Overall,NA,1.08,0.62,0.62,0.51,0.83,0.06,419,24
52,ECDC-norrsken_blue,inc case,4,Overall,NA,1.13,0.6,0.57,0.55,0.97,0.42,362,24
52,ECDC-norrsken_green,inc case,4,Overall,NA,1.01,0.55,0.52,0.26,0.71,0.26,362,24
52,EuroCOVIDhub-baseline,inc case,4,Overall,NA,1,1,1,0.93,1,0.07,602,25
52,EuroCOVIDhub-ensemble,inc case,4,Overall,NA,0.88,0.45,0.51,0.66,0.96,0.19,470,24
52,epiforecasts-tsensemble,inc case,4,Overall,NA,1.13,0.57,0.57,0.49,0.83,0.03,420,24
52,ECDC-norrsken_blue,inc death,1,Overall,NA,2.34,1.73,1.95,0.47,0.93,0.5,131,12
52,ECDC-norrsken_green,inc death,1,Overall,NA,1.74,1.37,1.55,0.27,0.55,0.58,131,12
52,EuroCOVIDhub-baseline,inc death,1,Overall,NA,1,1,1,0.76,0.98,-0.02,466,19
52,EuroCOVIDhub-ensemble,inc death,1,Overall,NA,0.99,0.77,0.72,0.64,0.96,0.08,268,18
52,Lydia-SARIMA,inc death,1,Overall,NA,1.25,1.49,1.13,0.85,0.96,-0.02,290,19
52,epiforecasts-tsensemble,inc death,1,Overall,NA,1.21,0.94,1.05,0.59,0.88,0.11,254,16
52,ECDC-norrsken_blue,inc death,2,Overall,NA,2.95,1.83,1.88,0.4,0.96,0.56,131,12
52,ECDC-norrsken_green,inc death,2,Overall,NA,2.21,1.44,1.49,0.28,0.52,0.63,131,12
52,EuroCOVIDhub-baseline,inc death,2,Overall,NA,1,1,1,0.84,0.98,-0.01,465,19
52,EuroCOVIDhub-ensemble,inc death,2,Overall,NA,1.02,0.74,0.72,0.66,0.96,0.13,268,18
52,Lydia-SARIMA,inc death,2,Overall,NA,1.26,1.55,1.29,0.87,0.98,-0,290,19
52,epiforecasts-tsensemble,inc death,2,Overall,NA,1.2,0.86,0.99,0.6,0.84,0.14,253,16
52,ECDC-norrsken_blue,inc death,3,Overall,NA,3.7,2.03,1.97,0.34,0.94,0.6,131,12
52,ECDC-norrsken_green,inc death,3,Overall,NA,2.82,1.65,1.61,0.31,0.57,0.65,131,12
52,EuroCOVIDhub-baseline,inc death,3,Overall,NA,1,1,1,0.89,0.99,0,463,19
52,EuroCOVIDhub-ensemble,inc death,3,Overall,NA,1.07,0.74,0.73,0.67,0.96,0.16,269,18
52,Lydia-SARIMA,inc death,3,Overall,NA,1.32,1.59,1.4,0.91,0.99,0.01,290,19
52,epiforecasts-tsensemble,inc death,3,Overall,NA,1.18,0.79,0.95,0.58,0.86,0.15,253,16
52,ECDC-norrsken_blue,inc death,4,Overall,NA,4.68,2.42,2.1,0.29,0.96,0.64,132,12
52,ECDC-norrsken_green,inc death,4,Overall,NA,4.08,2.3,2,0.25,0.57,0.68,132,12
52,EuroCOVIDhub-baseline,inc death,4,Overall,NA,1,1,1,0.9,1,0,461,19
52,EuroCOVIDhub-ensemble,inc death,4,Overall,NA,1.1,0.73,0.74,0.68,0.97,0.17,270,18
52,epiforecasts-tsensemble,inc death,4,Overall,NA,1.2,0.71,0.93,0.6,0.88,0.15,253,16
52,ECDC-norrsken_green,inc hosp,1,Overall,NA,1.34,1.21,1.18,0.24,0.53,0.76,17,1
52,EuroCOVIDhub-baseline,inc hosp,1,Overall,NA,1,1,1,0.77,1,0.05,26,1
52,EuroCOVIDhub-ensemble,inc hosp,1,Overall,NA,1.03,0.87,0.88,0.7,1,0.11,23,1
52,epiforecasts-tsensemble,inc hosp,1,Overall,NA,1.11,0.98,1,0.64,0.91,0.02,22,1
52,ECDC-norrsken_green,inc hosp,2,Overall,NA,1.26,1.16,1.12,0.24,0.59,0.74,17,1
52,EuroCOVIDhub-baseline,inc hosp,2,Overall,NA,1,1,1,0.77,1,0.03,26,1
52,EuroCOVIDhub-ensemble,inc hosp,2,Overall,NA,1.03,0.87,0.88,0.7,1,0.13,23,1
52,epiforecasts-tsensemble,inc hosp,2,Overall,NA,1.09,0.99,1.01,0.59,0.91,0.03,22,1
52,ECDC-norrsken_green,inc hosp,3,Overall,NA,1.25,1.14,1.11,0.29,0.53,0.72,17,1
52,EuroCOVIDhub-baseline,inc hosp,3,Overall,NA,1,1,1,0.77,1,0.07,26,1
52,EuroCOVIDhub-ensemble,inc hosp,3,Overall,NA,1.06,0.88,0.89,0.74,1,0.17,23,1
52,epiforecasts-tsensemble,inc hosp,3,Overall,NA,1.15,1.03,1.05,0.64,0.82,0.04,22,1
52,ECDC-norrsken_green,inc hosp,4,Overall,NA,1.26,1.15,1.1,0.29,0.47,0.68,17,1
52,EuroCOVIDhub-baseline,inc hosp,4,Overall,NA,1,1,1,0.65,1,0.06,26,1
