weeks_included,model,target_variable,horizon,location,location_name,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc
52,EuroCOVIDhub-ensemble,inc hosp,4,Overall,NA,1.05,0.87,0.88,0.7,1,0.15,23,1
52,epiforecasts-tsensemble,inc hosp,4,Overall,NA,1.13,1.04,1.07,0.59,0.77,0.04,22,1
52,ECDC-norrsken_blue,inc case,1,BE,Belgium,1.32,0.7,0.68,0.41,1,0.13,17,1
52,ECDC-norrsken_green,inc case,1,BE,Belgium,1.27,0.67,0.66,0.18,0.71,0.32,17,1
52,EuroCOVIDhub-baseline,inc case,1,BE,Belgium,1,1,1,0.96,1,0.2,26,1
52,EuroCOVIDhub-ensemble,inc case,1,BE,Belgium,0.99,0.56,0.58,0.68,1,0.29,22,1
52,epiforecasts-tsensemble,inc case,1,BE,Belgium,1.03,0.48,0.48,0.52,0.9,0.33,21,1
52,ECDC-norrsken_blue,inc case,2,BE,Belgium,1.35,0.56,0.53,0.47,1,0.09,17,1
52,ECDC-norrsken_green,inc case,2,BE,Belgium,1.29,0.51,0.49,0.12,0.59,0.24,17,1
52,EuroCOVIDhub-baseline,inc case,2,BE,Belgium,1,1,1,1,1,0.11,26,1
52,EuroCOVIDhub-ensemble,inc case,2,BE,Belgium,1.01,0.47,0.5,0.73,1,0.26,22,1
52,epiforecasts-tsensemble,inc case,2,BE,Belgium,1.03,0.36,0.38,0.52,0.95,0.27,21,1
52,ECDC-norrsken_blue,inc case,3,BE,Belgium,1.41,0.5,0.47,0.59,1,0.11,17,1
52,ECDC-norrsken_green,inc case,3,BE,Belgium,1.34,0.44,0.42,0.18,0.59,0.19,17,1
52,EuroCOVIDhub-baseline,inc case,3,BE,Belgium,1,1,1,1,1,0.08,26,1
52,EuroCOVIDhub-ensemble,inc case,3,BE,Belgium,1.04,0.41,0.46,0.68,1,0.24,22,1
52,epiforecasts-tsensemble,inc case,3,BE,Belgium,1.04,0.3,0.31,0.48,0.9,0.22,21,1
52,ECDC-norrsken_blue,inc case,4,BE,Belgium,1.48,0.47,0.43,0.65,1,0.15,17,1
52,ECDC-norrsken_green,inc case,4,BE,Belgium,1.41,0.41,0.38,0.18,0.53,0.19,17,1
52,EuroCOVIDhub-baseline,inc case,4,BE,Belgium,1,1,1,1,1,0.07,26,1
52,EuroCOVIDhub-ensemble,inc case,4,BE,Belgium,1.06,0.38,0.43,0.68,1,0.23,22,1
52,epiforecasts-tsensemble,inc case,4,BE,Belgium,1.02,0.26,0.26,0.52,0.9,0.15,21,1
52,ECDC-norrsken_blue,inc case,1,BG,Bulgaria,1.51,1.08,1,0.47,1,0.31,17,1
52,ECDC-norrsken_green,inc case,1,BG,Bulgaria,1.41,1.04,0.96,0.29,0.59,0.38,17,1
52,EuroCOVIDhub-baseline,inc case,1,BG,Bulgaria,1,1,1,0.68,1,0.27,25,1
52,EuroCOVIDhub-ensemble,inc case,1,BG,Bulgaria,0.97,0.69,0.74,0.5,1,0.41,22,1
52,epiforecasts-tsensemble,inc case,1,BG,Bulgaria,1.12,0.73,0.78,0.57,0.86,0.5,21,1
52,fjordhest-ensemble,inc case,1,BG,Bulgaria,0.88,0.55,0.57,0.38,0.92,0.48,24,1
52,ECDC-norrsken_blue,inc case,2,BG,Bulgaria,1.52,0.85,0.78,0.47,1,0.35,17,1
52,ECDC-norrsken_green,inc case,2,BG,Bulgaria,1.34,0.75,0.69,0.18,0.71,0.42,17,1
52,EuroCOVIDhub-baseline,inc case,2,BG,Bulgaria,1,1,1,1,1,0.19,25,1
52,EuroCOVIDhub-ensemble,inc case,2,BG,Bulgaria,0.97,0.58,0.65,0.64,0.91,0.38,22,1
52,epiforecasts-tsensemble,inc case,2,BG,Bulgaria,1.1,0.58,0.61,0.57,0.86,0.47,21,1
52,ECDC-norrsken_blue,inc case,3,BG,Bulgaria,1.62,0.83,0.76,0.41,1,0.51,17,1
52,ECDC-norrsken_green,inc case,3,BG,Bulgaria,1.17,0.62,0.58,0.18,0.65,0.54,17,1
52,EuroCOVIDhub-baseline,inc case,3,BG,Bulgaria,1,1,1,1,1,0.18,25,1
52,EuroCOVIDhub-ensemble,inc case,3,BG,Bulgaria,0.98,0.54,0.6,0.68,0.86,0.46,22,1
52,epiforecasts-tsensemble,inc case,3,BG,Bulgaria,1.16,0.54,0.56,0.57,0.81,0.51,21,1
52,ECDC-norrsken_blue,inc case,4,BG,Bulgaria,1.67,0.82,0.76,0.41,0.94,0.55,17,1
52,ECDC-norrsken_green,inc case,4,BG,Bulgaria,1.16,0.57,0.54,0.18,0.65,0.53,17,1
52,EuroCOVIDhub-baseline,inc case,4,BG,Bulgaria,1,1,1,1,1,0.15,25,1
52,EuroCOVIDhub-ensemble,inc case,4,BG,Bulgaria,0.95,0.51,0.58,0.59,0.86,0.45,22,1
52,epiforecasts-tsensemble,inc case,4,BG,Bulgaria,1.16,0.5,0.51,0.57,0.86,0.48,21,1
52,ECDC-norrsken_blue,inc death,1,BG,Bulgaria,3.25,2.02,1.86,0.35,0.82,0.59,17,1
52,ECDC-norrsken_green,inc death,1,BG,Bulgaria,2.27,1.51,1.38,0.24,0.47,0.66,17,1
52,EuroCOVIDhub-baseline,inc death,1,BG,Bulgaria,1,1,1,0.92,1,0.06,25,1
52,EuroCOVIDhub-ensemble,inc death,1,BG,Bulgaria,1.11,0.73,0.75,0.64,1,0.21,22,1
52,epiforecasts-tsensemble,inc death,1,BG,Bulgaria,1.02,0.55,0.59,0.57,1,0.16,21,1
52,fjordhest-ensemble,inc death,1,BG,Bulgaria,0.98,0.47,0.51,0.67,1,0.24,24,1
52,ECDC-norrsken_blue,inc death,2,BG,Bulgaria,4.05,1.67,1.55,0.29,0.88,0.62,17,1
52,ECDC-norrsken_green,inc death,2,BG,Bulgaria,3.11,1.4,1.28,0.24,0.41,0.7,17,1
52,EuroCOVIDhub-baseline,inc death,2,BG,Bulgaria,1,1,1,1,1,0.07,25,1
52,EuroCOVIDhub-ensemble,inc death,2,BG,Bulgaria,1.29,0.67,0.72,0.64,1,0.28,22,1
52,epiforecasts-tsensemble,inc death,2,BG,Bulgaria,1.05,0.39,0.43,0.43,1,0.26,21,1
52,ECDC-norrsken_blue,inc death,3,BG,Bulgaria,5.64,1.74,1.61,0.24,0.76,0.7,17,1
52,ECDC-norrsken_green,inc death,3,BG,Bulgaria,5,1.72,1.58,0.29,0.41,0.74,17,1
52,EuroCOVIDhub-baseline,inc death,3,BG,Bulgaria,1,1,1,1,1,0.07,25,1
52,EuroCOVIDhub-ensemble,inc death,3,BG,Bulgaria,1.36,0.67,0.73,0.59,1,0.34,22,1
52,epiforecasts-tsensemble,inc death,3,BG,Bulgaria,1.03,0.3,0.32,0.57,1,0.35,21,1
52,ECDC-norrsken_blue,inc death,4,BG,Bulgaria,6.45,1.7,1.6,0.18,0.82,0.73,17,1
52,ECDC-norrsken_green,inc death,4,BG,Bulgaria,7.32,2.32,2.16,0.24,0.35,0.78,17,1
52,EuroCOVIDhub-baseline,inc death,4,BG,Bulgaria,1,1,1,1,1,0.06,25,1
52,EuroCOVIDhub-ensemble,inc death,4,BG,Bulgaria,1.47,0.68,0.73,0.59,1,0.33,22,1
52,epiforecasts-tsensemble,inc death,4,BG,Bulgaria,1.01,0.25,0.26,0.71,1,0.33,21,1
52,ECDC-norrsken_blue,inc case,1,CZ,Czechia,1.33,0.88,0.85,0.67,0.89,0.36,18,1
52,ECDC-norrsken_green,inc case,1,CZ,Czechia,1.22,0.91,0.89,0.33,0.56,0.34,18,1
52,EuroCOVIDhub-baseline,inc case,1,CZ,Czechia,1,1,1,0.58,1,0.01,26,1
52,EuroCOVIDhub-ensemble,inc case,1,CZ,Czechia,1.15,0.75,0.79,0.67,0.88,0.13,24,1
52,ECDC-norrsken_blue,inc case,2,CZ,Czechia,1.42,0.9,0.87,0.61,0.89,0.38,18,1
52,ECDC-norrsken_green,inc case,2,CZ,Czechia,1.32,0.94,0.91,0.33,0.56,0.28,18,1
52,EuroCOVIDhub-baseline,inc case,2,CZ,Czechia,1,1,1,0.73,1,0.01,26,1
52,EuroCOVIDhub-ensemble,inc case,2,CZ,Czechia,1.18,0.72,0.76,0.71,0.88,0.1,24,1
52,ECDC-norrsken_blue,inc case,3,CZ,Czechia,1.53,0.92,0.9,0.5,0.89,0.43,18,1
52,ECDC-norrsken_green,inc case,3,CZ,Czechia,1.43,0.95,0.94,0.28,0.56,0.22,18,1
52,EuroCOVIDhub-baseline,inc case,3,CZ,Czechia,1,1,1,0.81,1,0.03,26,1
52,EuroCOVIDhub-ensemble,inc case,3,CZ,Czechia,1.24,0.7,0.72,0.75,0.92,0.15,24,1
52,ECDC-norrsken_blue,inc case,4,CZ,Czechia,1.66,0.97,0.96,0.39,0.89,0.51,18,1
52,ECDC-norrsken_green,inc case,4,CZ,Czechia,1.55,0.98,0.97,0.22,0.56,0.17,18,1
52,EuroCOVIDhub-baseline,inc case,4,CZ,Czechia,1,1,1,0.88,1,0.05,26,1
52,EuroCOVIDhub-ensemble,inc case,4,CZ,Czechia,1.26,0.7,0.71,0.75,0.92,0.19,24,1
52,ECDC-norrsken_green,inc hosp,1,CZ,Czechia,1.34,1.21,1.18,0.24,0.53,0.76,17,1
52,EuroCOVIDhub-baseline,inc hosp,1,CZ,Czechia,1,1,1,0.77,1,0.05,26,1
52,EuroCOVIDhub-ensemble,inc hosp,1,CZ,Czechia,1.03,0.87,0.88,0.7,1,0.11,23,1
52,epiforecasts-tsensemble,inc hosp,1,CZ,Czechia,1.11,0.98,1,0.64,0.91,0.02,22,1
52,ECDC-norrsken_green,inc hosp,2,CZ,Czechia,1.26,1.16,1.12,0.24,0.59,0.74,17,1
52,EuroCOVIDhub-baseline,inc hosp,2,CZ,Czechia,1,1,1,0.77,1,0.03,26,1
52,EuroCOVIDhub-ensemble,inc hosp,2,CZ,Czechia,1.03,0.87,0.88,0.7,1,0.13,23,1
52,epiforecasts-tsensemble,inc hosp,2,CZ,Czechia,1.09,0.99,1.01,0.59,0.91,0.03,22,1
52,ECDC-norrsken_green,inc hosp,3,CZ,Czechia,1.25,1.14,1.11,0.29,0.53,0.72,17,1
52,EuroCOVIDhub-baseline,inc hosp,3,CZ,Czechia,1,1,1,0.77,1,0.07,26,1
52,EuroCOVIDhub-ensemble,inc hosp,3,CZ,Czechia,1.06,0.88,0.89,0.74,1,0.17,23,1
52,epiforecasts-tsensemble,inc hosp,3,CZ,Czechia,1.15,1.03,1.05,0.64,0.82,0.04,22,1
52,ECDC-norrsken_green,inc hosp,4,CZ,Czechia,1.26,1.15,1.1,0.29,0.47,0.68,17,1
52,EuroCOVIDhub-baseline,inc hosp,4,CZ,Czechia,1,1,1,0.65,1,0.06,26,1
52,EuroCOVIDhub-ensemble,inc hosp,4,CZ,Czechia,1.05,0.87,0.88,0.7,1,0.15,23,1
52,epiforecasts-tsensemble,inc hosp,4,CZ,Czechia,1.13,1.04,1.07,0.59,0.77,0.04,22,1
52,ECDC-norrsken_blue,inc case,1,GR,Greece,0.98,0.89,0.92,0.72,0.94,0.37,18,1
52,ECDC-norrsken_green,inc case,1,GR,Greece,1.26,1.3,1.33,0.33,0.56,0.14,18,1
52,EuroCOVIDhub-baseline,inc case,1,GR,Greece,1,1,1,0.46,1,0.18,26,1
52,EuroCOVIDhub-ensemble,inc case,1,GR,Greece,0.95,0.95,0.95,0.58,0.88,0.19,24,1
52,Lydia-SARIMA,inc case,1,GR,Greece,1.23,1.97,1.94,1,1,0.08,25,1
52,epiforecasts-tsensemble,inc case,1,GR,Greece,1.06,1.03,0.99,0.55,0.86,0.1,22,1
52,ECDC-norrsken_blue,inc case,2,GR,Greece,1.15,1.06,1.09,0.72,0.89,0.41,18,1
52,ECDC-norrsken_green,inc case,2,GR,Greece,1.37,1.36,1.4,0.11,0.67,0.15,18,1
52,EuroCOVIDhub-baseline,inc case,2,GR,Greece,1,1,1,0.62,1,0.18,26,1
52,EuroCOVIDhub-ensemble,inc case,2,GR,Greece,1.01,0.99,1,0.62,0.83,0.22,24,1
52,Lydia-SARIMA,inc case,2,GR,Greece,1.27,1.89,1.83,1,1,0.09,25,1
52,epiforecasts-tsensemble,inc case,2,GR,Greece,1.14,1.1,1.06,0.5,0.86,0.19,22,1
52,ECDC-norrsken_blue,inc case,3,GR,Greece,1.29,1.17,1.2,0.67,0.94,0.42,18,1
52,ECDC-norrsken_green,inc case,3,GR,Greece,1.48,1.41,1.46,0.17,0.61,0.26,18,1
52,EuroCOVIDhub-baseline,inc case,3,GR,Greece,1,1,1,0.69,1,0.18,26,1
52,EuroCOVIDhub-ensemble,inc case,3,GR,Greece,1.11,1.03,1.05,0.58,0.88,0.25,24,1
52,Lydia-SARIMA,inc case,3,GR,Greece,1.26,1.7,1.63,1,1,0.09,25,1
52,epiforecasts-tsensemble,inc case,3,GR,Greece,1.24,1.15,1.1,0.41,0.82,0.24,22,1
52,ECDC-norrsken_blue,inc case,4,GR,Greece,1.35,1.23,1.25,0.67,0.94,0.44,18,1
52,ECDC-norrsken_green,inc case,4,GR,Greece,1.53,1.45,1.5,0.11,0.56,0.24,18,1
52,EuroCOVIDhub-baseline,inc case,4,GR,Greece,1,1,1,0.65,1,0.15,26,1
52,EuroCOVIDhub-ensemble,inc case,4,GR,Greece,1.12,1.04,1.06,0.62,0.88,0.22,24,1
52,epiforecasts-tsensemble,inc case,4,GR,Greece,1.28,1.17,1.09,0.45,0.77,0.19,22,1
52,EuroCOVIDhub-baseline,inc death,1,GR,Greece,1,1,1,0.58,1,-0.01,26,1
52,epiforecasts-tsensemble,inc death,1,GR,Greece,1.69,1.74,1.74,0.52,0.76,0.17,21,1
52,EuroCOVIDhub-baseline,inc death,2,GR,Greece,1,1,1,0.73,1,0.02,26,1
52,epiforecasts-tsensemble,inc death,2,GR,Greece,1.51,1.53,1.53,0.52,0.76,0.25,21,1
52,EuroCOVIDhub-baseline,inc death,3,GR,Greece,1,1,1,0.69,1,0.05,26,1
52,epiforecasts-tsensemble,inc death,3,GR,Greece,1.48,1.41,1.41,0.48,0.81,0.29,21,1
52,EuroCOVIDhub-baseline,inc death,4,GR,Greece,1,1,1,0.81,1,0.07,26,1
52,epiforecasts-tsensemble,inc death,4,GR,Greece,1.52,1.27,1.27,0.57,0.86,0.27,21,1
52,ECDC-norrsken_blue,inc case,1,HU,Hungary,1.93,1.26,1.28,0.71,0.88,0.26,17,1
52,ECDC-norrsken_green,inc case,1,HU,Hungary,1.56,1.09,1.1,0.24,0.41,0.37,17,1
52,EuroCOVIDhub-baseline,inc case,1,HU,Hungary,1,1,1,0.81,1,0.08,26,1
52,EuroCOVIDhub-ensemble,inc case,1,HU,Hungary,1.48,0.91,0.87,0.81,0.95,0.18,21,1
52,epiforecasts-tsensemble,inc case,1,HU,Hungary,1.29,0.74,0.77,0.71,0.95,0.01,21,1
52,ECDC-norrsken_blue,inc case,2,HU,Hungary,2.05,1,0.98,0.71,0.88,0.39,17,1
52,ECDC-norrsken_green,inc case,2,HU,Hungary,1.59,0.81,0.79,0.41,0.59,0.33,17,1
52,EuroCOVIDhub-baseline,inc case,2,HU,Hungary,1,1,1,1,1,0.04,26,1
52,EuroCOVIDhub-ensemble,inc case,2,HU,Hungary,1.5,0.72,0.7,0.81,1,0.19,21,1
52,epiforecasts-tsensemble,inc case,2,HU,Hungary,1.33,0.56,0.61,0.62,0.95,0,21,1
52,ECDC-norrsken_blue,inc case,3,HU,Hungary,2.19,0.91,0.89,0.47,0.88,0.51,17,1
52,ECDC-norrsken_green,inc case,3,HU,Hungary,1.61,0.69,0.67,0.29,0.47,0.3,17,1
52,EuroCOVIDhub-baseline,inc case,3,HU,Hungary,1,1,1,1,1,0.03,26,1
52,EuroCOVIDhub-ensemble,inc case,3,HU,Hungary,1.44,0.61,0.62,0.81,0.95,0.2,21,1
52,epiforecasts-tsensemble,inc case,3,HU,Hungary,1.28,0.46,0.48,0.48,0.9,-0.09,21,1
52,ECDC-norrsken_blue,inc case,4,HU,Hungary,2.4,0.9,0.86,0.47,0.88,0.59,17,1
52,ECDC-norrsken_green,inc case,4,HU,Hungary,1.66,0.64,0.62,0.29,0.53,0.28,17,1
52,EuroCOVIDhub-baseline,inc case,4,HU,Hungary,1,1,1,1,1,0.03,26,1
52,EuroCOVIDhub-ensemble,inc case,4,HU,Hungary,1.42,0.56,0.59,0.81,0.95,0.19,21,1
52,epiforecasts-tsensemble,inc case,4,HU,Hungary,1.31,0.42,0.43,0.48,0.9,-0.12,21,1
52,EuroCOVIDhub-baseline,inc death,2,HU,Hungary,1,1,1,1,1,-0.05,19,1
52,epiforecasts-tsensemble,inc death,2,HU,Hungary,3.06,0.81,0.81,0.33,0.78,0.64,9,1
52,EuroCOVIDhub-baseline,inc death,3,HU,Hungary,1,1,1,1,1,-0.04,18,1
52,epiforecasts-tsensemble,inc death,3,HU,Hungary,3.48,0.6,0.6,0.38,0.62,0.69,8,1
52,EuroCOVIDhub-baseline,inc death,4,HU,Hungary,1,1,1,1,1,-0.02,17,1
52,epiforecasts-tsensemble,inc death,4,HU,Hungary,3,0.6,0.6,0.29,0.71,0.71,7,1
52,ECDC-norrsken_blue,inc case,1,IE,Ireland,1.7,0.97,1.03,0.67,1,0.21,18,1
52,ECDC-norrsken_green,inc case,1,IE,Ireland,1.73,0.9,0.95,0.17,0.78,0.03,18,1
52,EuroCOVIDhub-baseline,inc case,1,IE,Ireland,1,1,1,0.81,1,0.13,26,1
52,EuroCOVIDhub-ensemble,inc case,1,IE,Ireland,1.04,0.54,0.51,0.67,1,0.12,24,1
52,Lydia-SARIMA,inc case,1,IE,Ireland,1.29,5.38,5.29,1,1,0.06,25,1
52,epiforecasts-tsensemble,inc case,1,IE,Ireland,1.03,0.54,0.52,0.55,0.91,0.14,22,1
52,ECDC-norrsken_blue,inc case,2,IE,Ireland,1.85,0.78,0.8,0.61,1,0.18,18,1
52,ECDC-norrsken_green,inc case,2,IE,Ireland,1.97,0.73,0.75,0.22,0.83,-0.04,18,1
52,EuroCOVIDhub-baseline,inc case,2,IE,Ireland,1,1,1,1,1,0.04,26,1
52,EuroCOVIDhub-ensemble,inc case,2,IE,Ireland,1.03,0.41,0.4,0.58,1,0.01,24,1
52,Lydia-SARIMA,inc case,2,IE,Ireland,1.02,3.65,3.59,1,1,0.03,25,1
52,epiforecasts-tsensemble,inc case,2,IE,Ireland,1.1,0.41,0.4,0.41,0.86,0.03,22,1
52,ECDC-norrsken_blue,inc case,3,IE,Ireland,2.42,0.78,0.8,0.67,1,0.2,18,1
52,ECDC-norrsken_green,inc case,3,IE,Ireland,2.29,0.69,0.71,0.28,0.72,-0.04,18,1
52,EuroCOVIDhub-baseline,inc case,3,IE,Ireland,1,1,1,1,1,0.04,26,1
52,EuroCOVIDhub-ensemble,inc case,3,IE,Ireland,1.06,0.36,0.35,0.58,1,0.05,24,1
52,Lydia-SARIMA,inc case,3,IE,Ireland,1.19,3,2.96,1,1,0.02,25,1
52,epiforecasts-tsensemble,inc case,3,IE,Ireland,1.11,0.3,0.3,0.36,0.86,0.05,22,1
52,ECDC-norrsken_blue,inc case,4,IE,Ireland,3.03,0.81,0.82,0.61,1,0.25,18,1
52,ECDC-norrsken_green,inc case,4,IE,Ireland,2.85,0.72,0.72,0.28,0.72,0.01,18,1
52,EuroCOVIDhub-baseline,inc case,4,IE,Ireland,1,1,1,1,1,0.02,26,1
52,EuroCOVIDhub-ensemble,inc case,4,IE,Ireland,1.06,0.35,0.34,0.62,1,0.09,24,1
52,epiforecasts-tsensemble,inc case,4,IE,Ireland,1.11,0.25,0.26,0.41,0.86,0.02,22,1
52,ECDC-norrsken_blue,inc case,1,IS,Iceland,1.16,0.39,0.37,0.81,1,0.29,16,1
52,ECDC-norrsken_green,inc case,1,IS,Iceland,1.09,0.32,0.31,0.25,0.56,0.41,16,1
52,EuroCOVIDhub-baseline,inc case,1,IS,Iceland,1,1,1,1,1,0.02,25,1
52,EuroCOVIDhub-ensemble,inc case,1,IS,Iceland,0.92,0.31,0.35,0.7,0.9,0.2,20,1
52,epiforecasts-tsensemble,inc case,1,IS,Iceland,1.03,0.26,0.26,0.5,0.9,0.1,20,1
52,ECDC-norrsken_blue,inc case,2,IS,Iceland,1.45,0.3,0.27,0.75,1,0.33,16,1
52,ECDC-norrsken_green,inc case,2,IS,Iceland,1.13,0.21,0.2,0.31,0.69,0.48,16,1
52,EuroCOVIDhub-baseline,inc case,2,IS,Iceland,1,1,1,1,1,0.02,25,1
52,EuroCOVIDhub-ensemble,inc case,2,IS,Iceland,0.94,0.23,0.27,0.8,0.9,0.18,20,1
52,epiforecasts-tsensemble,inc case,2,IS,Iceland,1.01,0.15,0.16,0.55,0.85,0,20,1
52,ECDC-norrsken_blue,inc case,3,IS,Iceland,1.87,0.3,0.26,0.62,1,0.48,16,1
52,ECDC-norrsken_green,inc case,3,IS,Iceland,1.22,0.18,0.16,0.38,0.75,0.58,16,1
52,EuroCOVIDhub-baseline,inc case,3,IS,Iceland,1,1,1,1,1,0.02,25,1
