weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc,location_name
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,1,1,1,0.11,135,30,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,0.4,0.19,0.19,0.78,1,0.26,128,30,NA
10,SGroup-RandomForest,inc case,4,Overall,1.37,0.66,0.63,0.21,0.99,0.63,135,30,NA
10,epiforecasts-EpiNow2,inc case,4,Overall,0.31,0.11,0.11,0.42,0.82,-0.19,129,30,NA
10,epiforecasts-tsensemble,inc case,4,Overall,0.49,0.18,0.18,0.66,0.92,0.27,122,28,NA
10,epiforecasts-weeklygrowth,inc case,4,Overall,0.38,0.14,0.14,0.68,1,0.31,117,27,NA
10,fjordhest-ensemble,inc case,4,Overall,0.4,0.2,0.21,0.6,0.94,0.34,81,18,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,1,1,1,0.11,135,30,NA
10,EuroCOVIDhub-ensemble,inc case,3,Overall,0.41,0.22,0.22,0.79,0.99,0.21,129,30,NA
10,SGroup-RandomForest,inc case,3,Overall,1.38,0.89,0.86,0.28,1,0.59,135,30,NA
10,epiforecasts-EpiNow2,inc case,3,Overall,0.29,0.12,0.12,0.39,0.81,-0.21,129,30,NA
10,epiforecasts-tsensemble,inc case,3,Overall,0.52,0.2,0.18,0.65,0.93,0.21,123,28,NA
10,epiforecasts-weeklygrowth,inc case,3,Overall,0.75,0.34,0.35,0.71,1,0.26,125,28,NA
10,fjordhest-ensemble,inc case,3,Overall,0.38,0.2,0.22,0.66,0.95,0.28,80,18,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,1,1,1,0.11,135,30,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,0.38,0.18,0.18,0.77,1,0.15,129,30,NA
10,SGroup-RandomForest,inc case,2,Overall,1.17,0.76,0.74,0.47,1,0.41,135,30,NA
10,epiforecasts-EpiNow2,inc case,2,Overall,0.34,0.14,0.15,0.38,0.82,-0.25,130,30,NA
10,epiforecasts-tsensemble,inc case,2,Overall,0.54,0.21,0.19,0.65,0.92,0.15,123,28,NA
10,epiforecasts-weeklygrowth,inc case,2,Overall,0.61,0.28,0.29,0.67,0.98,0.2,129,29,NA
10,fjordhest-ensemble,inc case,2,Overall,0.47,0.2,0.21,0.66,0.94,0.23,79,18,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,1,1,1,0.1,135,30,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.37,0.18,0.18,0.79,0.99,0.09,132,30,NA
10,SGroup-RandomForest,inc case,1,Overall,1.4,0.92,0.95,0.65,0.99,0.24,135,30,NA
10,epiforecasts-EpiNow2,inc case,1,Overall,0.32,0.15,0.16,0.37,0.78,-0.31,130,30,NA
10,epiforecasts-tsensemble,inc case,1,Overall,0.54,0.24,0.24,0.67,0.94,0.07,124,29,NA
10,epiforecasts-weeklygrowth,inc case,1,Overall,0.7,0.33,0.34,0.67,0.97,0.13,130,29,NA
