weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
10,BIOCOMSC-Gompertz,inc case,1,Overall,0.56,NA,0.82,1,NA,160,22,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.13,0.72,-0.33,294,32,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.69,0.6,0.41,0.83,-0.15,294,32,NA
10,IEM_Health-CovidProject,inc case,1,Overall,1.05,0.96,0.37,0.76,0.14,284,31,NA
10,ILM-EKF,inc case,1,Overall,0.7,0.58,0.46,0.92,0,280,32,NA
10,MUNI-ARIMA,inc case,1,Overall,0.71,0.65,0.34,0.81,-0.24,294,32,NA
10,MUNI-VAR,inc case,1,Overall,0.94,0.73,0.29,0.7,-0.19,169,31,NA
10,RobertWalraven-ESG,inc case,1,Overall,1.05,1.05,0.19,0.5,-0.35,294,32,NA
10,SDSC_ISG-TrendModel,inc case,1,Overall,0.64,NA,NA,NA,NA,294,32,NA
10,USC-SIkJalpha,inc case,1,Overall,1.58,1.49,0.16,0.51,-0.31,294,32,NA
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.2,0.52,-0.46,286,32,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,0.96,0.85,0.21,0.63,-0.38,286,32,NA
10,IEM_Health-CovidProject,inc case,4,Overall,1.37,1.23,0.25,0.64,-0.17,276,31,NA
10,ILM-EKF,inc case,4,Overall,1.8,1.56,0.31,0.78,-0.06,277,32,NA
10,Karlen-pypm,inc case,4,Overall,1.06,1.02,0.17,0.5,-0.28,260,29,NA
10,MUNI-ARIMA,inc case,4,Overall,0.91,0.81,0.29,0.75,-0.39,286,32,NA
10,RobertWalraven-ESG,inc case,4,Overall,1.12,1.24,0.1,0.3,-0.61,286,32,NA
10,USC-SIkJalpha,inc case,4,Overall,1.16,1.29,0.13,0.27,-0.38,286,32,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.18,0.56,-0.41,287,31,NA
10,EuroCOVIDhub-ensemble,inc case,3,Overall,0.9,0.8,0.24,0.65,-0.31,287,31,NA
10,IEM_Health-CovidProject,inc case,3,Overall,1.26,1.22,0.27,0.62,-0.07,277,30,NA
10,ILM-EKF,inc case,3,Overall,1.35,1.19,0.33,0.8,-0.04,275,31,NA
10,Karlen-pypm,inc case,3,Overall,1.08,0.97,0.22,0.61,-0.15,260,28,NA
10,MUNI-ARIMA,inc case,3,Overall,0.87,0.79,0.33,0.76,-0.35,287,31,NA
10,MUNI-VAR,inc case,3,Overall,1.79,1.34,0.2,0.48,-0.17,110,29,NA
10,RobertWalraven-ESG,inc case,3,Overall,1.11,1.21,0.11,0.28,-0.55,287,31,NA
10,USC-SIkJalpha,inc case,3,Overall,1.05,1.17,0.13,0.28,-0.39,287,31,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.15,0.6,-0.38,293,32,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,0.8,0.7,0.29,0.74,-0.23,293,32,NA
10,IEM_Health-CovidProject,inc case,2,Overall,1.14,1.1,0.25,0.65,0.05,283,31,NA
10,ILM-EKF,inc case,2,Overall,0.99,0.85,0.38,0.85,-0,279,32,NA
10,Karlen-pypm,inc case,2,Overall,1.11,0.98,0.25,0.69,-0.04,265,29,NA
10,MUNI-ARIMA,inc case,2,Overall,0.77,0.69,0.34,0.82,-0.3,293,32,NA
10,MUNI-VAR,inc case,2,Overall,1.21,0.92,0.29,0.59,-0.18,140,30,NA
10,RobertWalraven-ESG,inc case,2,Overall,1.06,1.11,0.12,0.35,-0.48,293,32,NA
10,USC-SIkJalpha,inc case,2,Overall,0.95,1.05,0.13,0.32,-0.39,293,32,NA
10,BIOCOMSC-Gompertz,inc death,1,Overall,1.04,NA,0.68,0.96,NA,157,22,NA
10,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.31,0.93,-0.24,306,31,NA
10,EuroCOVIDhub-ensemble,inc death,1,Overall,0.61,0.57,0.58,0.94,-0.07,306,31,NA
10,IEM_Health-CovidProject,inc death,1,Overall,1.24,1.1,0.42,0.84,0.11,296,30,NA
10,ILM-EKF,inc death,1,Overall,0.55,0.84,0.92,1,0.06,292,31,NA
10,MUNI-ARIMA,inc death,1,Overall,0.68,0.62,0.49,0.92,-0.15,306,31,NA
10,MUNI-LaggedRegARIMA,inc death,1,Overall,0.94,0.89,0.3,0.77,-0.09,115,30,NA
10,MUNI-VAR,inc death,1,Overall,0.92,0.76,0.33,0.77,0.17,172,30,NA
10,RobertWalraven-ESG,inc death,1,Overall,1.01,0.94,0.36,0.74,-0.21,306,31,NA
10,SDSC_ISG-TrendModel,inc death,1,Overall,0.81,NA,NA,NA,NA,306,31,NA
10,UMass-MechBayes,inc death,1,Overall,0.9,0.89,0.56,0.93,-0.24,306,31,NA
10,USC-SIkJalpha,inc death,1,Overall,0.84,0.95,0.19,0.26,-0,306,31,NA
10,USyd-OneModelMan,inc death,1,Overall,0.86,NA,NA,NA,NA,306,31,NA
10,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.51,0.78,-0.34,305,31,NA
10,EuroCOVIDhub-ensemble,inc death,4,Overall,0.82,0.67,0.39,0.88,-0.2,305,31,NA
10,IEM_Health-CovidProject,inc death,4,Overall,1.6,1.44,0.35,0.77,0.02,295,30,NA
10,ILM-EKF,inc death,4,Overall,1.24,1.1,0.56,0.96,0.07,296,31,NA
10,Karlen-pypm,inc death,4,Overall,1.11,0.93,0.3,0.75,-0.08,275,28,NA
10,MUNI-ARIMA,inc death,4,Overall,0.8,0.67,0.5,0.92,-0.27,305,31,NA
10,RobertWalraven-ESG,inc death,4,Overall,0.96,1.02,0.35,0.58,-0.49,305,31,NA
10,UMass-MechBayes,inc death,4,Overall,0.82,0.74,0.29,0.68,-0.41,305,31,NA
10,USC-SIkJalpha,inc death,4,Overall,1.09,1.14,0.17,0.3,-0.19,305,31,NA
10,USyd-OneModelMan,inc death,4,Overall,0.89,NA,NA,NA,NA,305,31,NA
10,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.5,0.81,-0.31,306,31,NA
10,EuroCOVIDhub-ensemble,inc death,3,Overall,0.71,0.58,0.42,0.88,-0.14,306,31,NA
10,IEM_Health-CovidProject,inc death,3,Overall,1.39,1.27,0.31,0.76,0.03,296,30,NA
10,ILM-EKF,inc death,3,Overall,0.87,0.79,0.68,0.99,0.09,294,31,NA
10,Karlen-pypm,inc death,3,Overall,0.97,0.81,0.36,0.83,-0.01,276,28,NA
10,MUNI-ARIMA,inc death,3,Overall,0.72,0.6,0.51,0.92,-0.24,306,31,NA
10,MUNI-VAR,inc death,3,Overall,1.1,0.91,0.18,0.66,0.26,114,29,NA
10,RobertWalraven-ESG,inc death,3,Overall,0.94,0.98,0.32,0.63,-0.42,306,31,NA
10,UMass-MechBayes,inc death,3,Overall,0.75,0.68,0.33,0.75,-0.36,306,31,NA
10,USC-SIkJalpha,inc death,3,Overall,1.02,1.08,0.15,0.31,-0.06,306,31,NA
10,USyd-OneModelMan,inc death,3,Overall,0.87,NA,NA,NA,NA,306,31,NA
10,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.4,0.87,-0.28,307,31,NA
10,EuroCOVIDhub-ensemble,inc death,2,Overall,0.61,0.52,0.5,0.92,-0.09,307,31,NA
10,IEM_Health-CovidProject,inc death,2,Overall,1.28,1.13,0.35,0.78,0.07,297,30,NA
10,ILM-EKF,inc death,2,Overall,0.6,0.66,0.81,0.99,0.09,293,31,NA
10,Karlen-pypm,inc death,2,Overall,0.83,0.73,0.44,0.89,0.01,277,28,NA
10,MUNI-ARIMA,inc death,2,Overall,0.64,0.56,0.5,0.91,-0.2,307,31,NA
10,MUNI-VAR,inc death,2,Overall,0.8,0.66,0.27,0.73,0.27,143,29,NA
10,RobertWalraven-ESG,inc death,2,Overall,0.93,0.93,0.29,0.67,-0.34,307,31,NA
10,UMass-MechBayes,inc death,2,Overall,0.75,0.68,0.41,0.86,-0.31,307,31,NA
10,USC-SIkJalpha,inc death,2,Overall,1.01,1.06,0.2,0.27,0.03,307,31,NA
10,USyd-OneModelMan,inc death,2,Overall,0.8,NA,NA,NA,NA,307,31,NA
10,ECDC-hosp_model,inc hosp,1,Overall,1.24,1.25,NA,NA,0.14,88,14,NA
10,EuroCOVIDhub-baseline,inc hosp,1,Overall,1,1,0.19,0.79,-0.31,116,15,NA
10,EuroCOVIDhub-ensemble,inc hosp,1,Overall,0.95,1.08,0.46,0.86,0.09,116,15,NA
10,MUNI-ARIMA,inc hosp,1,Overall,0.89,0.99,0.41,0.81,-0.2,116,15,NA
10,MUNI-LaggedRegARIMA,inc hosp,1,Overall,1.22,1.22,0.2,0.58,0.47,50,13,NA
10,epiforecasts-arimareg,inc hosp,1,Overall,1.16,1.39,0.21,0.52,0.03,85,13,NA
10,epiforecasts-caseconv,inc hosp,1,Overall,1.73,1.58,0.32,0.91,0.21,85,13,NA
10,epiforecasts-tsensemble,inc hosp,1,Overall,1.1,0.94,0.28,0.73,-0.3,85,13,NA
10,EuroCOVIDhub-baseline,inc hosp,4,Overall,1,1,0.27,0.74,-0.46,95,14,NA
10,EuroCOVIDhub-ensemble,inc hosp,4,Overall,0.87,0.94,0.29,0.75,-0.1,95,14,NA
10,Karlen-pypm,inc hosp,4,Overall,1.17,1.45,0.15,0.33,-0.07,88,11,NA
10,MUNI-ARIMA,inc hosp,4,Overall,0.86,0.88,0.31,0.93,-0.37,95,14,NA
10,epiforecasts-arimareg,inc hosp,4,Overall,1.14,1.55,0.06,0.15,-0.13,47,8,NA
10,epiforecasts-caseconv,inc hosp,4,Overall,1.06,1.06,0.28,0.57,-0.06,47,8,NA
10,epiforecasts-tsensemble,inc hosp,4,Overall,1.35,1.52,0.04,0.34,-0.62,47,8,NA
10,EuroCOVIDhub-baseline,inc hosp,3,Overall,1,1,0.18,0.75,-0.4,102,15,NA
10,EuroCOVIDhub-ensemble,inc hosp,3,Overall,0.82,1.03,0.35,0.79,-0,102,15,NA
10,Karlen-pypm,inc hosp,3,Overall,1.34,1.77,0.16,0.46,0.05,92,12,NA
10,MUNI-ARIMA,inc hosp,3,Overall,0.85,0.97,0.33,0.88,-0.31,102,15,NA
10,epiforecasts-arimareg,inc hosp,3,Overall,1.09,1.79,0.08,0.2,-0.1,59,13,NA
10,epiforecasts-caseconv,inc hosp,3,Overall,1.12,1.43,0.25,0.63,0.04,59,13,NA
10,epiforecasts-tsensemble,inc hosp,3,Overall,1.28,1.23,0.15,0.42,-0.49,59,13,NA
10,EuroCOVIDhub-baseline,inc hosp,2,Overall,1,1,0.2,0.75,-0.36,109,15,NA
10,EuroCOVIDhub-ensemble,inc hosp,2,Overall,0.9,1.05,0.44,0.82,0.06,109,15,NA
10,Karlen-pypm,inc hosp,2,Overall,1.52,1.79,0.17,0.5,0.13,96,12,NA
10,MUNI-ARIMA,inc hosp,2,Overall,0.82,1,0.42,0.87,-0.27,109,15,NA
10,epiforecasts-arimareg,inc hosp,2,Overall,1.13,1.62,0.17,0.33,-0.04,72,13,NA
10,epiforecasts-caseconv,inc hosp,2,Overall,1.35,1.5,0.28,0.78,0.13,72,13,NA
10,epiforecasts-tsensemble,inc hosp,2,Overall,1.14,1.02,0.17,0.56,-0.41,72,13,NA
10,BIOCOMSC-Gompertz,inc case,1,AT,0.51,NA,0.78,1,NA,9,1,Austria
10,EuroCOVIDhub-baseline,inc case,1,AT,1,1,0.1,0.4,-0.16,10,1,Austria
10,EuroCOVIDhub-ensemble,inc case,1,AT,0.72,0.59,0.3,0.5,-0.1,10,1,Austria
10,IEM_Health-CovidProject,inc case,1,AT,1.12,1.1,0.3,0.4,0.18,10,1,Austria
10,ILM-EKF,inc case,1,AT,0.75,0.57,0.2,0.8,-0.03,10,1,Austria
10,MUNI-ARIMA,inc case,1,AT,0.85,0.85,0.2,0.4,-0.19,10,1,Austria
10,MUNI-VAR,inc case,1,AT,1.27,0.98,0.17,0.5,0.57,6,1,Austria
10,RobertWalraven-ESG,inc case,1,AT,1.03,1,0.1,0.4,-0.28,10,1,Austria
10,SDSC_ISG-TrendModel,inc case,1,AT,0.51,NA,NA,NA,NA,10,1,Austria
10,USC-SIkJalpha,inc case,1,AT,0.61,0.54,0.1,0.5,-0.26,10,1,Austria
10,EuroCOVIDhub-baseline,inc case,4,AT,1,1,0.1,0.3,-0.47,10,1,Austria
10,EuroCOVIDhub-ensemble,inc case,4,AT,1.03,0.92,0,0.3,-0.22,10,1,Austria
10,IEM_Health-CovidProject,inc case,4,AT,1.97,1.7,0,0.4,-0.16,10,1,Austria
10,ILM-EKF,inc case,4,AT,2.72,2.21,0.1,0.5,-0.06,10,1,Austria
10,Karlen-pypm,inc case,4,AT,0.85,0.76,0,0.4,-0.17,10,1,Austria
10,MUNI-ARIMA,inc case,4,AT,0.95,0.77,0.1,0.4,-0.28,10,1,Austria
10,RobertWalraven-ESG,inc case,4,AT,1.09,1.12,0.1,0.1,-0.49,10,1,Austria
10,USC-SIkJalpha,inc case,4,AT,0.67,0.65,0,0.3,-0.28,10,1,Austria
10,EuroCOVIDhub-baseline,inc case,3,AT,1,1,0.1,0.3,-0.35,10,1,Austria
10,EuroCOVIDhub-ensemble,inc case,3,AT,0.91,0.82,0.2,0.2,-0.19,10,1,Austria
10,IEM_Health-CovidProject,inc case,3,AT,1.74,1.67,0.1,0.4,-0.12,10,1,Austria
10,ILM-EKF,inc case,3,AT,1.77,1.49,0.2,0.6,-0.07,10,1,Austria
10,Karlen-pypm,inc case,3,AT,0.77,0.67,0.2,0.4,-0.15,10,1,Austria
10,MUNI-ARIMA,inc case,3,AT,0.79,0.68,0.3,0.3,-0.21,10,1,Austria
