weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc,location_name
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,1,0.93,1,-0.17,115,24,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,1.21,0.89,0.85,0.76,0.97,-0.19,58,23,NA
10,epiforecasts-EpiNow2,inc case,4,Overall,1.81,1.31,1.32,0.23,0.52,-0.46,108,23,NA
10,fjordhest-ensemble,inc case,4,Overall,1.24,0.72,0.75,0.41,0.92,-0.46,64,13,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,1,0.9,1,-0.21,115,24,NA
10,EuroCOVIDhub-ensemble,inc case,3,Overall,1.05,0.89,0.89,0.7,0.95,-0.29,43,23,NA
10,Lydia-SARIMA,inc case,3,Overall,1.48,1.69,1.72,0.99,1,0.01,115,24,NA
10,Lydia-simpleARIMA,inc case,3,Overall,1.51,1.7,1.73,1,1,0.02,115,24,NA
10,fjordhest-ensemble,inc case,3,Overall,1.3,0.88,0.85,0.38,0.89,-0.52,64,13,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,1,0.82,1,-0.3,93,24,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,0.94,0.89,0.87,0.25,0.85,-0.64,20,12,NA
10,Lydia-SARIMA,inc case,2,Overall,1.33,1.62,1.67,0.99,1,-0.01,93,24,NA
10,Lydia-simpleARIMA,inc case,2,Overall,1.34,1.62,1.67,0.99,1,-0,93,24,NA
10,fjordhest-ensemble,inc case,2,Overall,1.12,1.07,1.03,0.31,0.77,-0.62,52,13,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,1,0.65,1,-0.24,92,24,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.88,0.86,0.81,0.29,0.76,-0.05,38,20,NA
10,Lydia-SARIMA,inc case,1,Overall,1.14,1.4,1.45,0.97,1,-0.02,92,24,NA
10,Lydia-simpleARIMA,inc case,1,Overall,1.14,1.4,1.45,0.97,1,-0.02,92,24,NA
10,fjordhest-ensemble,inc case,1,Overall,1.14,1.18,1.16,0.31,0.65,-0.42,51,13,NA
10,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,1,0.79,0.97,-0.28,100,20,NA
10,Lydia-SARIMA,inc death,3,Overall,0.71,1.11,1.11,0.87,0.99,-0.12,100,20,NA
10,Lydia-simpleARIMA,inc death,3,Overall,0.69,1.12,1.12,0.87,0.99,-0.12,100,20,NA
10,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,1,0.7,0.91,-0.3,82,20,NA
10,Lydia-SARIMA,inc death,2,Overall,0.73,1.01,1.01,0.83,0.98,-0.14,82,20,NA
10,Lydia-simpleARIMA,inc death,2,Overall,0.71,1.01,1.01,0.84,0.98,-0.14,82,20,NA
10,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,1,0.59,0.93,-0.35,82,20,NA
10,Lydia-SARIMA,inc death,1,Overall,0.78,0.91,0.91,0.82,0.94,-0.14,82,20,NA
10,Lydia-simpleARIMA,inc death,1,Overall,0.77,0.91,0.91,0.82,0.94,-0.13,82,20,NA
10,EuroCOVIDhub-baseline,inc hosp,4,Overall,1,1,1,0.35,1,-0.39,23,10,NA
10,fjordhest-ensemble,inc hosp,4,Overall,1.09,1.1,1.1,0.47,1,-0.45,15,7,NA
10,EuroCOVIDhub-baseline,inc hosp,3,Overall,1,1,1,0.43,0.95,-0.44,21,10,NA
10,fjordhest-ensemble,inc hosp,3,Overall,1.09,1.09,1.09,0.36,1,-0.5,14,7,NA
10,EuroCOVIDhub-baseline,inc hosp,2,Overall,1,1,1,0.33,0.86,-0.43,21,10,NA
10,fjordhest-ensemble,inc hosp,2,Overall,0.9,0.93,0.93,0.43,0.93,-0.53,14,7,NA
10,EuroCOVIDhub-baseline,inc hosp,1,Overall,1,1,1,0.21,0.95,-0.26,19,9,NA
10,Lydia-SARIMA,inc hosp,1,Overall,1.69,1.73,1.73,0.32,0.74,-0.01,19,9,NA
10,Lydia-simpleARIMA,inc hosp,1,Overall,1.7,1.74,1.74,0.32,0.74,-0.01,19,9,NA
10,EuroCOVIDhub-baseline,inc case,4,BE,1,1,1,1,1,-0.14,5,1,Belgium
10,epiforecasts-EpiNow2,inc case,4,BE,1.37,0.76,0.76,0.2,0.2,-0.9,5,1,Belgium
10,EuroCOVIDhub-baseline,inc case,3,BE,1,1,1,1,1,-0.2,5,1,Belgium
10,Lydia-SARIMA,inc case,3,BE,3.46,2.65,2.65,1,1,0.2,5,1,Belgium
10,Lydia-simpleARIMA,inc case,3,BE,3.55,2.68,2.68,1,1,0.2,5,1,Belgium
10,EuroCOVIDhub-baseline,inc case,2,BE,1,1,1,1,1,-0.28,4,1,Belgium
10,Lydia-SARIMA,inc case,2,BE,2.32,2.8,2.8,1,1,0.18,4,1,Belgium
10,Lydia-simpleARIMA,inc case,2,BE,2.31,2.81,2.81,1,1,0.15,4,1,Belgium
10,EuroCOVIDhub-baseline,inc case,1,BE,1,1,1,1,1,-0.15,4,1,Belgium
10,Lydia-SARIMA,inc case,1,BE,1.72,3.09,3.09,1,1,0.12,4,1,Belgium
10,Lydia-simpleARIMA,inc case,1,BE,1.96,3.1,3.1,1,1,0.12,4,1,Belgium
10,EuroCOVIDhub-baseline,inc case,4,BG,1,1,1,1,1,0.12,5,1,Bulgaria
10,epiforecasts-EpiNow2,inc case,4,BG,2.91,1.22,1.22,0.8,0.8,0.28,5,1,Bulgaria
10,fjordhest-ensemble,inc case,4,BG,1.02,0.35,0.35,0.8,1,0.1,5,1,Bulgaria
10,EuroCOVIDhub-baseline,inc case,3,BG,1,1,1,1,1,0.08,5,1,Bulgaria
10,Lydia-SARIMA,inc case,3,BG,0.66,1.9,1.9,1,1,-0.06,5,1,Bulgaria
10,Lydia-simpleARIMA,inc case,3,BG,0.37,1.89,1.89,1,1,0.02,5,1,Bulgaria
10,fjordhest-ensemble,inc case,3,BG,0.99,0.32,0.32,0.8,1,-0.1,5,1,Bulgaria
10,EuroCOVIDhub-baseline,inc case,2,BG,1,1,1,1,1,-0,4,1,Bulgaria
10,Lydia-SARIMA,inc case,2,BG,1.11,2.3,2.3,1,1,-0.05,4,1,Bulgaria
10,Lydia-simpleARIMA,inc case,2,BG,1.22,2.31,2.31,1,1,-0.05,4,1,Bulgaria
10,fjordhest-ensemble,inc case,2,BG,0.93,0.3,0.3,1,1,-0.32,4,1,Bulgaria
10,EuroCOVIDhub-baseline,inc case,1,BG,1,1,1,1,1,0.1,4,1,Bulgaria
10,Lydia-SARIMA,inc case,1,BG,2,3.33,3.33,1,1,-0.05,4,1,Bulgaria
10,Lydia-simpleARIMA,inc case,1,BG,1.78,3.35,3.35,1,1,-0.05,4,1,Bulgaria
10,fjordhest-ensemble,inc case,1,BG,1.01,0.45,0.45,0.5,1,0,4,1,Bulgaria
10,EuroCOVIDhub-baseline,inc death,4,BG,1,1,1,1,1,0.1,5,1,Bulgaria
10,epiforecasts-EpiNow2,inc death,4,BG,7.42,2.97,2.97,0,1,0.88,5,1,Bulgaria
10,fjordhest-ensemble,inc death,4,BG,0.98,0.34,0.34,0.4,1,0.56,5,1,Bulgaria
10,EuroCOVIDhub-baseline,inc death,3,BG,1,1,1,1,1,0.2,5,1,Bulgaria
10,Lydia-SARIMA,inc death,3,BG,0.64,1.69,1.69,1,1,0.06,5,1,Bulgaria
10,Lydia-simpleARIMA,inc death,3,BG,0.77,1.69,1.69,1,1,0.04,5,1,Bulgaria
10,fjordhest-ensemble,inc death,3,BG,1,0.39,0.39,0.2,1,0.66,5,1,Bulgaria
10,EuroCOVIDhub-baseline,inc death,2,BG,1,1,1,1,1,0.25,4,1,Bulgaria
10,Lydia-SARIMA,inc death,2,BG,0.55,1.83,1.83,1,1,0.05,4,1,Bulgaria
10,Lydia-simpleARIMA,inc death,2,BG,0.73,1.8,1.8,1,1,0.05,4,1,Bulgaria
10,fjordhest-ensemble,inc death,2,BG,1.03,0.5,0.5,0.25,1,0.72,4,1,Bulgaria
10,EuroCOVIDhub-baseline,inc death,1,BG,1,1,1,1,1,0.2,4,1,Bulgaria
10,Lydia-SARIMA,inc death,1,BG,0.94,2.38,2.38,1,1,-0.05,4,1,Bulgaria
10,Lydia-simpleARIMA,inc death,1,BG,0.94,2.38,2.38,1,1,-0.05,4,1,Bulgaria
10,fjordhest-ensemble,inc death,1,BG,1.12,0.57,0.57,0.75,1,0.4,4,1,Bulgaria
10,EuroCOVIDhub-baseline,inc case,4,CY,1,1,1,1,1,-0.2,5,1,Cyprus
10,epiforecasts-EpiNow2,inc case,4,CY,1.59,1.4,1.4,0,0,-1,5,1,Cyprus
10,EuroCOVIDhub-baseline,inc case,3,CY,1,1,1,1,1,-0.26,5,1,Cyprus
10,Lydia-SARIMA,inc case,3,CY,0.91,1.21,1.21,1,1,-0.1,5,1,Cyprus
10,Lydia-simpleARIMA,inc case,3,CY,0.84,1.21,1.21,1,1,-0.1,5,1,Cyprus
10,EuroCOVIDhub-baseline,inc case,2,CY,1,1,1,1,1,-0.22,4,1,Cyprus
10,Lydia-SARIMA,inc case,2,CY,0.92,1.37,1.37,1,1,-0.08,4,1,Cyprus
10,Lydia-simpleARIMA,inc case,2,CY,0.86,1.38,1.38,1,1,-0.08,4,1,Cyprus
10,EuroCOVIDhub-baseline,inc case,1,CY,1,1,1,0.75,1,-0.38,4,1,Cyprus
10,Lydia-SARIMA,inc case,1,CY,0.89,0.99,0.99,1,1,-0.15,4,1,Cyprus
10,Lydia-simpleARIMA,inc case,1,CY,0.9,1,1,1,1,-0.12,4,1,Cyprus
10,EuroCOVIDhub-baseline,inc death,3,CY,1,1,1,1,1,-0.02,5,1,Cyprus
10,Lydia-SARIMA,inc death,3,CY,4,1,1,1,1,0.08,5,1,Cyprus
10,Lydia-simpleARIMA,inc death,3,CY,4,1,1,1,1,0.08,5,1,Cyprus
10,EuroCOVIDhub-baseline,inc death,2,CY,1,1,1,1,1,-0.03,4,1,Cyprus
10,Lydia-SARIMA,inc death,2,CY,3,1,1,1,1,0.08,4,1,Cyprus
10,Lydia-simpleARIMA,inc death,2,CY,2,1,1,1,1,0.05,4,1,Cyprus
10,EuroCOVIDhub-baseline,inc death,1,CY,1,1,1,1,1,0,4,1,Cyprus
10,Lydia-SARIMA,inc death,1,CY,1,1.33,1.33,1,1,0,4,1,Cyprus
10,Lydia-simpleARIMA,inc death,1,CY,1,1.33,1.33,1,1,0,4,1,Cyprus
10,EuroCOVIDhub-baseline,inc case,4,CZ,1,1,1,0.8,1,-0.38,5,1,Czechia
10,epiforecasts-EpiNow2,inc case,4,CZ,0.95,0.86,0.86,0.2,1,-0.58,5,1,Czechia
10,fjordhest-ensemble,inc case,4,CZ,1.02,1.02,1.02,0.2,1,-0.7,5,1,Czechia
10,EuroCOVIDhub-baseline,inc case,3,CZ,1,1,1,0.4,1,-0.42,5,1,Czechia
10,Lydia-SARIMA,inc case,3,CZ,1.25,1.22,1.22,1,1,-0.26,5,1,Czechia
10,Lydia-simpleARIMA,inc case,3,CZ,1.27,1.23,1.23,1,1,-0.28,5,1,Czechia
10,fjordhest-ensemble,inc case,3,CZ,1.03,1.1,1.1,0.2,0.8,-0.66,5,1,Czechia
10,EuroCOVIDhub-baseline,inc case,2,CZ,1,1,1,0,1,-0.67,4,1,Czechia
10,Lydia-SARIMA,inc case,2,CZ,1.23,1.06,1.06,1,1,-0.32,4,1,Czechia
10,Lydia-simpleARIMA,inc case,2,CZ,1.26,1.07,1.07,1,1,-0.35,4,1,Czechia
10,fjordhest-ensemble,inc case,2,CZ,1.03,1.25,1.25,0,0.25,-0.98,4,1,Czechia
10,EuroCOVIDhub-baseline,inc case,1,CZ,1,1,1,0,1,-0.4,4,1,Czechia
10,Lydia-SARIMA,inc case,1,CZ,1.03,0.78,0.78,1,1,-0.2,4,1,Czechia
10,Lydia-simpleARIMA,inc case,1,CZ,1.03,0.78,0.78,1,1,-0.2,4,1,Czechia
10,fjordhest-ensemble,inc case,1,CZ,1.04,1.23,1.23,0,0,-0.5,4,1,Czechia
10,EuroCOVIDhub-baseline,inc death,4,CZ,1,1,1,1,1,-0.32,5,1,Czechia
10,fjordhest-ensemble,inc death,4,CZ,1.01,0.88,0.88,0.2,0.8,-0.84,5,1,Czechia
10,EuroCOVIDhub-baseline,inc death,3,CZ,1,1,1,1,1,-0.4,5,1,Czechia
10,Lydia-SARIMA,inc death,3,CZ,0.93,1.55,1.55,1,1,-0.12,5,1,Czechia
10,Lydia-simpleARIMA,inc death,3,CZ,0.91,1.57,1.57,1,1,-0.12,5,1,Czechia
10,fjordhest-ensemble,inc death,3,CZ,0.99,0.9,0.9,0,0.6,-0.84,5,1,Czechia
10,EuroCOVIDhub-baseline,inc death,2,CZ,1,1,1,0.5,1,-0.55,4,1,Czechia
