weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc,location_name
10,ECDC-norrsken_blue,inc case,1,Overall,0.71,0.67,0.67,0.5,0.91,0.51,96,21,NA
10,ECDC-norrsken_green,inc case,1,Overall,0.69,0.69,0.69,0.17,0.51,0.62,96,21,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,1,0.58,1,0.33,108,23,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.71,0.63,0.64,0.29,0.86,0.53,98,21,NA
10,Lydia-SARIMA,inc case,1,Overall,1.33,1.49,1.49,0.99,1,0.15,108,23,NA
10,Lydia-simpleARIMA,inc case,1,Overall,1.32,1.48,1.48,0.99,1,0.15,108,23,NA
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,1,0.89,1,0.11,87,23,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,1.2,0.95,0.91,0.24,0.83,0.42,58,21,NA
10,epiforecasts-tsensemble,inc case,4,Overall,1.24,0.97,1.03,0.2,0.59,0.36,64,19,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,1,0.87,1,0.2,86,23,NA
10,EuroCOVIDhub-ensemble,inc case,3,Overall,1.04,0.84,0.83,0.33,0.86,0.54,64,22,NA
10,Lydia-SARIMA,inc case,3,Overall,1.46,1.64,1.66,1,1,0.15,86,23,NA
10,Lydia-simpleARIMA,inc case,3,Overall,1.41,1.63,1.64,1,1,0.15,86,23,NA
10,ECDC-norrsken_blue,inc case,2,Overall,0.85,0.81,0.81,0.39,0.87,0.61,77,21,NA
10,ECDC-norrsken_green,inc case,2,Overall,0.8,0.82,0.82,0.14,0.51,0.68,77,21,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,1,0.8,1,0.29,87,23,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,0.82,0.7,0.7,0.29,0.83,0.57,78,21,NA
