weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
10,BIOCOMSC-Gompertz,inc case,2,Overall,0.73,NA,0.68,1,NA,170,23,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.29,0.69,-0.37,320,32,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,0.73,0.64,0.34,0.79,-0.29,320,32,NA
10,IEM_Health-CovidProject,inc case,2,Overall,0.84,0.76,0.26,0.69,-0.06,310,31,NA
10,ILM-EKF,inc case,2,Overall,0.8,0.69,0.44,0.87,-0.07,312,32,NA
10,Karlen-pypm,inc case,2,Overall,0.88,0.79,0.3,0.72,-0.16,290,29,NA
10,LANL-GrowthRate,inc case,2,Overall,0.39,0.66,0.48,0.88,-0.31,128,32,NA
10,MUNI-ARIMA,inc case,2,Overall,0.77,0.71,0.46,0.86,-0.27,320,32,NA
10,MUNI-VAR,inc case,2,Overall,1.7,0.92,0.23,0.57,-0.28,30,30,NA
10,RobertWalraven-ESG,inc case,2,Overall,1.04,1.09,0.19,0.44,-0.53,320,32,NA
10,USC-SIkJalpha,inc case,2,Overall,0.94,0.95,0.12,0.34,-0.35,320,32,NA
10,UVA-Ensemble,inc case,2,Overall,1.28,NA,0.32,0.66,NA,320,32,NA
10,epiforecasts-EpiNow2,inc case,2,Overall,0.87,1.17,0.5,0.9,-0.23,224,32,NA
10,BIOCOMSC-Gompertz,inc case,1,Overall,0.55,NA,0.78,1,NA,152,22,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.23,0.77,-0.36,320,32,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.65,0.56,0.45,0.86,-0.24,320,32,NA
10,IEM_Health-CovidProject,inc case,1,Overall,0.75,0.66,0.41,0.82,-0,310,31,NA
10,ILM-EKF,inc case,1,Overall,0.62,0.56,0.53,0.91,-0.07,311,32,NA
10,JBUD-HMXK,inc case,1,Overall,2.01,NA,NA,NA,NA,20,20,NA
10,Karlen-pypm,inc case,1,Overall,0.9,0.77,0.49,0.86,-0.1,290,29,NA
10,LANL-GrowthRate,inc case,1,Overall,0.55,0.84,0.54,0.96,-0.42,96,32,NA
10,MUNI-ARIMA,inc case,1,Overall,0.62,0.56,0.45,0.85,-0.26,320,32,NA
10,MUNI-VAR,inc case,1,Overall,1.2,0.71,0.28,0.68,-0.29,60,30,NA
10,RobertWalraven-ESG,inc case,1,Overall,1.02,1,0.25,0.55,-0.48,320,32,NA
10,SDSC_ISG-TrendModel,inc case,1,Overall,0.67,NA,NA,NA,NA,320,32,NA
10,USC-SIkJalpha,inc case,1,Overall,0.94,0.92,0.14,0.51,-0.32,320,32,NA
10,UVA-Ensemble,inc case,1,Overall,0.93,NA,0.41,0.83,NA,288,32,NA
10,epiforecasts-EpiNow2,inc case,1,Overall,0.51,0.85,0.58,0.89,-0.2,192,32,NA
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.35,0.68,-0.34,320,32,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,0.94,0.88,0.28,0.72,-0.3,320,32,NA
10,IEM_Health-CovidProject,inc case,4,Overall,1.22,1.12,0.2,0.66,-0.12,310,31,NA
10,ILM-EKF,inc case,4,Overall,1.29,1.21,0.36,0.81,-0.05,315,32,NA
10,Karlen-pypm,inc case,4,Overall,1.23,1.25,0.21,0.54,-0.29,290,29,NA
10,LANL-GrowthRate,inc case,4,Overall,0.55,0.74,0.35,0.74,-0.25,192,32,NA
10,MUNI-ARIMA,inc case,4,Overall,0.99,0.92,0.43,0.86,-0.23,320,32,NA
10,RobertWalraven-ESG,inc case,4,Overall,1.11,1.21,0.15,0.44,-0.56,320,32,NA
10,USC-SIkJalpha,inc case,4,Overall,0.99,1.19,0.04,0.18,-0.32,320,32,NA
10,UVA-Ensemble,inc case,4,Overall,1.55,NA,0.16,0.38,NA,320,32,NA
10,epiforecasts-EpiNow2,inc case,4,Overall,1.11,1.22,0.43,0.84,-0.28,288,32,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.34,0.67,-0.34,320,32,NA
10,EuroCOVIDhub-ensemble,inc case,3,Overall,0.81,0.74,0.32,0.72,-0.31,320,32,NA
10,IEM_Health-CovidProject,inc case,3,Overall,1,0.95,0.24,0.64,-0.11,310,31,NA
10,ILM-EKF,inc case,3,Overall,1.01,0.91,0.39,0.82,-0.06,313,32,NA
10,Karlen-pypm,inc case,3,Overall,1.04,1.02,0.24,0.62,-0.22,290,29,NA
10,LANL-GrowthRate,inc case,3,Overall,0.43,0.67,0.41,0.84,-0.26,160,32,NA
10,MUNI-ARIMA,inc case,3,Overall,0.89,0.83,0.44,0.82,-0.25,320,32,NA
10,RobertWalraven-ESG,inc case,3,Overall,1.08,1.16,0.18,0.41,-0.54,320,32,NA
10,USC-SIkJalpha,inc case,3,Overall,1.01,1.09,0.12,0.27,-0.32,320,32,NA
10,UVA-Ensemble,inc case,3,Overall,1.45,NA,0.24,0.53,NA,320,32,NA
10,epiforecasts-EpiNow2,inc case,3,Overall,1.01,1.25,0.45,0.87,-0.27,256,32,NA
