weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc,location_name
10,EuroCOVIDhub-baseline,inc hosp,1,Overall,1,1,1,0.57,1,0.17,87,15,NA
10,EuroCOVIDhub-ensemble,inc hosp,1,Overall,0.91,0.84,0.83,0.55,0.99,0.1,91,15,NA
10,epiforecasts-EpiNow2,inc hosp,1,Overall,0.85,0.86,0.86,0.53,0.91,0.04,77,15,NA
10,epiforecasts-tsensemble,inc hosp,1,Overall,1.11,1.03,1.04,0.42,0.81,0.19,85,15,NA
10,epiforecasts-weeklygrowth,inc hosp,1,Overall,0.86,0.79,0.79,0.69,1,0.04,74,14,NA
10,EuroCOVIDhub-baseline,inc hosp,1,EE,1,1,1,0.43,1,0.09,7,1,Estonia
10,EuroCOVIDhub-ensemble,inc hosp,1,EE,1.04,1.04,1.02,0.43,1,0.03,7,1,Estonia
10,epiforecasts-EpiNow2,inc hosp,1,EE,1.27,1.21,1.24,0.33,1,0.15,6,1,Estonia
10,epiforecasts-tsensemble,inc hosp,1,EE,0.91,1.04,1.02,0.43,0.86,-0.03,7,1,Estonia
10,epiforecasts-weeklygrowth,inc hosp,1,EE,1.1,1.11,1.13,0.5,1,-0.03,6,1,Estonia
10,EuroCOVIDhub-baseline,inc hosp,1,GR,1,1,1,1,1,0,7,1,Greece
10,EuroCOVIDhub-ensemble,inc hosp,1,GR,1.15,0.67,0.69,0.86,1,-0.03,7,1,Greece
10,epiforecasts-EpiNow2,inc hosp,1,GR,1.52,0.84,0.81,0.67,1,-0.32,6,1,Greece
10,epiforecasts-tsensemble,inc hosp,1,GR,1.26,0.57,0.59,0.57,1,0.11,7,1,Greece
10,epiforecasts-weeklygrowth,inc hosp,1,GR,1.29,0.66,0.64,0.67,1,-0.12,6,1,Greece
10,EuroCOVIDhub-baseline,inc hosp,1,HU,1,1,1,0.57,1,0.11,7,1,Hungary
10,EuroCOVIDhub-ensemble,inc hosp,1,HU,0.74,1,1,0.71,1,-0.01,7,1,Hungary
10,epiforecasts-EpiNow2,inc hosp,1,HU,1.41,1.6,1.53,0.67,1,0.35,6,1,Hungary
10,epiforecasts-tsensemble,inc hosp,1,HU,0.7,0.93,1.01,0.71,0.86,-0.11,7,1,Hungary
10,epiforecasts-weeklygrowth,inc hosp,1,HU,1.64,2.03,1.94,1,1,-0.23,6,1,Hungary
10,EuroCOVIDhub-baseline,inc hosp,1,IE,1,1,1,0.71,1,-0.23,7,1,Ireland
