weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc,location_name
10,ECDC-norrsken_blue,inc case,4,Overall,0.78,0.65,0.64,0.46,0.96,0.55,102,23,NA
10,ECDC-norrsken_green,inc case,4,Overall,0.73,0.61,0.65,0.11,0.53,0.84,102,23,NA
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,1,0.94,1,0.23,114,23,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,0.7,0.5,0.49,0.37,0.9,0.59,104,23,NA
10,epiforecasts-tsensemble,inc case,4,Overall,1.35,1.05,0.96,0.26,0.84,0.64,77,20,NA
10,fjordhest-ensemble,inc case,4,Overall,0.66,0.49,0.52,0.22,0.77,0.73,65,13,NA
10,ECDC-norrsken_blue,inc case,3,Overall,0.71,0.58,0.55,0.51,0.98,0.52,105,23,NA
10,ECDC-norrsken_green,inc case,3,Overall,0.78,0.61,0.61,0.09,0.46,0.86,105,23,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,1,0.92,1,0.25,114,23,NA
10,EuroCOVIDhub-ensemble,inc case,3,Overall,0.64,0.44,0.44,0.5,0.9,0.54,107,23,NA
10,Lydia-SARIMA,inc case,3,Overall,2.11,1.97,2.09,1,1,0.17,98,23,NA
10,Lydia-simpleARIMA,inc case,3,Overall,2.09,1.97,2.08,1,1,0.17,98,23,NA
10,epiforecasts-EpiNow2,inc case,3,Overall,0.33,0.23,0.21,0.51,0.75,0.2,80,23,NA
10,epiforecasts-tsensemble,inc case,3,Overall,1.25,0.93,0.95,0.34,0.84,0.58,98,22,NA
10,fjordhest-ensemble,inc case,3,Overall,0.59,0.42,0.43,0.34,0.86,0.64,65,13,NA
10,ECDC-norrsken_blue,inc case,1,Overall,0.71,0.52,0.45,0.64,0.99,0.35,107,22,NA
10,ECDC-norrsken_green,inc case,1,Overall,0.84,0.55,0.47,0.19,0.51,0.64,107,22,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,1,0.81,1,0.37,114,23,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.55,0.34,0.3,0.68,0.98,0.4,108,22,NA
10,Lydia-SARIMA,inc case,1,Overall,2.51,2.69,3.49,1,1,0.14,84,23,NA
10,Lydia-simpleARIMA,inc case,1,Overall,2.46,2.69,3.49,1,1,0.13,84,23,NA
10,epiforecasts-EpiNow2,inc case,1,Overall,0.34,0.22,0.21,0.52,0.9,0.01,94,23,NA
10,epiforecasts-tsensemble,inc case,1,Overall,1.15,0.71,0.69,0.69,0.96,0.31,103,22,NA
10,fjordhest-ensemble,inc case,1,Overall,0.53,0.31,0.3,0.57,0.98,0.48,65,13,NA
10,ECDC-norrsken_blue,inc case,2,Overall,0.68,0.51,0.47,0.64,0.99,0.42,106,23,NA
10,ECDC-norrsken_green,inc case,2,Overall,0.8,0.55,0.54,0.17,0.53,0.74,106,23,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,1,0.94,1,0.29,114,23,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,0.58,0.38,0.36,0.64,0.94,0.46,108,23,NA
10,Lydia-SARIMA,inc case,2,Overall,2.29,2.23,2.53,1,1,0.15,91,23,NA
10,Lydia-simpleARIMA,inc case,2,Overall,2.33,2.24,2.54,1,1,0.14,91,23,NA
10,epiforecasts-EpiNow2,inc case,2,Overall,0.39,0.26,0.25,0.5,0.79,0.15,98,23,NA
10,epiforecasts-tsensemble,inc case,2,Overall,1.24,0.8,0.77,0.51,0.9,0.46,101,22,NA
10,fjordhest-ensemble,inc case,2,Overall,0.54,0.35,0.34,0.51,0.98,0.5,65,13,NA
10,ECDC-norrsken_blue,inc death,4,Overall,2.57,1.95,1.84,0.25,1,0.65,40,11,NA
10,ECDC-norrsken_green,inc death,4,Overall,3.21,2.58,2.4,0.22,0.45,0.76,40,11,NA
10,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,1,0.85,1,0.21,95,20,NA
10,EuroCOVIDhub-ensemble,inc death,4,Overall,1.07,0.86,0.8,0.41,0.91,0.57,64,17,NA
10,epiforecasts-tsensemble,inc death,4,Overall,1.32,1.04,1.25,0.29,0.74,0.68,58,16,NA
10,fjordhest-ensemble,inc death,4,Overall,0.86,0.67,0.68,0.27,0.82,0.64,60,12,NA
10,ECDC-norrsken_blue,inc death,3,Overall,2.43,1.75,1.85,0.24,1,0.7,42,11,NA
10,ECDC-norrsken_green,inc death,3,Overall,2.66,2.08,2.26,0.17,0.43,0.83,42,11,NA
10,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,1,0.84,1,0.23,95,20,NA
10,EuroCOVIDhub-ensemble,inc death,3,Overall,1.05,0.83,0.79,0.43,0.91,0.56,69,17,NA
10,Lydia-SARIMA,inc death,3,Overall,1.32,1.61,1.64,0.87,1,0.22,68,20,NA
10,Lydia-simpleARIMA,inc death,3,Overall,1.34,1.62,1.65,0.87,1,0.22,68,20,NA
10,epiforecasts-EpiNow2,inc death,3,Overall,1,0.89,0.73,0.37,0.78,0.49,49,16,NA
10,epiforecasts-tsensemble,inc death,3,Overall,1.43,1.17,1.31,0.35,0.75,0.66,72,16,NA
10,fjordhest-ensemble,inc death,3,Overall,0.77,0.63,0.59,0.35,0.82,0.6,60,12,NA
10,ECDC-norrsken_blue,inc death,2,Overall,1.99,1.45,1.51,0.29,1,0.65,42,11,NA
10,ECDC-norrsken_green,inc death,2,Overall,1.84,1.42,1.53,0.12,0.38,0.83,42,11,NA
10,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,1,0.81,1,0.25,96,20,NA
10,EuroCOVIDhub-ensemble,inc death,2,Overall,1.05,0.8,0.76,0.46,0.91,0.51,69,17,NA
10,Lydia-SARIMA,inc death,2,Overall,1.5,1.79,1.81,0.85,0.96,0.23,54,20,NA
10,Lydia-simpleARIMA,inc death,2,Overall,1.51,1.79,1.81,0.85,0.96,0.23,54,20,NA
10,epiforecasts-EpiNow2,inc death,2,Overall,0.92,0.81,0.7,0.48,0.85,0.44,54,16,NA
10,epiforecasts-tsensemble,inc death,2,Overall,1.56,1.25,1.39,0.42,0.79,0.6,71,15,NA
10,fjordhest-ensemble,inc death,2,Overall,0.8,0.61,0.58,0.45,0.85,0.51,60,12,NA
10,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,1,0.78,1,0.27,96,20,NA
10,EuroCOVIDhub-ensemble,inc death,1,Overall,1.01,0.81,0.81,0.52,0.95,0.47,64,15,NA
10,Lydia-SARIMA,inc death,1,Overall,1.63,1.89,2,0.85,0.98,0.21,40,20,NA
10,Lydia-simpleARIMA,inc death,1,Overall,1.64,1.89,2.01,0.85,0.98,0.22,40,20,NA
10,epiforecasts-EpiNow2,inc death,1,Overall,0.69,0.65,0.62,0.55,0.93,0.37,44,16,NA
10,epiforecasts-tsensemble,inc death,1,Overall,1.78,1.57,1.64,0.56,0.87,0.52,70,15,NA
10,fjordhest-ensemble,inc death,1,Overall,0.67,0.6,0.54,0.62,0.9,0.38,60,12,NA
10,ECDC-norrsken_green,inc hosp,4,Overall,1.1,1.31,1.32,0,0,1,7,2,NA
10,EuroCOVIDhub-baseline,inc hosp,4,Overall,1,1,1,0.22,1,0.62,18,3,NA
10,EuroCOVIDhub-ensemble,inc hosp,4,Overall,1.04,1.07,1.11,0.56,1,0.52,9,2,NA
10,epiforecasts-tsensemble,inc hosp,4,Overall,1.16,1.25,1.2,0.4,0.8,0.59,15,3,NA
10,ECDC-norrsken_green,inc hosp,3,Overall,1.21,1.37,1.33,0,0.14,0.99,7,2,NA
10,EuroCOVIDhub-baseline,inc hosp,3,Overall,1,1,1,0.5,1,0.56,18,3,NA
10,EuroCOVIDhub-ensemble,inc hosp,3,Overall,1.04,1.06,1.07,0.73,1,0.48,11,2,NA
10,Lydia-SARIMA,inc hosp,3,Overall,1.94,1.91,2,0.23,0.69,0.78,13,3,NA
10,Lydia-simpleARIMA,inc hosp,3,Overall,1.96,1.91,2,0.23,0.69,0.77,13,3,NA
10,epiforecasts-tsensemble,inc hosp,3,Overall,1.14,1.24,1.16,0.5,0.83,0.5,18,3,NA
10,ECDC-norrsken_green,inc hosp,2,Overall,0.9,0.91,0.84,0,0.43,0.94,7,2,NA
10,EuroCOVIDhub-baseline,inc hosp,2,Overall,1,1,1,0.5,1,0.51,18,3,NA
10,EuroCOVIDhub-ensemble,inc hosp,2,Overall,0.86,0.89,0.87,0.83,1,0.39,12,2,NA
10,Lydia-SARIMA,inc hosp,2,Overall,2.1,2.01,2.2,0.27,0.82,0.71,11,3,NA
10,Lydia-simpleARIMA,inc hosp,2,Overall,2.1,2.01,2.19,0.27,0.82,0.71,11,3,NA
10,epiforecasts-tsensemble,inc hosp,2,Overall,1.04,1.02,0.95,0.65,0.88,0.39,17,3,NA
10,ECDC-norrsken_green,inc hosp,1,Overall,1.18,1.16,0.93,0,0.43,0.94,7,2,NA
10,EuroCOVIDhub-baseline,inc hosp,1,Overall,1,1,1,0.61,1,0.5,18,3,NA
10,EuroCOVIDhub-ensemble,inc hosp,1,Overall,0.87,0.95,0.83,0.92,1,0.29,12,2,NA
10,Lydia-SARIMA,inc hosp,1,Overall,2.1,1.99,2.46,0.56,0.89,0.61,9,3,NA
10,Lydia-simpleARIMA,inc hosp,1,Overall,2.09,1.99,2.48,0.44,0.89,0.61,9,3,NA
