weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc,location_name
10,ECDC-norrsken_blue,inc case,1,Overall,1.19,0.12,0.1,0.72,1,0.02,87,24,NA
10,ECDC-norrsken_green,inc case,1,Overall,1,0.07,0.06,0.38,0.82,-0.14,87,24,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,1,0.99,1,0.07,93,25,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.71,0.08,0.07,0.85,1,-0.03,87,24,NA
10,Lydia-SARIMA,inc case,1,Overall,19.31,4.4,7.82,1,1,0.08,64,20,NA
10,epiforecasts-tsensemble,inc case,1,Overall,0.9,0.08,0.07,0.85,1,-0.08,87,25,NA
10,ECDC-norrsken_blue,inc case,4,Overall,1.76,0.14,0.14,0.7,1,0.25,82,22,NA
10,ECDC-norrsken_green,inc case,4,Overall,0.62,0.05,0.04,0.35,0.83,-0.28,82,22,NA
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,1,0.96,1,0.1,90,23,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,0.52,0.08,0.08,0.91,1,0.04,82,22,NA
10,epiforecasts-tsensemble,inc case,4,Overall,0.82,0.07,0.07,0.79,1,-0.18,81,21,NA
10,ECDC-norrsken_blue,inc case,3,Overall,1.47,0.11,0.1,0.71,1,0.22,83,22,NA
10,ECDC-norrsken_green,inc case,3,Overall,0.76,0.04,0.04,0.37,0.9,-0.18,83,22,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,1,0.97,1,0.09,90,23,NA
10,EuroCOVIDhub-ensemble,inc case,3,Overall,0.7,0.07,0.07,0.9,1,0.06,83,22,NA
10,Lydia-SARIMA,inc case,3,Overall,27.77,2.91,4.06,1,1,0.12,62,17,NA
10,epiforecasts-tsensemble,inc case,3,Overall,1.12,0.06,0.06,0.83,0.99,-0.11,81,22,NA
10,ECDC-norrsken_blue,inc case,2,Overall,1.03,0.1,0.09,0.77,1,0.12,84,23,NA
10,ECDC-norrsken_green,inc case,2,Overall,0.88,0.05,0.04,0.35,0.89,-0.18,84,23,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,1,0.98,1,0.06,91,24,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,0.64,0.07,0.06,0.88,1,0.02,84,23,NA
10,Lydia-SARIMA,inc case,2,Overall,24.83,3.3,5.07,1,1,0.09,61,18,NA
10,epiforecasts-tsensemble,inc case,2,Overall,0.9,0.06,0.06,0.82,0.99,-0.1,83,23,NA
10,ECDC-norrsken_blue,inc death,3,Overall,9.24,1.59,1.56,0.29,0.87,0.66,31,11,NA
10,ECDC-norrsken_green,inc death,3,Overall,7.3,1.3,1.27,0.29,0.61,0.66,31,11,NA
10,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,1,1,1,0.03,68,18,NA
10,EuroCOVIDhub-ensemble,inc death,3,Overall,1.92,0.57,0.51,0.85,1,0.25,39,13,NA
10,epiforecasts-tsensemble,inc death,3,Overall,1.38,0.22,0.25,0.91,1,0.04,46,14,NA
10,ECDC-norrsken_blue,inc death,2,Overall,17.81,2.74,2.83,0.27,0.85,0.65,33,12,NA
10,ECDC-norrsken_green,inc death,2,Overall,11.53,1.89,1.96,0.33,0.52,0.72,33,12,NA
10,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,1,1,1,0.02,69,19,NA
10,EuroCOVIDhub-ensemble,inc death,2,Overall,2.03,0.58,0.51,0.8,1,0.24,41,14,NA
10,epiforecasts-tsensemble,inc death,2,Overall,1.53,0.26,0.28,0.96,1,0.05,48,15,NA
10,ECDC-norrsken_blue,inc death,1,Overall,14.18,3.64,3.85,0.35,0.86,0.63,37,12,NA
10,ECDC-norrsken_green,inc death,1,Overall,8.27,2.29,2.42,0.22,0.46,0.73,37,12,NA
10,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,1,1,1,0.02,70,19,NA
10,EuroCOVIDhub-ensemble,inc death,1,Overall,1.54,0.57,0.49,0.88,1,0.2,43,14,NA
10,epiforecasts-tsensemble,inc death,1,Overall,1.23,0.34,0.35,0.9,1,0.04,48,14,NA
10,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,1,1,1,0.04,68,18,NA
10,EuroCOVIDhub-ensemble,inc death,4,Overall,1.78,0.51,0.51,0.89,1,0.23,37,11,NA
10,epiforecasts-tsensemble,inc death,4,Overall,1.4,0.24,0.24,0.89,1,0.01,45,13,NA
10,ECDC-norrsken_green,inc hosp,4,Overall,1.31,0.17,0.17,0.5,0.88,0.1,8,2,NA
10,EuroCOVIDhub-baseline,inc hosp,4,Overall,1,1,1,1,1,0.09,9,2,NA
10,EuroCOVIDhub-ensemble,inc hosp,4,Overall,1,0.22,0.21,1,1,0.03,8,2,NA
10,epiforecasts-tsensemble,inc hosp,4,Overall,1.47,0.17,0.18,1,1,-0.18,9,2,NA
10,ECDC-norrsken_green,inc hosp,3,Overall,1.77,0.17,0.17,0.43,0.86,0.36,7,2,NA
10,EuroCOVIDhub-baseline,inc hosp,3,Overall,1,1,1,1,1,0.09,9,2,NA
10,EuroCOVIDhub-ensemble,inc hosp,3,Overall,1.06,0.17,0.17,1,1,0.09,7,2,NA
10,epiforecasts-tsensemble,inc hosp,3,Overall,1.61,0.13,0.14,1,1,-0.09,9,2,NA
10,ECDC-norrsken_green,inc hosp,2,Overall,1.72,0.19,0.17,0.67,0.83,0.37,6,2,NA
10,EuroCOVIDhub-baseline,inc hosp,2,Overall,1,1,1,1,1,0.1,8,2,NA
10,EuroCOVIDhub-ensemble,inc hosp,2,Overall,1.11,0.2,0.2,0.86,1,0.16,7,2,NA
10,epiforecasts-tsensemble,inc hosp,2,Overall,1.73,0.16,0.17,0.88,1,0.06,8,2,NA
10,ECDC-norrsken_green,inc hosp,1,Overall,1.06,0.17,0.17,0.6,0.8,0.42,5,2,NA
10,EuroCOVIDhub-baseline,inc hosp,1,Overall,1,1,1,1,1,0.08,6,2,NA
10,EuroCOVIDhub-ensemble,inc hosp,1,Overall,1.19,0.19,0.19,1,1,0.2,5,2,NA
10,epiforecasts-tsensemble,inc hosp,1,Overall,1.83,0.18,0.17,1,1,0.02,6,2,NA
10,ECDC-norrsken_blue,inc case,4,BE,0.42,0.05,0.05,1,1,-0.35,4,1,Belgium
10,ECDC-norrsken_green,inc case,4,BE,0.34,0.02,0.02,0.5,0.75,-0.5,4,1,Belgium
10,EuroCOVIDhub-baseline,inc case,4,BE,1,1,1,1,1,0.1,4,1,Belgium
10,EuroCOVIDhub-ensemble,inc case,4,BE,0.19,0.04,0.04,1,1,-0.17,4,1,Belgium
10,epiforecasts-tsensemble,inc case,4,BE,0.37,0.04,0.04,1,1,-0.12,4,1,Belgium
10,ECDC-norrsken_blue,inc case,3,BE,0.72,0.05,0.05,0.75,1,-0.38,4,1,Belgium
10,ECDC-norrsken_green,inc case,3,BE,0.52,0.02,0.02,0,1,-0.8,4,1,Belgium
10,EuroCOVIDhub-baseline,inc case,3,BE,1,1,1,1,1,0.1,4,1,Belgium
10,EuroCOVIDhub-ensemble,inc case,3,BE,0.38,0.05,0.05,1,1,-0.15,4,1,Belgium
