weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
10,BIOCOMSC-Gompertz,inc case,2,Overall,0.76,NA,0.56,0.99,NA,177,23,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.06,0.31,-0.29,320,32,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,0.89,0.75,0.23,0.57,-0.21,320,32,NA
10,IEM_Health-CovidProject,inc case,2,Overall,1.18,1.06,0.19,0.45,0.04,310,31,NA
10,ILM-EKF,inc case,2,Overall,1.64,1.45,0.21,0.55,-0.01,282,31,NA
10,JBUD-HMXK,inc case,2,Overall,1.25,NA,NA,NA,NA,144,21,NA
10,MUNI-ARIMA,inc case,2,Overall,0.95,0.91,0.17,0.46,-0.24,320,32,NA
10,RobertWalraven-ESG,inc case,2,Overall,1.06,1.03,0.14,0.32,-0.33,320,32,NA
10,USC-SIkJalpha,inc case,2,Overall,1.1,1.02,0.15,0.34,-0.27,320,32,NA
10,UVA-Ensemble,inc case,2,Overall,1.33,NA,0.32,0.64,NA,256,32,NA
10,epiforecasts-EpiNow2,inc case,2,Overall,1.06,0.93,0.31,0.58,-0.47,320,32,NA
10,BIOCOMSC-Gompertz,inc case,1,Overall,0.61,NA,0.68,0.99,NA,178,24,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.04,0.34,-0.24,320,32,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.8,0.64,0.34,0.73,-0.12,320,32,NA
10,IEM_Health-CovidProject,inc case,1,Overall,1.03,0.83,0.23,0.62,0.08,310,31,NA
10,ILM-EKF,inc case,1,Overall,1.03,0.83,0.23,0.64,0.01,278,31,NA
10,JBUD-HMXK,inc case,1,Overall,1.33,NA,NA,NA,NA,165,21,NA
10,MUNI-ARIMA,inc case,1,Overall,0.8,0.81,0.13,0.5,-0.18,320,32,NA
10,RobertWalraven-ESG,inc case,1,Overall,1.11,1.04,0.14,0.44,-0.21,320,32,NA
10,SDSC_ISG-TrendModel,inc case,1,Overall,0.75,0.88,NA,NA,0.41,320,32,NA
10,USC-SIkJalpha,inc case,1,Overall,1.03,0.91,0.16,0.43,-0.16,320,32,NA
10,epiforecasts-EpiNow2,inc case,1,Overall,0.87,0.72,0.52,0.84,-0.16,320,32,NA
10,epiforecasts-weeklygrowth,inc case,1,Overall,1.37,0.84,0.52,0.95,0.14,128,32,NA
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.06,0.25,-0.41,320,32,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,0.99,0.83,0.16,0.46,-0.42,320,32,NA
10,IEM_Health-CovidProject,inc case,4,Overall,1.49,1.23,0.18,0.47,-0.1,310,31,NA
10,ILM-EKF,inc case,4,Overall,4.89,4.11,0.27,0.58,-0.01,263,32,NA
10,JBUD-HMXK,inc case,4,Overall,1.08,NA,NA,NA,NA,142,21,NA
10,RobertWalraven-ESG,inc case,4,Overall,1.07,1.03,0.09,0.28,-0.5,320,32,NA
10,USC-SIkJalpha,inc case,4,Overall,1.18,1.03,0.13,0.32,-0.4,320,32,NA
10,UVA-Ensemble,inc case,4,Overall,1.41,NA,0.1,0.17,NA,224,32,NA
10,epiforecasts-EpiNow2,inc case,4,Overall,1.34,1.08,0.14,0.3,-0.8,256,32,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.05,0.28,-0.36,320,32,NA
10,EuroCOVIDhub-ensemble,inc case,3,Overall,0.95,0.78,0.21,0.51,-0.33,320,32,NA
10,IEM_Health-CovidProject,inc case,3,Overall,1.37,1.16,0.18,0.4,-0.02,310,31,NA
10,ILM-EKF,inc case,3,Overall,2.63,2.22,0.22,0.55,-0.05,288,32,NA
10,JBUD-HMXK,inc case,3,Overall,1.16,NA,NA,NA,NA,143,21,NA
10,RobertWalraven-ESG,inc case,3,Overall,1.04,0.99,0.12,0.31,-0.44,320,32,NA
10,USC-SIkJalpha,inc case,3,Overall,1.14,1.01,0.14,0.34,-0.33,320,32,NA
10,UVA-Ensemble,inc case,3,Overall,1.38,NA,0.22,0.45,NA,256,32,NA
10,epiforecasts-EpiNow2,inc case,3,Overall,1.21,1.01,0.17,0.42,-0.66,288,32,NA
10,JBUD-HMXK,inc case,5,Overall,NA,NA,NA,NA,NA,121,21,NA
10,USC-SIkJalpha,inc case,5,Overall,NA,NA,0.17,0.37,-0.45,320,32,NA
10,BIOCOMSC-Gompertz,inc death,2,Overall,1.14,NA,0.63,0.96,NA,173,22,NA
10,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.32,0.91,-0.03,320,32,NA
10,EuroCOVIDhub-ensemble,inc death,2,Overall,0.84,0.77,0.49,0.92,0.13,320,32,NA
10,IEM_Health-CovidProject,inc death,2,Overall,1.65,1.58,0.31,0.75,0.21,310,31,NA
10,ILM-EKF,inc death,2,Overall,1.6,1.78,0.7,0.96,0.29,282,31,NA
10,JBUD-HMXK,inc death,2,Overall,2.95,NA,NA,NA,NA,144,21,NA
10,MUNI-ARIMA,inc death,2,Overall,0.95,0.92,0.43,0.86,-0.14,320,32,NA
10,RobertWalraven-ESG,inc death,2,Overall,1.09,1.14,0.3,0.7,-0.02,320,32,NA
10,UMass-MechBayes,inc death,2,Overall,1.25,1.25,0.43,0.86,0.07,315,32,NA
10,USC-SIkJalpha,inc death,2,Overall,1.4,1.65,0.25,0.35,0.2,320,32,NA
10,epiforecasts-EpiNow2,inc death,2,Overall,1.69,2,0.47,0.9,0.24,180,29,NA
10,BIOCOMSC-Gompertz,inc death,1,Overall,1.14,NA,0.61,0.97,NA,173,23,NA
10,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.25,0.92,-0.04,320,32,NA
10,EuroCOVIDhub-ensemble,inc death,1,Overall,0.85,0.75,0.55,0.92,0.1,320,32,NA
10,IEM_Health-CovidProject,inc death,1,Overall,1.41,1.17,0.4,0.85,0.16,310,31,NA
10,ILM-EKF,inc death,1,Overall,1.17,1.44,0.79,1,0.21,278,31,NA
10,JBUD-HMXK,inc death,1,Overall,4.55,NA,NA,NA,NA,165,21,NA
10,MUNI-ARIMA,inc death,1,Overall,1.04,1,0.41,0.87,-0.11,320,32,NA
10,RobertWalraven-ESG,inc death,1,Overall,1.16,1.11,0.34,0.71,-0.01,320,32,NA
10,SDSC_ISG-TrendModel,inc death,1,Overall,0.95,0.89,NA,NA,-0.06,320,32,NA
10,UMass-MechBayes,inc death,1,Overall,1.48,1.32,0.54,0.86,0.14,313,32,NA
10,USC-SIkJalpha,inc death,1,Overall,1.29,1.4,0.32,0.42,0.11,320,32,NA
10,epiforecasts-EpiNow2,inc death,1,Overall,1.54,1.71,0.54,0.92,0.24,165,31,NA
10,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.37,0.88,-0.04,320,32,NA
10,EuroCOVIDhub-ensemble,inc death,4,Overall,0.87,0.89,0.44,0.91,0.09,320,32,NA
10,IEM_Health-CovidProject,inc death,4,Overall,2.22,2.36,0.3,0.75,0.28,310,31,NA
10,ILM-EKF,inc death,4,Overall,3.48,3.73,0.48,0.94,0.35,263,32,NA
10,JBUD-HMXK,inc death,4,Overall,1.61,NA,NA,NA,NA,142,21,NA
10,MUNI-ARIMA,inc death,4,Overall,0.89,0.9,0.41,0.89,-0.17,320,32,NA
10,RobertWalraven-ESG,inc death,4,Overall,1.04,1.2,0.34,0.68,-0.12,320,32,NA
10,UMass-MechBayes,inc death,4,Overall,1.05,1.18,0.36,0.78,-0.13,320,32,NA
10,USC-SIkJalpha,inc death,4,Overall,1.88,2.3,0.13,0.26,0.18,320,32,NA
10,epiforecasts-EpiNow2,inc death,4,Overall,1.95,2.5,0.43,0.89,0.13,164,29,NA
10,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.38,0.9,-0.04,320,32,NA
10,EuroCOVIDhub-ensemble,inc death,3,Overall,0.82,0.79,0.51,0.94,0.12,320,32,NA
10,IEM_Health-CovidProject,inc death,3,Overall,1.97,1.99,0.29,0.73,0.26,310,31,NA
10,ILM-EKF,inc death,3,Overall,2.23,2.43,0.59,0.95,0.33,288,32,NA
10,JBUD-HMXK,inc death,3,Overall,2.09,NA,NA,NA,NA,143,21,NA
10,MUNI-ARIMA,inc death,3,Overall,0.9,0.91,0.47,0.89,-0.16,320,32,NA
10,RobertWalraven-ESG,inc death,3,Overall,1.05,1.16,0.34,0.69,-0.05,320,32,NA
10,UMass-MechBayes,inc death,3,Overall,1.14,1.19,0.38,0.82,-0.04,320,32,NA
10,USC-SIkJalpha,inc death,3,Overall,1.56,1.9,0.21,0.32,0.23,320,32,NA
10,epiforecasts-EpiNow2,inc death,3,Overall,1.93,2.53,0.47,0.87,0.22,171,29,NA
10,JBUD-HMXK,inc death,5,Overall,NA,NA,NA,NA,NA,121,21,NA
10,USC-SIkJalpha,inc death,5,Overall,NA,NA,0.17,0.35,0.16,320,32,NA
10,EuroCOVIDhub-baseline,inc hosp,4,Overall,1,1,0.19,0.68,-0.24,145,17,NA
10,EuroCOVIDhub-ensemble,inc hosp,4,Overall,1.07,0.98,0.23,0.72,-0.08,145,17,NA
10,MUNI-ARIMA,inc hosp,4,Overall,1.13,1,0.25,0.79,-0.39,145,17,NA
10,epiforecasts-arimareg,inc hosp,4,Overall,1.05,1.35,0.09,0.34,-0.04,100,15,NA
10,epiforecasts-caseconv,inc hosp,4,Overall,2.11,1.97,0.22,0.8,0.15,100,15,NA
10,epiforecasts-tsensemble,inc hosp,4,Overall,1.08,1.09,0.19,0.69,-0.26,100,15,NA
10,EuroCOVIDhub-baseline,inc hosp,3,Overall,1,1,0.14,0.66,-0.2,147,17,NA
10,EuroCOVIDhub-ensemble,inc hosp,3,Overall,1,0.93,0.3,0.77,-0.03,146,17,NA
10,MUNI-ARIMA,inc hosp,3,Overall,1.05,0.98,0.27,0.75,-0.34,146,17,NA
10,epiforecasts-arimareg,inc hosp,3,Overall,1.05,1.32,0.14,0.4,0.11,109,16,NA
10,epiforecasts-caseconv,inc hosp,3,Overall,2.48,2.31,0.27,0.81,0.34,108,15,NA
10,epiforecasts-tsensemble,inc hosp,3,Overall,1.05,1.04,0.31,0.72,-0.22,109,16,NA
10,EuroCOVIDhub-baseline,inc hosp,2,Overall,1,1,0.15,0.66,-0.15,148,17,NA
10,EuroCOVIDhub-ensemble,inc hosp,2,Overall,0.95,0.92,0.38,0.84,0.01,146,17,NA
10,MUNI-ARIMA,inc hosp,2,Overall,1.02,1,0.31,0.73,-0.29,146,17,NA
10,epiforecasts-arimareg,inc hosp,2,Overall,1.11,1.36,0.22,0.46,0.26,115,16,NA
10,epiforecasts-caseconv,inc hosp,2,Overall,2.91,2.64,0.25,0.86,0.5,114,15,NA
10,epiforecasts-tsensemble,inc hosp,2,Overall,1.04,1.01,0.25,0.73,-0.19,115,16,NA
10,EuroCOVIDhub-baseline,inc hosp,1,Overall,1,1,0.14,0.71,-0.16,147,17,NA
10,EuroCOVIDhub-ensemble,inc hosp,1,Overall,0.87,0.87,0.4,0.9,0.03,145,17,NA
10,MUNI-ARIMA,inc hosp,1,Overall,0.99,0.98,0.3,0.76,-0.24,145,17,NA
10,epiforecasts-arimareg,inc hosp,1,Overall,1.08,1.2,0.24,0.57,0.31,116,15,NA
10,epiforecasts-caseconv,inc hosp,1,Overall,3.8,3.14,0.21,0.9,0.6,114,14,NA
10,epiforecasts-tsensemble,inc hosp,1,Overall,1.04,1,0.35,0.78,-0.2,116,15,NA
10,BIOCOMSC-Gompertz,inc case,2,AT,0.57,NA,0.67,1,NA,9,1,Austria
10,EuroCOVIDhub-baseline,inc case,2,AT,1,1,0.1,0.3,-0.1,10,1,Austria
10,EuroCOVIDhub-ensemble,inc case,2,AT,0.64,0.59,0.3,0.6,-0.02,10,1,Austria
10,IEM_Health-CovidProject,inc case,2,AT,1.09,1.03,0.2,0.2,0.07,10,1,Austria
10,ILM-EKF,inc case,2,AT,1.68,1.51,0.2,0.5,0.1,10,1,Austria
10,JBUD-HMXK,inc case,2,AT,0.55,NA,NA,NA,NA,7,1,Austria
10,MUNI-ARIMA,inc case,2,AT,0.65,0.63,0.1,0.3,-0.32,10,1,Austria
10,RobertWalraven-ESG,inc case,2,AT,1.06,1.04,0.2,0.4,-0.26,10,1,Austria
10,USC-SIkJalpha,inc case,2,AT,0.54,0.52,0.4,0.7,-0.07,10,1,Austria
10,UVA-Ensemble,inc case,2,AT,1.99,NA,0.12,0.5,NA,8,1,Austria
10,epiforecasts-EpiNow2,inc case,2,AT,1.03,1.04,0.3,0.5,-0.59,10,1,Austria
10,BIOCOMSC-Gompertz,inc case,1,AT,0.5,NA,0.78,1,NA,9,1,Austria
10,EuroCOVIDhub-baseline,inc case,1,AT,1,1,0,0.5,-0.2,10,1,Austria
10,EuroCOVIDhub-ensemble,inc case,1,AT,0.78,0.72,0.3,0.7,-0.18,10,1,Austria
10,IEM_Health-CovidProject,inc case,1,AT,1.09,0.98,0.1,0.5,0.09,10,1,Austria
10,ILM-EKF,inc case,1,AT,1.08,1.12,0.3,0.6,-0.1,10,1,Austria
10,JBUD-HMXK,inc case,1,AT,0.45,NA,NA,NA,NA,8,1,Austria
10,MUNI-ARIMA,inc case,1,AT,0.88,0.98,0,0.1,-0.21,10,1,Austria
10,RobertWalraven-ESG,inc case,1,AT,1.27,1.31,0.2,0.5,-0.2,10,1,Austria
10,SDSC_ISG-TrendModel,inc case,1,AT,0.75,1.32,NA,NA,0.8,10,1,Austria
10,USC-SIkJalpha,inc case,1,AT,0.69,0.69,0.2,0.8,-0.19,10,1,Austria
10,epiforecasts-EpiNow2,inc case,1,AT,0.63,0.61,0.3,0.8,-0.33,10,1,Austria
10,epiforecasts-weeklygrowth,inc case,1,AT,1.13,0.87,0.75,1,0.25,4,1,Austria
10,EuroCOVIDhub-baseline,inc case,4,AT,1,1,0,0.1,-0.19,10,1,Austria
10,EuroCOVIDhub-ensemble,inc case,4,AT,1.07,0.97,0,0.2,-0.05,10,1,Austria
10,IEM_Health-CovidProject,inc case,4,AT,1.6,1.45,0,0.2,0,10,1,Austria
10,ILM-EKF,inc case,4,AT,4.01,3.36,0.11,0.22,0.17,9,1,Austria
10,JBUD-HMXK,inc case,4,AT,0.82,NA,NA,NA,NA,7,1,Austria
10,RobertWalraven-ESG,inc case,4,AT,1.05,1.06,0,0.1,-0.21,10,1,Austria
10,USC-SIkJalpha,inc case,4,AT,1.02,0.94,0.1,0.4,-0.16,10,1,Austria
10,UVA-Ensemble,inc case,4,AT,1.33,NA,0,0,NA,7,1,Austria
10,epiforecasts-EpiNow2,inc case,4,AT,1.11,1.11,0.12,0.12,-0.89,8,1,Austria
10,EuroCOVIDhub-baseline,inc case,3,AT,1,1,0,0.2,-0.2,10,1,Austria
