weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc,location_name
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,1,1,1,0.13,141,30,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,0.44,0.25,0.26,0.74,1,0.3,136,29,NA
10,epiforecasts-EpiNow2,inc case,4,Overall,0.28,0.12,0.11,0.4,0.83,-0.05,139,30,NA
10,epiforecasts-tsensemble,inc case,4,Overall,0.54,0.26,0.26,0.55,0.85,0.41,123,28,NA
10,fjordhest-ensemble,inc case,4,Overall,0.47,0.27,0.27,0.64,0.98,0.38,85,20,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,1,1,1,0.14,143,30,NA
10,EuroCOVIDhub-ensemble,inc case,3,Overall,0.47,0.27,0.27,0.77,0.99,0.28,134,29,NA
10,epiforecasts-EpiNow2,inc case,3,Overall,0.33,0.14,0.14,0.46,0.84,-0.06,140,30,NA
10,epiforecasts-tsensemble,inc case,3,Overall,0.54,0.25,0.23,0.58,0.87,0.39,126,28,NA
10,epiforecasts-weeklygrowth,inc case,3,Overall,0.78,0.45,0.45,0.64,1,0.37,108,29,NA
10,fjordhest-ensemble,inc case,3,Overall,0.46,0.26,0.28,0.7,0.98,0.3,84,18,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,1,0.99,1,0.16,145,30,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,0.46,0.24,0.23,0.76,1,0.26,135,29,NA
10,SGroup-RandomForest,inc case,2,Overall,1.52,1.09,1.04,0.26,1,0.59,115,30,NA
10,epiforecasts-EpiNow2,inc case,2,Overall,0.36,0.16,0.17,0.46,0.89,-0.05,141,30,NA
10,epiforecasts-tsensemble,inc case,2,Overall,0.56,0.27,0.25,0.59,0.9,0.36,131,28,NA
10,epiforecasts-weeklygrowth,inc case,2,Overall,0.74,0.42,0.44,0.62,0.99,0.33,137,30,NA
10,fjordhest-ensemble,inc case,2,Overall,0.53,0.29,0.32,0.68,0.98,0.27,85,18,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,1,0.97,1,0.2,145,30,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.5,0.26,0.25,0.74,1,0.28,138,30,NA
10,SGroup-RandomForest,inc case,1,Overall,1.46,0.99,1.02,0.53,0.99,0.43,145,30,NA
10,epiforecasts-EpiNow2,inc case,1,Overall,0.38,0.2,0.2,0.49,0.92,-0.05,139,30,NA
10,epiforecasts-tsensemble,inc case,1,Overall,0.63,0.32,0.31,0.63,0.89,0.34,132,28,NA
10,epiforecasts-weeklygrowth,inc case,1,Overall,0.73,0.4,0.4,0.64,0.99,0.34,137,29,NA
10,fjordhest-ensemble,inc case,1,Overall,0.6,0.3,0.3,0.55,0.96,0.35,85,18,NA
10,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,1,0.99,1,0.12,113,26,NA
10,EuroCOVIDhub-ensemble,inc death,4,Overall,0.69,0.38,0.37,0.81,1,0.25,103,23,NA
10,epiforecasts-EpiNow2,inc death,4,Overall,0.82,0.45,0.4,0.65,0.88,0.1,112,26,NA
10,epiforecasts-tsensemble,inc death,4,Overall,0.96,0.48,0.52,0.53,0.9,0.42,97,21,NA
10,fjordhest-ensemble,inc death,4,Overall,0.66,0.35,0.37,0.64,0.97,0.32,76,17,NA
10,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,1,0.98,1,0.11,118,26,NA
10,EuroCOVIDhub-ensemble,inc death,3,Overall,0.66,0.34,0.36,0.82,1,0.2,102,23,NA
10,epiforecasts-EpiNow2,inc death,3,Overall,0.67,0.36,0.34,0.64,0.91,0.04,116,26,NA
10,epiforecasts-tsensemble,inc death,3,Overall,0.97,0.49,0.58,0.57,0.91,0.38,96,21,NA
10,epiforecasts-weeklygrowth,inc death,3,Overall,1926.65,859.67,808.59,0.61,0.95,0.25,93,25,NA
10,fjordhest-ensemble,inc death,3,Overall,0.85,0.39,0.34,0.71,0.99,0.22,78,17,NA
10,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,1,0.97,1,0.09,123,26,NA
10,EuroCOVIDhub-ensemble,inc death,2,Overall,0.61,0.34,0.36,0.87,1,0.15,104,23,NA
10,SGroup-RandomForest,inc death,2,Overall,1.13,0.68,0.63,0.47,0.97,0.23,97,26,NA
10,epiforecasts-EpiNow2,inc death,2,Overall,0.64,0.34,0.33,0.62,0.93,-0.04,118,26,NA
10,epiforecasts-tsensemble,inc death,2,Overall,1.02,0.52,0.64,0.61,0.92,0.37,96,22,NA
10,epiforecasts-weeklygrowth,inc death,2,Overall,1651.79,707.47,714.67,0.66,0.97,0.24,119,26,NA
10,fjordhest-ensemble,inc death,2,Overall,0.84,0.42,0.34,0.76,1,0.14,80,17,NA
10,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,1,0.93,1,0.1,123,26,NA
10,EuroCOVIDhub-ensemble,inc death,1,Overall,0.64,0.39,0.38,0.85,1,0.11,106,24,NA
10,SGroup-RandomForest,inc death,1,Overall,1.1,0.81,0.89,0.58,0.96,0.11,123,26,NA
10,epiforecasts-EpiNow2,inc death,1,Overall,0.6,0.36,0.35,0.64,0.92,-0.09,118,26,NA
10,epiforecasts-tsensemble,inc death,1,Overall,1.08,0.65,0.79,0.68,0.91,0.32,96,21,NA
10,epiforecasts-weeklygrowth,inc death,1,Overall,1499.47,685.56,699.67,0.72,0.98,0.23,120,26,NA
10,fjordhest-ensemble,inc death,1,Overall,0.95,0.51,0.39,0.61,0.99,0.11,80,17,NA
10,EuroCOVIDhub-baseline,inc hosp,4,Overall,1,1,1,0.86,1,0.28,69,12,NA
10,EuroCOVIDhub-ensemble,inc hosp,4,Overall,0.66,0.66,0.69,0.67,0.94,0.33,66,12,NA
10,epiforecasts-EpiNow2,inc hosp,4,Overall,0.36,0.4,0.44,0.5,0.82,0.01,68,12,NA
10,epiforecasts-tsensemble,inc hosp,4,Overall,0.75,0.86,0.89,0.46,0.78,0.33,67,12,NA
10,epiforecasts-weeklygrowth,inc hosp,4,Overall,0.63,0.71,0.66,0.4,0.96,0.45,53,11,NA
10,fjordhest-ensemble,inc hosp,4,Overall,0.75,0.84,0.74,0.52,0.95,0.43,44,10,NA
10,EuroCOVIDhub-baseline,inc hosp,3,Overall,1,1,1,0.87,1,0.27,69,12,NA
10,EuroCOVIDhub-ensemble,inc hosp,3,Overall,0.62,0.61,0.63,0.71,0.97,0.29,65,12,NA
10,epiforecasts-EpiNow2,inc hosp,3,Overall,0.34,0.36,0.4,0.5,0.82,-0.03,68,12,NA
10,epiforecasts-tsensemble,inc hosp,3,Overall,0.7,0.8,0.84,0.5,0.82,0.32,68,12,NA
10,epiforecasts-weeklygrowth,inc hosp,3,Overall,0.7,0.72,0.68,0.36,0.98,0.47,53,11,NA
10,fjordhest-ensemble,inc hosp,3,Overall,0.59,0.67,0.6,0.71,1,0.32,51,10,NA
10,EuroCOVIDhub-baseline,inc hosp,2,Overall,1,1,1,0.84,1,0.24,69,12,NA
10,EuroCOVIDhub-ensemble,inc hosp,2,Overall,0.65,0.58,0.58,0.66,0.98,0.28,64,12,NA
10,epiforecasts-EpiNow2,inc hosp,2,Overall,0.35,0.32,0.33,0.47,0.87,-0.08,68,12,NA
10,epiforecasts-tsensemble,inc hosp,2,Overall,0.73,0.79,0.83,0.55,0.83,0.3,69,12,NA
