weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc,location_name
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,1,1,1,0.12,139,30,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,0.44,0.22,0.23,0.75,1,0.31,130,29,NA
10,epiforecasts-EpiNow2,inc case,4,Overall,0.3,0.11,0.11,0.45,0.86,-0.04,136,30,NA
10,epiforecasts-tsensemble,inc case,4,Overall,0.48,0.21,0.21,0.58,0.86,0.4,122,28,NA
10,epiforecasts-weeklygrowth,inc case,4,Overall,0.41,0.3,0.27,0.61,1,0.39,100,28,NA
10,fjordhest-ensemble,inc case,4,Overall,0.45,0.23,0.24,0.63,0.98,0.36,82,18,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,1,1,1,0.13,141,30,NA
10,EuroCOVIDhub-ensemble,inc case,3,Overall,0.43,0.23,0.22,0.76,0.99,0.29,131,29,NA
10,SGroup-RandomForest,inc case,3,Overall,1.41,0.95,0.91,0.22,1,0.67,112,30,NA
10,epiforecasts-EpiNow2,inc case,3,Overall,0.3,0.13,0.13,0.47,0.88,-0.06,137,30,NA
10,epiforecasts-tsensemble,inc case,3,Overall,0.51,0.23,0.22,0.61,0.9,0.36,127,28,NA
10,epiforecasts-weeklygrowth,inc case,3,Overall,0.76,0.42,0.44,0.65,1,0.37,132,29,NA
10,fjordhest-ensemble,inc case,3,Overall,0.44,0.24,0.26,0.61,0.98,0.33,83,18,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,1,0.99,1,0.15,141,30,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,0.44,0.24,0.24,0.75,1,0.29,134,30,NA
10,SGroup-RandomForest,inc case,2,Overall,1.4,1,1,0.3,1,0.58,141,30,NA
10,epiforecasts-EpiNow2,inc case,2,Overall,0.33,0.15,0.15,0.47,0.91,-0.05,135,30,NA
10,epiforecasts-tsensemble,inc case,2,Overall,0.55,0.26,0.24,0.6,0.91,0.36,128,28,NA
10,epiforecasts-weeklygrowth,inc case,2,Overall,0.71,0.37,0.37,0.62,0.99,0.36,133,29,NA
10,fjordhest-ensemble,inc case,2,Overall,0.51,0.27,0.28,0.64,0.95,0.34,83,18,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,1,0.99,1,0.19,141,30,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.45,0.23,0.22,0.77,1,0.27,135,30,NA
10,SGroup-RandomForest,inc case,1,Overall,1.34,0.96,0.97,0.56,0.99,0.39,141,30,NA
10,epiforecasts-EpiNow2,inc case,1,Overall,0.31,0.17,0.17,0.5,0.93,-0.06,135,30,NA
10,epiforecasts-tsensemble,inc case,1,Overall,0.6,0.3,0.29,0.65,0.91,0.33,129,28,NA
10,epiforecasts-weeklygrowth,inc case,1,Overall,0.71,0.37,0.38,0.66,0.99,0.34,134,29,NA
