weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc,location_name
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,1,0.99,1,-0.14,127,26,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,1.02,0.48,0.55,0.34,0.95,-0.62,125,26,NA
10,SGroup-RandomForest,inc case,4,Overall,1.08,0.66,0.69,0.72,0.99,-0.15,127,26,NA
10,epiforecasts-EpiNow2,inc case,4,Overall,1.14,0.77,0.92,0.13,0.31,-0.78,126,26,NA
10,epiforecasts-tsensemble,inc case,4,Overall,1.02,0.6,0.43,0.15,0.33,-0.83,117,24,NA
10,epiforecasts-weeklygrowth,inc case,4,Overall,0.96,0.45,0.31,0.17,0.92,-0.72,102,21,NA
10,fjordhest-ensemble,inc case,4,Overall,1.07,0.57,0.79,0.36,0.83,-0.57,77,16,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,1,0.98,1,-0.15,127,26,NA
10,SGroup-RandomForest,inc case,3,Overall,1.1,0.9,0.89,0.79,1,-0.11,127,26,NA
10,epiforecasts-EpiNow2,inc case,3,Overall,1.07,0.84,0.94,0.18,0.44,-0.68,125,26,NA
10,epiforecasts-tsensemble,inc case,3,Overall,1.01,0.7,0.47,0.16,0.38,-0.79,116,24,NA
10,epiforecasts-weeklygrowth,inc case,3,Overall,0.99,0.59,0.63,0.21,0.92,-0.69,112,23,NA
10,fjordhest-ensemble,inc case,3,Overall,1.05,0.74,0.93,0.32,0.77,-0.59,79,16,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,1,0.98,1,-0.17,127,26,NA
10,SGroup-RandomForest,inc case,2,Overall,1.09,0.86,0.87,0.73,0.98,-0.26,127,26,NA
10,epiforecasts-EpiNow2,inc case,2,Overall,1.05,0.89,1.01,0.23,0.57,-0.55,124,25,NA
10,epiforecasts-tsensemble,inc case,2,Overall,1,0.77,0.49,0.18,0.38,-0.75,114,24,NA
10,epiforecasts-weeklygrowth,inc case,2,Overall,0.92,0.62,0.67,0.29,0.94,-0.63,117,24,NA
10,fjordhest-ensemble,inc case,2,Overall,1.05,0.85,1.07,0.29,0.76,-0.54,80,16,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,1,0.92,1,-0.22,127,26,NA
10,SGroup-RandomForest,inc case,1,Overall,1.15,1,1,0.73,1,-0.21,127,26,NA
10,epiforecasts-EpiNow2,inc case,1,Overall,0.95,0.83,0.92,0.31,0.72,-0.39,124,25,NA
10,epiforecasts-tsensemble,inc case,1,Overall,0.97,0.79,0.52,0.2,0.38,-0.71,112,24,NA
10,epiforecasts-weeklygrowth,inc case,1,Overall,0.9,0.65,0.71,0.38,0.92,-0.56,117,24,NA
10,fjordhest-ensemble,inc case,1,Overall,1.03,1.01,1.27,0.32,0.75,-0.47,80,16,NA
10,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,1,1,1,-0.07,100,21,NA
10,EuroCOVIDhub-ensemble,inc death,4,Overall,1.2,0.36,0.39,0.7,0.99,-0.3,83,18,NA
10,SGroup-RandomForest,inc death,4,Overall,2.41,1.11,0.99,0.49,0.87,-0.05,100,21,NA
10,epiforecasts-EpiNow2,inc death,4,Overall,1.37,0.59,0.72,0.41,0.67,-0.58,91,19,NA
10,epiforecasts-tsensemble,inc death,4,Overall,1.08,0.35,0.31,0.73,0.91,-0.2,67,15,NA
10,epiforecasts-weeklygrowth,inc death,4,Overall,3392.75,1342.97,1246.24,0.44,0.85,-0.45,66,15,NA
10,fjordhest-ensemble,inc death,4,Overall,1.27,0.44,0.45,0.69,0.94,-0.27,72,15,NA
10,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,1,1,1,-0.08,100,21,NA
10,SGroup-RandomForest,inc death,3,Overall,1.97,1.07,1.01,0.55,0.86,-0.09,100,21,NA
10,epiforecasts-EpiNow2,inc death,3,Overall,1.36,0.69,0.77,0.39,0.67,-0.58,89,19,NA
10,epiforecasts-tsensemble,inc death,3,Overall,0.86,0.34,0.35,0.71,0.86,-0.24,65,14,NA
10,epiforecasts-weeklygrowth,inc death,3,Overall,1839.66,915.14,973.88,0.44,0.9,-0.48,86,18,NA
10,fjordhest-ensemble,inc death,3,Overall,1.57,0.6,0.52,0.7,0.89,-0.31,74,15,NA
10,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,1,0.98,1,-0.09,100,21,NA
10,SGroup-RandomForest,inc death,2,Overall,1.44,0.92,0.91,0.57,0.85,-0.15,100,21,NA
10,epiforecasts-EpiNow2,inc death,2,Overall,1.3,0.75,0.85,0.43,0.75,-0.56,87,19,NA
10,epiforecasts-tsensemble,inc death,2,Overall,0.91,0.41,0.4,0.7,0.87,-0.26,63,14,NA
10,epiforecasts-weeklygrowth,inc death,2,Overall,488.15,819.87,950.02,0.45,0.89,-0.49,84,18,NA
10,fjordhest-ensemble,inc death,2,Overall,3.93,0.8,0.63,0.72,0.91,-0.33,75,15,NA
10,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,1,0.96,1,-0.13,100,21,NA
10,SGroup-RandomForest,inc death,1,Overall,1.34,0.94,0.95,0.6,0.8,-0.22,100,21,NA
10,epiforecasts-EpiNow2,inc death,1,Overall,1.3,0.86,0.93,0.45,0.78,-0.52,86,19,NA
10,epiforecasts-tsensemble,inc death,1,Overall,0.88,0.52,0.57,0.76,0.85,-0.23,62,15,NA
10,epiforecasts-weeklygrowth,inc death,1,Overall,614.94,1005.84,1349.15,0.44,0.89,-0.48,90,19,NA
10,fjordhest-ensemble,inc death,1,Overall,4.15,1.32,0.84,0.65,0.85,-0.35,75,15,NA
10,EuroCOVIDhub-baseline,inc hosp,4,Overall,1,1,1,0.85,1,-0.21,60,9,NA
10,epiforecasts-EpiNow2,inc hosp,4,Overall,1.33,1.62,1.66,0.14,0.55,-0.59,58,9,NA
10,epiforecasts-tsensemble,inc hosp,4,Overall,1.09,1.39,1.46,0.28,0.5,-0.61,60,9,NA
10,epiforecasts-weeklygrowth,inc hosp,4,Overall,1.02,1.09,1.14,0.37,0.91,-0.55,54,8,NA
10,fjordhest-ensemble,inc hosp,4,Overall,0.96,0.96,0.85,0.49,0.96,-0.44,47,7,NA
10,EuroCOVIDhub-baseline,inc hosp,3,Overall,1,1,1,0.87,1,-0.18,60,9,NA
10,epiforecasts-EpiNow2,inc hosp,3,Overall,1.27,1.43,1.46,0.19,0.64,-0.51,59,9,NA
