weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc,location_name
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,1,0.98,1,-0.15,122,25,NA
10,SGroup-RandomForest,inc case,4,Overall,1.05,0.72,0.76,0.75,0.99,-0.23,122,25,NA
10,epiforecasts-EpiNow2,inc case,4,Overall,1.62,1.23,1.28,0.32,0.65,-0.04,121,25,NA
10,epiforecasts-tsensemble,inc case,4,Overall,0.87,0.62,0.52,0.19,0.4,-0.64,108,23,NA
10,epiforecasts-weeklygrowth,inc case,4,Overall,0.91,0.65,0.52,0.4,0.96,-0.44,100,21,NA
10,fjordhest-ensemble,inc case,4,Overall,1.04,0.78,1.06,0.22,0.64,-0.55,76,16,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,1,0.97,1,-0.15,122,25,NA
10,EuroCOVIDhub-ensemble,inc case,3,Overall,0.99,0.7,0.69,0.61,0.99,-0.23,93,24,NA
10,SGroup-RandomForest,inc case,3,Overall,1.19,0.94,0.95,0.75,1,-0.14,122,25,NA
10,epiforecasts-EpiNow2,inc case,3,Overall,1.41,1.2,1.19,0.3,0.69,0.09,122,25,NA
10,epiforecasts-tsensemble,inc case,3,Overall,0.86,0.64,0.52,0.25,0.52,-0.54,106,22,NA
10,epiforecasts-weeklygrowth,inc case,3,Overall,1.04,0.77,0.77,0.43,0.97,-0.4,110,22,NA
10,fjordhest-ensemble,inc case,3,Overall,1.04,0.9,1.11,0.28,0.69,-0.48,75,16,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,1,0.94,1,-0.15,122,25,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,1,0.71,0.75,0.62,1,-0.24,117,24,NA
10,SGroup-RandomForest,inc case,2,Overall,1.18,0.91,0.91,0.7,0.98,-0.2,122,25,NA
10,epiforecasts-EpiNow2,inc case,2,Overall,1.29,1.03,1,0.37,0.75,0.18,122,25,NA
10,epiforecasts-tsensemble,inc case,2,Overall,0.89,0.63,0.52,0.32,0.63,-0.42,105,21,NA
