weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
10,BIOCOMSC-Gompertz,inc case,2,Overall,0.71,NA,0.54,0.94,NA,265,31,NA
10,DSMPG-bayes,inc case,2,Overall,0.35,0.56,0.54,0.98,0.2,63,24,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.48,0.91,0.14,310,32,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,0.74,0.75,0.42,0.85,0.03,310,32,NA
10,IEM_Health-CovidProject,inc case,2,Overall,0.73,0.81,0.25,0.59,0.07,304,32,NA
10,ILM-EKF,inc case,2,Overall,0.74,0.79,0.35,0.79,-0.09,309,32,NA
10,Karlen-pypm,inc case,2,Overall,5.83,2.47,0.3,0.78,0.36,27,18,NA
10,LANL-GrowthRate,inc case,2,Overall,0.64,0.68,0.46,0.81,-0.29,280,32,NA
10,MUNI-ARIMA,inc case,2,Overall,0.66,0.7,0.58,0.89,-0.07,310,32,NA
10,RobertWalraven-ESG,inc case,2,Overall,0.82,0.98,0.37,0.68,-0.22,310,32,NA
10,UMass-SemiMech,inc case,2,Overall,0.67,1.03,0.31,0.82,0.16,278,32,NA
10,USC-SIkJalpha,inc case,2,Overall,0.89,1.12,0.22,0.24,-0.01,310,32,NA
10,UVA-Ensemble,inc case,2,Overall,1.31,NA,0.6,0.83,NA,310,32,NA
10,epiforecasts-EpiExpert,inc case,2,Overall,0.76,0.69,0.22,0.64,0.19,59,19,NA
10,epiforecasts-EpiNow2,inc case,2,Overall,1.2,1.25,0.35,0.73,-0.13,309,32,NA
10,BIOCOMSC-Gompertz,inc case,1,Overall,0.78,NA,0.51,0.94,NA,267,32,NA
10,DSMPG-bayes,inc case,1,Overall,0.48,0.57,0.61,0.95,0.21,41,21,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.41,0.95,0.09,311,32,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.76,0.69,0.45,0.91,-0,311,32,NA
10,IEM_Health-CovidProject,inc case,1,Overall,0.81,0.85,0.33,0.7,0.02,304,32,NA
10,ILM-EKF,inc case,1,Overall,1,0.97,0.4,0.84,-0.1,310,32,NA
10,Karlen-pypm,inc case,1,Overall,2.17,0.97,0.6,0.87,0.24,55,29,NA
10,LANL-GrowthRate,inc case,1,Overall,0.73,0.71,0.47,0.85,-0.35,280,32,NA
10,MUNI-ARIMA,inc case,1,Overall,0.8,0.87,0.56,0.87,-0.05,311,32,NA
10,RobertWalraven-ESG,inc case,1,Overall,0.98,1.07,0.41,0.74,-0.15,311,32,NA
10,SDSC_ISG-TrendModel,inc case,1,Overall,0.62,NA,NA,NA,NA,311,32,NA
10,UMass-SemiMech,inc case,1,Overall,0.72,1.1,0.45,0.87,0.13,247,32,NA
10,USC-SIkJalpha,inc case,1,Overall,1.17,1.31,0.32,0.34,0.06,311,32,NA
10,UVA-Ensemble,inc case,1,Overall,1.57,NA,0.63,0.89,NA,311,32,NA
10,epiforecasts-EpiNow2,inc case,1,Overall,1.15,1.03,0.41,0.79,-0.1,310,32,NA
10,DSMPG-bayes,inc case,4,Overall,1.45,0.77,0.42,1,0.35,19,19,NA
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.43,0.85,0.28,308,32,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,0.65,0.7,0.3,0.7,0.18,308,32,NA
10,IEM_Health-CovidProject,inc case,4,Overall,0.85,0.95,0.22,0.48,0.22,304,32,NA
10,ILM-EKF,inc case,4,Overall,0.61,0.68,0.38,0.79,-0.01,307,32,NA
10,LANL-GrowthRate,inc case,4,Overall,0.72,0.75,0.34,0.76,0.06,277,32,NA
10,MUNI-ARIMA,inc case,4,Overall,0.72,0.78,0.54,0.87,-0.12,247,32,NA
