weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc,location_name
10,ECDC-norrsken_blue,inc case,4,Overall,1.21,0.18,0.17,0.71,1,0.26,103,22,NA
10,ECDC-norrsken_green,inc case,4,Overall,0.37,0.04,0.04,0.4,0.9,-0.12,103,22,NA
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,1,0.95,1,0.12,114,24,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,0.42,0.1,0.1,0.94,1,0.08,103,22,NA
10,epiforecasts-tsensemble,inc case,4,Overall,0.64,0.12,0.12,0.81,1,-0.16,102,21,NA
10,fjordhest-ensemble,inc case,4,Overall,0.68,0.09,0.1,0.79,0.97,0.3,66,14,NA
10,ECDC-norrsken_blue,inc case,3,Overall,0.93,0.14,0.13,0.77,1,0.19,103,22,NA
10,ECDC-norrsken_green,inc case,3,Overall,0.41,0.04,0.04,0.38,0.89,-0.14,103,22,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,1,0.96,1,0.12,113,23,NA
10,EuroCOVIDhub-ensemble,inc case,3,Overall,0.46,0.09,0.09,0.95,1,0.05,103,22,NA
10,Lydia-SARIMA,inc case,3,Overall,17.05,3.07,3.95,1,1,0.12,79,17,NA
10,epiforecasts-tsensemble,inc case,3,Overall,0.72,0.1,0.1,0.87,1,-0.11,101,21,NA
10,ECDC-norrsken_blue,inc case,2,Overall,0.71,0.11,0.1,0.78,1,0.09,104,23,NA
10,ECDC-norrsken_green,inc case,2,Overall,0.52,0.04,0.04,0.4,0.93,-0.23,104,23,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,1,0.96,1,0.11,113,23,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,0.45,0.08,0.07,0.91,1,0.03,104,23,NA
10,Lydia-SARIMA,inc case,2,Overall,17.73,3.4,4.98,1,1,0.1,78,17,NA
10,epiforecasts-tsensemble,inc case,2,Overall,0.77,0.09,0.09,0.9,1,-0.07,102,22,NA
10,ECDC-norrsken_blue,inc case,1,Overall,0.88,0.12,0.1,0.75,1,0.01,105,23,NA
10,ECDC-norrsken_green,inc case,1,Overall,0.65,0.06,0.05,0.38,0.85,-0.14,105,23,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,1,0.97,1,0.11,114,24,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.54,0.08,0.07,0.86,1,0.03,105,23,NA
10,Lydia-SARIMA,inc case,1,Overall,16.11,4.19,7.83,1,1,0.09,77,18,NA
10,epiforecasts-tsensemble,inc case,1,Overall,0.68,0.09,0.09,0.88,1,-0.05,104,23,NA
10,ECDC-norrsken_blue,inc death,2,Overall,9,1.78,1.75,0.31,0.92,0.63,39,11,NA
10,ECDC-norrsken_green,inc death,2,Overall,5.54,1.09,1.07,0.28,0.49,0.69,39,11,NA
10,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,1,1,1,0.02,86,18,NA
10,EuroCOVIDhub-ensemble,inc death,2,Overall,1.58,0.48,0.45,0.9,1,0.2,50,13,NA
10,epiforecasts-tsensemble,inc death,2,Overall,1.76,0.32,0.36,0.92,1,0.03,59,14,NA
10,ECDC-norrsken_blue,inc death,1,Overall,9.17,2.93,2.98,0.41,0.83,0.56,41,12,NA
10,ECDC-norrsken_green,inc death,1,Overall,5.36,1.77,1.8,0.29,0.56,0.63,41,12,NA
10,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,1,0.99,1,0.01,87,19,NA
10,EuroCOVIDhub-ensemble,inc death,1,Overall,1.37,0.53,0.48,0.9,1,0.19,52,14,NA
10,epiforecasts-tsensemble,inc death,1,Overall,1.6,0.42,0.45,0.88,1,0.02,60,15,NA
10,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,1,1,1,0.05,87,19,NA
10,EuroCOVIDhub-ensemble,inc death,4,Overall,1.1,0.4,0.41,0.94,1,0.21,54,11,NA
10,epiforecasts-tsensemble,inc death,4,Overall,1.27,0.3,0.3,0.9,1,0.07,61,13,NA
