weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,cov_50,cov_95,bias,n,n_loc,location_name
10,EuroCOVIDhub-baseline,inc case,4,Overall,1,1,0.12,0.62,0.51,307,32,NA
10,EuroCOVIDhub-ensemble,inc case,4,Overall,0.86,0.72,0.4,0.82,0.12,307,32,NA
10,IEM_Health-CovidProject,inc case,4,Overall,0.99,0.9,0.32,0.72,0.22,297,31,NA
10,ILM-EKF,inc case,4,Overall,1.3,1.19,0.33,0.78,0.07,218,26,NA
10,JBUD-HMXK,inc case,4,Overall,1.39,1.86,NA,NA,0.58,253,29,NA
10,MUNI-ARIMA,inc case,4,Overall,1,1.08,0.23,0.68,0.35,214,32,NA
10,RobertWalraven-ESG,inc case,4,Overall,0.99,0.83,0.4,0.72,0.03,307,32,NA
10,USC-SIkJalpha,inc case,4,Overall,1.12,1.06,0.16,0.47,-0.07,307,32,NA
10,epiforecasts-EpiNow2,inc case,4,Overall,0.98,0.88,0.35,0.69,-0.38,307,32,NA
10,epiforecasts-weeklygrowth,inc case,4,Overall,1.18,1.05,0.46,0.96,0.29,307,32,NA
10,EuroCOVIDhub-baseline,inc case,3,Overall,1,1,0.13,0.7,0.47,308,32,NA
10,EuroCOVIDhub-ensemble,inc case,3,Overall,0.88,0.73,0.4,0.86,0.05,308,32,NA
10,IEM_Health-CovidProject,inc case,3,Overall,0.93,0.86,0.34,0.73,0.16,298,31,NA
10,JBUD-HMXK,inc case,3,Overall,1.23,1.38,NA,NA,0.42,262,29,NA
10,MUNI-ARIMA,inc case,3,Overall,0.99,1.06,0.23,0.71,0.31,246,32,NA
10,RobertWalraven-ESG,inc case,3,Overall,1.07,0.92,0.37,0.75,-0.05,308,32,NA
10,USC-SIkJalpha,inc case,3,Overall,1.18,1.11,0.16,0.5,-0.04,308,32,NA
10,epiforecasts-EpiNow2,inc case,3,Overall,1.2,1.07,0.39,0.78,-0.27,308,32,NA
10,epiforecasts-weeklygrowth,inc case,3,Overall,1.07,0.96,0.48,0.97,0.22,308,32,NA
10,BIOCOMSC-Gompertz,inc case,2,Overall,0.91,NA,0.74,1,NA,146,22,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,0.15,0.78,0.44,310,32,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,0.92,0.73,0.43,0.88,0.03,310,32,NA
10,IEM_Health-CovidProject,inc case,2,Overall,0.91,0.85,0.38,0.78,0.12,300,31,NA
10,JBUD-HMXK,inc case,2,Overall,1.03,1.01,NA,NA,0.34,272,29,NA
10,MUNI-ARIMA,inc case,2,Overall,0.94,1.02,0.28,0.72,0.28,247,32,NA
10,RobertWalraven-ESG,inc case,2,Overall,1.18,1.05,0.34,0.76,-0.13,310,32,NA
10,USC-SIkJalpha,inc case,2,Overall,1.2,1.13,0.16,0.53,0,310,32,NA
10,epiforecasts-EpiNow2,inc case,2,Overall,1.86,1.67,0.5,0.89,-0.13,310,32,NA
10,epiforecasts-weeklygrowth,inc case,2,Overall,0.99,0.85,0.51,0.97,0.17,310,32,NA
10,BIOCOMSC-Gompertz,inc case,1,Overall,0.72,NA,0.81,1,NA,140,21,NA
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,0.11,0.84,0.43,312,32,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.81,0.64,0.5,0.91,0.04,312,32,NA
10,IEM_Health-CovidProject,inc case,1,Overall,0.92,0.79,0.5,0.87,0.12,302,31,NA
10,JBUD-HMXK,inc case,1,Overall,0.83,0.76,NA,NA,0.24,282,29,NA
10,MUNI-ARIMA,inc case,1,Overall,0.91,0.97,0.25,0.73,0.27,249,32,NA
10,RobertWalraven-ESG,inc case,1,Overall,1.36,1.16,0.38,0.79,-0.13,312,32,NA
10,SDSC_ISG-TrendModel,inc case,1,Overall,0.88,0.9,0.68,0.94,-0.03,312,32,NA
10,USC-SIkJalpha,inc case,1,Overall,1.33,1.14,0.16,0.61,-0,311,32,NA
10,epiforecasts-EpiNow2,inc case,1,Overall,2.4,2.69,0.58,0.91,-0.03,312,32,NA
10,epiforecasts-weeklygrowth,inc case,1,Overall,0.96,0.8,0.6,0.96,0.14,312,32,NA
10,EuroCOVIDhub-baseline,inc death,4,Overall,1,1,0.44,0.87,0.29,311,32,NA
10,EuroCOVIDhub-ensemble,inc death,4,Overall,0.63,0.63,0.61,0.92,-0.09,311,32,NA
10,IEM_Health-CovidProject,inc death,4,Overall,1.38,1.3,0.38,0.79,0.21,301,31,NA
10,ILM-EKF,inc death,4,Overall,498.92,591.93,0.78,0.99,0.03,220,26,NA
10,JBUD-HMXK,inc death,4,Overall,1.25,1.66,NA,NA,-0.05,229,29,NA
10,MUNI-ARIMA,inc death,4,Overall,0.94,0.87,0.49,0.9,0.2,249,32,NA
10,RobertWalraven-ESG,inc death,4,Overall,0.89,0.87,0.4,0.77,-0.02,311,32,NA
10,USC-SIkJalpha,inc death,4,Overall,0.86,0.98,0.25,0.43,-0.4,311,32,NA
10,epiforecasts-EpiNow2,inc death,4,Overall,1.85,3.17,0.44,0.88,-0.28,235,31,NA
10,EuroCOVIDhub-baseline,inc death,3,Overall,1,1,0.45,0.88,0.3,313,32,NA
10,EuroCOVIDhub-ensemble,inc death,3,Overall,0.63,0.67,0.63,0.92,-0.1,313,32,NA
10,IEM_Health-CovidProject,inc death,3,Overall,1.16,1.17,0.39,0.81,0.18,303,31,NA
10,JBUD-HMXK,inc death,3,Overall,1.31,1.35,NA,NA,-0.31,238,29,NA
10,MUNI-ARIMA,inc death,3,Overall,0.92,0.9,0.5,0.87,0.16,251,32,NA
10,RobertWalraven-ESG,inc death,3,Overall,0.92,0.94,0.39,0.76,-0.01,313,32,NA
10,USC-SIkJalpha,inc death,3,Overall,0.82,0.95,0.33,0.45,-0.34,313,32,NA
10,epiforecasts-EpiNow2,inc death,3,Overall,3.02,3.44,0.44,0.91,-0.26,254,32,NA
10,BIOCOMSC-Gompertz,inc death,2,Overall,4.14,NA,0.59,0.93,NA,145,22,NA
10,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,0.45,0.89,0.3,313,32,NA
10,EuroCOVIDhub-ensemble,inc death,2,Overall,0.61,0.67,0.67,0.92,-0.1,313,32,NA
10,IEM_Health-CovidProject,inc death,2,Overall,1.05,1,0.42,0.84,0.07,303,31,NA
10,JBUD-HMXK,inc death,2,Overall,1.64,1.39,NA,NA,-0.44,247,29,NA
10,MUNI-ARIMA,inc death,2,Overall,0.86,0.81,0.52,0.88,0.12,250,32,NA
10,RobertWalraven-ESG,inc death,2,Overall,0.94,0.93,0.41,0.79,0.01,313,32,NA
10,USC-SIkJalpha,inc death,2,Overall,0.9,0.94,0.42,0.53,-0.29,313,32,NA
10,epiforecasts-EpiNow2,inc death,2,Overall,2.99,3.89,0.51,0.92,-0.22,265,31,NA
10,BIOCOMSC-Gompertz,inc death,1,Overall,1.95,NA,0.62,0.91,NA,138,21,NA
10,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,0.35,0.9,0.23,312,32,NA
10,EuroCOVIDhub-ensemble,inc death,1,Overall,0.66,0.68,0.65,0.94,-0.11,312,32,NA
10,IEM_Health-CovidProject,inc death,1,Overall,1.02,0.9,0.54,0.88,-0,302,31,NA
10,JBUD-HMXK,inc death,1,Overall,2.06,1.62,NA,NA,-0.57,253,29,NA
10,MUNI-ARIMA,inc death,1,Overall,0.83,0.8,0.51,0.89,0.06,249,32,NA
10,RobertWalraven-ESG,inc death,1,Overall,0.89,0.82,0.43,0.83,0.01,312,32,NA
10,SDSC_ISG-TrendModel,inc death,1,Overall,1.08,1.04,0.55,0.91,0.02,312,32,NA
10,USC-SIkJalpha,inc death,1,Overall,0.98,0.99,0.53,0.6,-0.22,312,32,NA
10,epiforecasts-EpiNow2,inc death,1,Overall,1.17,1.2,0.57,0.95,-0.13,265,32,NA
10,EuroCOVIDhub-baseline,inc hosp,4,Overall,1,1,0.27,0.62,0.29,125,14,NA
10,EuroCOVIDhub-ensemble,inc hosp,4,Overall,1.02,1.03,0.33,0.79,0.1,121,14,NA
10,MUNI-ARIMA,inc hosp,4,Overall,0.93,1.02,0.37,0.86,0.19,97,14,NA
10,epiforecasts-arimareg,inc hosp,4,Overall,0.9,0.99,0.16,0.5,0.18,109,12,NA
10,epiforecasts-caseconv,inc hosp,4,Overall,1.23,1.26,0.34,0.8,-0.12,108,12,NA
10,epiforecasts-tsensemble,inc hosp,4,Overall,1.02,1.03,0.34,0.77,0.24,109,12,NA
10,EuroCOVIDhub-baseline,inc hosp,3,Overall,1,1,0.22,0.65,0.31,125,14,NA
10,EuroCOVIDhub-ensemble,inc hosp,3,Overall,0.98,0.95,0.37,0.84,0.09,121,14,NA
10,MUNI-ARIMA,inc hosp,3,Overall,0.81,0.84,0.34,0.88,0.21,97,14,NA
10,epiforecasts-arimareg,inc hosp,3,Overall,0.97,1.11,0.22,0.53,0.14,108,12,NA
10,epiforecasts-caseconv,inc hosp,3,Overall,1.07,1.1,0.43,0.87,-0.23,108,12,NA
10,epiforecasts-tsensemble,inc hosp,3,Overall,1.01,0.99,0.37,0.79,0.26,108,12,NA
10,EuroCOVIDhub-baseline,inc hosp,2,Overall,1,1,0.22,0.64,0.32,125,14,NA
10,EuroCOVIDhub-ensemble,inc hosp,2,Overall,0.88,0.81,0.44,0.85,0.07,121,14,NA
10,MUNI-ARIMA,inc hosp,2,Overall,0.69,0.72,0.4,0.89,0.17,97,14,NA
10,epiforecasts-arimareg,inc hosp,2,Overall,1,1.11,0.2,0.61,0.16,107,12,NA
10,epiforecasts-caseconv,inc hosp,2,Overall,1.15,1.1,0.49,0.9,-0.32,107,12,NA
10,epiforecasts-tsensemble,inc hosp,2,Overall,1.08,1.08,0.36,0.8,0.22,107,12,NA
10,EuroCOVIDhub-baseline,inc hosp,1,Overall,1,1,0.19,0.74,0.29,125,14,NA
10,EuroCOVIDhub-ensemble,inc hosp,1,Overall,0.79,0.77,0.51,0.88,0.02,122,14,NA
10,MUNI-ARIMA,inc hosp,1,Overall,0.68,0.66,0.36,0.91,0.07,98,14,NA
10,epiforecasts-arimareg,inc hosp,1,Overall,1.04,1.15,0.25,0.66,0.13,106,12,NA
10,epiforecasts-caseconv,inc hosp,1,Overall,1.48,1.38,0.46,0.94,-0.38,106,12,NA
10,epiforecasts-tsensemble,inc hosp,1,Overall,1.05,1.02,0.48,0.85,0.13,106,12,NA
10,EuroCOVIDhub-baseline,inc case,4,AT,1,1,0,0.3,0.35,10,1,Austria
10,EuroCOVIDhub-ensemble,inc case,4,AT,0.97,0.71,0.3,0.7,0.04,10,1,Austria
10,IEM_Health-CovidProject,inc case,4,AT,0.98,0.76,0.1,0.6,0.1,10,1,Austria
10,ILM-EKF,inc case,4,AT,1.62,1.2,0.6,0.8,0.08,10,1,Austria
10,JBUD-HMXK,inc case,4,AT,0.87,1,NA,NA,0.88,10,1,Austria
10,MUNI-ARIMA,inc case,4,AT,1.8,1.53,0.14,0.14,0.23,7,1,Austria
10,RobertWalraven-ESG,inc case,4,AT,0.95,0.75,0.2,0.5,0.05,10,1,Austria
10,USC-SIkJalpha,inc case,4,AT,1.07,0.86,0.2,0.5,-0.31,10,1,Austria
10,epiforecasts-EpiNow2,inc case,4,AT,1.03,0.72,0.1,0.6,-0.8,10,1,Austria
10,epiforecasts-weeklygrowth,inc case,4,AT,1.07,0.97,0.6,1,0.24,10,1,Austria
10,EuroCOVIDhub-baseline,inc case,3,AT,1,1,0,0.3,0.35,10,1,Austria
10,EuroCOVIDhub-ensemble,inc case,3,AT,0.95,0.65,0.3,0.8,-0.02,10,1,Austria
10,IEM_Health-CovidProject,inc case,3,AT,0.93,0.78,0.2,0.5,-0.06,10,1,Austria
10,JBUD-HMXK,inc case,3,AT,0.78,0.87,NA,NA,0.68,10,1,Austria
10,MUNI-ARIMA,inc case,3,AT,1.42,1.46,0.25,0.25,0.15,8,1,Austria
10,RobertWalraven-ESG,inc case,3,AT,1.01,0.84,0.2,0.5,0.02,10,1,Austria
10,USC-SIkJalpha,inc case,3,AT,1.02,0.8,0.3,0.5,-0.36,10,1,Austria
10,epiforecasts-EpiNow2,inc case,3,AT,0.81,0.53,0.5,0.8,-0.37,10,1,Austria
10,epiforecasts-weeklygrowth,inc case,3,AT,0.99,0.79,0.6,1,0.19,10,1,Austria
10,EuroCOVIDhub-baseline,inc case,2,AT,1,1,0,0.5,0.34,10,1,Austria
10,EuroCOVIDhub-ensemble,inc case,2,AT,1.01,0.63,0.3,0.9,-0.02,10,1,Austria
10,IEM_Health-CovidProject,inc case,2,AT,0.93,0.78,0.2,0.6,-0.04,10,1,Austria
10,JBUD-HMXK,inc case,2,AT,0.79,0.68,NA,NA,0.62,10,1,Austria
10,MUNI-ARIMA,inc case,2,AT,1.27,1.47,0.25,0.38,0.26,8,1,Austria
10,RobertWalraven-ESG,inc case,2,AT,1.1,0.95,0.2,0.5,-0.1,10,1,Austria
10,USC-SIkJalpha,inc case,2,AT,1.24,0.95,0.3,0.6,-0.33,10,1,Austria
10,epiforecasts-EpiNow2,inc case,2,AT,0.97,0.6,0.3,1,-0.01,10,1,Austria
10,epiforecasts-weeklygrowth,inc case,2,AT,0.97,0.69,0.5,1,0.13,10,1,Austria
