weeks_included,model,target_variable,horizon,location,rel_ae,rel_wis,msr_baseline,cov_50,cov_95,bias,n,n_loc,location_name
10,EuroCOVIDhub-baseline,inc case,1,Overall,1,1,1,0.74,1,0.13,141,30,NA
10,EuroCOVIDhub-ensemble,inc case,1,Overall,0.79,0.77,0.74,0.66,0.96,0.11,141,30,NA
10,fjordhest-ensemble,inc case,1,Overall,0.97,1.03,1.07,0.55,0.83,0.13,71,22,NA
10,EuroCOVIDhub-baseline,inc case,2,Overall,1,1,1,0.88,1,0.11,112,30,NA
10,EuroCOVIDhub-ensemble,inc case,2,Overall,0.8,0.79,0.78,0.72,0.96,0.11,112,30,NA
10,fjordhest-ensemble,inc case,2,Overall,1.01,0.97,0.99,0.47,0.84,0.15,51,22,NA
10,EuroCOVIDhub-baseline,inc death,1,Overall,1,1,1,0.85,1,-0.02,99,27,NA
10,EuroCOVIDhub-ensemble,inc death,1,Overall,1.1,0.87,0.88,0.78,0.99,-0.08,99,27,NA
10,fjordhest-ensemble,inc death,1,Overall,1.36,1.19,1.18,0.43,0.81,-0.24,54,19,NA
10,EuroCOVIDhub-baseline,inc death,2,Overall,1,1,1,0.91,1,-0.02,78,27,NA
10,EuroCOVIDhub-ensemble,inc death,2,Overall,1.11,0.84,0.84,0.86,0.99,-0.04,78,27,NA
10,EuroCOVIDhub-baseline,inc hosp,1,Overall,1,1,1,0.57,0.98,-0.04,89,14,NA
10,EuroCOVIDhub-ensemble,inc hosp,1,Overall,0.95,0.88,0.87,0.53,0.99,-0.06,76,14,NA
10,epiforecasts-tsensemble,inc hosp,1,Overall,1.1,1.01,1.02,0.41,0.8,-0.02,71,14,NA
10,EuroCOVIDhub-baseline,inc hosp,2,Overall,1,1,1,0.65,0.97,-0.08,75,14,NA
10,EuroCOVIDhub-ensemble,inc hosp,2,Overall,0.98,0.87,0.87,0.58,0.97,-0.03,62,14,NA
10,MUNI-ARIMA,inc hosp,2,Overall,1.12,1.01,1.01,0.54,0.93,0.08,68,14,NA
10,epiforecasts-tsensemble,inc hosp,2,Overall,1.04,0.94,0.95,0.4,0.79,-0.06,57,14,NA
10,EuroCOVIDhub-baseline,inc hosp,3,Overall,1,1,1,0.69,0.97,-0.08,61,14,NA
10,EuroCOVIDhub-ensemble,inc hosp,3,Overall,0.95,0.86,0.86,0.62,0.96,-0.01,48,14,NA
10,MUNI-ARIMA,inc hosp,3,Overall,1.13,1.06,1.06,0.65,0.96,0.13,55,14,NA
10,epiforecasts-tsensemble,inc hosp,3,Overall,0.96,0.84,0.84,0.49,0.81,-0.07,43,13,NA
